SURVEY: SDSS
SNID: 8921
IAUC: UNKNOWN
RA: -34.9980770
DEC: -0.0080340
MWEBV: 0.049 # MW E(B-V)
REDSHIFT_HELIO: 0.14530 +- 0.00100
REDSHIFT_CMB: 0.14417 +- 0.00099
VPEC: 49.369
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53693.11
FILTERS: ABCfghijklrtuvLC

#==============================
NOBS: 122
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53623.207 SDSS-g VOID -25.8900 16.8690
OBS: 53626.195 SDSS-g VOID 37.3200 33.3680
OBS: 53628.180 SDSS-g VOID -12.9700 54.2060
OBS: 53635.188 SDSS-g VOID -12.5400 21.0780
OBS: 53636.188 SDSS-g VOID -7.7600 18.4400
OBS: 53637.180 SDSS-g VOID -23.8300 19.9050
OBS: 53644.172 SDSS-g VOID 0.0600 14.5420
OBS: 53654.207 SDSS-g VOID -50.6000 25.2870
OBS: 53656.152 SDSS-g VOID 115.9301 47.5000
OBS: 53666.145 SDSS-g VOID -24.8600 13.5630
OBS: 53668.156 SDSS-g VOID -8.3900 18.1410
OBS: 53670.160 SDSS-g VOID -30.7400 14.8980
OBS: 53673.129 SDSS-g VOID 79.5300 16.2840
OBS: 53675.125 SDSS-g VOID 132.3101 16.1100
OBS: 53676.211 SDSS-g VOID 188.3701 15.7460
OBS: 53677.145 SDSS-g VOID 233.8601 19.2370
OBS: 53680.133 SDSS-g VOID 367.2302 18.6470
OBS: 53686.199 SDSS-g VOID 863.6804 80.6470
OBS: 53693.133 SDSS-g VOID 1122.9805 39.4960
OBS: 53703.137 SDSS-g VOID 684.7403 25.7510
OBS: 53704.113 SDSS-g VOID 645.5303 20.7550
OBS: 53623.207 SDSS-r VOID -16.9200 23.5510
OBS: 53626.195 SDSS-r VOID -0.0400 29.8080
OBS: 53628.180 SDSS-r VOID -77.7600 48.0520
OBS: 53635.188 SDSS-r VOID 10.6000 24.6660
OBS: 53637.180 SDSS-r VOID 56.6100 30.7460
OBS: 53644.172 SDSS-r VOID -3.6200 22.1660
OBS: 53654.207 SDSS-r VOID 70.3200 38.7230
OBS: 53656.152 SDSS-r VOID -11.7700 82.3310
OBS: 53666.145 SDSS-r VOID -27.8000 21.4760
