SURVEY: SDSS
SNID: 16165.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0273 MW E(B-V)
REDSHIFT_HELIO: 0.157 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54052.849

NOBS: 100
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53989.398 g  -49.5700 37.6460
OBS: 53995.438 g  -0.2900 13.6070
OBS: 54000.375 g  -10.5100 16.2070
OBS: 54007.426 g  -4.2300 13.2780
OBS: 54009.348 g  -7.3100 12.1270
OBS: 54011.414 g  -1.4500 11.9200
OBS: 54021.418 g  35.3000 20.3520
OBS: 54025.414 g  22.9800 16.1980
OBS: 54029.344 g  11.3200 13.2450
OBS: 54029.422 g  8.7800 14.3380
OBS: 54031.328 g  -6.4800 12.5080
OBS: 54036.336 g  97.4400 16.1820
OBS: 54039.332 g  299.7801 15.7760
OBS: 54041.305 g  437.5402 31.6020
OBS: 54048.328 g  930.5904 28.5660
OBS: 54052.332 g  979.8604 28.2350
OBS: 54055.344 g  922.9104 27.5590
OBS: 54058.324 g  834.7404 19.7150
OBS: 54060.348 g  756.3803 21.3180
OBS: 54063.316 g  621.6003 20.7770
OBS: 53989.398 r  -46.7500 35.6590
OBS: 53995.438 r  40.0500 19.4640
OBS: 54000.375 r  -50.5500 25.9270
OBS: 54007.426 r  -23.6000 22.3450
OBS: 54009.348 r  -4.8300 19.1790
OBS: 54011.414 r  3.1000 17.7770
OBS: 54021.418 r  17.9900 25.6760
OBS: 54025.414 r  -6.9400 24.4010
OBS: 54029.344 r  1.1500 21.1170
OBS: 54029.422 r  17.1100 23.6450
OBS: 54031.328 r  -3.1000 21.1800
OBS: 54036.336 r  123.2400 26.4460
OBS: 54039.332 r  294.3600 24.0060
OBS: 54041.305 r  470.0199 30.9120
OBS: 54048.328 r  884.5498 32.3470
OBS: 54052.332 r  966.3498 38.8610
OBS: 54055.344 r  1009.1098 30.2500
OBS: 54058.324 r  807.4299 28.1520
OBS: 54060.348 r  836.1999 28.8970
OBS: 54063.316 r  752.8199 25.5740
OBS: 53989.398 i  18.4200 38.4740
OBS: 53995.438 i  4.1500 28.7590
OBS: 54000.375 i  -107.9800 36.6800
OBS: 54007.426 i  -27.8200 33.6170
OBS: 54009.348 i  -26.5700 28.6760
OBS: 54011.414 i  8.2200 27.1690
OBS: 54021.418 i  33.6900 31.5470
OBS: 54025.414 i  5.6200 34.8860
OBS: 54029.344 i  2.9800 31.2160
OBS: 54029.422 i  6.9000 32.3750
OBS: 54031.328 i  37.5600 30.3880
OBS: 54036.336 i  94.5000 36.3220
OBS: 54039.332 i  263.4999 33.5340
OBS: 54041.305 i  435.3698 34.9690
OBS: 54048.328 i  755.3597 36.9560
OBS: 54052.332 i  799.7997 43.5800
OBS: 54055.344 i  840.6197 37.1220
OBS: 54058.324 i  733.3997 37.8670
OBS: 54060.348 i  665.0897 36.2110
OBS: 54063.316 i  606.4798 33.2300
OBS: 53989.398 z  35.0700 100.0220
OBS: 53995.438 z  -86.3400 87.9340
OBS: 54000.375 z  25.8800 122.8751
OBS: 54007.426 z  64.1400 95.9100
OBS: 54009.348 z  -39.8700 85.0630
OBS: 54011.414 z  74.8300 85.8080
OBS: 54021.418 z  -116.0701 97.1240
OBS: 54025.414 z  10.7700 122.4891
OBS: 54029.344 z  -7.2400 109.4891
OBS: 54029.422 z  106.1600 115.3961
OBS: 54031.328 z  95.9200 109.8761
OBS: 54036.336 z  133.3301 134.1081
OBS: 54039.332 z  110.3801 108.2750
OBS: 54041.305 z  152.4601 100.4920
OBS: 54048.328 z  678.1403 93.0120
OBS: 54052.332 z  791.8704 154.7531
OBS: 54055.344 z  296.7701 108.4400
OBS: 54058.324 z  438.6702 129.2511
OBS: 54060.348 z  106.1600 127.8161
OBS: 54063.316 z  223.4101 115.9751
OBS: 53989.398 u  78.2600 94.0060
OBS: 53995.438 u  -29.2300 42.3660
OBS: 54000.375 u  -31.3200 49.0450
OBS: 54007.426 u  -67.3300 43.7460
OBS: 54009.348 u  -37.1000 39.0540
OBS: 54011.414 u  11.8800 37.1500
OBS: 54021.418 u  -107.5200 61.2440
OBS: 54025.414 u  55.8400 56.0000
OBS: 54029.344 u  -22.7900 46.0090
OBS: 54029.422 u  0.9700 51.5020
OBS: 54031.328 u  -20.4500 41.6210
OBS: 54036.336 u  -78.3100 53.5720
OBS: 54039.332 u  0.5800 44.0770
OBS: 54041.305 u  26.4400 77.5010
OBS: 54048.328 u  374.0999 83.4900
OBS: 54052.332 u  278.8099 73.1950
OBS: 54055.344 u  259.8599 59.1190
OBS: 54058.324 u  153.1899 54.8960
OBS: 54060.348 u  219.9099 58.6220
OBS: 54063.316 u  57.5300 47.1410
END_PHOTOMETRY:

# =============================================
