SURVEY: SNLS3_LC
SNID: 06D3dt
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0077 MW E(B-V)
REDSHIFT_HELIO: 0.282 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53849.1

NOBS: 57
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53847.570 g  142.4485 2.4206
OBS: 53851.420 g  131.9749 1.3890
OBS: 53853.420 g  124.0574 1.3152
OBS: 53855.410 g  110.0692 1.0646
OBS: 53859.360 g  83.6691 1.3406
OBS: 53875.350 g  18.7508 0.9245
OBS: 53879.310 g  11.6181 1.2467
OBS: 53883.380 g  11.0064 1.1774
OBS: 53888.400 g  10.0174 1.0862
OBS: 53892.370 g  6.7477 1.6674
OBS: 53906.360 g  7.1082 1.7357
OBS: 53911.320 g  3.2363 1.6248
OBS: 53916.320 g  4.7533 1.4380
OBS: 53936.300 g  6.6980 1.0678
OBS: 53939.300 g  5.3011 1.0769
OBS: 53943.300 g  3.5554 1.1240
OBS: 53847.450 i  195.1676 2.5191
OBS: 53851.310 i  199.3892 2.7220
OBS: 53855.350 i  182.4883 2.0210
OBS: 53859.310 i  162.2366 2.1735
OBS: 53875.460 i  90.0143 2.9504
OBS: 53879.260 i  84.8002 2.9196
OBS: 53883.330 i  78.6033 1.8418
OBS: 53888.360 i  66.6371 3.1423
OBS: 53892.320 i  60.9767 1.7727
OBS: 53906.300 i  34.7564 2.2546
OBS: 53910.340 i  35.8910 1.7610
OBS: 53915.320 i  31.7236 2.7973
OBS: 53919.340 i  34.6682 2.5478
OBS: 53935.310 i  20.0188 2.2507
OBS: 53939.260 i  21.9832 2.4146
OBS: 53943.260 i  11.5350 2.5186
OBS: 53848.440 r  189.4603 2.0702
OBS: 53851.400 r  184.8355 1.6152
OBS: 53855.390 r  170.9117 1.4358
OBS: 53859.340 r  150.2622 1.6083
OBS: 53875.500 r  57.2883 2.9402
OBS: 53879.290 r  42.0475 1.3433
OBS: 53883.360 r  33.0936 1.3971
OBS: 53888.380 r  25.5807 1.5582
OBS: 53892.350 r  26.2235 1.7491
OBS: 53906.350 r  16.4952 1.5982
OBS: 53911.280 r  14.9042 1.4192
OBS: 53916.340 r  11.5693 1.5814
OBS: 53919.310 r  13.5834 1.9805
OBS: 53935.340 r  9.9951 2.5711
OBS: 53939.280 r  15.4399 1.2901
OBS: 53943.320 r  11.5514 1.7138
OBS: 53848.470 z  159.3550 7.3805
OBS: 53855.440 z  147.7529 4.4294
OBS: 53859.390 z  124.3205 3.9240
OBS: 53875.400 z  86.0405 5.3442
OBS: 53883.420 z  85.5870 6.0942
OBS: 53892.400 z  76.7255 3.1706
OBS: 53906.400 z  47.3592 8.0635
OBS: 53915.370 z  41.0129 7.8287
OBS: 53919.270 z  29.7838 4.3578
END_PHOTOMETRY:

# =============================================
