SURVEY: SDSS
SNID: 5549.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0336 MW E(B-V)
REDSHIFT_HELIO: 0.121 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53666.129

NOBS: 97
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53616.324 g  -12.6000 16.5050
OBS: 53623.316 g  -2.7700 16.9600
OBS: 53626.301 g  -14.1500 17.8410
OBS: 53628.285 g  -1.2500 35.1620
OBS: 53635.293 g  -14.0200 25.6460
OBS: 53637.289 g  22.2100 30.4700
OBS: 53639.332 g  3.2100 15.6690
OBS: 53644.281 g  31.2600 15.5860
OBS: 53654.313 g  604.0903 16.4520
OBS: 53663.273 g  1533.1507 34.4720
OBS: 53666.344 g  1452.0607 29.0350
OBS: 53668.266 g  1422.9306 35.8800
OBS: 53670.270 g  1361.3806 29.7250
OBS: 53673.238 g  1147.0305 22.6650
OBS: 53675.234 g  969.0904 20.5510
OBS: 53677.254 g  867.6704 16.1870
OBS: 53680.242 g  663.6203 16.5740
OBS: 53693.242 g  204.9101 29.6980
OBS: 53698.238 g  167.9401 15.7710
OBS: 53699.262 g  221.0501 17.7830
OBS: 53704.223 g  106.9900 14.8490
OBS: 53623.316 r  6.9200 21.4450
OBS: 53626.301 r  -13.4400 24.7740
OBS: 53628.285 r  64.1400 35.1900
OBS: 53635.293 r  -16.3000 30.4150
OBS: 53637.289 r  36.7600 31.2980
OBS: 53639.332 r  12.2400 21.1530
OBS: 53644.281 r  -19.2100 20.8550
OBS: 53654.313 r  571.4899 24.8920
OBS: 53663.273 r  1428.1298 29.8080
OBS: 53666.344 r  1568.8297 36.0460
OBS: 53668.266 r  1543.0298 72.3400
OBS: 53670.270 r  1473.5697 50.7840
OBS: 53673.238 r  1394.3397 29.2560
OBS: 53675.234 r  1306.0597 31.0220
OBS: 53677.254 r  1223.3698 24.6800
OBS: 53680.242 r  963.6798 26.2670
OBS: 53693.242 r  570.9599 32.1540
OBS: 53698.238 r  507.8799 26.5070
OBS: 53699.262 r  488.5799 25.7890
OBS: 53704.223 r  357.3599 23.4790
OBS: 53623.316 i  12.1500 32.6230
OBS: 53626.301 i  20.9200 35.1350
OBS: 53628.285 i  -9.0900 41.3170
OBS: 53635.293 i  -6.3400 36.1840
OBS: 53637.289 i  9.9000 46.4230
OBS: 53639.332 i  11.5200 31.5470
OBS: 53644.281 i  22.9000 34.1410
OBS: 53654.313 i  572.7598 33.9200
OBS: 53663.273 i  1152.1096 36.7080
OBS: 53666.344 i  1250.5795 43.2220
OBS: 53668.266 i  1194.2695 60.0300
OBS: 53670.270 i  1182.2195 38.1160
OBS: 53673.238 i  1027.6996 35.1070
OBS: 53675.234 i  945.0196 38.7780
OBS: 53677.254 i  842.1697 31.7680
OBS: 53680.242 i  673.7397 32.6230
OBS: 53693.242 i  660.8097 39.5510
OBS: 53699.262 i  568.0198 38.4470
OBS: 53704.223 i  374.4599 36.7910
OBS: 53623.316 u  22.5700 45.6230
OBS: 53626.301 u  35.5500 46.6720
OBS: 53628.285 u  -87.6600 85.1180
OBS: 53635.293 u  -35.2900 64.8600
OBS: 53637.289 u  10.1600 82.0550
OBS: 53639.332 u  75.1000 44.8220
OBS: 53644.281 u  -3.2400 54.8960
OBS: 53654.313 u  89.7400 43.6910
OBS: 53663.273 u  520.0998 65.9360
OBS: 53666.344 u  432.8599 84.0700
OBS: 53668.266 u  528.8098 70.1590
OBS: 53670.270 u  374.7999 49.7900
OBS: 53673.238 u  129.8500 41.6480
OBS: 53675.234 u  155.7899 44.4080
OBS: 53677.254 u  119.0500 39.6060
OBS: 53680.242 u  95.4400 41.2900
OBS: 53693.242 u  52.9100 89.1480
OBS: 53699.262 u  -2.5900 51.1150
OBS: 53704.223 u  78.0300 46.8370
OBS: 53626.301 z  27.6800 107.8061
OBS: 53628.285 z  12.4100 124.9451
OBS: 53635.293 z  -26.0400 103.3070
OBS: 53637.289 z  -108.8801 179.2621
OBS: 53639.332 z  -70.4500 97.2350
OBS: 53654.313 z  380.5702 110.7591
OBS: 53663.273 z  786.7004 96.3790
OBS: 53666.344 z  818.2604 125.3591
OBS: 53668.266 z  521.8202 173.8521
OBS: 53670.270 z  682.6303 119.1221
OBS: 53673.238 z  474.9202 106.8400
OBS: 53675.234 z  240.1201 153.2351
OBS: 53677.254 z  444.2502 90.1140
OBS: 53680.242 z  554.1903 103.8860
OBS: 53693.242 z  395.8802 104.9350
OBS: 53698.238 z  545.7902 111.3941
OBS: 53699.262 z  824.4104 119.1491
OBS: 53704.223 z  352.5502 123.3171
END_PHOTOMETRY:

# =============================================
