SURVEY: SNLS3_LC
SNID: 06D2cd
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0202 MW E(B-V)
REDSHIFT_HELIO: 0.93 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53789.603

NOBS: 82
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53731.540 g  0.0229 0.6168
OBS: 53735.520 g  -0.3517 0.8962
OBS: 53739.490 g  0.8712 0.9351
OBS: 53742.500 g  -0.9171 0.6957
OBS: 53766.470 g  -0.4034 0.8158
OBS: 53769.400 g  -0.2226 0.8997
OBS: 53791.480 g  4.0918 4.0326
OBS: 53798.490 g  -1.1344 1.9541
OBS: 53799.290 g  2.8564 1.3702
OBS: 53848.330 g  -0.5327 0.8058
OBS: 53854.290 g  0.6816 0.6734
OBS: 53856.330 g  0.5705 0.8884
OBS: 53877.300 g  0.0893 1.2569
OBS: 53884.280 g  1.7721 0.9374
OBS: 54061.600 g  0.0998 1.2627
OBS: 54066.560 g  -0.7147 1.0277
OBS: 54086.580 g  -0.3701 0.9918
OBS: 54089.540 g  0.1821 0.5975
OBS: 54092.660 g  -0.9255 1.8575
OBS: 54095.530 g  -0.9865 0.6381
OBS: 53731.490 i  -1.0768 1.2283
OBS: 53735.460 i  2.7238 1.4098
OBS: 53739.460 i  7.8188 1.9665
OBS: 53742.450 i  -0.4803 1.1416
OBS: 53766.420 i  6.2272 1.0505
OBS: 53769.350 i  7.6521 2.7164
OBS: 53772.430 i  13.0117 1.3925
OBS: 53784.330 i  23.2884 1.5204
OBS: 53791.380 i  19.0360 7.3119
OBS: 53798.450 i  17.8782 1.9137
OBS: 53801.280 i  19.5860 1.1818
OBS: 53848.270 i  1.8167 0.9804
OBS: 53853.300 i  1.4775 1.2954
OBS: 53856.260 i  1.3929 0.9637
OBS: 53858.260 i  1.5677 1.3398
OBS: 53878.280 i  2.9831 1.3456
OBS: 53884.260 i  2.6041 1.5414
OBS: 54060.610 i  -0.8440 1.2496
OBS: 54066.540 i  -2.9231 1.9201
OBS: 54082.530 i  0.9639 1.6687
OBS: 54086.560 i  2.6051 1.8010
OBS: 54089.510 i  -0.3850 0.8785
OBS: 54092.530 i  -0.7370 1.9743
OBS: 54095.470 i  2.3416 1.1987
OBS: 53731.520 r  1.4768 0.9322
OBS: 53735.500 r  0.4168 1.1613
OBS: 53739.500 r  1.7242 2.1495
OBS: 53740.460 r  1.4441 0.9271
OBS: 53742.480 r  0.5739 0.8993
OBS: 53766.460 r  1.1953 0.9623
OBS: 53769.380 r  3.5681 1.3842
OBS: 53784.380 r  12.8644 2.4045
OBS: 53791.450 r  3.5870 2.9944
OBS: 53798.470 r  5.7023 1.7287
OBS: 53801.320 r  4.2002 1.3839
OBS: 53848.310 r  1.0208 1.2712
OBS: 53853.360 r  -8.0876 5.5619
OBS: 53854.270 r  0.4194 0.9532
OBS: 53856.300 r  1.1304 1.1491
OBS: 53858.300 r  -0.3469 1.7816
OBS: 53876.270 r  14.8013 6.4918
OBS: 53877.270 r  1.2021 1.4903
OBS: 53885.260 r  -2.4485 3.6718
OBS: 53886.260 r  1.9588 1.6889
OBS: 54061.590 r  -0.5065 1.2700
OBS: 54066.580 r  1.3304 1.3477
OBS: 54082.560 r  -0.7948 1.9592
OBS: 54085.610 r  0.9114 1.5248
OBS: 54089.610 r  1.3913 1.1817
OBS: 54092.550 r  2.1326 5.5942
OBS: 54093.470 r  0.3803 1.8613
OBS: 54095.510 r  0.5406 1.0726
OBS: 53735.560 z  2.0248 2.6638
OBS: 53742.530 z  1.9565 2.3855
OBS: 53784.400 z  12.8062 15.0584
OBS: 53799.330 z  20.0192 3.1277
OBS: 53848.370 z  5.0283 3.4724
OBS: 53856.350 z  -0.4030 6.0869
OBS: 53858.330 z  3.7880 3.6909
OBS: 54082.600 z  0.7975 2.7864
OBS: 54089.570 z  3.7218 1.8067
OBS: 54095.560 z  3.8214 3.0361
END_PHOTOMETRY:

# =============================================
