SURVEY: OTHER_LOWZ_LC
SNID: sn1999cp
IAUC: UNKNOWN
PHOTOMETRY_VERSION: OTHER_LOWZ_LC
MWEBV: 0.024 MW E(B-V)
REDSHIFT_HELIO: 0.00948 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 51363.409

NOBS: 20
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 51355.233 B  150660.6645 7780.1689
OBS: 51365.272 B  239662.3835 7009.4818
OBS: 51367.246 B  209122.0747 8014.7062
OBS: 51368.243 B  208353.0569 6796.5790
OBS: 51383.137 B  59703.5116 1656.0914
OBS: 51355.233 I  146825.0489 3786.3245
OBS: 51365.272 I  166571.3031 2147.7703
OBS: 51367.246 I  156891.7802 3034.4438
OBS: 51368.243 I  142036.5687 2223.8666
OBS: 51383.137 I  93325.4668 515.7165
OBS: 51355.233 R  152194.9029 6466.9844
OBS: 51365.272 R  235939.1988 8812.7366
OBS: 51367.246 R  222228.6802 9153.0461
OBS: 51368.243 R  218977.8111 8516.6819
OBS: 51383.137 R  106071.8384 4317.7728
OBS: 51355.233 V  135394.1571 2805.6154
OBS: 51365.272 V  240990.5055 3556.3280
OBS: 51367.246 V  229297.8299 4041.2699
OBS: 51368.243 V  223872.0778 3635.1351
OBS: 51383.137 V  105779.1164 1608.5789
END_PHOTOMETRY:

# =============================================
