SURVEY: SDSS
SNID: 15132.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.047 MW E(B-V)
REDSHIFT_HELIO: 0.1543 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54026.472

NOBS: 108
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53975.223 g  -7.4500 12.8310
OBS: 53993.289 g  14.9500 16.2230
OBS: 53996.227 g  8.8500 13.1490
OBS: 53998.195 g  7.0200 12.4610
OBS: 54008.188 g  29.3500 18.4640
OBS: 54010.180 g  171.8801 21.4370
OBS: 54012.172 g  373.3802 44.4910
OBS: 54020.180 g  1184.6105 19.3060
OBS: 54022.227 g  1313.3506 27.4590
OBS: 54028.168 g  1295.3306 23.8820
OBS: 54030.172 g  1202.2005 18.5860
OBS: 54035.246 g  982.5704 27.1280
OBS: 54037.152 g  866.0704 32.3470
OBS: 54040.168 g  708.4803 39.1920
OBS: 54050.148 g  253.4301 20.3940
OBS: 54053.156 g  250.6301 16.8990
OBS: 54057.125 g  173.4701 15.1500
OBS: 54059.152 g  144.5201 17.1620
OBS: 54061.160 g  130.4801 16.8910
OBS: 54062.156 g  161.2301 18.3240
OBS: 54068.145 g  131.8201 100.2160
OBS: 53975.223 r  26.3700 19.5680
OBS: 53993.289 r  5.2100 24.3510
OBS: 53996.227 r  17.3300 19.5410
OBS: 53998.195 r  9.7800 18.4200
OBS: 54008.188 r  114.1000 25.5850
OBS: 54010.180 r  190.8500 24.2410
OBS: 54012.172 r  458.0399 48.2720
OBS: 54020.180 r  1043.1398 28.5660
OBS: 54022.227 r  1145.9198 47.2790
OBS: 54028.168 r  1190.0198 32.6230
OBS: 54030.172 r  1188.9298 25.0330
OBS: 54035.246 r  1000.7798 42.7250
OBS: 54037.152 r  931.3798 32.2640
OBS: 54040.168 r  883.7298 46.6990
OBS: 54050.148 r  556.9299 27.8210
OBS: 54053.156 r  492.1999 33.7550
OBS: 54056.156 r  451.7499 43.7460
OBS: 54059.152 r  411.5599 32.2920
OBS: 54061.160 r  363.0199 31.0500
OBS: 54062.156 r  369.4399 32.0710
OBS: 54068.145 r  305.4399 67.6750
OBS: 53975.223 i  14.8400 31.5740
OBS: 53993.289 i  47.4500 33.6440
OBS: 53996.227 i  23.8000 29.9180
OBS: 53998.195 i  -22.0500 29.0080
OBS: 54008.188 i  136.0799 35.7140
OBS: 54010.180 i  156.2999 33.0370
OBS: 54012.172 i  416.0898 57.2420
OBS: 54020.180 i  816.1897 40.1300
OBS: 54022.227 i  930.3296 52.7160
OBS: 54028.168 i  972.4096 44.6020
OBS: 54030.172 i  780.8497 52.2740
OBS: 54035.246 i  748.4297 50.5630
OBS: 54037.152 i  784.4597 47.4720
OBS: 54040.168 i  581.2798 52.9370
OBS: 54050.148 i  441.8598 43.1110
OBS: 54053.156 i  461.8898 41.3170
OBS: 54056.156 i  519.8498 61.3000
OBS: 54057.125 i  412.6398 37.8120
OBS: 54059.152 i  391.4598 45.0710
OBS: 54061.160 i  381.0998 42.7250
OBS: 54062.156 i  314.0399 46.6990
OBS: 54068.145 i  224.2999 77.6940
OBS: 53975.223 z  37.6000 113.1051
OBS: 53993.289 z  -0.0100 110.5931
OBS: 53996.227 z  82.5500 96.7660
OBS: 53998.195 z  -131.8901 92.6260
OBS: 54008.188 z  -15.9900 113.3261
OBS: 54010.180 z  205.8801 95.4410
OBS: 54012.172 z  375.7102 140.4841
OBS: 54020.180 z  556.3002 128.1741
OBS: 54022.227 z  634.1703 186.6591
OBS: 54028.168 z  357.1502 147.5221
OBS: 54030.172 z  524.3202 102.8650
OBS: 54035.246 z  474.4602 210.6711
OBS: 54037.152 z  444.6802 133.3361
OBS: 54040.168 z  294.0301 141.5331
OBS: 54050.148 z  54.4500 150.3651
OBS: 54053.156 z  247.4801 137.8071
OBS: 54056.156 z  -239.1301 269.0451
OBS: 54057.125 z  342.8002 132.9221
OBS: 54059.152 z  614.6603 142.6371
OBS: 54061.160 z  348.6902 145.8941
OBS: 54062.156 z  71.4900 171.3131
OBS: 54068.145 z  142.2701 255.5211
OBS: 53975.223 u  6.2300 40.3510
OBS: 53993.289 u  -3.0100 50.0660
OBS: 53996.227 u  5.8100 39.0260
OBS: 53998.195 u  -60.5800 38.7780
OBS: 54008.188 u  95.1700 53.2400
OBS: 54010.180 u  64.0600 54.7310
OBS: 54012.172 u  216.6699 99.2500
OBS: 54020.180 u  561.9898 55.0340
OBS: 54022.227 u  768.1697 87.9610
OBS: 54028.168 u  403.1599 58.5950
OBS: 54030.172 u  351.9799 45.7610
OBS: 54035.246 u  137.5200 90.9140
OBS: 54037.152 u  202.4599 58.7600
OBS: 54040.168 u  148.5199 99.9120
OBS: 54050.148 u  -7.7100 50.6740
OBS: 54053.156 u  33.7900 49.8460
OBS: 54056.156 u  -168.6099 86.6360
OBS: 54057.125 u  65.2300 44.5740
OBS: 54059.152 u  -7.5500 61.3550
OBS: 54061.160 u  8.1200 60.6370
OBS: 54062.156 u  111.6200 66.6260
OBS: 54068.145 u  -175.0299 190.9639
END_PHOTOMETRY:

# =============================================
