SURVEY: SNLS3_LC
SNID: 05D3cf
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0122 MW E(B-V)
REDSHIFT_HELIO: 0.419 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53418.786

NOBS: 97
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53390.650 g  1.7848 1.1017
OBS: 53411.620 g  50.5668 0.8306
OBS: 53446.530 g  6.1549 0.8087
OBS: 53462.480 g  1.8177 2.3956
OBS: 53466.610 g  2.6661 0.9912
OBS: 53469.520 g  1.1322 1.0454
OBS: 53473.590 g  2.0588 1.3069
OBS: 53495.440 g  0.4322 0.8710
OBS: 53500.310 g  5.9892 1.1372
OBS: 53502.390 g  1.5814 0.8543
OBS: 53505.390 g  0.7979 1.4450
OBS: 53518.450 g  -1.7296 2.3571
OBS: 53523.410 g  0.2859 1.6594
OBS: 53524.300 g  2.0368 0.9184
OBS: 53527.350 g  0.8856 0.7422
OBS: 53531.360 g  0.6744 0.9425
OBS: 53551.330 g  0.5364 0.7075
OBS: 53553.410 g  0.1421 0.9277
OBS: 53563.330 g  5.6249 3.8725
OBS: 53578.350 g  -3.8692 2.4598
OBS: 53583.300 g  1.2775 1.0601
OBS: 53586.290 g  -0.3290 1.0153
OBS: 53386.610 i  0.2143 1.3494
OBS: 53390.600 i  1.5441 2.3485
OBS: 53409.630 i  68.5155 1.4451
OBS: 53415.550 i  90.1717 1.9663
OBS: 53419.600 i  98.5061 1.6485
OBS: 53440.530 i  50.7444 2.5873
OBS: 53446.470 i  43.4048 1.3524
OBS: 53461.500 i  22.2053 2.9262
OBS: 53465.540 i  12.7883 14.8925
OBS: 53466.550 i  21.4010 2.2123
OBS: 53469.460 i  17.8575 1.4784
OBS: 53473.490 i  11.2038 2.9105
OBS: 53494.470 i  8.3656 1.5817
OBS: 53498.360 i  8.4741 2.2812
OBS: 53502.320 i  7.9155 1.6511
OBS: 53505.320 i  6.4578 1.4162
OBS: 53508.310 i  6.0123 2.0493
OBS: 53518.390 i  3.7687 1.4823
OBS: 53522.310 i  5.8988 2.1009
OBS: 53523.300 i  6.1950 2.1129
OBS: 53531.290 i  5.6934 1.9739
OBS: 53534.310 i  2.4391 1.5912
OBS: 53550.360 i  2.7080 1.2600
OBS: 53553.320 i  2.8632 1.9879
OBS: 53558.260 i  0.2714 1.5603
OBS: 53563.310 i  4.3767 3.0331
OBS: 53565.280 i  3.9587 1.3676
OBS: 53578.310 i  -0.2902 2.9939
OBS: 53583.260 i  5.3357 1.7017
OBS: 53386.650 r  0.8450 1.2039
OBS: 53390.630 r  1.5935 1.8215
OBS: 53411.600 r  89.6195 1.0856
OBS: 53415.580 r  102.9713 1.7795
OBS: 53419.650 r  102.5216 2.7638
OBS: 53446.510 r  22.2221 1.2309
OBS: 53461.540 r  10.0873 2.4182
OBS: 53466.580 r  8.8053 1.8514
OBS: 53469.490 r  10.2261 1.5761
OBS: 53473.560 r  5.9865 1.7228
OBS: 53494.510 r  4.2209 2.2221
OBS: 53495.420 r  5.6706 1.4415
OBS: 53498.380 r  0.4422 1.5936
OBS: 53502.360 r  5.2888 1.0837
OBS: 53505.360 r  4.8406 1.4384
OBS: 53508.350 r  6.7389 2.6686
OBS: 53518.420 r  3.9189 1.9339
OBS: 53523.390 r  3.9441 1.2135
OBS: 53527.330 r  4.5843 1.0954
OBS: 53531.380 r  4.2844 1.3368
OBS: 53534.350 r  5.4658 1.4357
OBS: 53550.400 r  1.4034 0.8917
OBS: 53553.390 r  4.9795 1.0511
OBS: 53558.310 r  4.2322 0.9565
OBS: 53565.310 r  1.1274 1.3931
OBS: 53578.270 r  1.0969 2.7477
OBS: 53583.280 r  3.1036 1.3521
OBS: 53586.260 r  6.5753 1.7221
OBS: 53415.620 z  90.4882 4.9806
OBS: 53446.570 z  48.1952 2.5475
OBS: 53461.590 z  1.0701 11.5361
OBS: 53462.580 z  21.4792 9.2186
OBS: 53469.560 z  16.7380 4.4774
OBS: 53475.430 z  22.2966 3.9071
OBS: 53495.470 z  5.7399 3.8655
OBS: 53502.280 z  10.2852 3.7009
OBS: 53505.360 z  16.1672 3.1321
OBS: 53508.430 z  15.5972 7.0090
OBS: 53519.340 z  7.5592 4.1969
OBS: 53527.380 z  8.2477 3.1917
OBS: 53534.380 z  11.0033 4.3941
OBS: 53551.350 z  8.3201 4.2641
OBS: 53552.360 z  -1.1323 3.9220
OBS: 53558.340 z  2.2944 2.8268
OBS: 53564.270 z  5.0596 18.3758
OBS: 53565.350 z  8.1801 4.0423
END_PHOTOMETRY:

# =============================================
