SURVEY: SDSS
SNID: 13354.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0349 MW E(B-V)
REDSHIFT_HELIO: 0.15763 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54006.562

NOBS: 85
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53989.391 g  168.4101 39.1640
OBS: 53995.430 g  451.0502 16.1930
OBS: 54000.367 g  688.5303 22.8800
OBS: 54007.418 g  804.5403 21.5030
OBS: 54009.340 g  776.8603 18.4480
OBS: 54011.406 g  674.7203 15.6660
OBS: 54021.410 g  357.5402 23.6390
OBS: 54025.402 g  248.7901 19.0990
OBS: 54029.336 g  166.8601 15.1390
OBS: 54031.320 g  159.0101 14.0370
OBS: 54036.324 g  127.2501 19.1540
OBS: 54039.324 g  92.2800 18.1640
OBS: 54041.293 g  128.0801 30.5810
OBS: 54048.320 g  83.6100 25.8920
OBS: 54052.320 g  81.9700 27.3710
OBS: 54055.316 g  11.0300 17.6120
OBS: 54058.316 g  66.7900 16.5990
OBS: 54060.340 g  95.2700 20.1920
OBS: 54063.305 g  36.8600 13.9490
OBS: 53989.391 r  210.5700 42.2280
OBS: 53995.430 r  479.2099 21.9200
OBS: 54000.367 r  738.3899 27.6550
OBS: 54007.418 r  899.3398 35.2450
OBS: 54009.340 r  905.9898 23.8110
OBS: 54011.406 r  896.0298 25.6710
OBS: 54021.410 r  601.7699 27.6830
OBS: 54025.402 r  518.2799 27.3210
OBS: 54029.336 r  402.1699 31.1880
OBS: 54031.320 r  360.3499 22.5660
OBS: 54036.324 r  373.2099 29.4220
OBS: 54039.324 r  336.2399 27.2110
OBS: 54041.293 r  259.3400 33.5620
OBS: 54048.320 r  276.6800 25.9030
OBS: 54052.320 r  164.4800 39.4680
OBS: 54055.316 r  147.0700 24.1580
OBS: 54058.316 r  186.4700 24.9560
OBS: 54060.340 r  129.6400 34.7760
OBS: 54063.305 r  143.4100 21.8810
OBS: 53989.391 i  142.0300 47.3060
OBS: 53995.430 i  467.4698 32.0160
OBS: 54000.367 i  671.8797 39.5510
OBS: 54007.418 i  790.9997 43.0010
OBS: 54009.340 i  813.1797 34.4450
OBS: 54011.406 i  813.9297 31.8500
OBS: 54021.410 i  428.9798 47.3620
OBS: 54025.402 i  490.4698 39.5230
OBS: 54029.336 i  385.3499 38.8610
OBS: 54031.320 i  406.5798 33.9480
OBS: 54036.324 i  350.6399 50.3980
OBS: 54039.324 i  357.5199 49.4040
OBS: 54041.293 i  432.5598 51.1150
OBS: 54048.320 i  172.5599 33.7270
OBS: 54052.320 i  279.9099 59.0360
OBS: 54055.316 i  250.5999 35.0520
OBS: 54058.316 i  94.8700 41.5930
OBS: 54060.340 i  101.0200 38.0600
OBS: 54063.305 i  103.5200 33.8100
OBS: 53989.391 z  207.5201 111.3381
OBS: 53995.430 z  448.5802 97.8970
OBS: 54000.367 z  543.7102 129.1961
OBS: 54007.418 z  481.3702 113.5741
OBS: 54009.340 z  566.4603 98.1180
OBS: 54011.406 z  557.9003 93.1220
OBS: 54021.410 z  199.8701 111.6421
OBS: 54025.402 z  324.6502 124.4761
OBS: 54029.336 z  394.7102 137.4481
OBS: 54031.320 z  417.8102 110.3171
OBS: 54036.324 z  424.8002 130.9621
OBS: 54039.324 z  194.4201 129.0021
OBS: 54041.293 z  168.3401 111.6971
OBS: 54048.320 z  191.5101 91.2730
OBS: 54052.320 z  -3.9600 188.2601
OBS: 54055.316 z  79.2900 119.1491
OBS: 54058.316 z  262.1301 133.1151
OBS: 54060.340 z  268.5701 126.9881
OBS: 54063.305 z  176.0801 114.3191
OBS: 53989.391 u  82.0900 90.3620
OBS: 54011.406 u  100.9000 36.9010
OBS: 54021.410 u  15.4000 70.0490
OBS: 54025.402 u  11.6000 49.0180
OBS: 54036.324 u  30.3700 54.7580
OBS: 54039.324 u  46.0600 48.6040
OBS: 54041.293 u  75.1000 73.3610
OBS: 54048.320 u  -92.4300 68.5030
OBS: 54055.316 u  40.4200 49.1280
END_PHOTOMETRY:

# =============================================
