SURVEY: SDSS
SNID: 17884.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0225 MW E(B-V)
REDSHIFT_HELIO: 0.239 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54369.065

NOBS: 98
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 54346.395 g  -0.5200 33.6170
OBS: 54348.398 g  33.7200 17.8100
OBS: 54358.355 g  337.9801 17.6670
OBS: 54365.391 g  503.3402 16.9190
OBS: 54381.410 g  254.1301 18.2460
OBS: 54384.418 g  191.7101 15.3290
OBS: 54386.402 g  178.2001 16.4880
OBS: 54388.406 g  163.9401 14.4180
OBS: 54392.406 g  112.7301 17.8210
OBS: 54393.410 g  82.4400 13.1270
OBS: 54396.273 g  -10.3000 60.1960
OBS: 54403.320 g  10.3200 70.0210
OBS: 54404.379 g  21.5300 27.4810
OBS: 54406.313 g  14.7800 14.3910
OBS: 54412.340 g  30.2100 14.9790
OBS: 54416.313 g  29.0600 13.5430
OBS: 54421.320 g  26.4400 15.7180
OBS: 54423.293 g  43.2400 26.5510
OBS: 54432.309 g  292.4101 163.8611
OBS: 54433.316 g  -38.5600 70.3520
OBS: 54346.395 r  -11.3500 34.3900
OBS: 54348.398 r  -21.4400 24.6580
OBS: 54358.355 r  289.2399 29.3660
OBS: 54365.391 r  484.5499 22.4690
OBS: 54381.410 r  416.5199 26.4460
OBS: 54384.418 r  345.9999 23.5980
OBS: 54386.402 r  338.1099 26.8770
OBS: 54388.406 r  275.4099 23.5920
OBS: 54392.406 r  270.6100 36.0180
OBS: 54393.410 r  195.5100 25.0990
OBS: 54396.273 r  193.3500 57.9600
OBS: 54403.320 r  -55.4200 62.1550
OBS: 54404.379 r  148.3100 31.4090
OBS: 54405.375 r  115.8300 28.6490
OBS: 54406.313 r  109.2600 21.4290
OBS: 54412.340 r  71.9800 24.5780
OBS: 54416.313 r  60.5700 24.1220
OBS: 54421.320 r  100.6400 24.6220
OBS: 54423.293 r  30.4100 29.6980
OBS: 54433.316 r  111.6500 42.2280
OBS: 54346.395 i  35.8100 43.6360
OBS: 54348.398 i  23.3700 37.6460
OBS: 54358.355 i  274.7599 41.2340
OBS: 54365.391 i  421.8998 34.3900
OBS: 54381.410 i  358.1899 40.1300
OBS: 54384.418 i  301.4799 36.7630
OBS: 54386.402 i  252.6999 40.9580
OBS: 54388.406 i  244.8299 35.3560
OBS: 54392.406 i  273.9899 50.8940
OBS: 54393.410 i  229.3799 37.5360
OBS: 54396.273 i  381.0998 68.7790
OBS: 54403.320 i  210.3099 94.5300
OBS: 54404.379 i  187.0799 43.7180
OBS: 54405.375 i  182.7499 38.1710
OBS: 54406.313 i  146.4099 33.2580
OBS: 54412.340 i  155.5599 36.9840
OBS: 54416.313 i  75.5800 33.1480
OBS: 54421.320 i  87.5600 45.2090
OBS: 54423.293 i  89.6800 42.3940
OBS: 54433.316 i  45.5000 52.0260
OBS: 54346.395 z  -40.1500 120.3641
OBS: 54348.398 z  -5.7400 115.0921
OBS: 54358.355 z  172.5001 142.0571
OBS: 54365.391 z  389.6902 106.7840
OBS: 54381.410 z  361.0902 117.9071
OBS: 54384.418 z  183.8001 111.1181
OBS: 54386.402 z  51.2600 123.0681
OBS: 54388.406 z  173.1301 102.0920
OBS: 54392.406 z  187.5201 135.5991
OBS: 54393.410 z  100.6700 108.4960
OBS: 54396.273 z  82.5500 172.7761
OBS: 54404.379 z  84.1200 135.0191
OBS: 54405.375 z  363.6102 170.1821
OBS: 54406.313 z  114.6601 97.5110
OBS: 54412.340 z  102.9800 122.3781
OBS: 54416.313 z  282.3901 104.8250
OBS: 54421.320 z  230.1401 129.6921
OBS: 54423.293 z  265.7501 117.8241
OBS: 54433.316 z  317.4902 164.7721
OBS: 54348.398 u  38.4600 55.0070
OBS: 54358.355 u  120.0600 53.6820
OBS: 54365.391 u  190.7599 42.2830
OBS: 54381.410 u  -70.1300 52.4950
OBS: 54384.418 u  -4.4900 44.5460
OBS: 54386.402 u  3.2700 45.8990
OBS: 54388.406 u  71.8400 45.4300
OBS: 54392.406 u  89.3100 76.6180
OBS: 54393.410 u  -4.3300 44.5740
OBS: 54396.273 u  45.8600 147.2180
OBS: 54403.320 u  27.8400 146.6940
OBS: 54404.379 u  134.2000 78.1910
OBS: 54405.375 u  -48.3100 68.0890
OBS: 54406.313 u  22.6400 40.5440
OBS: 54412.340 u  86.8400 50.0940
OBS: 54416.313 u  -41.3600 40.2960
OBS: 54421.320 u  42.6300 50.3420
OBS: 54423.293 u  148.1099 65.4120
OBS: 54433.316 u  96.0900 120.5020
END_PHOTOMETRY:

# =============================================
