SURVEY: SDSS
SNID: 18749.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0194 MW E(B-V)
REDSHIFT_HELIO: 0.188 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54385.079

NOBS: 100
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 54346.328 g  14.5900 33.8380
OBS: 54348.359 g  -18.8900 17.9340
OBS: 54358.316 g  20.2100 17.0490
OBS: 54359.309 g  9.6500 33.5620
OBS: 54365.348 g  -12.7600 13.1490
OBS: 54381.367 g  367.9102 16.1740
OBS: 54384.375 g  385.9802 16.7150
OBS: 54386.359 g  367.2302 19.2680
OBS: 54388.363 g  320.3701 15.2550
OBS: 54393.352 g  259.5801 14.5530
OBS: 54396.230 g  213.8101 59.6160
OBS: 54403.277 g  114.3200 41.7040
OBS: 54404.336 g  63.9200 28.0140
OBS: 54405.332 g  67.1100 18.9580
OBS: 54406.273 g  29.3100 16.1740
OBS: 54412.273 g  58.4000 15.1970
OBS: 54416.270 g  30.6300 13.1570
OBS: 54421.277 g  24.4300 16.7610
OBS: 54423.254 g  67.7500 30.9400
OBS: 54433.273 g  10.7000 44.6570
OBS: 54346.328 r  -16.8400 37.9500
OBS: 54348.359 r  4.1800 22.6840
OBS: 54358.316 r  -15.0600 24.7930
OBS: 54359.309 r  59.1500 48.6310
OBS: 54365.348 r  32.1200 19.9110
OBS: 54381.367 r  405.5299 22.8250
OBS: 54384.375 r  407.7799 25.3420
OBS: 54386.359 r  478.7699 28.4560
OBS: 54388.363 r  454.2499 23.5350
OBS: 54393.352 r  386.5299 23.0070
OBS: 54396.230 r  392.9999 59.6710
OBS: 54403.277 r  315.7699 83.4070
OBS: 54404.336 r  139.3200 28.8140
OBS: 54405.332 r  212.3300 26.1570
OBS: 54406.273 r  165.5500 24.2330
OBS: 54412.273 r  149.8400 22.9910
OBS: 54416.270 r  102.4600 21.0230
OBS: 54421.277 r  60.5100 24.7770
OBS: 54423.254 r  36.7200 32.5960
OBS: 54433.273 r  80.9000 40.8760
OBS: 54346.328 i  16.6500 50.7010
OBS: 54348.359 i  -3.5300 34.5000
OBS: 54358.316 i  17.3100 43.0010
OBS: 54359.309 i  -5.7300 77.9980
OBS: 54365.348 i  -17.0300 32.7340
OBS: 54381.367 i  417.6298 34.1140
OBS: 54384.375 i  420.7298 37.7290
OBS: 54386.359 i  593.1998 48.6310
OBS: 54388.363 i  416.4798 34.3340
OBS: 54393.352 i  357.8499 34.6380
OBS: 54396.230 i  359.8499 72.7810
OBS: 54404.336 i  267.6999 41.1790
OBS: 54405.332 i  225.7699 36.8740
OBS: 54406.273 i  198.4599 36.9560
OBS: 54412.273 i  190.7999 35.6320
OBS: 54416.270 i  112.1000 32.7890
OBS: 54421.277 i  108.2600 40.7100
OBS: 54423.254 i  127.1600 44.9880
OBS: 54433.273 i  26.3900 49.2110
OBS: 54346.328 z  221.2001 131.9001
OBS: 54348.359 z  -13.8000 101.7890
OBS: 54358.316 z  -3.2800 142.0851
OBS: 54359.309 z  -159.8301 293.3881
OBS: 54365.348 z  71.6400 90.9970
OBS: 54381.367 z  146.8401 100.2430
OBS: 54384.375 z  319.4301 103.6930
OBS: 54386.359 z  375.3402 137.5581
OBS: 54388.363 z  347.3002 93.9500
OBS: 54393.352 z  236.7601 91.6600
OBS: 54396.230 z  103.3200 173.7971
OBS: 54403.277 z  274.8401 216.0251
OBS: 54404.336 z  137.9501 110.4281
OBS: 54405.332 z  245.8901 100.5470
OBS: 54406.273 z  367.9702 117.0241
OBS: 54412.273 z  103.9800 109.1030
OBS: 54416.270 z  327.2902 91.5490
OBS: 54421.277 z  308.5601 131.4591
OBS: 54423.254 z  108.8501 110.5931
OBS: 54431.277 z  -1154.2205 800.1244
OBS: 54433.273 z  160.6001 157.8441
OBS: 54346.328 u  59.1400 79.0190
OBS: 54348.359 u  17.9900 45.9820
OBS: 54358.316 u  25.1100 54.8410
OBS: 54359.309 u  106.3300 96.1310
OBS: 54365.348 u  33.1400 37.8120
OBS: 54381.367 u  57.0000 41.5100
OBS: 54384.375 u  110.7700 46.0640
OBS: 54386.359 u  75.0300 53.3230
OBS: 54388.363 u  60.0500 41.6210
OBS: 54393.352 u  55.5000 38.4470
OBS: 54396.230 u  -72.2400 129.0850
OBS: 54403.277 u  -45.2500 102.2300
OBS: 54404.336 u  -112.5300 65.3020
OBS: 54405.332 u  -39.9000 55.5040
OBS: 54406.273 u  66.1500 45.8990
OBS: 54412.273 u  61.1000 43.8290
OBS: 54416.270 u  24.8700 37.6740
OBS: 54421.277 u  -26.0800 49.9560
OBS: 54423.254 u  43.4800 73.0300
OBS: 54433.273 u  45.1700 97.4830
END_PHOTOMETRY:

# =============================================
