SURVEY: SNLS3_LC
SNID: 05D4bm
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.027 MW E(B-V)
REDSHIFT_HELIO: 0.372 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53567.893

NOBS: 109
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53536.540 g  -0.6801 1.1143
OBS: 53551.600 g  23.4945 1.3827
OBS: 53554.590 g  50.3799 0.8295
OBS: 53582.550 g  46.9513 1.1835
OBS: 53583.400 g  42.1821 0.9517
OBS: 53586.530 g  33.5692 0.9880
OBS: 53587.390 g  30.6902 0.8220
OBS: 53592.430 g  22.6149 0.8200
OBS: 53594.460 g  19.3489 0.9975
OBS: 53609.420 g  7.1621 1.0004
OBS: 53613.430 g  6.3691 1.1055
OBS: 53617.420 g  4.2785 0.7644
OBS: 53622.340 g  4.9927 0.9367
OBS: 53624.390 g  2.3047 1.0490
OBS: 53639.310 g  4.0547 1.0655
OBS: 53642.290 g  3.3698 0.9063
OBS: 53648.310 g  3.3874 0.7296
OBS: 53651.300 g  3.3024 0.8807
OBS: 53654.290 g  5.7034 1.8675
OBS: 53666.340 g  1.6212 1.0877
OBS: 53670.230 g  3.4409 0.8230
OBS: 53674.290 g  3.6875 0.8293
OBS: 53678.270 g  1.7283 0.9389
OBS: 53700.200 g  1.2079 0.6862
OBS: 53705.240 g  -0.3811 0.9287
OBS: 53530.550 i  0.2671 1.3412
OBS: 53535.530 i  -0.6034 1.8019
OBS: 53550.540 i  34.3348 1.9092
OBS: 53554.550 i  72.6839 1.6381
OBS: 53558.520 i  117.8200 1.4620
OBS: 53564.510 i  156.8880 3.6472
OBS: 53565.480 i  164.1236 1.8001
OBS: 53577.570 i  146.4563 1.7775
OBS: 53582.460 i  120.6015 2.4193
OBS: 53586.440 i  105.1461 1.2787
OBS: 53591.440 i  89.2040 2.8458
OBS: 53594.400 i  82.3965 2.1667
OBS: 53609.360 i  48.1863 1.5522
OBS: 53613.350 i  39.7829 1.7710
OBS: 53615.380 i  37.3039 2.8227
OBS: 53617.380 i  35.4597 1.5020
OBS: 53622.340 i  30.6654 1.9635
OBS: 53624.320 i  30.6745 1.8060
OBS: 53639.290 i  20.6557 2.0033
OBS: 53642.250 i  23.0780 2.0315
OBS: 53647.340 i  16.4799 1.2269
OBS: 53651.260 i  15.1901 1.9549
OBS: 53654.240 i  15.6448 2.3022
OBS: 53666.270 i  11.7992 2.2638
OBS: 53667.330 i  11.7475 3.0508
OBS: 53670.210 i  15.6162 1.8991
OBS: 53674.230 i  13.2087 1.6353
OBS: 53678.200 i  5.8183 2.6422
OBS: 53681.210 i  9.7763 1.3226
OBS: 53699.220 i  8.4105 1.2302
OBS: 53705.220 i  6.2285 1.8622
OBS: 53709.200 i  7.3559 3.1109
OBS: 53529.590 r  3.7822 2.0454
OBS: 53530.590 r  -2.4452 1.2546
OBS: 53551.580 r  49.5106 1.4415
OBS: 53554.570 r  87.4346 1.5677
OBS: 53558.560 r  132.3673 1.7056
OBS: 53564.570 r  176.4128 3.0031
OBS: 53565.570 r  179.5545 1.7281
OBS: 53577.600 r  143.3461 2.7826
OBS: 53578.480 r  135.7694 3.0027
OBS: 53579.510 r  132.9897 4.3692
OBS: 53582.490 r  112.1113 1.8938
OBS: 53586.500 r  90.8700 1.2720
OBS: 53591.470 r  66.4712 2.6912
OBS: 53592.400 r  58.3947 1.4747
OBS: 53594.440 r  50.0563 1.5378
OBS: 53609.400 r  19.9589 1.3270
OBS: 53613.400 r  18.9516 1.4817
OBS: 53617.400 r  13.2832 1.1185
OBS: 53622.390 r  16.9133 1.7588
OBS: 53624.360 r  14.5321 1.6359
OBS: 53639.350 r  9.9810 1.8705
OBS: 53642.270 r  6.9094 1.5144
OBS: 53648.260 r  5.8159 1.4528
OBS: 53651.280 r  8.6572 1.5200
OBS: 53654.270 r  9.4205 2.2924
OBS: 53666.320 r  12.2055 1.7308
OBS: 53670.250 r  7.8409 1.2747
OBS: 53674.270 r  8.5934 1.4974
OBS: 53678.240 r  9.0882 1.9316
OBS: 53681.250 r  9.4713 1.8839
OBS: 53699.250 r  5.2336 1.2321
OBS: 53705.260 r  4.5454 1.0883
OBS: 53709.230 r  5.7780 2.2780
OBS: 53550.580 z  33.1848 3.1237
OBS: 53558.590 z  104.8358 4.3378
OBS: 53565.530 z  129.6762 3.6365
OBS: 53579.550 z  100.2397 4.8689
OBS: 53587.430 z  73.1824 3.5162
OBS: 53593.390 z  69.4358 2.9064
OBS: 53609.450 z  54.9503 3.8437
OBS: 53613.460 z  42.3207 4.6236
OBS: 53617.320 z  42.8469 3.4240
OBS: 53624.420 z  27.0851 3.8981
OBS: 53639.380 z  18.9134 4.6100
OBS: 53642.330 z  17.5795 3.0016
OBS: 53648.350 z  10.3852 4.1216
OBS: 53654.330 z  9.3217 4.7268
OBS: 53668.220 z  15.0903 6.2465
OBS: 53674.320 z  -1.9849 4.5512
OBS: 53681.280 z  26.1932 12.4028
OBS: 53682.210 z  -2.0545 4.4276
OBS: 53700.230 z  3.7543 2.4243
END_PHOTOMETRY:

# =============================================
