SURVEY: SNLS3_LC
SNID: 06D3fp
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0079 MW E(B-V)
REDSHIFT_HELIO: 0.268 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53905.349
FILTERS: griz

NOBS: 41
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53875.350 g  NULL    -0.1327 0.8827
OBS: 53879.310 g  NULL    -0.9529 0.9623
OBS: 53883.380 g  NULL    2.7222 1.0535
OBS: 53888.410 g  NULL    22.8285 0.9766
OBS: 53892.380 g  NULL    82.8931 1.5797
OBS: 53906.360 g  NULL    209.3404 1.7878
OBS: 53911.330 g  NULL    165.6832 1.4996
OBS: 53916.320 g  NULL    117.8054 1.6867
OBS: 53936.310 g  NULL    19.9040 0.9072
OBS: 53939.300 g  NULL    17.1819 0.8802
OBS: 53943.300 g  NULL    15.0424 0.8791
OBS: 53875.470 i  NULL    -0.2401 1.8025
OBS: 53879.260 i  NULL    -0.4267 2.0153
OBS: 53883.340 i  NULL    9.5343 1.5374
OBS: 53888.360 i  NULL    49.7792 2.5379
OBS: 53892.320 i  NULL    111.5476 1.2119
OBS: 53906.310 i  NULL    277.4706 2.1767
OBS: 53910.330 i  NULL    273.0430 2.5136
OBS: 53915.320 i  NULL    230.0735 2.3403
OBS: 53919.340 i  NULL    183.0642 1.8676
OBS: 53935.310 i  NULL    131.1171 2.1280
OBS: 53939.260 i  NULL    121.4251 1.8892
OBS: 53943.270 i  NULL    103.5895 1.5823
OBS: 53875.510 r  NULL    -2.5975 2.2016
OBS: 53879.290 r  NULL    0.3486 1.2253
OBS: 53883.370 r  NULL    8.4147 1.1645
OBS: 53888.380 r  NULL    45.2397 1.2225
OBS: 53892.350 r  NULL    110.4534 1.5570
OBS: 53906.350 r  NULL    277.0044 1.9049
OBS: 53911.290 r  NULL    253.8009 1.8940
OBS: 53916.340 r  NULL    212.3428 1.6536
OBS: 53919.310 r  NULL    184.8948 1.7834
OBS: 53935.340 r  NULL    68.7104 1.7142
OBS: 53939.280 r  NULL    54.6727 1.1020
OBS: 53943.320 r  NULL    42.8315 1.3838
OBS: 53875.410 z  NULL    5.0924 4.1221
OBS: 53883.420 z  NULL    6.6618 4.3744
OBS: 53892.410 z  NULL    104.1087 2.3122
OBS: 53906.400 z  NULL    188.8394 5.9771
OBS: 53915.380 z  NULL    162.7285 5.6273
OBS: 53919.280 z  NULL    125.0362 3.0831
END_PHOTOMETRY:

# =============================================

NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  53904.00
SPECTRUM_NLAM:     778
SPEC:   4800.39   4805.39 3.55332e-16 9.45280e-17 0
SPEC:   4805.39   4810.39 2.10046e-16 9.06370e-17 0
SPEC:   4810.39   4815.39 2.30148e-16 8.92130e-17 0
SPEC:   4815.39   4820.39 1.12358e-16 9.97520e-17 0
SPEC:   4820.39   4825.39 3.48244e-16 8.74600e-17 0
SPEC:   4825.39   4830.39 1.58035e-16 8.41590e-17 0
SPEC:   4830.39   4835.39 1.71700e-16 8.19450e-17 0
SPEC:   4835.39   4840.39 2.06173e-16 9.31460e-17 0
SPEC:   4840.39   4845.39 3.59383e-16 8.12450e-17 0
SPEC:   4845.39   4850.39 4.24842e-16 8.05700e-17 0
SPEC:   4850.39   4855.39 3.07248e-16 7.73490e-17 0
SPEC:   4855.39   4860.39 3.79491e-16 8.81570e-17 0
SPEC:   4860.39   4865.39 4.30966e-16 7.59250e-17 0
SPEC:   4865.39   4870.39 3.38170e-16 7.45490e-17 0
SPEC:   4870.39   4875.39 4.20184e-16 7.41510e-17 0
SPEC:   4875.39   4880.39 4.33762e-16 8.55530e-17 0
SPEC:   4880.39   4885.39 3.56055e-16 7.15700e-17 0
SPEC:   4885.39   4890.39 3.80497e-16 7.08890e-17 0
SPEC:   4890.39   4895.39 4.86201e-16 8.27890e-17 0
SPEC:   4895.39   4900.39 5.43127e-16 7.04540e-17 0
SPEC:   4900.39   4905.39 5.14823e-16 6.92130e-17 0
SPEC:   4905.39   4910.39 3.87058e-16 6.68240e-17 0
SPEC:   4910.39   4915.39 4.66168e-16 7.72110e-17 0
SPEC:   4915.39   4920.39 6.54700e-16 6.79820e-17 0
SPEC:   4920.39   4925.39 4.93367e-16 6.48640e-17 0
SPEC:   4925.39   4930.39 5.02496e-16 6.41990e-17 0
SPEC:   4930.39   4935.39 5.52547e-16 7.39270e-17 0
SPEC:   4935.39   4940.39 4.47176e-16 6.17230e-17 0
SPEC:   4940.39   4945.39 4.70680e-16 6.11230e-17 0
SPEC:   4945.39   4950.39 5.80975e-16 6.15520e-17 0
SPEC:   4950.39   4955.39 5.79864e-16 6.99890e-17 0
SPEC:   4955.39   4960.39 5.48298e-16 5.93070e-17 0
SPEC:   4960.39   4965.39 4.79020e-16 5.79420e-17 0
SPEC:   4965.39   4970.39 5.23606e-16 5.73320e-17 0
SPEC:   4970.39   4975.39 4.82023e-16 6.47650e-17 0
SPEC:   4975.39   4980.39 5.71449e-16 5.62010e-17 0
SPEC:   4980.39   4985.39 5.24628e-16 5.45990e-17 0
SPEC:   4985.39   4990.39 4.48345e-16 6.13090e-17 0
SPEC:   4990.39   4995.39 5.07614e-16 5.32110e-17 0
SPEC:   4995.39   5000.39 4.17171e-16 5.12940e-17 0
SPEC:   5000.39   5005.39 5.57982e-16 5.18330e-17 0
SPEC:   5005.39   5010.39 4.69433e-16 5.78590e-17 0
SPEC:   5010.39   5015.39 4.50141e-16 4.88390e-17 0
SPEC:   5015.39   5020.39 5.71534e-16 4.96530e-17 0
SPEC:   5020.39   5025.39 4.76240e-16 4.78850e-17 0
SPEC:   5025.39   5030.39 3.93638e-16 5.30710e-17 0
SPEC:   5030.39   5035.39 4.04466e-16 4.54170e-17 0
SPEC:   5035.39   5040.39 3.95268e-16 4.43960e-17 0
SPEC:   5040.39   5045.39 4.14547e-16 4.38930e-17 0
SPEC:   5045.39   5050.39 4.52444e-16 5.05720e-17 0
SPEC:   5050.39   5055.39 5.13163e-16 4.40990e-17 0
SPEC:   5055.39   5060.39 4.65343e-16 4.29300e-17 0
SPEC:   5060.39   5065.39 4.75928e-16 4.21240e-17 0
SPEC:   5065.39   5070.39 4.33506e-16 4.75320e-17 0
SPEC:   5070.39   5075.39 4.36901e-16 4.05540e-17 0
SPEC:   5075.39   5080.39 4.88205e-16 4.05050e-17 0
SPEC:   5080.39   5085.39 5.32668e-16 4.66750e-17 0
SPEC:   5085.39   5090.39 5.28187e-16 3.98220e-17 0
SPEC:   5090.39   5095.39 5.55747e-16 3.93780e-17 0
SPEC:   5095.39   5100.39 5.88010e-16 3.90050e-17 0
SPEC:   5100.39   5105.39 5.43366e-16 4.40220e-17 0
SPEC:   5105.39   5110.39 5.48579e-16 3.77940e-17 0
SPEC:   5110.39   5115.39 5.11491e-16 3.67900e-17 0
SPEC:   5115.39   5120.39 5.24194e-16 3.65450e-17 0
SPEC:   5120.39   5125.39 5.33303e-16 4.15080e-17 0
SPEC:   5125.39   5130.39 5.38411e-16 3.59020e-17 0
SPEC:   5130.39   5135.39 5.19258e-16 3.54760e-17 0
SPEC:   5135.39   5140.39 5.62760e-16 3.51610e-17 0
SPEC:   5140.39   5145.39 5.78248e-16 4.05220e-17 0
SPEC:   5145.39   5150.39 5.65097e-16 3.45730e-17 0
SPEC:   5150.39   5155.39 5.13399e-16 3.34680e-17 0
SPEC:   5155.39   5160.39 5.72160e-16 3.35980e-17 0
SPEC:   5160.39   5165.39 5.27554e-16 3.77780e-17 0
SPEC:   5165.39   5170.39 6.20690e-16 3.32140e-17 0
SPEC:   5170.39   5175.39 5.65195e-16 3.20950e-17 0
SPEC:   5175.39   5180.39 5.46682e-16 3.67500e-17 0
SPEC:   5180.39   5185.39 6.09897e-16 3.19750e-17 0
SPEC:   5185.39   5190.39 5.79768e-16 3.16700e-17 0
SPEC:   5190.39   5195.39 5.10182e-16 3.05520e-17 0
SPEC:   5195.39   5200.39 5.71900e-16 3.59650e-17 0
SPEC:   5200.39   5205.39 5.70684e-16 3.08290e-17 0
SPEC:   5205.39   5210.39 5.52423e-16 3.00210e-17 0
SPEC:   5210.39   5215.39 5.39758e-16 2.94810e-17 0
SPEC:   5215.39   5220.39 5.26504e-16 3.37360e-17 0
SPEC:   5220.39   5225.39 5.24439e-16 2.91460e-17 0
SPEC:   5225.39   5230.39 5.25222e-16 2.88210e-17 0
SPEC:   5230.39   5235.39 5.54582e-16 2.88300e-17 0
SPEC:   5235.39   5240.39 5.01445e-16 3.25960e-17 0
SPEC:   5240.39   5245.39 5.08001e-16 2.78830e-17 0
SPEC:   5245.39   5250.39 5.34212e-16 2.78500e-17 0
SPEC:   5250.39   5255.39 4.94741e-16 3.16890e-17 0
SPEC:   5255.39   5260.39 5.13113e-16 2.76080e-17 0
SPEC:   5260.39   5265.39 4.58833e-16 2.63660e-17 0
SPEC:   5265.39   5270.39 4.64966e-16 2.62660e-17 0
SPEC:   5270.39   5275.39 4.87073e-16 3.05740e-17 0
SPEC:   5275.39   5280.39 4.71131e-16 2.62690e-17 0
SPEC:   5280.39   5285.39 5.25434e-16 2.63720e-17 0
SPEC:   5285.39   5290.39 5.62561e-16 2.66430e-17 0
SPEC:   5290.39   5295.39 5.44570e-16 3.05330e-17 0
SPEC:   5295.39   5300.39 5.12269e-16 2.59780e-17 0
SPEC:   5300.39   5305.39 5.17265e-16 2.58610e-17 1
SPEC:   5305.39   5310.39 4.97630e-16 2.54950e-17 1
SPEC:   5310.39   5315.39 5.25544e-16 2.98240e-17 1
SPEC:   5315.39   5320.39 4.79552e-16 2.50970e-17 1
SPEC:   5320.39   5325.39 4.98128e-16 2.51370e-17 1
SPEC:   5325.39   5330.39 4.26316e-16 2.42560e-17 1
SPEC:   5330.39   5335.39 4.84020e-16 2.86000e-17 1
SPEC:   5335.39   5340.39 4.37328e-16 2.39410e-17 1
SPEC:   5340.39   5345.39 4.18588e-16 2.37510e-17 1
SPEC:   5345.39   5350.39 4.92062e-16 2.82220e-17 1
SPEC:   5350.39   5355.39 4.40222e-16 2.37360e-17 1
SPEC:   5355.39   5360.39 3.88416e-16 2.29500e-17 1
SPEC:   5360.39   5365.39 4.57438e-16 2.33670e-17 1
SPEC:   5365.39   5370.39 4.29999e-16 2.64270e-17 1
SPEC:   5370.39   5375.39 3.92879e-16 2.25500e-17 1
SPEC:   5375.39   5380.39 4.31495e-16 2.26910e-17 1
SPEC:   5380.39   5385.39 3.58239e-16 2.17890e-17 1
SPEC:   5385.39   5390.39 3.70617e-16 2.52540e-17 1
SPEC:   5390.39   5395.39 3.71937e-16 2.16640e-17 1
SPEC:   5395.39   5400.39 3.80594e-16 2.14860e-17 1
SPEC:   5400.39   5405.39 3.63518e-16 2.10570e-17 1
SPEC:   5405.39   5410.39 3.26565e-16 2.37260e-17 1
SPEC:   5410.39   5415.39 3.92661e-16 2.09270e-17 1
SPEC:   5415.39   5420.39 2.94742e-16 2.00610e-17 1
SPEC:   5420.39   5425.39 3.04226e-16 1.99250e-17 1
SPEC:   5425.39   5430.39 3.38372e-16 2.32250e-17 1
SPEC:   5430.39   5435.39 2.69979e-16 1.92980e-17 1
SPEC:   5435.39   5440.39 3.09604e-16 1.96140e-17 1
SPEC:   5440.39   5445.39 3.31837e-16 2.27340e-17 1
SPEC:   5445.39   5450.39 2.60749e-16 1.88160e-17 1
SPEC:   5450.39   5455.39 2.90543e-16 1.89080e-17 1
SPEC:   5455.39   5460.39 2.71651e-16 1.86300e-17 1
SPEC:   5460.39   5465.39 3.19950e-16 2.18770e-17 1
SPEC:   5465.39   5470.39 2.77509e-16 1.84160e-17 1
SPEC:   5470.39   5475.39 3.39954e-16 1.88080e-17 1
SPEC:   5475.39   5480.39 3.22232e-16 1.84740e-17 1
SPEC:   5480.39   5485.39 3.12866e-16 2.10180e-17 1
SPEC:   5485.39   5490.39 3.19944e-16 1.82220e-17 1
SPEC:   5490.39   5495.39 3.36120e-16 1.82230e-17 1
SPEC:   5495.39   5500.39 3.14690e-16 1.79350e-17 1
SPEC:   5500.39   5505.39 2.85003e-16 2.02590e-17 1
SPEC:   5505.39   5510.39 3.52570e-16 1.80850e-17 1
SPEC:   5510.39   5515.39 3.23954e-16 1.76700e-17 1
SPEC:   5515.39   5520.39 3.14411e-16 1.74600e-17 1
SPEC:   5520.39   5525.39 3.18457e-16 2.00350e-17 1
SPEC:   5525.39   5530.39 3.45295e-16 1.73870e-17 1
SPEC:   5530.39   5535.39 3.83411e-16 1.75970e-17 1
SPEC:   5535.39   5540.39 3.47172e-16 1.98970e-17 1
SPEC:   5540.39   5545.39 3.50673e-16 1.75030e-17 1
