SURVEY: SDSS
SNID: 5994.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.093 MW E(B-V)
REDSHIFT_HELIO: 0.187 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53665.768

NOBS: 105
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53623.172 g  -0.0300 15.6490
OBS: 53626.160 g  -35.6000 27.1340
OBS: 53628.145 g  41.1300 46.0640
OBS: 53635.152 g  -7.0600 21.8260
OBS: 53637.145 g  5.9100 18.5200
OBS: 53644.137 g  7.3600 13.7390
OBS: 53654.172 g  268.8501 23.9350
OBS: 53656.117 g  309.0501 50.5080
OBS: 53668.121 g  527.5602 22.4280
OBS: 53670.125 g  489.6102 18.7490
OBS: 53673.094 g  403.8202 16.9240
OBS: 53675.090 g  391.3502 18.6660
OBS: 53677.109 g  331.1901 16.2950
OBS: 53680.098 g  255.0701 15.2900
OBS: 53686.152 g  125.0201 59.5610
OBS: 53693.098 g  85.6800 28.4280
OBS: 53698.094 g  65.9000 16.5790
OBS: 53699.117 g  49.2200 18.3870
OBS: 53702.094 g  70.1200 28.5380
OBS: 53703.102 g  42.9000 26.2780
OBS: 53704.078 g  40.6000 16.5930
OBS: 53623.172 r  -12.1900 22.4800
OBS: 53626.160 r  -0.2900 27.2030
OBS: 53628.145 r  70.0500 46.2300
OBS: 53635.152 r  1.1500 20.4350
OBS: 53637.145 r  -3.9300 28.4280
OBS: 53644.137 r  -21.9200 21.3980
OBS: 53654.172 r  297.9200 27.5060
OBS: 53656.117 r  472.6299 44.4640
OBS: 53668.121 r  582.6599 38.5850
OBS: 53670.125 r  596.7899 30.3600
OBS: 53673.094 r  528.4199 27.2580
OBS: 53675.090 r  506.4699 27.2270
OBS: 53677.109 r  474.8099 25.2680
OBS: 53680.098 r  394.8199 22.1490
OBS: 53686.152 r  234.0300 55.8620
OBS: 53693.098 r  234.6800 29.0080
OBS: 53698.094 r  203.4700 30.5530
OBS: 53699.117 r  191.3800 28.5380
OBS: 53702.094 r  157.5800 41.0410
OBS: 53703.102 r  193.8900 37.3980
OBS: 53704.078 r  144.2200 24.3740
OBS: 53623.172 i  -60.8600 31.9610
OBS: 53626.160 i  -10.8100 36.2390
OBS: 53628.145 i  -71.9800 53.8480
OBS: 53635.152 i  41.7000 32.0160
OBS: 53637.145 i  25.8200 42.6700
OBS: 53644.137 i  -9.3900 33.3130
OBS: 53654.172 i  344.8399 37.6190
OBS: 53656.117 i  289.6899 55.4480
OBS: 53668.121 i  565.9298 50.6740
OBS: 53670.125 i  564.8798 42.2000
OBS: 53673.094 i  459.3398 39.6060
OBS: 53675.090 i  465.3198 38.9160
OBS: 53677.109 i  337.2599 37.3430
OBS: 53680.098 i  324.3899 31.3810
OBS: 53686.152 i  297.5899 55.9450
OBS: 53693.098 i  290.7699 39.9100
OBS: 53698.094 i  249.4299 39.9920
OBS: 53699.117 i  241.2099 37.7290
OBS: 53702.094 i  175.0199 59.4780
OBS: 53703.102 i  158.0799 47.9140
OBS: 53704.078 i  184.2999 35.5490
OBS: 53623.172 z  -79.7800 99.2220
OBS: 53626.160 z  -17.7700 109.3510
OBS: 53628.145 z  -145.5301 154.9461
OBS: 53635.152 z  -57.8200 103.1960
OBS: 53637.145 z  159.1901 141.9741
OBS: 53644.137 z  -38.1800 115.1751
OBS: 53654.172 z  53.8700 123.6761
OBS: 53656.117 z  -79.9300 175.8671
OBS: 53668.121 z  196.0001 186.2451
OBS: 53670.125 z  248.0101 147.7981
OBS: 53673.094 z  122.7001 128.9471
OBS: 53675.090 z  120.0501 141.0361
OBS: 53677.109 z  78.3600 117.6041
OBS: 53680.098 z  -6.5600 92.6260
OBS: 53686.152 z  -24.5200 198.5821
OBS: 53693.098 z  307.3001 141.2841
OBS: 53698.094 z  144.7401 132.3141
OBS: 53699.117 z  326.3001 138.6621
OBS: 53702.094 z  -88.4000 226.4301
OBS: 53703.102 z  241.1601 216.9081
OBS: 53704.078 z  251.2201 124.1171
OBS: 53623.172 u  46.5600 40.4060
OBS: 53626.160 u  32.1500 60.6370
OBS: 53628.145 u  38.9400 112.0840
OBS: 53635.152 u  -23.4600 39.0820
OBS: 53637.145 u  -8.3300 56.4970
OBS: 53644.137 u  -25.2700 40.1030
OBS: 53654.172 u  141.3200 56.3320
OBS: 53656.117 u  144.5400 110.6760
OBS: 53668.121 u  147.4100 57.2980
OBS: 53670.125 u  12.8900 47.6650
OBS: 53673.094 u  144.6700 47.0860
OBS: 53675.090 u  58.1200 45.6780
OBS: 53677.109 u  14.1500 43.4700
OBS: 53680.098 u  -10.2000 38.9440
OBS: 53686.152 u  1.5700 153.9250
OBS: 53693.098 u  44.8800 69.3310
OBS: 53698.094 u  12.5800 50.0660
OBS: 53699.117 u  15.5500 50.6180
OBS: 53702.094 u  -99.5200 72.1190
OBS: 53703.102 u  10.9000 76.6730
OBS: 53704.078 u  -19.9100 47.5820
END_PHOTOMETRY:

# =============================================
