SURVEY: OTHER_LOWZ_LC
SNID: sn1997bq
IAUC: UNKNOWN
PHOTOMETRY_VERSION: OTHER_LOWZ_LC
MWEBV: 0.024 MW E(B-V)
REDSHIFT_HELIO: 0.009407 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 50558.027

NOBS: 63
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 50547.120 B  53653.7251 988.5710
OBS: 50548.310 B  72443.5757 1534.7626
OBS: 50549.320 B  88307.9685 1870.8012
OBS: 50550.200 B  100554.1200 3889.7274
OBS: 50551.330 B  117597.9823 2274.6436
OBS: 50568.160 B  79067.8423 1311.0376
OBS: 50570.260 B  63037.6303 697.1154
OBS: 50573.200 B  45289.7454 667.7872
OBS: 50575.180 B  35842.6304 462.7057
OBS: 50578.160 B  26816.3631 494.4548
OBS: 50582.280 B  18638.0242 378.2792
OBS: 50600.220 B  9332.5401 147.7256
OBS: 50609.160 B  8480.0785 165.4393
OBS: 50547.120 I  61830.1325 968.0744
OBS: 50548.310 I  77983.0425 1508.2701
OBS: 50549.320 I  92896.6752 1967.8303
OBS: 50550.200 I  108243.0874 2691.6808
OBS: 50551.330 I  119453.8561 1540.2380
OBS: 50568.160 I  97095.7395 1520.2280
OBS: 50570.260 I  95323.5422 965.7228
OBS: 50573.200 I  100000.0394 1473.6005
OBS: 50575.180 I  104327.8297 1249.1171
OBS: 50578.160 I  108842.9176 1403.4206
OBS: 50582.280 I  114498.5987 1898.1578
OBS: 50600.220 I  46387.4144 640.8421
OBS: 50609.160 I  32003.6990 471.6065
OBS: 50547.120 R  63503.8580 5708.3425
OBS: 50548.310 R  80612.0759 6924.8624
OBS: 50549.320 R  95148.0957 8114.8330
OBS: 50550.200 R  109446.0515 9352.3702
OBS: 50551.330 R  127057.4379 10258.5675
OBS: 50568.160 R  130496.8763 9154.5626
OBS: 50570.260 R  117273.5595 8298.0744
OBS: 50573.200 R  107845.0241 7820.1770
OBS: 50575.180 R  104616.4835 7532.5745
OBS: 50578.160 R  97543.9000 7363.1462
OBS: 50582.280 R  93929.0885 6822.9635
OBS: 50600.220 R  38725.7745 4309.6153
OBS: 50609.160 R  28707.8127 3660.0004
OBS: 50548.310 U  102707.0026 6165.6007
OBS: 50549.320 U  127643.8973 6978.1634
OBS: 50550.200 U  151216.8050 10917.8404
OBS: 50551.330 U  165805.9286 8410.8942
OBS: 50568.160 U  74267.7137 5648.7375
OBS: 50570.260 U  54954.0940 5041.8173
OBS: 50573.200 U  37051.0099 4805.2561
OBS: 50575.180 U  28054.3398 4688.4659
OBS: 50582.280 U  13652.1188 4705.9972
OBS: 50600.220 U  6498.3046 4575.9074
OBS: 50609.160 U  6042.2689 4576.8706
OBS: 50547.120 V  55411.5032 3034.3210
OBS: 50548.310 V  69119.3960 3784.5058
OBS: 50549.320 V  85664.3123 4493.4010
OBS: 50550.200 V  98809.7801 5235.1027
OBS: 50551.330 V  113240.0188 5745.4629
OBS: 50568.160 V  134896.2655 6188.7506
OBS: 50570.260 V  118140.8113 5455.4346
OBS: 50573.200 V  99174.4801 4735.0534
OBS: 50575.180 V  91033.2257 4255.9455
OBS: 50578.160 V  78777.0902 3766.6515
OBS: 50582.280 V  64684.4568 3210.1282
OBS: 50600.220 V  26989.8169 2018.1256
OBS: 50609.160 V  22161.5393 1681.1922
END_PHOTOMETRY:

# =============================================
