SURVEY: SDSS
SNID: 16021.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0256 MW E(B-V)
REDSHIFT_HELIO: 0.124 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54049.14

NOBS: 108
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53975.344 g  10.7200 14.9730
OBS: 53990.355 g  37.9300 29.1730
OBS: 53994.367 g  19.2800 14.1280
OBS: 53996.352 g  23.0100 20.4270
OBS: 54008.309 g  -10.2400 13.4800
OBS: 54010.305 g  -24.7500 16.9130
OBS: 54012.297 g  2.1300 29.3940
OBS: 54020.305 g  -13.5000 23.7030
OBS: 54024.383 g  36.0400 21.0780
OBS: 54028.371 g  -26.2100 19.2810
OBS: 54030.297 g  24.2700 13.3830
OBS: 54035.371 g  262.4801 20.9150
OBS: 54037.277 g  535.8902 18.4480
OBS: 54040.293 g  991.6605 41.3720
OBS: 54047.320 g  1630.7507 78.6600
OBS: 54049.316 g  1568.8707 38.0050
OBS: 54053.281 g  1424.2406 23.7360
OBS: 54056.281 g  1188.9805 41.8420
OBS: 54059.277 g  982.5704 27.3490
OBS: 54061.289 g  814.2304 24.6000
OBS: 54062.281 g  756.3803 21.2380
OBS: 54068.262 g  418.2102 45.2090
OBS: 53975.344 r  -41.0400 22.8750
OBS: 53990.355 r  -82.0700 30.1120
OBS: 53994.367 r  -15.2700 19.9710
OBS: 53996.352 r  -29.0000 23.4130
OBS: 53998.316 r  5.8500 66.1020
OBS: 54008.309 r  -28.7600 21.0280
OBS: 54010.305 r  -11.6900 22.6430
OBS: 54012.297 r  2.8600 31.3260
OBS: 54020.305 r  -35.9500 32.2640
OBS: 54024.383 r  0.3100 35.1620
OBS: 54028.371 r  -37.4000 26.4960
OBS: 54030.297 r  20.3600 20.9180
OBS: 54035.371 r  345.6799 33.7000
OBS: 54037.277 r  559.4999 27.1470
OBS: 54040.293 r  980.6998 43.0010
OBS: 54047.320 r  1541.6097 105.9560
OBS: 54049.316 r  1531.6998 40.6000
OBS: 54053.281 r  1527.4697 28.9800
OBS: 54056.281 r  1422.8798 55.5310
OBS: 54059.277 r  1255.3398 40.6550
OBS: 54061.289 r  1117.7598 37.7290
OBS: 54062.281 r  988.8598 30.7460
OBS: 54068.262 r  712.9799 45.5680
OBS: 53975.344 i  -64.1200 37.0670
OBS: 53990.355 i  -31.6000 39.9100
OBS: 53994.367 i  -14.2800 31.2710
OBS: 53996.352 i  -37.0500 37.3430
OBS: 54008.309 i  4.2500 31.5470
OBS: 54010.305 i  -35.5000 31.3260
OBS: 54012.297 i  -1.8600 37.1500
OBS: 54020.305 i  25.7800 43.5250
OBS: 54024.383 i  -24.9400 51.9980
OBS: 54028.371 i  8.5600 39.9920
OBS: 54030.297 i  11.1000 31.2980
OBS: 54035.371 i  429.7698 45.0980
OBS: 54037.277 i  505.6498 36.3220
OBS: 54040.293 i  894.1797 57.2420
OBS: 54047.320 i  1373.8095 89.5620
OBS: 54049.316 i  1133.1596 47.5270
OBS: 54053.281 i  1141.5396 39.0820
OBS: 54056.281 i  994.1596 59.2570
OBS: 54059.277 i  883.5297 57.4080
OBS: 54061.289 i  780.1297 46.2580
OBS: 54062.281 i  682.4897 44.1320
OBS: 54068.262 i  657.1698 52.9090
OBS: 53975.344 z  -123.6101 116.4441
OBS: 53990.355 z  -158.8301 119.3981
OBS: 53994.367 z  184.4601 102.3960
OBS: 53996.352 z  -61.0500 134.0261
OBS: 54008.309 z  180.3501 104.6870
OBS: 54010.305 z  185.7701 91.4660
OBS: 54012.297 z  -110.9201 102.2860
OBS: 54020.305 z  -120.4301 138.5521
OBS: 54024.383 z  168.5501 162.6741
OBS: 54028.371 z  48.3900 159.4451
OBS: 54030.297 z  130.9501 99.8570
OBS: 54035.371 z  398.2202 155.0571
OBS: 54037.277 z  291.3101 111.7521
OBS: 54040.293 z  951.9204 158.2031
OBS: 54047.320 z  1065.4205 277.1041
OBS: 54049.316 z  766.3104 162.3981
OBS: 54053.281 z  829.8304 122.1581
OBS: 54056.281 z  560.0303 162.3431
OBS: 54059.277 z  349.7402 205.7031
OBS: 54061.289 z  654.8703 157.0721
OBS: 54062.281 z  347.3002 145.8941
OBS: 54068.262 z  430.6302 148.1021
OBS: 53975.344 u  65.3000 46.0640
OBS: 53990.355 u  116.0400 71.3460
OBS: 53994.367 u  -29.6000 38.3640
OBS: 53996.352 u  -11.4500 45.0980
OBS: 54008.309 u  -38.1800 41.0690
OBS: 54010.305 u  26.5200 38.9710
OBS: 54012.297 u  39.6500 72.8360
OBS: 54020.305 u  77.7200 64.6670
OBS: 54024.383 u  209.7399 70.8770
OBS: 54028.371 u  60.7900 51.9710
OBS: 54030.297 u  -21.1200 39.6340
OBS: 54035.371 u  14.5300 59.2020
OBS: 54037.277 u  195.0699 45.8160
OBS: 54047.320 u  521.5398 199.6579
OBS: 54049.316 u  380.3799 98.0630
OBS: 54053.281 u  296.3699 49.4590
OBS: 54059.277 u  147.1400 67.9510
OBS: 54062.281 u  125.2800 54.0130
OBS: 54068.262 u  149.0799 99.7460
END_PHOTOMETRY:

# =============================================
