SURVEY: Hicken2009_LC
SNID: sn2007cq
IAUC: UNKNOWN
PHOTOMETRY_VERSION: Hicken2009_LC
MWEBV: 0.109 MW E(B-V)
REDSHIFT_HELIO: 0.025918 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54281.008

NOBS: 111
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 54274.456 h  23790.2970 394.3955
OBS: 54276.436 h  27848.3756 436.0220
OBS: 54277.408 h  29214.5946 457.4129
OBS: 54277.450 h  29512.0829 462.0707
OBS: 54278.333 h  30116.1784 499.2660
OBS: 54279.445 h  31390.6175 491.4829
OBS: 54280.308 h  31390.6175 780.5905
OBS: 54288.434 h  21183.6044 370.6919
OBS: 54292.395 h  15674.7225 433.0926
OBS: 54296.388 h  9264.0278 1416.3402
OBS: 54348.211 h  1058.7657 82.8855
OBS: 54350.352 h  1014.8453 111.2260
OBS: 54351.359 h  909.4940 92.9785
OBS: 54352.338 h  1045.2011 127.0672
OBS: 54353.249 h  976.3373 143.8731
OBS: 54354.242 h  861.3901 157.0814
OBS: 54355.313 h  841.0075 168.8558
OBS: 54356.288 h  936.6986 105.2493
OBS: 54357.309 h  976.3373 124.0905
OBS: 54361.353 h  884.7078 188.2225
OBS: 54363.220 h  780.5484 116.4594
OBS: 54377.247 h  703.3960 79.6828
OBS: 54381.121 h  628.0582 85.6094
OBS: 54383.192 h  609.8175 125.8078
OBS: 54402.141 h  419.1793 112.7307
OBS: 54404.138 h  416.4855 107.7869
OBS: 54274.454 j  25398.0197 327.4821
OBS: 54276.434 j  29867.5676 357.6044
OBS: 54277.406 j  31304.0012 374.8028
OBS: 54277.448 j  31885.9861 381.7709
OBS: 54278.331 j  32568.6576 509.9275
OBS: 54279.442 j  34514.3626 413.2405
OBS: 54280.306 j  36107.7028 631.8487
OBS: 54282.363 j  35677.9471 558.6096
OBS: 54283.446 j  35514.0219 523.3346
OBS: 54288.432 j  29187.6990 537.6374
OBS: 54292.393 j  24797.0404 319.7330
OBS: 54296.386 j  19642.6395 651.2714
OBS: 54296.431 j  19971.0016 367.8659
OBS: 54311.348 j  8677.6046 431.5720
OBS: 54348.204 j  2454.7081 97.2138
OBS: 54350.348 j  2203.9405 107.5809
OBS: 54351.351 j  2093.1476 96.3894
OBS: 54352.270 j  2130.0994 153.0221
OBS: 54354.235 j  1953.4390 107.9470
OBS: 54355.309 j  1940.8853 96.5280
OBS: 54356.284 j  1964.2639 106.7361
OBS: 54357.302 j  1937.3133 107.0559
OBS: 54361.345 j  1856.9485 111.1662
OBS: 54363.213 j  1699.8080 131.5039
OBS: 54377.243 j  1217.8670 99.8273
OBS: 54383.184 j  1012.9776 90.4964
OBS: 54402.118 j  685.4880 96.5942
OBS: 54402.137 j  674.2172 92.5222
OBS: 54404.134 j  617.1630 89.2399
OBS: 54274.451 l  19177.8543 335.5933
OBS: 54276.431 l  22019.1237 344.7534
OBS: 54277.402 l  22490.5470 352.1345
OBS: 54277.445 l  22636.0175 333.5644
OBS: 54278.328 l  22698.6496 439.0146
OBS: 54279.439 l  21958.3659 343.8021
OBS: 54280.303 l  21797.1658 441.6542
OBS: 54282.360 l  20398.5841 356.9548
OBS: 54288.429 l  16203.1711 343.2318
OBS: 54292.390 l  12291.3628 226.4069
OBS: 54296.383 l  10804.3842 636.8536
OBS: 54296.427 l  10974.8862 242.5889
OBS: 54311.345 l  10394.4148 363.7837
OBS: 54348.198 l  2703.9585 141.9497
OBS: 54350.342 l  2236.6603 129.7777
OBS: 54351.345 l  2214.1142 167.2143
OBS: 54352.328 l  2118.3613 138.5218
OBS: 54353.239 l  2002.6268 112.5096
OBS: 54354.229 l  2002.6268 129.1093
OBS: 54355.303 l  2185.7477 124.8106
OBS: 54356.278 l  1796.3875 135.6668
OBS: 54357.296 l  1813.0093 128.5732
OBS: 54361.339 l  1763.5997 147.8091
OBS: 54377.237 l  1346.4803 257.9426
OBS: 54383.178 l  917.0648 206.0865
OBS: 54402.131 l  660.6935 129.0017
OBS: 54404.128 l  740.6278 190.3110
OBS: 54274.452 k  24660.3952 408.8200
OBS: 54276.432 k  27797.1348 409.6186
OBS: 54277.404 k  30338.9137 419.1321
OBS: 54277.446 k  30507.0373 393.3577
OBS: 54278.329 k  31074.2051 486.5288
OBS: 54279.441 k  32779.3270 422.6566
OBS: 54280.304 k  32568.6703 599.9149
OBS: 54282.361 k  33174.1676 549.9613
OBS: 54283.445 k  34355.7970 537.9087
OBS: 54288.430 k  28920.1161 479.4377
OBS: 54292.392 k  22656.8764 333.8717
OBS: 54296.429 k  18416.2007 322.2651
OBS: 54311.346 k  8994.9766 347.9437
OBS: 54348.201 k  3093.1432 108.2538
OBS: 54350.345 k  2857.5907 97.3781
OBS: 54351.348 k  2759.3071 96.5702
OBS: 54352.267 k  2815.7885 103.7337
OBS: 54352.331 k  2795.1172 110.6950
OBS: 54353.242 k  2696.4975 104.3059
OBS: 54354.232 k  2679.1685 106.1031
OBS: 54355.306 k  2556.2306 98.8801
OBS: 54356.281 k  2577.5081 104.4509
OBS: 54357.299 k  2303.5627 86.9848
OBS: 54361.342 k  2145.8534 104.7455
OBS: 54363.210 k  2077.7822 112.9046
OBS: 54377.240 k  1457.4713 102.0172
OBS: 54381.115 k  1437.4741 109.8848
OBS: 54402.115 k  905.3157 184.2689
OBS: 54404.131 k  803.8963 90.3274
END_PHOTOMETRY:

# =============================================
