SURVEY: OTHER_LOWZ_LC
SNID: sn1989b
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: OTHER_LOWZ_LC
MWEBV: 0.032 MW E(B-V)
REDSHIFT_HELIO: 0.002425 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 47565.141
FILTERS: UBVRIfhjkl

NOBS: 177
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 47562.310 B  NULL    1137626.9440 83820.3580
OBS: 47566.300 B  NULL    1086425.3345 80047.8214
OBS: 47567.350 B  NULL    1047128.2499 77152.4142
OBS: 47568.400 B  NULL    1037528.1560 76445.0761
OBS: 47569.300 B  NULL    981747.6987 72335.1727
OBS: 47571.250 B  NULL    870963.3595 64172.5838
OBS: 47572.250 B  NULL    809095.6925 59614.1743
OBS: 47573.290 B  NULL    794327.9953 102420.6577
OBS: 47574.270 B  NULL    691830.7735 50974.0973
OBS: 47575.270 B  NULL    619440.8999 45640.4115
OBS: 47576.280 B  NULL    534564.2129 39386.6980
OBS: 47577.260 B  NULL    487528.3555 44901.3675
OBS: 47578.220 B  NULL    432513.7135 31867.6180
OBS: 47581.180 B  NULL    319153.6950 35272.8737
OBS: 47582.250 B  NULL    263026.7221 21802.2970
OBS: 47584.220 B  NULL    226986.4196 16724.3741
OBS: 47585.260 B  NULL    195884.4144 14432.7803
OBS: 47588.200 B  NULL    148593.5226 10948.3931
OBS: 47590.220 B  NULL    121338.8496 8940.2740
OBS: 47591.170 B  NULL    116949.9027 8616.8974
OBS: 47592.230 B  NULL    98174.7699 7233.5504
OBS: 47593.180 B  NULL    92044.9293 8477.3664
OBS: 47595.220 B  NULL    78704.5560 5798.9935
OBS: 47599.220 B  NULL    83176.3511 6894.5230
OBS: 47600.250 B  NULL    80167.7807 26580.4399
OBS: 47612.210 B  NULL    58076.4256 5348.8840
OBS: 47614.170 B  NULL    51050.4855 15515.7895
OBS: 47615.170 B  NULL    56493.6814 14048.3010
OBS: 47634.140 B  NULL    38725.7536 4280.0267
OBS: 47639.110 B  NULL    44055.4739 4057.5687
OBS: 47645.110 B  NULL    45289.7454 5422.5857
OBS: 47658.020 B  NULL    29922.6378 11850.2824
OBS: 47669.060 B  NULL    23334.5744 11605.2381
OBS: 47677.100 B  NULL    28313.9121 2607.8040
OBS: 47682.010 B  NULL    20511.6163 3589.3950
OBS: 47693.060 B  NULL    20137.2372 3709.3441
OBS: 47695.030 B  NULL    17864.8710 2139.0739
OBS: 47872.330 B  NULL    3076.0959 1246.7509
OBS: 47916.290 B  NULL    2013.7237 1113.0008
OBS: 47562.310 I  NULL    2089296.9772 134696.9748
OBS: 47566.300 I  NULL    1770109.6032 163027.1044
OBS: 47567.350 I  NULL    1803018.4433 249086.9967
OBS: 47569.300 I  NULL    1737801.4500 112036.0647
OBS: 47571.250 I  NULL    1584893.8216 58387.4891
OBS: 47572.250 I  NULL    1599558.6801 147319.3547
OBS: 47573.290 I  NULL    1541701.0877 56796.2668
OBS: 47574.270 I  NULL    1380384.8079 50853.3759
OBS: 47575.270 I  NULL    1342765.4951 111301.8321
OBS: 47576.280 I  NULL    1306171.4139 72179.0317
OBS: 47577.260 I  NULL    1330454.9519 85774.4308
OBS: 47578.220 I  NULL    1224616.6879 90229.7570
OBS: 47581.180 I  NULL    1367729.3632 50387.1499
OBS: 47599.220 I  NULL    831764.0960 99587.1165
OBS: 47600.250 I  NULL    937562.3776 284953.3388
OBS: 47614.170 I  NULL    580764.6521 128372.2186
OBS: 47615.170 I  NULL    401790.9704 74009.8972
OBS: 47634.140 I  NULL    118032.1111 59789.1654
OBS: 47639.110 I  NULL    102801.6713 35031.7251
OBS: 47645.110 I  NULL    140604.8084 24604.4355
OBS: 47669.060 I  NULL    47863.0283 14547.0102
OBS: 47677.100 I  NULL    29376.5089 13527.8821
OBS: 47682.010 I  NULL    26791.6944 11597.3205
OBS: 47693.060 I  NULL    22698.6573 9407.4586
OBS: 47695.030 I  NULL    25118.8743 8328.4140
OBS: 47872.330 I  NULL    6982.3268 2765.2109
OBS: 47561.290 R  NULL    1870682.5960 103374.4014
OBS: 47562.290 R  NULL    1853532.1158 119497.6617
OBS: 47562.310 R  NULL    1819701.3181 117316.5981
OBS: 47563.290 R  NULL    1753880.8929 113073.2070
OBS: 47564.280 R  NULL    1803018.1466 116241.0846
OBS: 47565.290 R  NULL    1737801.2652 112036.5821
OBS: 47566.300 R  NULL    1853532.1158 102426.7690
OBS: 47567.350 R  NULL    1976970.1366 236702.8869
OBS: 47571.250 R  NULL    1706082.7756 94278.6142
OBS: 47572.250 R  NULL    1706082.7756 94278.5549
OBS: 47573.290 R  NULL    1629296.4813 90035.2907
OBS: 47574.270 R  NULL    1472312.8810 81360.3569
OBS: 47575.270 R  NULL    1367729.1338 138564.8187
OBS: 47576.280 R  NULL    1306171.1889 72179.3252
OBS: 47577.260 R  NULL    1270574.3788 81914.1799
OBS: 47578.220 R  NULL    1282330.9244 70861.8763
OBS: 47581.180 R  NULL    1148153.9342 63447.2482
OBS: 47582.250 R  NULL    1247383.7991 68930.6617
OBS: 47584.220 R  NULL    1018591.6184 56287.6377
OBS: 47585.260 R  NULL    1028016.5671 56808.4471
OBS: 47588.200 R  NULL    912011.0680 50397.9863
OBS: 47590.220 R  NULL    937562.2421 51809.8995
OBS: 47591.170 R  NULL    870963.8028 48129.6655
OBS: 47592.230 R  NULL    794328.4325 43894.7895
OBS: 47593.180 R  NULL    744732.1563 54872.0083
OBS: 47595.220 R  NULL    642687.8785 35515.1012
OBS: 47599.220 R  NULL    492039.6612 40785.2517
OBS: 47600.250 R  NULL    436515.9363 24121.9990
OBS: 47612.210 R  NULL    296483.2111 21844.9434
OBS: 47614.170 R  NULL    288403.2212 21249.6030
OBS: 47615.170 R  NULL    280543.4335 33589.4968
OBS: 47634.140 R  NULL    152756.6438 37985.9954
OBS: 47639.110 R  NULL    140604.7884 12949.7021
OBS: 47645.110 R  NULL    110662.4053 12230.4110
OBS: 47669.060 R  NULL    58613.8310 11876.3362
OBS: 47677.100 R  NULL    60255.9733 8879.3226
OBS: 47682.010 R  NULL    40550.8637 6722.5253
OBS: 47693.060 R  NULL    30199.5248 6119.0311
OBS: 47695.030 R  NULL    30760.9756 4532.9420
OBS: 47872.330 R  NULL    3944.5740 1307.8789
OBS: 47561.290 U  NULL    1180320.7950 65224.8223
OBS: 47562.290 U  NULL    1047128.6808 67508.7048
OBS: 47563.290 U  NULL    1028016.4390 66276.5593
OBS: 47564.280 U  NULL    1037528.5516 66889.7986
