SURVEY: SDSS
SNID: 12898.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0327 MW E(B-V)
REDSHIFT_HELIO: 0.081 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54002.505

NOBS: 91
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53989.387 g  675.9603 42.5040
OBS: 53995.426 g  1980.5709 35.1900
OBS: 54000.363 g  2495.7111 46.0090
OBS: 54007.414 g  2271.9210 46.0640
OBS: 54009.340 g  2053.0109 34.6100
OBS: 54011.402 g  1695.0708 23.3160
OBS: 54021.406 g  877.3104 45.2920
OBS: 54025.402 g  482.0002 21.2550
OBS: 54029.332 g  378.9302 19.1410
OBS: 54031.320 g  320.0801 16.4220
OBS: 54036.324 g  308.7701 21.6030
OBS: 54039.320 g  188.2001 21.3680
OBS: 54041.293 g  150.5401 31.2160
OBS: 54048.316 g  173.3101 25.6210
OBS: 54052.320 g  177.0401 30.1940
OBS: 54055.316 g  134.6701 18.8370
OBS: 54058.316 g  121.5701 19.9930
OBS: 54060.336 g  160.1901 21.1690
OBS: 54063.305 g  118.2201 17.0540
OBS: 53989.387 r  513.5299 45.1540
OBS: 53995.426 r  1976.8996 29.0350
OBS: 54000.363 r  2551.4695 35.6590
OBS: 54006.313 r  2810.5495 71.0150
OBS: 54007.414 r  2759.2495 92.1840
OBS: 54009.340 r  2470.5295 30.6360
OBS: 54011.402 r  2307.7496 29.0350
OBS: 54021.406 r  1365.1097 35.4940
OBS: 54025.402 r  1156.5198 38.7230
OBS: 54029.332 r  1079.3099 30.2220
OBS: 54031.320 r  983.4098 27.3650
OBS: 54036.324 r  761.8899 44.2700
OBS: 54039.320 r  684.0199 33.2860
OBS: 54041.293 r  611.2699 33.9200
OBS: 54048.316 r  471.7599 27.3160
OBS: 54052.320 r  383.3299 38.9440
OBS: 54055.316 r  394.8199 29.3660
OBS: 54058.316 r  415.7599 30.5530
OBS: 54060.336 r  375.2799 29.1460
OBS: 54063.305 r  279.7699 27.1280
OBS: 53989.387 i  642.7797 52.8540
OBS: 53995.426 i  1779.7393 41.2900
OBS: 54000.363 i  2017.2693 54.7580
OBS: 54007.414 i  2024.7192 75.4580
OBS: 54009.340 i  1691.8094 39.9100
OBS: 54011.402 i  1443.8794 37.2050
OBS: 54025.402 i  1199.7795 50.4800
OBS: 54029.332 i  1148.9296 41.7040
OBS: 54031.320 i  1090.1396 40.2410
OBS: 54036.324 i  857.0497 52.9920
OBS: 54039.320 i  708.7897 45.7880
OBS: 54041.293 i  673.7397 42.0900
OBS: 54048.316 i  566.9698 36.8460
OBS: 54052.320 i  269.6999 55.6140
OBS: 54055.316 i  362.1899 41.0960
OBS: 54058.316 i  273.4799 43.4700
OBS: 54060.336 i  341.0299 42.0350
OBS: 54063.305 i  285.4199 38.7780
OBS: 53989.387 z  742.9403 132.5081
OBS: 53995.426 z  1252.2506 108.2201
OBS: 54000.363 z  1354.9106 145.9211
OBS: 54007.414 z  1325.1106 168.4151
OBS: 54009.340 z  1005.7005 110.7311
OBS: 54011.402 z  983.4704 100.1330
OBS: 54025.402 z  979.8104 142.3061
OBS: 54029.332 z  611.7603 157.7061
OBS: 54031.320 z  956.3604 114.3741
OBS: 54036.324 z  975.2605 155.2501
OBS: 54039.320 z  647.4903 140.4011
OBS: 54041.293 z  564.3103 117.9901
OBS: 54048.316 z  557.9003 105.7630
OBS: 54052.320 z  463.1402 215.4181
OBS: 54055.316 z  367.6102 119.1491
OBS: 54058.316 z  172.7101 143.3821
OBS: 54063.305 z  155.2201 120.1151
OBS: 53989.387 u  299.3999 107.7780
OBS: 53995.426 u  875.5697 51.5570
OBS: 54000.363 u  948.6497 61.4100
OBS: 54007.414 u  478.2198 60.6370
OBS: 54009.340 u  396.5099 47.6650
OBS: 54011.402 u  331.1499 43.2490
OBS: 54025.402 u  91.5800 55.0620
OBS: 54031.320 u  37.9800 41.2620
OBS: 54036.324 u  124.5700 56.3320
OBS: 54039.320 u  38.2800 51.5840
OBS: 54041.293 u  -23.4300 73.5260
OBS: 54048.316 u  -4.9100 64.2250
OBS: 54052.320 u  -89.2800 77.3630
OBS: 54055.316 u  44.4400 51.2260
OBS: 54058.316 u  99.1700 56.4970
OBS: 54060.336 u  -6.1700 77.2520
OBS: 54063.305 u  -14.1100 44.6840
END_PHOTOMETRY:

# =============================================
