SURVEY: SNLS3_LC
SNID: 04D2mc
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0177 MW E(B-V)
REDSHIFT_HELIO: 0.348 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53367.249

NOBS: 72
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53330.640 g  -3.7075 1.2756
OBS: 53331.610 g  -1.4945 2.5074
OBS: 53349.650 g  1.6683 0.9433
OBS: 53352.600 g  14.1071 0.9203
OBS: 53355.640 g  35.4371 0.9489
OBS: 53375.650 g  47.0623 1.6738
OBS: 53385.520 g  17.6992 0.9808
OBS: 53390.540 g  9.2124 1.0269
OBS: 53408.490 g  4.6192 0.9548
OBS: 53415.520 g  3.2195 1.2731
OBS: 53446.330 g  5.0569 1.1095
OBS: 53463.310 g  1.0718 0.8729
OBS: 53469.340 g  1.4174 0.6127
OBS: 53474.380 g  -0.5437 0.8515
OBS: 53329.590 i  -2.8376 2.2777
OBS: 53330.580 i  -6.4874 2.0564
OBS: 53349.580 i  16.0209 1.6487
OBS: 53352.540 i  37.8356 1.9078
OBS: 53355.590 i  62.2827 2.0811
OBS: 53357.620 i  79.7114 4.2485
OBS: 53358.520 i  83.0390 2.1503
OBS: 53374.610 i  134.4883 2.4077
OBS: 53378.460 i  125.7085 2.8597
OBS: 53385.550 i  91.5995 1.5367
OBS: 53390.430 i  74.4428 2.1857
OBS: 53408.440 i  29.1052 2.1387
OBS: 53411.480 i  22.3473 1.4170
OBS: 53416.450 i  21.6904 2.5101
OBS: 53418.390 i  18.5930 2.2360
OBS: 53440.410 i  14.6519 2.0307
OBS: 53446.250 i  14.8494 2.3896
OBS: 53448.270 i  24.4176 19.6667
OBS: 53461.410 i  15.2485 4.8883
OBS: 53462.350 i  11.8322 2.6690
OBS: 53466.290 i  12.1892 1.9750
OBS: 53470.260 i  9.8145 1.6644
OBS: 53474.360 i  16.2763 2.2146
OBS: 53495.270 i  9.9665 2.1808
OBS: 53503.280 i  3.7205 2.2580
OBS: 53328.570 r  0.0052 4.4398
OBS: 53330.620 r  5.4774 2.0030
OBS: 53349.620 r  4.9962 1.8224
OBS: 53352.580 r  19.2764 2.3377
OBS: 53355.630 r  56.6616 1.9505
OBS: 53358.560 r  89.3189 2.3554
OBS: 53374.650 r  103.6761 4.4634
OBS: 53375.590 r  103.2609 1.6707
OBS: 53385.590 r  46.6684 2.0190
OBS: 53390.470 r  33.8623 2.0259
OBS: 53408.470 r  7.8941 1.6673
OBS: 53411.520 r  12.0779 1.5567
OBS: 53415.480 r  10.5900 2.1916
OBS: 53418.490 r  12.2402 2.3131
OBS: 53440.470 r  7.2033 2.1571
OBS: 53446.310 r  8.7739 2.9065
OBS: 53462.410 r  11.1922 4.8955
OBS: 53463.270 r  7.8138 2.1448
OBS: 53466.360 r  7.4587 1.8820
OBS: 53470.300 r  4.7173 1.8858
OBS: 53474.400 r  6.3427 1.6902
OBS: 53495.350 r  0.4685 2.5437
OBS: 53503.300 r  3.2981 2.1790
OBS: 53350.560 z  21.5311 2.9260
OBS: 53352.640 z  44.1840 4.7486
OBS: 53358.600 z  86.5876 3.8539
OBS: 53375.620 z  111.5547 3.4444
OBS: 53390.510 z  65.9754 3.3488
OBS: 53411.550 z  34.1603 3.7650
OBS: 53419.400 z  8.0254 5.5172
OBS: 53446.340 z  7.7055 3.9748
OBS: 53463.380 z  8.9491 5.8706
OBS: 53470.330 z  11.9209 4.9037
END_PHOTOMETRY:

# =============================================
