SURVEY: SNLS3_LC
SNID: 05D2ab
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0178 MW E(B-V)
REDSHIFT_HELIO: 0.323 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53381.284
FILTERS: griz

NOBS: 65
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53349.650 g  NULL    -0.8241 0.8519
OBS: 53352.600 g  NULL    0.4250 0.8394
OBS: 53355.640 g  NULL    -1.1481 0.8210
OBS: 53375.650 g  NULL    167.3712 1.8301
OBS: 53385.520 g  NULL    136.7332 1.0989
OBS: 53390.540 g  NULL    102.3365 1.0164
OBS: 53408.490 g  NULL    19.0682 0.8515
OBS: 53415.520 g  NULL    9.8798 1.1132
OBS: 53446.330 g  NULL    5.9303 0.9592
OBS: 53463.310 g  NULL    5.9372 0.7864
OBS: 53469.340 g  NULL    3.1911 0.6535
OBS: 53474.380 g  NULL    2.3997 1.1313
OBS: 53349.580 i  NULL    0.1054 1.8842
OBS: 53352.540 i  NULL    -2.0870 1.4369
OBS: 53355.590 i  NULL    -1.5645 1.4862
OBS: 53357.620 i  NULL    0.3512 3.2396
OBS: 53358.520 i  NULL    2.6631 1.5860
OBS: 53374.610 i  NULL    165.6196 2.0064
OBS: 53378.460 i  NULL    190.4957 2.1807
OBS: 53385.560 i  NULL    196.0546 1.5970
OBS: 53390.420 i  NULL    177.0595 2.0198
OBS: 53408.440 i  NULL    97.9036 1.5418
OBS: 53411.490 i  NULL    87.5329 1.2866
OBS: 53416.450 i  NULL    78.8059 1.7795
OBS: 53418.400 i  NULL    69.9565 1.7301
OBS: 53440.410 i  NULL    31.2776 1.4612
OBS: 53446.250 i  NULL    25.9951 1.8506
OBS: 53448.270 i  NULL    5.4861 15.9236
OBS: 53461.410 i  NULL    22.7975 3.5989
OBS: 53462.350 i  NULL    19.4756 2.0189
OBS: 53466.290 i  NULL    17.2857 1.8603
OBS: 53470.260 i  NULL    16.9261 1.5310
OBS: 53474.360 i  NULL    17.8429 1.4416
OBS: 53503.280 i  NULL    7.4592 1.4706
OBS: 53349.620 r  NULL    -5.3639 1.2177
OBS: 53352.580 r  NULL    0.5729 1.2521
OBS: 53355.630 r  NULL    -1.8024 1.2608
OBS: 53358.560 r  NULL    -0.0634 1.5158
OBS: 53374.650 r  NULL    170.7961 3.1058
OBS: 53375.590 r  NULL    182.3571 1.3482
OBS: 53385.590 r  NULL    196.2971 1.5723
OBS: 53390.470 r  NULL    166.9905 1.6030
OBS: 53408.470 r  NULL    54.9688 1.1549
OBS: 53411.520 r  NULL    43.6903 0.9983
OBS: 53415.470 r  NULL    33.7753 1.5316
OBS: 53418.490 r  NULL    29.0327 1.6020
OBS: 53440.470 r  NULL    13.2357 1.4321
OBS: 53446.310 r  NULL    12.4169 2.0279
OBS: 53462.400 r  NULL    4.5305 2.9985
OBS: 53463.270 r  NULL    8.7574 1.5322
OBS: 53466.360 r  NULL    8.5764 1.3179
OBS: 53470.300 r  NULL    10.1078 1.2962
OBS: 53474.400 r  NULL    10.3862 1.1710
OBS: 53495.350 r  NULL    6.0858 1.5797
OBS: 53503.300 r  NULL    6.3253 1.3614
OBS: 53350.560 z  NULL    3.5494 2.4906
OBS: 53352.640 z  NULL    0.4945 4.2243
OBS: 53358.600 z  NULL    6.1191 3.6128
OBS: 53375.620 z  NULL    159.5691 2.8097
OBS: 53390.510 z  NULL    142.4919 2.8857
OBS: 53411.550 z  NULL    96.6348 3.0195
OBS: 53419.400 z  NULL    81.7942 4.8761
OBS: 53446.340 z  NULL    13.1914 3.6383
OBS: 53463.380 z  NULL    11.2113 4.5892
OBS: 53470.330 z  NULL    10.0833 3.9825
END_PHOTOMETRY:

# =============================================

NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  53379.00
SPECTRUM_NLAM:     778
SPEC:   4900.04   4905.04 8.96700e-18 3.83600e-18 0
SPEC:   4905.04   4910.04 1.51080e-17 3.81900e-18 0
SPEC:   4910.04   4915.04 5.25800e-18 4.39400e-18 0
SPEC:   4915.04   4920.04 5.87200e-18 3.79100e-18 0
SPEC:   4920.04   4925.04 6.33300e-18 3.77400e-18 0
SPEC:   4925.04   4930.04 1.79930e-17 4.34200e-18 0
SPEC:   4930.04   4935.04 1.51370e-17 3.74600e-18 0
SPEC:   4935.04   4940.04 9.67000e-18 3.73000e-18 0
SPEC:   4940.04   4945.04 2.24060e-17 4.29100e-18 0
SPEC:   4945.04   4950.04 1.61650e-17 3.70200e-18 0
SPEC:   4950.04   4955.04 9.28900e-18 3.68600e-18 0
SPEC:   4955.04   4960.04 1.69230e-17 4.24000e-18 0
SPEC:   4960.04   4965.04 1.01260e-17 3.65800e-18 0
SPEC:   4965.04   4970.04 7.11300e-18 3.64200e-18 0
SPEC:   4970.04   4975.04 8.28100e-18 4.18900e-18 0
SPEC:   4975.04   4980.04 7.39100e-18 3.61400e-18 0
SPEC:   4980.04   4985.04 1.11670e-17 3.59800e-18 0
SPEC:   4985.04   4990.04 7.10400e-18 4.13900e-18 0
SPEC:   4990.04   4995.04 6.07500e-18 3.57100e-18 0
SPEC:   4995.04   5000.04 1.90940e-17 3.55500e-18 0
SPEC:   5000.04   5005.04 1.20480e-17 4.08900e-18 0
SPEC:   5005.04   5010.04 1.11460e-17 3.52800e-18 0
SPEC:   5010.04   5015.04 1.21620e-17 3.51200e-18 0
SPEC:   5015.04   5020.04 1.71120e-17 4.04000e-18 0
SPEC:   5020.04   5025.04 1.29080e-17 3.48500e-18 0
SPEC:   5025.04   5030.04 7.22800e-18 3.46900e-18 0
SPEC:   5030.04   5035.04 1.35800e-18 3.99100e-18 0
SPEC:   5035.04   5040.04 1.87090e-17 3.44300e-18 0
SPEC:   5040.04   5045.04 9.99700e-18 3.42700e-18 0
SPEC:   5045.04   5050.04 1.47460e-17 3.94200e-18 0
SPEC:   5050.04   5055.04 3.51000e-19 3.40000e-18 0
SPEC:   5055.04   5060.04 8.98800e-18 3.38500e-18 0
SPEC:   5060.04   5065.04 1.28850e-17 3.89300e-18 0
SPEC:   5065.04   5070.04 1.20140e-17 3.35900e-18 0
SPEC:   5070.04   5075.04 1.26300e-17 3.34300e-18 0
SPEC:   5075.04   5080.04 1.32170e-17 3.84600e-18 0
SPEC:   5080.04   5085.04 1.38610e-17 3.31700e-18 0
SPEC:   5085.04   5090.04 1.50110e-17 3.30200e-18 0
SPEC:   5090.04   5095.04 1.83220e-17 3.79800e-18 0
SPEC:   5095.04   5100.04 2.25350e-17 3.27600e-18 0
SPEC:   5100.04   5105.04 2.28370e-17 3.26100e-18 0
SPEC:   5105.04   5110.04 1.40030e-17 3.75100e-18 0
SPEC:   5110.04   5115.04 1.89410e-17 3.23500e-18 0
SPEC:   5115.04   5120.04 1.45930e-17 3.22000e-18 0
SPEC:   5120.04   5125.04 1.56370e-17 3.70400e-18 0
SPEC:   5125.04   5130.04 2.36610e-17 3.19500e-18 0
SPEC:   5130.04   5135.04 2.46060e-17 3.18000e-18 0
SPEC:   5135.04   5140.04 2.39970e-17 3.65700e-18 0
SPEC:   5140.04   5145.04 2.20110e-17 3.15400e-18 0
SPEC:   5145.04   5150.04 2.47990e-17 3.14000e-18 0
SPEC:   5150.04   5155.04 2.49690e-17 3.61100e-18 0
SPEC:   5155.04   5160.04 2.47160e-17 3.11500e-18 0
SPEC:   5160.04   5165.04 2.22220e-17 3.10000e-18 0
SPEC:   5165.04   5170.04 2.43600e-17 3.56500e-18 0
SPEC:   5170.04   5175.04 2.56920e-17 3.07500e-18 0
SPEC:   5175.04   5180.04 2.26340e-17 3.06100e-18 0
SPEC:   5180.04   5185.04 3.13120e-17 3.52000e-18 0
SPEC:   5185.04   5190.04 2.89850e-17 3.03600e-18 0
