SURVEY: SDSS
SNID: 9467.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.057 MW E(B-V)
REDSHIFT_HELIO: 0.2184 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53688.795

NOBS: 98
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53616.230 r  -3.4800 28.9800
OBS: 53623.219 r  25.3000 22.7010
OBS: 53626.207 r  36.3500 29.2840
OBS: 53628.191 r  -13.6700 59.2020
OBS: 53635.199 r  -27.9100 27.5500
OBS: 53637.191 r  82.7100 27.4810
OBS: 53644.184 r  6.6700 20.3690
OBS: 53654.219 r  46.8100 31.6300
OBS: 53656.164 r  10.2600 54.6760
OBS: 53668.168 r  -23.4700 27.7660
OBS: 53670.172 r  22.4300 27.1560
OBS: 53673.141 r  27.0000 24.1830
OBS: 53675.137 r  91.8700 24.2820
OBS: 53677.156 r  125.2200 23.9570
OBS: 53680.145 r  225.3100 22.9050
OBS: 53686.211 r  330.9999 68.1720
OBS: 53693.145 r  320.1799 34.0030
OBS: 53702.141 r  213.7200 47.1680
OBS: 53703.148 r  268.8700 39.6060
OBS: 53704.125 r  209.7900 25.5600
OBS: 53616.230 i  -23.5800 44.2150
OBS: 53623.219 i  26.7600 37.3430
OBS: 53626.207 i  -23.5000 42.1450
OBS: 53628.191 i  -85.1800 67.9510
OBS: 53635.199 i  -41.8200 42.2830
OBS: 53637.191 i  19.5500 45.3190
OBS: 53644.184 i  15.2000 34.0030
OBS: 53654.219 i  -29.5600 48.4100
OBS: 53656.164 i  -159.3299 67.9240
OBS: 53668.168 i  -65.3500 45.1260
OBS: 53670.172 i  16.0300 41.8970
OBS: 53673.141 i  -18.8800 39.7440
OBS: 53675.137 i  67.6200 40.2960
OBS: 53677.156 i  62.8200 37.9220
OBS: 53680.145 i  213.4699 36.3220
OBS: 53686.211 i  437.3898 77.8320
OBS: 53693.145 i  368.9499 46.0640
OBS: 53703.148 i  205.2599 54.9520
OBS: 53704.125 i  180.5299 38.4470
OBS: 53616.230 u  62.6600 69.5240
OBS: 53623.219 u  49.1100 45.2920
OBS: 53626.207 u  50.4800 64.9150
OBS: 53628.191 u  89.3100 138.6069
OBS: 53635.199 u  -16.5800 68.3930
OBS: 53637.191 u  14.1200 52.4120
OBS: 53644.184 u  -13.2800 38.6400
OBS: 53654.219 u  25.1100 54.2060
OBS: 53656.164 u  45.3700 105.7360
OBS: 53668.168 u  -5.2000 49.6520
OBS: 53670.172 u  8.3400 40.3240
OBS: 53673.141 u  -65.8000 42.6700
OBS: 53675.137 u  -2.5900 41.7040
OBS: 53677.156 u  131.0800 42.5320
OBS: 53680.145 u  105.2200 40.8480
OBS: 53686.211 u  188.1099 195.6559
OBS: 53693.145 u  -9.2500 76.3690
OBS: 53702.141 u  -15.9300 76.4240
OBS: 53703.148 u  55.3800 73.0020
OBS: 53704.125 u  -2.0500 44.6840
OBS: 53623.219 g  12.8200 16.0710
OBS: 53626.207 g  18.2200 26.3110
OBS: 53628.191 g  -102.9000 57.8500
OBS: 53635.199 g  43.1600 21.3790
OBS: 53637.191 g  1.5500 17.1640
OBS: 53644.184 g  -2.7700 12.8750
OBS: 53654.219 g  -35.9300 21.7930
OBS: 53656.164 g  -52.1000 48.1070
OBS: 53668.168 g  4.9800 16.3280
OBS: 53670.172 g  -15.2600 14.3020
OBS: 53673.141 g  12.4300 13.9790
OBS: 53675.137 g  54.2100 14.1560
OBS: 53677.156 g  133.0501 15.0060
OBS: 53680.145 g  249.2501 15.1660
OBS: 53686.211 g  363.1902 68.8070
OBS: 53693.145 g  273.3601 29.8910
OBS: 53702.141 g  151.8001 26.0320
OBS: 53703.148 g  108.8100 21.0860
OBS: 53704.125 g  118.8901 15.8560
OBS: 53623.219 z  145.3101 131.6801
OBS: 53626.207 z  118.6501 125.9661
OBS: 53628.191 z  -263.5601 198.4441
OBS: 53635.199 z  2.0300 102.6720
OBS: 53637.191 z  -136.8701 148.2401
OBS: 53644.184 z  -139.1001 108.0260
OBS: 53654.219 z  -134.2801 140.1801
OBS: 53656.164 z  -70.6000 178.6001
OBS: 53668.168 z  254.1801 162.5091
OBS: 53670.172 z  -249.9201 138.3591
OBS: 53673.141 z  185.3301 129.2511
OBS: 53675.137 z  155.6101 126.6561
OBS: 53677.156 z  24.6400 110.4001
OBS: 53680.145 z  51.4100 106.2320
OBS: 53686.211 z  575.1503 203.1081
OBS: 53693.145 z  153.0501 120.0881
OBS: 53699.164 z  -112.8001 300.0121
OBS: 53702.141 z  -198.7601 225.8511
OBS: 53703.148 z  -175.9001 195.1601
OBS: 53704.125 z  51.1200 116.4441
END_PHOTOMETRY:

# =============================================
