SURVEY: SDSS
SNID: 2561.0
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0765 MW E(B-V)
REDSHIFT_HELIO: 0.11813 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53639.238

NOBS: 118
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53622.453 g  61.8700 13.2730
OBS: 53627.410 g  408.3102 17.7440
OBS: 53634.406 g  968.1904 46.5060
OBS: 53638.445 g  1074.4105 25.0940
OBS: 53640.410 g  1095.4005 31.1330
OBS: 53643.453 g  978.9604 29.8360
OBS: 53646.473 g  850.2604 19.2760
OBS: 53657.293 g  322.4501 65.2740
OBS: 53663.473 g  214.6001 47.5000
OBS: 53664.410 g  164.4001 33.4790
OBS: 53665.473 g  151.9401 31.2980
OBS: 53668.461 g  159.1501 26.7200
OBS: 53669.367 g  103.4500 23.2830
OBS: 53670.469 g  121.2301 27.8480
OBS: 53671.453 g  96.2600 20.3720
OBS: 53674.352 g  102.5900 17.5090
OBS: 53676.441 g  95.7200 19.1130
OBS: 53679.414 g  69.5800 17.9570
OBS: 53681.406 g  76.9400 16.0000
OBS: 53687.309 g  14.0800 52.1640
OBS: 53696.371 g  55.6000 21.7710
OBS: 53697.363 g  30.6300 22.0740
OBS: 53700.359 g  59.2000 16.9910
OBS: 53705.348 g  51.8400 17.2170
OBS: 53622.453 r  91.5200 20.2750
OBS: 53627.410 r  445.9499 24.6190
OBS: 53634.406 r  1071.3898 45.7060
OBS: 53638.445 r  1255.3398 30.1390
OBS: 53640.410 r  1257.6498 31.2160
OBS: 53643.453 r  1180.1998 33.5620
OBS: 53646.473 r  1186.7397 34.7210
OBS: 53663.473 r  484.5499 46.9200
OBS: 53664.410 r  480.5399 37.7840
OBS: 53665.473 r  536.7599 35.1620
OBS: 53668.461 r  392.6399 38.9160
OBS: 53669.367 r  383.6899 28.5380
OBS: 53670.469 r  338.4199 30.9400
OBS: 53671.453 r  346.9599 30.4150
OBS: 53674.352 r  289.4999 28.4000
OBS: 53676.441 r  298.4699 28.0970
OBS: 53679.414 r  268.1200 33.1750
OBS: 53681.406 r  205.1700 26.6950
OBS: 53687.309 r  115.1800 58.0430
OBS: 53696.371 r  144.8900 27.9310
OBS: 53697.363 r  126.9900 28.0140
OBS: 53700.359 r  152.6700 28.5110
OBS: 53705.348 r  115.6100 26.1260
OBS: 53622.453 i  92.8400 32.2640
OBS: 53627.410 i  489.1198 37.3430
OBS: 53634.406 i  1035.3096 51.8330
OBS: 53638.445 i  986.8596 42.9730
OBS: 53640.410 i  1081.1296 40.9030
OBS: 53643.453 i  1015.4596 44.6020
OBS: 53646.473 i  1007.9996 43.6080
OBS: 53663.473 i  579.6698 55.4480
OBS: 53664.410 i  578.0698 47.8310
OBS: 53665.473 i  492.7398 47.9960
OBS: 53668.461 i  563.3198 53.2680
OBS: 53669.367 i  545.4198 45.3740
OBS: 53670.469 i  462.3198 46.1200
OBS: 53671.453 i  497.3198 42.5040
OBS: 53674.352 i  434.9698 45.8160
OBS: 53676.441 i  318.1399 38.8060
OBS: 53679.414 i  211.4899 49.3210
OBS: 53681.406 i  278.3499 38.4470
OBS: 53687.309 i  207.3799 62.2930
OBS: 53696.371 i  169.1899 40.4340
OBS: 53697.363 i  168.3899 42.0070
OBS: 53700.359 i  112.9700 47.5550
OBS: 53705.348 i  196.7899 43.3600
OBS: 53622.453 z  112.2501 97.3730
OBS: 53627.410 z  505.5702 118.9841
OBS: 53634.406 z  796.3404 151.1931
OBS: 53638.445 z  864.6804 126.3531
OBS: 53640.410 z  603.1203 122.0201
OBS: 53643.453 z  729.8003 135.3781
OBS: 53646.473 z  540.0902 120.4741
OBS: 53657.293 z  486.0302 316.5722
OBS: 53663.473 z  417.8102 135.3231
OBS: 53664.410 z  800.8304 136.5921
OBS: 53665.473 z  470.3602 147.6051
OBS: 53668.461 z  521.3202 173.7971
OBS: 53669.367 z  486.5002 138.1931
OBS: 53670.469 z  767.7504 154.6431
OBS: 53671.453 z  603.6903 137.8071
OBS: 53674.352 z  318.4601 143.6581
OBS: 53676.441 z  525.8302 111.8081
OBS: 53679.414 z  195.5501 160.5491
OBS: 53681.406 z  354.3102 118.3761
OBS: 53687.309 z  273.4001 168.8571
OBS: 53696.371 z  286.5301 118.0731
OBS: 53697.363 z  386.6302 117.3551
OBS: 53700.359 z  313.9501 147.2461
OBS: 53705.348 z  66.2200 143.0231
OBS: 53622.453 u  -1.5000 36.9290
OBS: 53627.410 u  164.0099 47.1960
OBS: 53634.406 u  654.9398 103.6100
OBS: 53638.445 u  384.6099 56.3320
OBS: 53640.410 u  298.8499 53.3510
OBS: 53643.453 u  267.4299 57.9600
OBS: 53646.473 u  169.4599 46.2020
OBS: 53657.293 u  66.7500 197.2299
OBS: 53663.473 u  -14.0000 125.9660
OBS: 53664.410 u  -28.3400 80.0950
OBS: 53665.473 u  -100.6700 87.6580
OBS: 53668.461 u  22.2400 87.7680
OBS: 53669.367 u  -1.6300 68.8070
OBS: 53670.469 u  99.4600 71.5390
OBS: 53671.453 u  93.5400 58.1260
OBS: 53674.352 u  -72.3900 47.5550
OBS: 53676.441 u  46.8100 46.6720
OBS: 53679.414 u  5.5200 54.7030
OBS: 53681.406 u  3.6600 50.0940
OBS: 53687.309 u  207.0299 146.4180
OBS: 53696.371 u  154.3399 66.8470
OBS: 53697.363 u  84.9300 60.2230
OBS: 53700.359 u  -7.0700 52.9640
OBS: 53705.348 u  13.6900 54.1510
END_PHOTOMETRY:

# =============================================
