SURVEY: SNLS3_LC
SNID: 05D3jb
IAUC: UNKNOWN
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.009 MW E(B-V)
REDSHIFT_HELIO: 0.745 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53515.56

NOBS: 108
NVAR: 4
VARLIST:  MJD   FLT       FLUXCAL   FLUXCALERR

OBS: 53463.570 g  1.1178 3.3807
OBS: 53466.610 g  -1.1373 0.8179
OBS: 53469.520 g  0.8291 0.7389
OBS: 53473.590 g  -1.0804 0.9298
OBS: 53495.440 g  3.7764 0.7142
OBS: 53500.310 g  6.7627 0.6740
OBS: 53502.390 g  7.5796 0.7428
OBS: 53505.390 g  9.7111 1.1959
OBS: 53518.450 g  7.2434 1.9920
OBS: 53523.410 g  5.3626 1.3641
OBS: 53524.300 g  4.4807 0.7137
OBS: 53527.350 g  4.6850 0.6307
OBS: 53531.360 g  2.5484 0.7397
OBS: 53551.330 g  0.4369 0.5627
OBS: 53553.410 g  0.2737 0.7974
OBS: 53563.340 g  -2.1189 2.1455
OBS: 53578.340 g  -0.5874 1.6157
OBS: 53583.300 g  1.6673 1.0039
OBS: 53586.290 g  -0.2958 0.8563
OBS: 53743.630 g  0.1445 0.6155
OBS: 53766.610 g  0.3207 0.6850
OBS: 53769.600 g  -0.2906 0.7263
OBS: 53772.620 g  -0.2300 0.9650
OBS: 53799.480 g  0.7377 0.7563
OBS: 53847.570 g  -2.2090 1.6173
OBS: 53851.420 g  0.1646 0.8409
OBS: 53853.430 g  -1.5077 0.7905
OBS: 53855.410 g  -0.7183 0.8091
OBS: 53859.360 g  -0.6412 0.8971
OBS: 53465.540 i  -10.8504 14.6459
OBS: 53466.550 i  -0.2369 1.9452
OBS: 53469.450 i  0.1436 1.4649
OBS: 53473.480 i  -3.1514 1.8651
OBS: 53494.470 i  15.9313 1.4431
OBS: 53498.360 i  30.9587 2.2339
OBS: 53505.320 i  44.5894 1.3909
OBS: 53508.300 i  50.2778 1.7341
OBS: 53518.390 i  48.5542 2.1437
OBS: 53522.310 i  45.5923 1.8704
OBS: 53523.300 i  47.3411 2.0458
OBS: 53531.290 i  41.6183 1.7398
OBS: 53534.310 i  30.1142 1.5144
OBS: 53553.320 i  9.2536 1.7178
OBS: 53558.260 i  7.9385 1.4937
OBS: 53563.310 i  10.6698 2.5761
OBS: 53578.320 i  14.1885 3.1462
OBS: 53583.260 i  1.6311 2.0033
OBS: 53737.610 i  -0.3655 1.7593
OBS: 53742.630 i  3.6347 1.2510
OBS: 53766.590 i  1.6017 1.9231
OBS: 53769.580 i  1.1104 2.2432
OBS: 53772.590 i  0.8914 1.9059
OBS: 53791.580 i  -0.2442 1.4718
OBS: 53798.580 i  -1.1720 1.2534
OBS: 53801.550 i  -3.7459 2.9621
OBS: 53847.450 i  1.3705 1.6020
OBS: 53851.320 i  2.1461 1.7956
OBS: 53859.320 i  3.4177 3.7314
OBS: 53466.580 r  0.3119 1.4365
OBS: 53469.490 r  -1.1256 0.9832
OBS: 53473.560 r  2.3120 1.2638
OBS: 53494.510 r  11.6933 1.7903
OBS: 53495.420 r  14.1815 1.2973
OBS: 53498.380 r  21.5743 1.1764
OBS: 53502.360 r  28.6058 0.9948
OBS: 53505.360 r  36.2439 1.2218
OBS: 53508.350 r  35.7720 1.6400
OBS: 53518.420 r  32.4830 1.5677
OBS: 53523.390 r  25.4659 1.1051
OBS: 53527.330 r  23.6564 0.7434
OBS: 53531.380 r  18.5208 1.0953
OBS: 53534.350 r  15.8932 1.1780
OBS: 53550.400 r  2.9611 0.8286
OBS: 53553.390 r  5.0389 0.9632
OBS: 53558.310 r  3.1779 0.8253
OBS: 53565.310 r  1.0051 1.1311
OBS: 53578.280 r  3.2242 2.4551
OBS: 53583.280 r  0.4103 1.2954
OBS: 53586.260 r  0.6804 1.5124
OBS: 53737.630 r  0.6328 0.9565
OBS: 53743.650 r  0.6415 0.6859
OBS: 53766.640 r  -0.6588 0.7675
OBS: 53769.560 r  -1.7203 1.3692
OBS: 53772.640 r  -2.5262 1.6744
OBS: 53791.620 r  -0.6119 1.2485
OBS: 53799.460 r  0.0066 0.9908
OBS: 53848.440 r  1.7975 1.4071
OBS: 53851.400 r  0.7827 0.9293
OBS: 53855.390 r  -0.1500 1.0099
OBS: 53859.340 r  0.1149 1.0758
OBS: 53469.550 z  -5.4941 3.7770
OBS: 53475.430 z  2.6083 4.1178
OBS: 53495.470 z  19.2318 3.9095
OBS: 53502.280 z  29.0365 3.5804
OBS: 53505.350 z  37.1716 2.8263
OBS: 53508.420 z  46.9607 6.7922
OBS: 53519.340 z  53.9586 4.0273
OBS: 53527.380 z  40.2955 2.8722
OBS: 53534.380 z  30.0410 4.5573
OBS: 53551.350 z  11.5341 3.3400
OBS: 53552.360 z  21.7881 4.5587
OBS: 53558.340 z  12.0154 2.8982
OBS: 53564.260 z  -11.9972 17.7436
OBS: 53565.350 z  3.2720 4.1219
OBS: 53799.570 z  -1.6102 3.4862
OBS: 53848.470 z  -1.7401 5.7489
OBS: 53855.450 z  0.3546 3.5331
OBS: 53859.400 z  3.0983 3.1524
END_PHOTOMETRY:

# =============================================
