SURVEY: CFA1
SNID: 1995al
IAUC: UNKNOWN
RA: 147.7332100
DEC: 33.5526100
MWEBV: 0.012 # MW E(B-V)
REDSHIFT_HELIO: 0.00514 +- 0.00100
REDSHIFT_CMB: 0.00602 +- 0.00117
VPEC: -265.859
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 50029.063
FILTERS: UBVRI

#==============================
NOBS: 93
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 50024.500 Bessell-B/B VOID 415719.0066 15407.7624
OBS: 50025.500 Bessell-B/B VOID 438934.6595 16258.1548
OBS: 50029.500 Bessell-B/B VOID 452480.5132 16754.5707
OBS: 50030.500 Bessell-B/B VOID 421890.6270 23374.6616
OBS: 50031.500 Bessell-B/B VOID 430130.1397 15935.5835
OBS: 50034.400 Bessell-B/B VOID 373593.9853 10459.4024
OBS: 50034.500 Bessell-B/B VOID 378094.0772 20961.5021
OBS: 50036.500 Bessell-B/B VOID 349301.0360 19375.9825
OBS: 50036.500 Bessell-B/B VOID 340094.7144 9547.1020
OBS: 50037.500 Bessell-B/B VOID 320922.2897 11942.5703
OBS: 50039.400 Bessell-B/B VOID 283661.1648 8017.1159
OBS: 50041.500 Bessell-B/B VOID 239441.7491 6827.5343
OBS: 50044.500 Bessell-B/B VOID 184331.6344 6997.2348
OBS: 50047.500 Bessell-B/B VOID 133290.7085 5192.1962
OBS: 50050.500 Bessell-B/B VOID 95323.4794 3895.9858
OBS: 50054.300 Bessell-B/B VOID 67795.3458 2520.9828
OBS: 50066.500 Bessell-B/B VOID 32003.6766 1904.8447
OBS: 50070.400 Bessell-B/B VOID 29430.6514 1872.9008
OBS: 50078.400 Bessell-B/B VOID 26013.5655 1833.8814
OBS: 50086.500 Bessell-B/B VOID 23334.5744 1806.1539
OBS: 50088.400 Bessell-B/B VOID 23184.6147 1804.6790
OBS: 50103.300 Bessell-B/B VOID 18365.3781 1761.8174
OBS: 50136.400 Bessell-B/B VOID 12223.6209 1746.2234
OBS: 50161.200 Bessell-B/B VOID 7599.7600 1756.8629
OBS: 50024.500 Bessell-I/I VOID 387257.7981 14266.5772
OBS: 50029.500 Bessell-I/I VOID 380189.5454 14006.1829
OBS: 50030.500 Bessell-I/I VOID 359749.4824 19879.7562
OBS: 50031.500 Bessell-I/I VOID 356451.2744 13131.6650
OBS: 50034.400 Bessell-I/I VOID 356451.2744 16414.5809
OBS: 50034.500 Bessell-I/I VOID 325087.4231 17964.3311
OBS: 50036.500 Bessell-I/I VOID 293765.0893 10822.3057
OBS: 50036.500 Bessell-I/I VOID 293765.0893 10822.3057
OBS: 50037.500 Bessell-I/I VOID 280543.4727 10335.2216
OBS: 50039.400 Bessell-I/I VOID 275422.9862 12683.2282
OBS: 50041.500 Bessell-I/I VOID 242103.0067 11148.8432
OBS: 50044.500 Bessell-I/I VOID 224905.5564 8285.5205
OBS: 50047.500 Bessell-I/I VOID 242103.0067 8919.0746
OBS: 50050.500 Bessell-I/I VOID 270395.9432 17432.4272
OBS: 50054.300 Bessell-I/I VOID 291071.8222 13403.8577
OBS: 50066.500 Bessell-I/I VOID 194088.6679 5362.6698
OBS: 50070.400 Bessell-I/I VOID 157036.3456 4338.9142
OBS: 50078.400 Bessell-I/I VOID 107646.5640 2974.2745
OBS: 50086.500 Bessell-I/I VOID 79432.8556 2194.7297
OBS: 50088.400 Bessell-I/I VOID 71779.4572 1983.2665
OBS: 50103.300 Bessell-I/I VOID 47863.0283 1763.2740
OBS: 50136.400 Bessell-I/I VOID 13931.5736 769.8588
OBS: 50161.200 Bessell-I/I VOID 6426.8797 651.1072
OBS: 50024.500 Bessell-R/R VOID 452897.6879 16684.7754
OBS: 50029.500 Bessell-R/R VOID 519996.1247 19156.6820
OBS: 50030.500 Bessell-R/R VOID 487528.6091 26940.8484
OBS: 50031.500 Bessell-R/R VOID 510505.1229 18807.0342
OBS: 50034.400 Bessell-R/R VOID 465586.2063 21440.2651
OBS: 50034.500 Bessell-R/R VOID 457088.3024 25258.7171
OBS: 50036.500 Bessell-R/R VOID 416869.4829 15357.4971
OBS: 50036.500 Bessell-R/R VOID 416869.4829 15357.4971
OBS: 50037.500 Bessell-R/R VOID 390840.9917 14398.6071
OBS: 50039.400 Bessell-R/R VOID 369828.2689 17030.6098
OBS: 50041.500 Bessell-R/R VOID 325087.3805 14970.2917
OBS: 50044.500 Bessell-R/R VOID 275422.9392 10146.6048
OBS: 50047.500 Bessell-R/R VOID 263026.8598 9689.9333
OBS: 50050.500 Bessell-R/R VOID 275422.9392 17756.5292
OBS: 50054.300 Bessell-R/R VOID 251188.7064 11567.2587
OBS: 50066.500 Bessell-R/R VOID 143218.8256 3957.1788
OBS: 50070.400 Bessell-R/R VOID 119124.2336 3291.4508
OBS: 50078.400 Bessell-R/R VOID 90364.9694 2496.8446
OBS: 50086.500 Bessell-R/R VOID 71779.4468 1983.3370
OBS: 50088.400 Bessell-R/R VOID 67297.6824 1859.5105
OBS: 50103.300 Bessell-R/R VOID 43251.3939 1593.4695
OBS: 50136.400 Bessell-R/R VOID 17218.6900 951.6524
OBS: 50161.200 Bessell-R/R VOID 8472.2763 780.4766
OBS: 50024.500 Bessell-V/V VOID 432513.7611 15933.9216
OBS: 50029.500 Bessell-V/V VOID 502573.9022 18514.9511
OBS: 50030.500 Bessell-V/V VOID 494310.6132 27315.6920
OBS: 50031.500 Bessell-V/V VOID 498884.4162 18379.0297
OBS: 50034.400 Bessell-V/V VOID 487528.4173 22450.7793
OBS: 50034.500 Bessell-V/V VOID 477749.1580 26400.5002
OBS: 50036.500 Bessell-V/V VOID 465586.0208 25728.3582
OBS: 50036.500 Bessell-V/V VOID 452064.0114 20817.6393
OBS: 50037.500 Bessell-V/V VOID 432912.3057 15948.6001
OBS: 50039.400 Bessell-V/V VOID 399576.5005 18400.5783
OBS: 50041.500 Bessell-V/V VOID 347376.1026 15996.7437
OBS: 50044.500 Bessell-V/V VOID 301717.1018 11115.3352
OBS: 50047.500 Bessell-V/V VOID 262059.5131 9654.3423
OBS: 50050.500 Bessell-V/V VOID 250726.3301 13855.1761
OBS: 50054.300 Bessell-V/V VOID 190721.6218 8782.7781
OBS: 50066.500 Bessell-V/V VOID 104423.9065 2885.2931
OBS: 50070.400 Bessell-V/V VOID 89043.0309 2460.3178
OBS: 50078.400 Bessell-V/V VOID 68422.6565 1890.5823
OBS: 50086.500 Bessell-V/V VOID 55667.2718 1538.1364
OBS: 50088.400 Bessell-V/V VOID 53604.3377 1481.1394
OBS: 50103.300 Bessell-V/V VOID 36880.7656 1019.0904
OBS: 50136.400 Bessell-V/V VOID 17766.4199 654.6315
OBS: 50161.200 Bessell-V/V VOID 10587.6588 682.6981
END_PHOTOMETRY:

# =============================================

NSPECTRA: 12


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_MJD:  50045.00
SPECTRUM_NLAM:     3070
SPEC:   2953.45   2955.39 9.28807e-17 3.44356e-16 0
SPEC:   2955.39   2957.34 1.30964e-15 3.44356e-16 0
SPEC:   2957.36   2959.30 1.27691e-15 3.44356e-16 0
SPEC:   2959.31   2961.26 1.06938e-15 3.44356e-16 0
SPEC:   2961.26   2963.21 -1.14158e-17 3.44356e-16 0
SPEC:   2963.22   2965.16 -1.38454e-16 3.44356e-16 0
SPEC:   2965.18   2967.12 -2.47867e-16 3.44356e-16 0
SPEC:   2967.12   2969.07 1.25701e-17 3.44356e-16 0
SPEC:   2969.08   2971.03 -3.69191e-16 3.44356e-16 0
SPEC:   2971.04   2972.99 -1.67500e-16 3.44356e-16 0
SPEC:   2972.99   2974.93 -2.31155e-16 3.44356e-16 0
SPEC:   2974.95   2976.89 -1.06669e-16 3.44356e-16 0
SPEC:   2976.89   2978.84 -3.83025e-16 3.44356e-16 0
SPEC:   2978.86   2980.80 1.56021e-17 3.44356e-16 0
SPEC:   2980.81   2982.76 -1.85535e-16 3.44356e-16 0
SPEC:   2982.76   2984.70 -6.34173e-16 3.44356e-16 0
SPEC:   2984.72   2986.66 2.23647e-16 3.44356e-16 0
SPEC:   2986.66   2988.61 6.41349e-16 3.44356e-16 0
SPEC:   2988.62   2990.57 -9.91754e-17 3.44356e-16 0
SPEC:   2990.58   2992.53 -5.91183e-17 3.44356e-16 0
SPEC:   2992.54   2994.49 -1.80493e-16 3.44356e-16 0
SPEC:   2994.49   2996.43 -1.06274e-16 3.44356e-16 0
SPEC:   2996.43   2998.38 1.08708e-16 3.44356e-16 0
SPEC:   2998.39   3000.34 -3.79837e-16 3.44356e-16 0
SPEC:   3000.35   3002.30 -6.21649e-17 3.44356e-16 0
SPEC:   3002.31   3004.26 -2.06768e-17 3.44356e-16 0
SPEC:   3004.26   3006.20 -1.85640e-17 3.44356e-16 0
SPEC:   3006.22   3008.16 3.26580e-17 3.44356e-16 0
