Parameter Name                 Value
m0                             9.198014331070661e-03
m0                             9.050063084488340e-03
m0                             9.892472258198007e-03
m0                             8.332810448109289e-03
m0                             8.268249702485917e-03
m0                             8.020341507526400e-03
m0                             8.038293251327763e-03
m0                             8.150854011548558e-03
m0                             9.378250208864528e-03
m0                             1.160737294113573e-02
m0                             2.277458287586180e-02
m0                             4.176896242893967e-02
m0                             5.000378871782061e-02
m0                             1.084776082921104e-01
m0                             1.205396636738971e-01
m0                             9.270143290606613e-02
m0                             1.005527975438738e-01
m0                             1.030779933303746e-01
m0                             5.057091773490809e-02
m0                             8.479864874051310e-05
m0                             1.782859076672636e-04
m0                             2.705773031634536e-04
m0                             2.629162465940792e-04
m0                             2.946206562269038e-04
m0                             2.777136729961048e-04
m0                             2.590762743704175e-04
m0                             3.307644513525485e-04
m0                             2.753462925096178e-04
m0                             2.757959135349272e-04
m0                             2.325387978341093e-04
m0                             2.270307913653551e-04
m0                             2.418162868574062e-04
m0                             2.144821463597801e-04
m0                             1.690360798027497e-04
m0                             1.869319592228312e-04
m0                             2.415218086668251e-04
m0                             2.536768193989829e-04
m0                             2.369866597782477e-04
m0                             2.634188434413369e-04
m0                             1.907496047694600e-04
m0                             5.062565193950636e-03
m0                             7.058035217040468e-04
m0                             1.461087246356795e-04
m0                             3.020067929714158e-02
m0                             1.741627961116091e-04
m0                             2.130156576133564e-02
m0                             1.482007948727846e-04
m0                             1.091864183964207e-02
m0                             7.054999627607226e-03
m0                             1.847685123093878e-02
m0                             7.533194532044447e-03
m0                             1.477126736988902e-02
m0                             9.138297412784132e-03
m0                             1.225586888452732e-02
m0                             1.916204484692253e-02
m0                             4.686135527883483e-04
m0                             1.888523761517527e-04
m0                             2.244042964194661e-03
m0                             5.617155853999621e-03
m0                             2.392246342257884e-02
m0                             1.555430950571782e-03
m0                             4.214908092379742e-02
m0                             1.093144153945055e-04
m0                             3.281504583583747e-02
m0                             1.516786209055573e-02
m0                             1.382825695455496e-04
m0                             1.297988051194370e-04
m0                             5.874369220178970e-03
m0                             4.372874319452057e-03
m0                             2.864681776505381e-03
m0                             2.703454614950447e-03
m0                             2.479196253640341e-03
m0                             1.182990150935677e-04
m0                             1.257833195772375e-04
m0                             1.250331346493921e-04
m0                             1.210372628468697e-04
m0                             4.159743015123554e-03
m0                             1.062949443777877e-02
m0                             9.988584746436057e-03
m0                             3.054972022160320e-03
m0                             4.781679847496279e-03
m0                             2.121705027360571e-02
m0                             8.697919289748093e-05
m0                             1.009972374335748e-02
m0                             2.939538259785416e-03
m0                             6.327060674095197e-03
m0                             7.763846671885779e-03
m0                             1.057896467823361e-02
m0                             1.007036258538547e-02
m0                             1.002729820511473e-02
m0                             9.865847340565849e-03
m0                             9.155862837472183e-03
m0                             8.805922664091992e-03
m0                             1.093534914858424e-02
m0                             1.199114848980413e-02
m0                             1.406384162270811e-02
m0                             1.595951332319072e-02
m0                             1.756179781598754e-02
m0                             2.028193375292642e-02
m0                             1.894907503131886e-02
m0                             1.915722277583443e-02
m0                             1.793773431477491e-02
m0                             1.659346737400308e-02
m0                             1.469456669606655e-02
m0                             1.312588515413040e-02
m0                             1.167836161597531e-02
m0                             9.914202636896947e-03
m0                             8.436128522786525e-03
m0                             7.101360544876999e-03
m0                             5.566392502608293e-03
m0                             4.695929329206597e-03
m0                             3.760594975035165e-03
