SURVEY: SNLS
SNID: 05D4bf
IAUC: UNKNOWN
RA: 334.1097750
DEC: -18.2320670
MWEBV: 0.024 # MW E(B-V)
REDSHIFT_HELIO: 0.58900 +- 0.00100
REDSHIFT_CMB: 0.58791 +- 0.00100
VPEC: 191.922
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53551.106
FILTERS: griz

#==============================
NOBS: 107
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53536.540 SNLS-g VOID 7.6123 1.4359
OBS: 53551.600 SNLS-g VOID 13.7757 2.0233
OBS: 53554.590 SNLS-g VOID 12.0361 1.4155
OBS: 53582.540 SNLS-g VOID -0.2745 1.7161
OBS: 53583.400 SNLS-g VOID 2.0633 1.4788
OBS: 53586.530 SNLS-g VOID 1.7968 1.3201
OBS: 53587.390 SNLS-g VOID 1.3121 1.1250
OBS: 53592.430 SNLS-g VOID 3.8667 1.3254
OBS: 53594.460 SNLS-g VOID 0.3139 1.8361
OBS: 53609.420 SNLS-g VOID 2.1943 1.6522
OBS: 53613.430 SNLS-g VOID 1.1966 1.5717
OBS: 53617.420 SNLS-g VOID 2.3468 1.3562
OBS: 53622.340 SNLS-g VOID 2.2482 1.2786
OBS: 53624.380 SNLS-g VOID 2.6061 1.5736
OBS: 53639.320 SNLS-g VOID -2.7356 1.6166
OBS: 53642.290 SNLS-g VOID 0.3952 1.2747
OBS: 53648.310 SNLS-g VOID -0.6412 1.0306
OBS: 53651.300 SNLS-g VOID 1.5016 1.3067
OBS: 53654.290 SNLS-g VOID 1.4329 2.7208
OBS: 53666.340 SNLS-g VOID 0.0182 1.7596
OBS: 53670.230 SNLS-g VOID 0.6064 1.1438
OBS: 53674.290 SNLS-g VOID 0.7156 1.3340
OBS: 53678.260 SNLS-g VOID 3.0241 1.6278
OBS: 53700.200 SNLS-g VOID -0.3666 1.6745
OBS: 53705.240 SNLS-g VOID -0.3322 1.1529
OBS: 53530.550 SNLS-i VOID 11.7594 2.3153
OBS: 53535.530 SNLS-i VOID 27.0876 2.2872
OBS: 53550.530 SNLS-i VOID 56.7312 1.5171
OBS: 53554.550 SNLS-i VOID 55.6627 2.8511
