SURVEY: LOWZ
SNID: 2004eo
IAUC: UNKNOWN
RA: 308.2257900
DEC: 9.9285300
MWEBV: 0.093 # MW E(B-V)
REDSHIFT_HELIO: 0.01570 +- 0.00100
REDSHIFT_CMB: 0.01475 +- 0.00094
VPEC: -153.679
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53278.566
FILTERS: ABIRUVtuvyzhjkl

#==============================
NOBS: 579
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53268.260 Bessell-B/B VOID 21399.3150 555.6339
OBS: 53269.180 Bessell-B/B VOID 26717.7498 479.2849
OBS: 53269.830 Bessell-B/B VOID 30116.1798 586.8811
OBS: 53270.020 Bessell-B/B VOID 30760.9594 553.6076
OBS: 53270.170 Bessell-B/B VOID 33884.4064 1366.9394
OBS: 53271.190 Bessell-B/B VOID 39192.2210 645.0915
OBS: 53271.860 Bessell-B/B VOID 41342.7989 642.5883
OBS: 53273.160 Bessell-B/B VOID 50211.1164 853.8607
OBS: 53274.190 Bessell-B/B VOID 54903.4809 1009.9073
OBS: 53274.870 Bessell-B/B VOID 57068.9498 771.3020
OBS: 53275.200 Bessell-B/B VOID 58237.1184 1112.6816
OBS: 53275.830 Bessell-B/B VOID 58505.9285 833.2095
OBS: 53276.200 Bessell-B/B VOID 61602.7186 1435.1528
OBS: 53276.870 Bessell-B/B VOID 62632.5192 978.2121
OBS: 53277.200 Bessell-B/B VOID 62517.2520 977.2537
OBS: 53277.860 Bessell-B/B VOID 61432.7392 819.0411
OBS: 53278.210 Bessell-B/B VOID 63328.5989 1092.1829
OBS: 53279.160 Bessell-B/B VOID 63212.0507 1304.8461
OBS: 53280.190 Bessell-B/B VOID 60925.6089 955.1962
OBS: 53280.890 Bessell-B/B VOID 59210.6566 705.4778
OBS: 53281.130 Bessell-B/B VOID 58237.1184 1063.4860
OBS: 53281.930 Bessell-B/B VOID 56389.7121 721.1614
OBS: 53282.180 Bessell-B/B VOID 56078.9504 2874.2663
OBS: 53282.480 Bessell-B/B VOID 54903.4809 1054.9208
OBS: 53283.160 Bessell-B/B VOID 52143.4642 681.1496
OBS: 53283.440 Bessell-B/B VOID 51951.7137 678.1433
OBS: 53283.860 Bessell-B/B VOID 48797.7592 913.3739
OBS: 53283.890 Bessell-B/B VOID 48887.7310 651.8494
OBS: 53284.830 Bessell-B/B VOID 43853.0576 608.4786
OBS: 53285.800 Bessell-B/B VOID 42894.3292 595.7681
