# SNID zHelio x0 x1 c
15433.0 0.2211 7.45591e-05 -0.0864557 -0.0528156
15443.0 0.18191 0.000152497 1.6139 -0.0566278
15453.0 0.175 0.000108191 1.1194 -0.0223571
15461.0 0.18 0.000127945 -0.110889 -0.09233
15466.0 0.247 5.35656e-05 -0.978093 -0.0130985
15467.0 0.21041 0.000102565 0.843179 -0.0485131
15508.0 0.135 0.000259279 0.87142 -0.0637979
15583.0 0.178 9.17098e-05 -0.305322 0.0267688
15648.0 0.17502 6.87416e-05 -1.46322 0.121796
15674.0 0.198 7.1736e-05 -0.363834 -0.0188724
1580.0 0.184 0.000139256 0.896158 -0.033016
15868.0 0.242 7.34263e-05 0.332506 -0.211646
15872.0 0.203 0.000107864 0.810106 -0.064051
15897.0 0.17 7.95571e-05 -2.42036 0.0112859
15901.0 0.199 8.90811e-05 -0.00515413 -0.0501028
16021.0 0.124 0.000256209 -0.301686 -0.0392887
16032.0 0.204 8.74661e-05 -0.753875 -0.0867804
16069.0 0.12877 0.000158655 0.936033 0.18183
16073.0 0.146 0.000142143 0.684267 -0.00965198
16099.0 0.19695 9.35508e-05 2.1018 0.0335975
16100.0 0.195 6.66347e-05 -0.285961 0.063459
16116.0 0.15 0.000187071 0.39265 -0.104609
16165.0 0.157 0.000158985 0.299429 -0.040094
16185.0 0.097 0.000213371 -1.60003 0.0825729
16259.0 0.11908 0.000173561 -1.50918 0.072877
17168.0 0.184 0.000103033 0.668466 -0.0488642
17186.0 0.07944 0.000340315 0.763017 0.155493
17220.0 0.172 0.00010682 1.90048 0.154049
17332.0 0.18286 9.42652e-05 -0.181433 0.0542974
17366.0 0.13929 0.000270833 0.620451 -0.0930781
17389.0 0.172 8.87945e-05 1.13691 0.0451961
17435.0 0.218 9.38827e-05 0.82395 -0.109359
17497.0 0.14473 0.000173672 0.899571 0.0315012
17629.0 0.1369 0.000169695 -0.33292 0.0645947
17745.0 0.06 0.00129274 1.08296 -0.0484316
17784.0 0.03707 0.00211392 -0.676971 0.0365803
17811.0 0.2 0.000114822 0.973649 -0.0910969
17825.0 0.161 0.000121759 -0.103362 0.0175941
17875.0 0.212 7.00093e-05 1.11181 -0.0183256
17880.0 0.07267 0.000460748 -0.672231 0.144844
17884.0 0.239 8.14193e-05 0.639656 -0.111882
18030.0 0.15641 0.000122868 -0.648764 -0.0247159
18241.0 0.095 0.000387119 -1.14266 -0.0904207
18298.0 0.11982 0.000104347 -2.52781 0.278493
18323.0 0.155 0.000144021 0.123699 -0.0405227
18375.0 0.1085 0.000329852 0.465623 0.0708992
18415.0 0.13097 0.000202024 -1.64984 -0.079928
18466.0 0.213 6.63772e-05 -0.181767 0.0177079
18486.0 0.246 8.95379e-05 1.14429 -0.112751
18602.0 0.135 0.000165562 0.999743 0.0584995
18604.0 0.178 7.71815e-05 -2.14332 -0.0413153
18612.0 0.11493 0.00024806 -0.749801 0.0450972
18650.0 0.114 0.000310969 0.913686 -0.0418052
18697.0 0.10726 0.000362294 0.759553 0.00545288
18740.0 0.157 0.000155928 0.0219522 0.0147877
18749.0 0.188 6.63507e-05 -1.39937 0.0739882
18787.0 0.193 5.91498e-05 0.16119 0.0439322
18804.0 0.192 0.00012071 0.944867 -0.0459107
18807.0 0.177 0.000103883 0.460628 -0.00338762
18809.0 0.129 0.000230856 -1.20516 -0.0871174
18835.0 0.12319 0.000282874 0.755365 -0.0119401
18855.0 0.12783 0.000236951 0.242453 -0.0266205
18927.0 0.214 5.80533e-05 -0.552918 0.0882974
18940.0 0.22 7.34306e-05 -0.941875 -0.0294706
18965.0 0.206 9.35406e-05 -0.643546 -0.119907
19008.0 0.219 6.55098e-05 1.10621 0.0849238
19023.0 0.243 8.35684e-05 1.33276 -0.139199
19101.0 0.187 8.69037e-05 -0.153626 0.0591411
19149.0 0.196 0.000124517 1.23435 0.0354316
19155.0 0.07688 0.000922577 1.13191 -0.108731
19174.0 0.1647 0.000114643 -0.718557 0.0299894
19230.0 0.221 5.68603e-05 -1.74161 0.0453738
19282.0 0.177 0.000138842 1.12499 -0.0452529
19341.0 0.228 4.75564e-05 -1.44431 0.0183165
19353.0 0.15403 0.00014708 0.968397 0.0413514
19543.0 0.123 0.000189665 -0.82168 -0.0243936
19616.0 0.16549 0.000142919 0.299965 -0.0227149
19658.0 0.2 9.43465e-05 0.0148623 -0.0923614
19775.0 0.1379 0.000139272 -0.194591 0.0999817
19913.0 0.207 8.45541e-05 0.0714345 -0.0601937
19940.0 0.147 0.000210032 0.977781 0.0180165
19953.0 0.119 0.000372617 0.660936 -0.122978
19968.0 0.05603 0.00111318 -1.739 -0.0616143
19969.0 0.17524 0.000110042 0.0397969 0.0363469
19990.0 0.246 5.02377e-05 -1.20301 -0.0748688
20064.0 0.10524 0.000356779 0.540555 0.0522869
20084.0 0.131 0.000106729 0.119701 0.163088
20088.0 0.2449 7.46255e-05 -0.257472 -0.11909
2031.0 0.153 0.000240257 0.507731 -0.126359
20350.0 0.12939 0.000108776 -3.15147 0.0535829
20581.0 0.207 0.000101887 -0.510486 -0.115143
20625.0 0.10796 0.000288593 -0.0213343 -0.000317334
20764.0 0.165 0.000139555 -1.55677 -0.104925
21034.0 0.10856 0.000264272 0.0762915 0.0278904
21062.0 0.147 0.00012496 0.84577 0.0416332
21502.0 0.08916 0.000526089 -0.399918 -0.0477711
22075.0 0.12996 0.00019193 -1.62938 -0.0290726
2246.0 0.1949 7.2652e-05 0.303641 0.071257
2308.0 0.148 0.000262487 0.683898 -0.184762
2372.0 0.1805 0.000106351 0.319768 0.0270122
2440.0 0.193 9.94642e-05 0.451726 -0.0855237
2561.0 0.11813 0.000216104 -0.103061 0.0532114
2635.0 0.1437 0.000212017 0.874008 -0.0414539
2689.0 0.16149 0.00014272 1.39678 0.0790452
2916.0 0.1242 0.000179179 -0.670351 0.0765822
2992.0 0.1266 0.000171962 -0.934738 0.11075
3080.0 0.175 0.000143697 0.205224 -0.055171
3087.0 0.1656 0.00014261 0.548904 -0.000143142
3317.0 0.1611 0.000133059 -0.639619 0.00430267
3377.0 0.2451 8.59778e-05 1.06882 -0.0725606
3452.0 0.2304 8.57677e-05 0.835705 -0.0843937
3592.0 0.08642 0.000566879 -0.145431 -0.0498399
3901.0 0.06282 0.00109849 1.89071 0.029711
5103.0 0.1619 0.000128666 -0.191166 0.0190658
5395.0 0.117 0.0002957 1.17634 -0.0163402
5533.0 0.2197 6.12371e-05 -0.0807635 0.0208125
5549.0 0.121 0.000247555 0.249921 0.00793837
5550.0 0.1561 0.000206392 1.81329 -0.0589249
5635.0 0.1795 7.69235e-05 0.236699 -0.0259091
5751.0 0.1308 0.00015861 0.710039 0.161763
5994.0 0.187 0.000115091 0.732136 -0.0618481
6057.0 0.06707 0.000631659 -0.459779 0.0998954
6304.0 0.1908 7.45504e-05 -0.519188 0.073231
6406.0 0.12449 0.000256968 0.159921 0.00106539
6422.0 0.184 0.000139888 0.819827 -0.110612
6558.0 0.05742 0.00151702 0.89116 -0.0554275
6933.0 0.213 8.36339e-05 0.0777764 -0.0166341
6936.0 0.181 0.000107829 0.00544613 -0.0362695
7147.0 0.1106 0.000289171 -1.92503 -0.0951016
7243.0 0.2037 8.7647e-05 0.74832 -0.0145115
7473.0 0.216 7.98624e-05 -0.239939 -0.0839035
7512.0 0.219 6.44106e-05 0.52542 0.0189082
762.0 0.1914 9.93246e-05 1.07386 -0.031809
7847.0 0.2124 5.87416e-05 0.15576 0.115918
8213.0 0.1847 6.51757e-05 -0.681352 0.154975
8719.0 0.1178 0.000307838 0.0440688 -0.0691579
8921.0 0.1453 0.0001844 1.01954 0.00321417
9467.0 0.2184 6.70949e-05 -1.3816 -0.152355
sn1981b 0.00603 0.294128 -0.443647 0.0452417
sn1981d 0.005871 0.17462 -0.964158 0.161091
sn1989b 0.002425 0.224396 -0.86411 0.379339
sn1990af 0.0503 0.00143185 -2.34985 -0.0391534
sn1990n 0.003395 0.151003 0.777905 0.0301453
sn1991t 0.006 0.461445 0.74029 0.0932202
sn1992a 0.006261 0.173418 -1.61026 -0.0208725
sn1992al 0.014615 0.0291824 -0.0683537 -0.0952298
sn1992bc 0.0202 0.0165141 0.664184 -0.121333
sn1992bo 0.018509 0.00884656 -2.19866 -0.0360021
sn1993o 0.051 0.00160573 -0.642144 -0.0795977
sn1994ae 0.004266 0.119331 0.469723 -0.0399958
sn1994d 0.001494 0.349871 -1.65647 -0.0878858
sn1994s 0.015177 0.0221219 0.395809 -0.0673723
sn1995ac 0.049902 0.00268883 0.569004 -0.00118378
sn1995al 0.00514 0.0858525 0.831596 0.0572081
sn1995bd 0.0146 0.0138395 0.757235 0.233107
sn1995d 0.006558 0.0918513 1.01438 -0.0438226
sn1996bl 0.036 0.00389645 0.0842844 -0.00379644
sn1996bo 0.017285 0.00809262 -0.59218 0.324422
sn1996x 0.006888 0.115003 -0.948449 -0.0396161
sn1997bp 0.008312 0.0470857 0.851874 0.154436
sn1997bq 0.009407 0.0323803 -0.824972 0.0628338
sn1997do 0.01012 0.0314846 0.533612 0.0742706
sn1997e 0.013539 0.0162521 -1.7129 0.0289158
sn1998ab 0.027132 0.00666099 -0.151028 0.0897262
sn1998aq 0.003699 0.209988 -0.270507 -0.0786127
sn1998bu 0.002992 0.257102 -0.394569 0.295917
sn1998dh 0.008933 0.0511042 -0.640249 0.0621038
sn1998ef 0.017742 0.0211544 -1.14318 -0.0665847
sn1998es 0.010567 0.0522472 1.30836 0.0633312
sn1999aa 0.014443 0.0231432 1.19382 -0.0697897
sn1999ac 0.0095 0.0405497 -0.0347401 0.0603987
sn1999aw 0.038 0.00360703 2.27905 -0.0892853
sn1999bp 0.077 0.000808076 0.489601 -0.0690917
sn1999cc 0.031328 0.00350556 -1.67145 -0.00436132
sn1999cp 0.00948 0.0474024 0.310556 -0.0802713
sn1999dk 0.01496 0.0209473 0.337243 0.00856858
sn1999dq 0.014327 0.0308149 0.983563 0.0704139
sn1999ee 0.011415 0.020718 0.683458 0.231116
sn1999ek 0.017522 0.0100167 -0.768913 0.128323
sn1999gp 0.026745 0.00705893 1.51079 0.00577821
sn2000cn 0.023493 0.00425606 -2.27649 0.0893999
sn2000dk 0.017442 0.0129204 -2.16921 -0.025635
sn2000e 0.00475 0.132198 0.342122 0.116217
sn2000fa 0.021275 0.00792189 0.574328 0.0426919
sn2001ba 0.02942 0.00592827 0.150004 -0.116787
sn2001bt 0.01464 0.0138894 -0.853 0.161468
sn2001cz 0.01538 0.0171555 0.228582 0.0546758
sn2001el 0.003896 0.138621 -0.174257 0.148368
sn2001ep 0.013012 0.0200194 -0.82164 0.0625179
sn2001fh 0.012989 0.0359786 -1.93353 -0.133552
sn2001v 0.015018 0.026468 1.02519 -0.0037544
sn2002bf 0.024396 0.00517578 -0.0223129 0.162362
sn2002bo 0.00424 0.0469286 -0.483395 0.3495
sn2002de 0.028116 0.00394209 0.426305 0.0994534
sn2002dj 0.009393 0.0480891 -0.409888 0.0173588
sn2002dp 0.011638 0.0275053 -0.423898 0.0569353
sn2002er 0.00857 0.0356086 -0.867688 0.113204
sn2002ha 0.014046 0.0241916 -1.30987 -0.080045
sn2002he 0.024564 0.00586393 -1.8221 -0.0659718
sn2002hu 0.030001 0.00401493 0.51517 -0.0722667
sn2003du 0.006384 0.0733136 0.228259 -0.0986788
sn2003fa 0.006004 0.00386599 1.54315 -0.0208497
sn2003kf 0.007388 0.0888212 0.535318 -0.0645599
sn2003u 0.026302 0.00467633 -2.20406 -0.0363146
sn2003w 0.020071 0.00800931 0.117632 0.0937054
sn2004as 0.031021 0.00297282 0.217315 0.044394
sn2004eo 0.015701 0.0168484 -1.202 0.0600064
sn2004fu 0.00921 0.0356944 -1.12501 0.00833924
sn2005cf 0.006406 0.0909302 0.00645922 -0.0274561
sn2005el 0.01491 0.0218952 -1.35378 -0.147864
sn2005eq 0.028977 0.00561806 1.30522 -0.019677
sn2005eu 0.034897 0.00488842 1.18758 -0.118058
sn2005hc 0.04589 0.00212644 0.741012 -0.0315051
sn2005iq 0.034044 0.00341254 -1.0576 -0.0924019
sn2005ir 0.076 0.000779667 0.634858 -0.0152859
sn2005kc 0.01512 0.0102417 -0.366753 0.236924
sn2005ki 0.019207 0.0106919 -1.64994 -0.0972108
sn2005lz 0.040998 0.00164932 -1.40399 0.055694
sn2005ms 0.025204 0.00616154 0.446644 -0.0202828
sn2006ac 0.023106 0.00618756 -0.760017 0.0117714
sn2006ax 0.016738 0.0173749 0.26992 -0.0946494
sn2006az 0.030935 0.00470496 -1.28664 -0.0967021
sn2006bt 0.032156 0.00305726 0.224186 0.119122
sn2006cc 0.032529 0.00137783 0.422795 0.333753
sn2006d 0.008526 0.0396453 -1.6756 0.0159398
sn2006gr 0.034597 0.00295609 0.919627 0.0693183
sn2006kf 0.021301 0.00848189 -2.09125 -0.0911319
sn2006le 0.017432 0.0220877 0.940144 -0.109874
sn2006lf 0.013206 0.0594609 -1.43824 -0.239338
sn2006mp 0.023016 0.00738157 0.459837 0.0105733
sn2006nz 0.03809 0.000989196 -2.67896 0.220129
sn2006oa 0.06255 0.00132491 0.987779 -0.0552159
sn2006ob 0.05916 0.000924235 -2.34272 -0.0276503
sn2006on 0.0719 0.000775809 0.471313 0.0693618
sn2006qo 0.030454 0.00330831 0.507581 0.179723
sn2006s 0.032102 0.00328258 0.917613 0.0336254
sn2006sr 0.02414 0.00641803 -1.2875 -0.0228201
sn2007af 0.005464 0.0990071 -0.295971 0.0353113
sn2007au 0.020584 0.0042117 -2.99848 0.200228
sn2007bc 0.020771 0.00791508 -1.08352 -0.0103493
sn2007bd 0.031018 0.00426959 -1.40819 -0.0599209
sn2007ca 0.014066 0.00755096 0.56964 0.241113
sn2007ci 0.018126 0.00787797 -2.82746 0.0423097
sn2007co 0.026962 0.00456641 0.11327 0.0833445
sn2007cq 0.025918 0.00837913 -0.426744 -0.0257179
sn2007f 0.02359 0.00791381 0.638053 -0.0411007
sn2007qe 0.024 0.00682126 0.726463 0.0295471
sn2008bf 0.024027 0.00917195 0.616707 -0.0396423
