Parameter Name                 Value
m0                             9.137214161455631e-03
m0                             9.100290946662426e-03
m0                             9.354863315820694e-03
m0                             9.944303892552853e-03
m0                             1.104368641972542e-02
m0                             1.198123302310705e-02
m0                             1.418661512434483e-02
m0                             1.659473404288292e-02
m0                             1.969077624380589e-02
m0                             2.339506149291992e-02
m0                             2.765039168298244e-02
m0                             3.263380751013756e-02
m0                             3.746912628412247e-02
m0                             4.113890230655670e-02
m0                             4.466577991843224e-02
m0                             4.649549350142479e-02
m0                             4.848532751202583e-02
m0                             4.898371174931526e-02
m0                             4.978392645716667e-02
m0                             4.554202780127525e-02
m0                             2.216302603483200e-02
m0                             1.721126772463322e-02
m0                             1.627946645021439e-02
m0                             1.354186236858368e-02
m0                             1.080120448023081e-02
m0                             3.464245237410069e-03
m0                             4.953666124492884e-03
m0                             2.106544328853488e-03
m0                             6.523015443235636e-03
m0                             5.458753090351820e-03
m0                             1.217300537973642e-02
m0                             8.103612810373306e-03
m0                             9.147795848548412e-03
m0                             7.167014759033918e-03
m0                             1.170705631375313e-02
m0                             1.304685603827238e-02
m0                             1.341332774609327e-02
m0                             1.489287801086903e-02
m0                             1.438983809202909e-02
m0                             1.579969003796577e-02
m0                             1.353740785270929e-02
m0                             1.308909524232149e-02
m0                             1.168979518115520e-02
m0                             1.110337395220995e-02
m0                             1.180596742779016e-02
m0                             1.276315003633499e-02
m0                             1.399757899343967e-02
m0                             1.258980296552181e-02
m0                             1.344206091016531e-02
m0                             1.250515505671501e-02
m0                             1.271574199199677e-02
m0                             1.211533788591623e-02
m0                             1.429262664169073e-02
m0                             1.431853976100683e-02
m0                             1.554805040359497e-02
m0                             1.622404344379902e-02
m0                             1.849605515599251e-02
m0                             1.702805422246456e-02
m0                             1.653527468442917e-02
m0                             1.611290127038956e-02
m0                             1.440505590289831e-02
m0                             1.468634791672230e-02
m0                             1.456903479993343e-02
m0                             1.486292481422424e-02
m0                             1.475783251225948e-02
m0                             1.426585111767054e-02
m0                             1.352549716830254e-02
m0                             1.340914238244295e-02
m0                             1.274633780121803e-02
m0                             1.304362062364817e-02
m0                             1.345096156001091e-02
m0                             1.421633735299110e-02
m0                             1.567407511174679e-02
m0                             1.633481495082378e-02
m0                             1.710506714880466e-02
m0                             1.820220239460468e-02
m0                             1.901150308549404e-02
m0                             1.964386925101280e-02
m0                             2.016196586191654e-02
m0                             2.048695646226406e-02
m0                             2.012200281023979e-02
m0                             2.031098306179047e-02
m0                             1.946314424276352e-02
m0                             1.905775070190430e-02
m0                             1.812384836375713e-02
m0                             1.752270571887493e-02
m0                             1.700621843338013e-02
m0                             1.661506853997707e-02
m0                             1.656582392752171e-02
m0                             1.663433015346527e-02
m0                             1.721993274986744e-02
m0                             1.749441958963871e-02
m0                             1.811399124562740e-02
m0                             1.852250471711159e-02
m0                             1.855942234396935e-02
m0                             1.852502860128880e-02
m0                             1.865631714463234e-02
m0                             1.803756318986416e-02
m0                             1.750132068991661e-02
m0                             1.695805229246616e-02
m0                             1.606073230504990e-02
m0                             1.510598137974739e-02
m0                             1.406642701476812e-02
m0                             1.290055550634861e-02
m0                             1.180231571197510e-02
m0                             1.083178352564573e-02
m0                             9.897038340568542e-03
m0                             9.002881124615669e-03
m0                             8.001550100743771e-03
m0                             7.094035390764475e-03
m0                             6.195233203470707e-03
m0                             5.322504788637161e-03
m0                             4.530296195298433e-03
m0                             3.794356016442180e-03
m0                             3.119244705885649e-03
m0                             2.424013335257769e-03
m0                             2.031030366197228e-03
m0                             1.608371501788497e-03
m0                             1.361286151222885e-03
m0                             1.092777238227427e-03
m0                             9.322744444943964e-04
m0                             7.727065240032971e-04
m0                             7.222239510156214e-04
m0                             6.958677549846470e-04
m0                             6.236369372345507e-04
m0                             6.470491061918437e-04
m0                             9.144331328570843e-03
m0                             9.121056646108627e-03
m0                             9.336298331618309e-03
m0                             9.939208626747131e-03
m0                             1.108325738459826e-02
m0                             1.191781368106604e-02
m0                             1.408622507005930e-02
m0                             1.662983372807503e-02
m0                             1.972188986837864e-02
m0                             2.344691939651966e-02
m0                             2.762077748775482e-02
m0                             3.268334269523621e-02
m0                             3.732243552803993e-02
m0                             4.122789204120636e-02
m0                             4.452065750956535e-02
m0                             4.656057059764862e-02
m0                             4.834515228867531e-02
m0                             4.888139665126801e-02
m0                             4.997657984495163e-02
m0                             4.587929323315620e-02
m0                             2.225753106176853e-02
m0                             1.719269342720509e-02
m0                             1.642546802759171e-02
m0                             1.358642335981131e-02
m0                             1.081418618559837e-02
m0                             4.441210534423590e-03
m0                             4.376993980258703e-03
m0                             3.728200448676944e-03
m0                             5.994579289108515e-03
m0                             6.619454361498356e-03
m0                             1.222059130668640e-02
m0                             8.290901780128479e-03
m0                             8.525025099515915e-03
m0                             6.997563410550356e-03
m0                             1.315645407885313e-02
m0                             1.361703313887119e-02
m0                             1.306096464395523e-02
m0                             1.591862179338932e-02
m0                             1.390411891043186e-02
m0                             1.664244942367077e-02
m0                             1.340060122311115e-02
m0                             1.319398172199726e-02
m0                             1.243074983358383e-02
m0                             1.101412996649742e-02
m0                             1.256234571337700e-02
m0                             1.290088146924973e-02
m0                             1.435127574950457e-02
m0                             1.280194520950317e-02
m0                             1.384946051985025e-02
