SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2017coa
RA: 132.4803320
DEC: 56.0990451
MWEBV: 0.056 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.04000 +- 0.00300
REDSHIFT_CMB: 0.04043 +- 0.00303
VPEC: -140.060
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57846.35159
HOSTGAL_LOGMASS: 7.575 +- 0.030
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 19
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57846.35159 PS1-g VOID 11506.951 244.995 17.3480 0.0230 2.73
OBS: 57863.24974 PS1-g VOID 6044.886 147.420 18.0470 0.0260 1.80
OBS: 57870.24875 PS1-g VOID 3677.122 120.910 18.5860 0.0360 2.22
OBS: 57879.25615 PS1-g VOID 1777.748 133.510 19.3750 0.0810 1.75
OBS: 57846.35201 PS1-r VOID 10899.576 218.564 17.4060 0.0220 2.77
OBS: 57863.25015 PS1-r VOID 6662.871 143.145 17.9410 0.0230 1.50
OBS: 57870.24915 PS1-r VOID 5950.452 142.877 18.0640 0.0260 1.97
OBS: 57879.25656 PS1-r VOID 4541.889 132.795 18.3570 0.0320 1.62
OBS: 57893.25969 PS1-r VOID 2199.765 94.502 19.1440 0.0460 1.79
OBS: 57846.35236 PS1-i VOID 7103.342 178.880 17.8710 0.0270 2.48
OBS: 57863.25051 PS1-i VOID 3563.737 113.641 18.6200 0.0340 1.64
OBS: 57870.24950 PS1-i VOID 3494.124 114.150 18.6420 0.0350 1.71
OBS: 57879.25692 PS1-i VOID 4440.338 136.785 18.3810 0.0330 1.81
OBS: 57893.26004 PS1-i VOID 2177.251 103.307 19.1550 0.0510 1.52
OBS: 57846.35272 PS1-z VOID 7006.003 226.700 17.8860 0.0350 2.26
OBS: 57863.25087 PS1-z VOID 3701.196 164.280 18.5790 0.0480 1.32
OBS: 57870.24985 PS1-z VOID 3447.603 155.799 18.6560 0.0490 1.58
OBS: 57879.25727 PS1-z VOID 3616.986 168.951 18.6040 0.0500 1.53
OBS: 57893.26040 PS1-z VOID 1393.328 152.117 19.6400 0.1180 1.52
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1839
SPECTRUM_MJD:  57843.00
SPEC:   3727.00   3729.80 5.98167e-16 1.55633e-16 1
SPEC:   3729.80   3732.60 6.16073e-16 1.55051e-16 1
SPEC:   3732.50   3735.30 7.08919e-16 1.54423e-16 1
SPEC:   3735.30   3738.10 4.60073e-16 1.53749e-16 1
SPEC:   3738.00   3740.80 6.03086e-16 1.53027e-16 1
SPEC:   3740.80   3743.60 6.98102e-16 1.52256e-16 1
SPEC:   3743.50   3746.30 4.67633e-16 1.51437e-16 1
SPEC:   3746.30   3749.10 3.07538e-16 1.50570e-16 1
SPEC:   3749.00   3751.80 5.17346e-16 1.49653e-16 1
SPEC:   3751.80   3754.60 5.47586e-16 1.48688e-16 1
SPEC:   3754.60   3757.40 8.70260e-16 1.47674e-16 1
SPEC:   3757.30   3760.10 7.14281e-16 1.46612e-16 1
SPEC:   3760.10   3762.90 3.61320e-16 1.45502e-16 1
SPEC:   3762.80   3765.60 3.77995e-16 1.44344e-16 1
SPEC:   3765.60   3768.40 3.83521e-16 1.43141e-16 1
SPEC:   3768.30   3771.10 7.33507e-16 1.41892e-16 1
SPEC:   3771.10   3773.90 6.10938e-16 1.40599e-16 1
SPEC:   3773.80   3776.60 3.57639e-16 1.39263e-16 1
SPEC:   3776.60   3779.40 4.29292e-16 1.37886e-16 1
SPEC:   3779.40   3782.20 4.59769e-16 1.36470e-16 1
SPEC:   3782.10   3784.90 5.86289e-16 1.35016e-16 1
SPEC:   3784.90   3787.70 5.95235e-16 1.33527e-16 1
SPEC:   3787.60   3790.40 2.94031e-16 1.32004e-16 1
SPEC:   3790.40   3793.20 4.22563e-16 1.30451e-16 1
SPEC:   3793.10   3795.90 3.19524e-16 1.28869e-16 1
SPEC:   3795.90   3798.70 3.96243e-16 1.27262e-16 1
SPEC:   3798.70   3801.50 5.56763e-16 1.25632e-16 1
SPEC:   3801.40   3804.20 7.27810e-16 1.23981e-16 1
SPEC:   3804.20   3807.00 3.98854e-16 1.22312e-16 1
SPEC:   3806.90   3809.70 3.77905e-16 1.20629e-16 1
SPEC:   3809.70   3812.50 3.81679e-16 1.18934e-16 1
SPEC:   3812.40   3815.20 2.42171e-16 1.17230e-16 1
SPEC:   3815.20   3818.00 2.82567e-16 1.15520e-16 1
SPEC:   3817.90   3820.70 3.07824e-16 1.13807e-16 1
