SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15cwx
RA: 78.6991910
DEC: 7.0503887
MWEBV: 0.149 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.03006 +- 0.00011
REDSHIFT_CMB: 0.03006 +- 0.00011
VPEC: -270.915
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57349.47515
HOSTGAL_LOGMASS: 10.240 +- 0.001
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 44
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57349.47476 PS1-g VOID 17095.107 337.007 16.9180 0.0210 2.26
OBS: 57356.44961 PS1-g VOID 12636.903 273.391 17.2460 0.0230 2.49
OBS: 57359.40043 PS1-g VOID 9670.327 191.090 17.5360 0.0210 1.93
OBS: 57364.44574 PS1-g VOID 5867.529 143.012 18.0790 0.0260 1.52
OBS: 57387.36146 PS1-g VOID 1190.980 117.156 19.8100 0.1060 1.76
OBS: 57398.34706 PS1-g VOID 1139.001 165.239 19.8590 0.1570 2.81
OBS: 57349.47515 PS1-r VOID 17337.076 304.384 16.9030 0.0190 2.03
OBS: 57356.45000 PS1-r VOID 13479.935 252.650 17.1760 0.0200 2.06
OBS: 57359.40082 PS1-r VOID 11556.396 202.217 17.3430 0.0190 1.70
OBS: 57364.44613 PS1-r VOID 9798.666 180.962 17.5220 0.0200 1.48
OBS: 57387.36186 PS1-r VOID 3130.150 111.076 18.7610 0.0380 1.51
OBS: 57398.34745 PS1-r VOID 2076.244 119.194 19.2070 0.0620 2.18
OBS: 57359.45688 PS1-r VOID 11388.853 174.255 17.3590 0.0170 1.82
OBS: 57359.46948 PS1-r VOID 11638.041 178.020 17.3350 0.0170 1.89
OBS: 57359.48219 PS1-r VOID 11704.238 178.930 17.3290 0.0170 1.92
OBS: 57359.49500 PS1-r VOID 11674.651 178.337 17.3320 0.0170 1.80
OBS: 57387.43775 PS1-r VOID 3003.179 65.617 18.8060 0.0240 1.61
OBS: 57387.44819 PS1-r VOID 2912.251 61.619 18.8390 0.0230 1.42
OBS: 57387.45857 PS1-r VOID 3002.188 63.588 18.8060 0.0230 1.42
OBS: 57387.46936 PS1-r VOID 3169.941 68.122 18.7470 0.0230 1.59
OBS: 57388.39687 PS1-r VOID 2898.895 67.622 18.8440 0.0250 2.04
OBS: 57388.40764 PS1-r VOID 2955.136 62.837 18.8240 0.0230 1.47
OBS: 57388.41818 PS1-r VOID 2816.682 74.347 18.8760 0.0290 1.61
OBS: 57388.42887 PS1-r VOID 2810.062 63.190 18.8780 0.0240 1.70
OBS: 57349.47552 PS1-i VOID 11265.315 235.372 17.3710 0.0230 1.94
OBS: 57356.45037 PS1-i VOID 7203.682 180.440 17.8560 0.0270 2.03
OBS: 57359.40119 PS1-i VOID 6464.978 139.659 17.9740 0.0230 1.68
OBS: 57364.44650 PS1-i VOID 7267.996 155.086 17.8460 0.0230 1.64
OBS: 57387.36223 PS1-i VOID 2962.723 114.040 18.8210 0.0420 1.55
OBS: 57398.34781 PS1-i VOID 1384.938 124.991 19.6460 0.0970 2.04
OBS: 57322.48615 PS1-i VOID 2.136 105.855 26.6760 53.5220 1.87
OBS: 57322.49906 PS1-i VOID -87.771 96.015 -99 1.1810 1.95
OBS: 57322.51195 PS1-i VOID 82.241 96.971 22.7120 1.2730 2.11
OBS: 57322.52483 PS1-i VOID -197.242 92.274 -99 0.5050 2.10
OBS: 57412.34977 PS1-i VOID 1004.385 69.606 19.9950 0.0750 2.01
OBS: 57412.36039 PS1-i VOID 1094.774 76.496 19.9020 0.0750 2.18
OBS: 57412.37099 PS1-i VOID 1078.384 73.874 19.9180 0.0740 2.00
OBS: 57412.38165 PS1-i VOID 1147.456 101.529 19.8510 0.0960 2.97
OBS: 57349.47589 PS1-z VOID 10698.438 269.561 17.4270 0.0270 1.82
OBS: 57356.45075 PS1-z VOID 7804.391 219.800 17.7690 0.0300 1.82
OBS: 57359.40155 PS1-z VOID 7919.520 191.679 17.7530 0.0260 1.72
OBS: 57364.44687 PS1-z VOID 8140.641 195.635 17.7230 0.0260 1.39
OBS: 57387.36259 PS1-z VOID 2518.949 145.316 18.9970 0.0620 1.38
OBS: 57398.34818 PS1-z VOID 1133.127 176.125 19.8640 0.1680 1.98
END:
