SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15bjg
RA: 343.7934296
DEC: -0.4102417
MWEBV: 0.079 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.06889 +- 0.00001
REDSHIFT_CMB: 0.06766 +- 0.00001
VPEC: 8.587
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57240.49012
HOSTGAL_LOGMASS: 11.608 +- 0.001
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 32
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57226.60141 PS1-g VOID 872.295 79.415 20.1480 0.0980 2.03
OBS: 57229.49437 PS1-g VOID 1721.858 83.842 19.4100 0.0530 1.66
OBS: 57234.47583 PS1-g VOID 3252.508 221.756 18.7190 0.0740 1.57
OBS: 57240.49012 PS1-g VOID 4209.384 182.814 18.4390 0.0470 3.03
OBS: 57248.53560 PS1-g VOID 2718.619 126.094 18.9140 0.0500 4.11
OBS: 57271.48521 PS1-g VOID 458.183 74.646 20.8470 0.1760 1.87
OBS: 57226.60181 PS1-r VOID 596.327 83.270 20.5610 0.1510 2.03
OBS: 57229.49485 PS1-r VOID 1783.268 80.058 19.3720 0.0490 1.60
OBS: 57234.47623 PS1-r VOID 3066.226 147.700 18.7830 0.0520 1.44
OBS: 57240.49059 PS1-r VOID 3883.095 157.044 18.5270 0.0440 2.71
OBS: 57248.53600 PS1-r VOID 2612.643 88.961 18.9570 0.0370 1.94
OBS: 57271.48561 PS1-r VOID 994.016 72.063 20.0070 0.0780 1.58
OBS: 57226.60207 PS1-i VOID 615.764 76.589 20.5260 0.1340 1.61
OBS: 57229.49528 PS1-i VOID 1674.914 88.361 19.4400 0.0570 1.54
OBS: 57234.47659 PS1-i VOID 2124.984 135.688 19.1820 0.0690 1.49
OBS: 57240.49095 PS1-i VOID 2761.151 157.783 18.8970 0.0620 2.73
OBS: 57248.53636 PS1-i VOID 1631.889 81.886 19.4680 0.0540 1.63
OBS: 57271.48596 PS1-i VOID 873.778 77.445 20.1460 0.0960 1.46
OBS: 57229.46567 PS1-i VOID 1507.642 46.839 19.5540 0.0340 1.47
OBS: 57229.45388 PS1-i VOID 1624.646 49.449 19.4730 0.0330 1.54
OBS: 57229.47746 PS1-i VOID 1569.010 47.374 19.5110 0.0330 1.49
OBS: 57229.48928 PS1-i VOID 1525.428 47.793 19.5420 0.0340 1.53
OBS: 57242.55776 PS1-i VOID 2745.340 78.665 18.9040 0.0310 2.73
OBS: 57242.52188 PS1-i VOID 2764.778 72.707 18.8960 0.0280 2.31
OBS: 57242.54581 PS1-i VOID 2692.147 78.389 18.9250 0.0310 2.76
OBS: 57242.53383 PS1-i VOID 2442.650 74.987 19.0300 0.0330 2.83
OBS: 57234.47680 PS1-z VOID 2742.876 175.486 18.9040 0.0690 1.44
OBS: 57240.49123 PS1-z VOID 1892.897 227.736 19.3070 0.1300 2.70
OBS: 57248.53672 PS1-z VOID 1302.728 117.269 19.7130 0.0970 1.54
OBS: 57271.53568 PS1-z VOID 731.444 146.567 20.3400 0.2160 1.51
OBS: 57205.59833 PS1-z VOID -8.008 63.235 -99 8.5280 1.08
OBS: 57205.60642 PS1-z VOID 1.418 64.133 27.1210 48.8460 1.09
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2257
SPECTRUM_MJD:  57229.00
SPEC: 3204.50 3207.50 6.68225e-18 2.22329e-18 0
SPEC: 3207.50 3210.50 7.56704e-18 2.38850e-18 0
SPEC: 3210.60 3213.60 8.45189e-18 2.57617e-18 0
SPEC: 3213.60 3216.60 9.33667e-18 2.78833e-18 0
SPEC: 3216.60 3219.60 1.02215e-17 3.02711e-18 0
SPEC: 3219.60 3222.60 1.11062e-17 3.29473e-18 0
SPEC: 3222.60 3225.60 1.19910e-17 3.59349e-18 0
SPEC: 3225.60 3228.60 1.28758e-17 3.92572e-18 0
SPEC: 3228.60 3231.60 1.37606e-17 4.29381e-18 0
SPEC: 3231.60 3234.60 1.46454e-17 4.70015e-18 0
SPEC: 3234.60 3237.60 1.55302e-17 5.14711e-18 0
SPEC: 3237.70 3240.70 1.64150e-17 5.63702e-18 0
SPEC: 3240.70 3243.70 1.72998e-17 6.17211e-18 0
SPEC: 3243.70 3246.70 1.81846e-17 6.75452e-18 0
SPEC: 3246.70 3249.70 1.90694e-17 7.38621e-18 0
SPEC: 3249.70 3252.70 1.99542e-17 8.06892e-18 0
SPEC: 3252.70 3255.70 2.08390e-17 8.80416e-18 0
SPEC: 3255.70 3258.70 2.17238e-17 9.59311e-18 0
SPEC: 3258.70 3261.70 2.26085e-17 1.04366e-17 0
SPEC: 3261.70 3264.70 2.34933e-17 1.13352e-17 0
SPEC: 3264.70 3267.70 2.43782e-17 1.22889e-17 0
SPEC: 3267.80 3270.80 2.52629e-17 1.32972e-17 0
SPEC: 3270.80 3273.80 2.61477e-17 1.43593e-17 0
SPEC: 3273.80 3276.80 2.70325e-17 1.54736e-17 0
SPEC: 3276.80 3279.80 2.79173e-17 1.66380e-17 0
SPEC: 3279.80 3282.80 2.88021e-17 1.78501e-17 0
SPEC: 3282.80 3285.80 2.96869e-17 1.91067e-17 0
SPEC: 3285.80 3288.80 3.05717e-17 2.04039e-17 0
SPEC: 3288.80 3291.80 3.14565e-17 2.17376e-17 0
SPEC: 3291.90 3294.90 3.23413e-17 2.31030e-17 0
SPEC: 3294.90 3297.90 3.32261e-17 2.44948e-17 0
SPEC: 3297.90 3300.90 3.41108e-17 2.59073e-17 0
SPEC: 3300.90 3303.90 3.49957e-17 2.73344e-17 0
SPEC: 3303.90 3306.90 3.58805e-17 2.87699e-17 0
SPEC: 3306.90 3309.90 3.67653e-17 3.02072e-17 0
SPEC: 3309.90 3312.90 3.76500e-17 3.16396e-17 0
SPEC: 3312.90 3315.90 3.85348e-17 3.30602e-17 0
SPEC: 3315.90 3318.90 3.94196e-17 3.44625e-17 0
SPEC: 3319.00 3322.00 5.44020e-17 3.58398e-17 0
SPEC: 3322.00 3325.00 1.33999e-16 3.71856e-17 0
SPEC: 3325.00 3328.00 1.32545e-16 3.84940e-17 0
SPEC: 3328.00 3331.00 5.11013e-17 3.97592e-17 0
SPEC: 3331.00 3334.00 7.74774e-17 4.09759e-17 0
SPEC: 3334.00 3337.00 4.12228e-17 4.21392e-17 0
SPEC: 3337.00 3340.00 -3.65813e-17 4.32451e-17 0
SPEC: 3340.00 3343.00 1.07582e-16 4.42897e-17 0
SPEC: 3343.10 3346.10 1.56400e-17 4.52701e-17 0
SPEC: 3346.10 3349.10 1.24159e-17 4.61838e-17 0
SPEC: 3349.10 3352.10 1.34557e-16 4.70291e-17 0
SPEC: 3352.10 3355.10 2.26635e-16 4.78048e-17 0
