SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15mg
RA: 233.0940558
DEC: 41.8503804
MWEBV: 0.028 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.04278 +- 0.00001
REDSHIFT_CMB: 0.04306 +- 0.00001
VPEC: -429.057
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57221.27273
HOSTGAL_LOGMASS: 10.134 +- 0.029
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 33
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57215.27501 PS1-g VOID 9615.449 202.204 17.5430 0.0230 2.39
OBS: 57221.27233 PS1-g VOID 9623.916 234.360 17.5420 0.0260 3.21
OBS: 57227.27655 PS1-g VOID 6916.386 189.081 17.9000 0.0300 1.86
OBS: 57233.27105 PS1-g VOID 3707.125 176.033 18.5770 0.0510 2.08
OBS: 57242.27707 PS1-g VOID 1590.206 97.227 19.4960 0.0660 2.08
OBS: 57250.32797 PS1-g VOID 3476.889 4930.889 18.6470 1.5320 2.55
OBS: 57251.25401 PS1-g VOID 874.484 96.563 20.1460 0.1190 2.14
OBS: 57215.27540 PS1-r VOID 9042.652 180.344 17.6090 0.0220 1.94
OBS: 57221.27273 PS1-r VOID 9618.672 221.573 17.5420 0.0250 3.19
OBS: 57227.27695 PS1-r VOID 6975.065 161.320 17.8910 0.0250 1.51
OBS: 57233.27148 PS1-r VOID 4848.942 158.092 18.2860 0.0350 1.88
OBS: 57242.27758 PS1-r VOID 4400.011 131.487 18.3910 0.0320 2.22
OBS: 57250.32839 PS1-r VOID 6086.455 3075.167 18.0390 0.5460 2.14
OBS: 57251.25441 PS1-r VOID 2019.856 106.183 19.2370 0.0570 2.04
OBS: 57208.35335 PS1-r VOID 3533.333 104.795 18.6300 0.0320 3.33
OBS: 57208.36461 PS1-r VOID 3540.343 131.211 18.6270 0.0400 4.76
OBS: 57208.38728 PS1-r VOID 3743.010 126.133 18.5670 0.0360 4.04
OBS: 57215.27563 PS1-i VOID 6766.867 150.923 17.9240 0.0240 1.50
OBS: 57221.27302 PS1-i VOID 5949.897 185.557 18.0640 0.0340 2.93
OBS: 57227.27726 PS1-i VOID 3770.712 122.694 18.5590 0.0350 1.45
OBS: 57233.27180 PS1-i VOID 2710.522 113.806 18.9170 0.0450 1.60
OBS: 57242.27793 PS1-i VOID 3739.602 128.817 18.5680 0.0370 2.01
OBS: 57251.25477 PS1-i VOID 2151.932 108.779 19.1680 0.0550 1.62
OBS: 57215.27608 PS1-z VOID 6385.139 197.458 17.9870 0.0330 1.57
OBS: 57221.27338 PS1-z VOID 5331.601 238.528 18.1830 0.0480 2.51
OBS: 57227.27762 PS1-z VOID 3768.785 162.153 18.5590 0.0460 1.26
OBS: 57233.27221 PS1-z VOID 3196.507 159.286 18.7380 0.0540 1.51
OBS: 57242.27823 PS1-z VOID 3194.739 166.010 18.7390 0.0560 1.98
OBS: 57251.25512 PS1-z VOID 2313.664 151.496 19.0890 0.0710 1.46
OBS: 57888.49427 PS1-z VOID -160.478 257.429 -99 1.7320 2.85
OBS: 57895.41873 PS1-z VOID 233.436 278.764 21.5800 1.2900 2.59
OBS: 57902.45602 PS1-z VOID -149.094 176.083 -99 1.2760 1.86
OBS: 57917.45389 PS1-z VOID -370.397 206.409 -99 0.6020 2.33
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 1012
SPECTRUM_MJD:  57213.00
SPEC: 3460.15 3464.85 2.54140e-16 6.86633e-17 0
SPEC: 3464.85 3469.55 3.15420e-16 6.91825e-17 0
SPEC: 3469.55 3474.25 3.78258e-16 6.96346e-17 0
SPEC: 3474.35 3479.05 2.94967e-16 7.00116e-17 0
SPEC: 3479.05 3483.75 3.41349e-16 7.03058e-17 0
SPEC: 3483.75 3488.45 4.29634e-16 7.05098e-17 0
SPEC: 3488.55 3493.25 2.64165e-16 7.06167e-17 0
SPEC: 3493.25 3497.95 3.40121e-16 7.06207e-17 0
SPEC: 3497.95 3502.65 2.39221e-16 7.05165e-17 0
SPEC: 3502.75 3507.45 3.87582e-16 7.03004e-17 0
SPEC: 3507.45 3512.15 1.89535e-16 6.99699e-17 0
SPEC: 3512.15 3516.85 3.87516e-16 6.95241e-17 0
SPEC: 3516.95 3521.65 4.35290e-16 6.89639e-17 0
SPEC: 3521.65 3526.35 2.96305e-16 6.82921e-17 0
SPEC: 3526.35 3531.05 3.33467e-16 6.75133e-17 0
SPEC: 3531.15 3535.85 2.53520e-16 6.66341e-17 0
SPEC: 3535.85 3540.55 2.31175e-16 6.56630e-17 0
SPEC: 3540.55 3545.25 2.54140e-16 6.46105e-17 0
SPEC: 3545.35 3550.05 3.21405e-16 6.34884e-17 0
SPEC: 3550.05 3554.75 3.57490e-16 6.23099e-17 0
SPEC: 3554.75 3559.45 2.20807e-16 6.10894e-17 0
SPEC: 3559.45 3564.15 3.04896e-16 5.98416e-17 0
SPEC: 3564.25 3568.95 2.30907e-16 5.85817e-17 0
SPEC: 3568.95 3573.65 1.79731e-16 5.73246e-17 0
SPEC: 3573.75 3578.45 3.16702e-16 5.60843e-17 0
SPEC: 3578.45 3583.15 2.18876e-16 5.48739e-17 0
SPEC: 3583.15 3587.85 2.67920e-16 5.37050e-17 0
SPEC: 3587.85 3592.55 2.94591e-16 5.25874e-17 0
SPEC: 3592.65 3597.35 2.50589e-16 5.15285e-17 0
SPEC: 3597.35 3602.05 3.01474e-16 5.05338e-17 0
SPEC: 3602.05 3606.75 3.33184e-16 4.96061e-17 1
SPEC: 3606.85 3611.55 2.97576e-16 4.87460e-17 1
SPEC: 3611.55 3616.25 2.97438e-16 4.79517e-17 1
SPEC: 3616.35 3621.05 2.93777e-16 4.72193e-17 1
SPEC: 3621.05 3625.75 2.85011e-16 4.65431e-17 1
SPEC: 3625.75 3630.45 3.52122e-16 4.59157e-17 1
SPEC: 3630.45 3635.15 3.11137e-16 4.53287e-17 1
SPEC: 3635.25 3639.95 2.80094e-16 4.47728e-17 1
SPEC: 3639.95 3644.65 3.64493e-16 4.42383e-17 1
SPEC: 3644.65 3649.35 2.92528e-16 4.37156e-17 1
SPEC: 3649.45 3654.15 3.88525e-16 4.31953e-17 1
SPEC: 3654.15 3658.85 3.50741e-16 4.26690e-17 1
SPEC: 3658.85 3663.55 2.50784e-16 4.21291e-17 1
SPEC: 3663.65 3668.35 2.63969e-16 4.15692e-17 1
SPEC: 3668.35 3673.05 3.28808e-16 4.09844e-17 1
SPEC: 3673.05 3677.75 2.33699e-16 4.03711e-17 1
SPEC: 3677.85 3682.55 2.77469e-16 3.97273e-17 1
SPEC: 3682.55 3687.25 3.41732e-16 3.90525e-17 1
SPEC: 3687.25 3691.95 2.64537e-16 3.83472e-17 1
SPEC: 3692.05 3696.75 2.47419e-16 3.76136e-17 1
SPEC: 3696.75 3701.45 2.96178e-16 3.68545e-17 1
SPEC: 3701.45 3706.15 2.52270e-16 3.60739e-17 1
