SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16em
RA: 163.8916431
DEC: -3.3662723
MWEBV: 0.037 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.06982 +- 0.00017
REDSHIFT_CMB: 0.07105 +- 0.00018
VPEC: 20.536
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57390.57390
HOSTGAL_LOGMASS: 10.399 +- 0.002
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 53
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57394.58340 PS1-g VOID 1685.673 125.429 19.4330 0.0800 3.49
OBS: 57400.52849 PS1-g VOID 1147.132 116.798 19.8510 0.1100 2.75
OBS: 57405.50304 PS1-g VOID 565.133 105.262 20.6200 0.2010 1.60
OBS: 57410.54972 PS1-g VOID -118.611 232.572 -99 2.1180 2.48
OBS: 57417.48286 PS1-g VOID 147.014 153.860 22.0820 1.1300 2.15
OBS: 57427.48851 PS1-g VOID 182.464 72.570 21.8470 0.4300 1.86
OBS: 57437.45152 PS1-g VOID 179.544 142.086 21.8650 0.8550 2.22
OBS: 57394.58380 PS1-r VOID 2516.578 127.564 18.9980 0.0550 3.27
OBS: 57400.52889 PS1-r VOID 1996.475 103.226 19.2490 0.0560 2.38
OBS: 57405.50344 PS1-r VOID 1408.638 88.228 19.6280 0.0680 1.47
OBS: 57410.55011 PS1-r VOID 980.711 154.354 20.0210 0.1700 2.16
OBS: 57417.48326 PS1-r VOID 750.041 111.862 20.3120 0.1610 1.93
OBS: 57427.48890 PS1-r VOID 545.809 65.129 20.6570 0.1290 1.66
OBS: 57437.45192 PS1-r VOID 414.528 118.534 20.9560 0.3090 2.26
OBS: 57390.57390 PS1-r VOID 2979.495 63.863 18.8150 0.0230 1.62
OBS: 57390.58644 PS1-r VOID 2971.918 66.205 18.8170 0.0240 1.76
OBS: 57390.59908 PS1-r VOID 2919.511 62.257 18.8370 0.0230 1.47
OBS: 57390.61170 PS1-r VOID 2923.739 62.294 18.8350 0.0230 1.47
OBS: 57419.44788 PS1-r VOID 668.284 62.467 20.4380 0.1010 2.95
OBS: 57419.47009 PS1-r VOID 711.402 69.066 20.3700 0.1050 3.17
OBS: 57419.45888 PS1-r VOID 732.800 85.205 20.3380 0.1260 4.22
OBS: 57419.48151 PS1-r VOID 608.115 66.252 20.5400 0.1180 3.04
OBS: 57420.51157 PS1-r VOID 696.583 47.005 20.3930 0.0730 2.34
OBS: 57420.52394 PS1-r VOID 636.192 57.237 20.4910 0.0970 3.24
OBS: 57420.53637 PS1-r VOID 741.067 48.175 20.3250 0.0700 2.51
OBS: 57420.54880 PS1-r VOID 705.676 43.275 20.3780 0.0660 2.15
OBS: 57434.47676 PS1-r VOID 432.467 128.423 20.9100 0.3210 5.40
OBS: 57445.41525 PS1-r VOID 404.968 56.785 20.9810 0.1510 2.15
OBS: 57445.42758 PS1-r VOID 375.205 47.337 21.0640 0.1360 1.68
OBS: 57445.44005 PS1-r VOID 357.238 50.280 21.1180 0.1520 1.79
OBS: 57445.45271 PS1-r VOID 446.741 50.314 20.8750 0.1220 1.81
OBS: 57461.36413 PS1-r VOID 195.197 33.344 21.7740 0.1840 1.72
OBS: 57461.37655 PS1-r VOID 219.748 35.481 21.6450 0.1740 1.89
OBS: 57461.38898 PS1-r VOID 174.047 43.774 21.8980 0.2720 2.08
OBS: 57461.40147 PS1-r VOID 322.135 35.713 21.2300 0.1200 1.95
OBS: 57394.58416 PS1-i VOID 1765.656 117.756 19.3830 0.0720 2.86
OBS: 57400.52925 PS1-i VOID 1246.930 111.213 19.7600 0.0960 2.29
OBS: 57405.50380 PS1-i VOID 1089.791 96.323 19.9070 0.0950 1.50
OBS: 57410.55076 PS1-i VOID 1303.533 152.534 19.7120 0.1260 2.18
OBS: 57417.48362 PS1-i VOID 882.269 101.517 20.1360 0.1240 1.47
OBS: 57427.48925 PS1-i VOID 585.845 77.927 20.5810 0.1440 1.60
OBS: 57437.45228 PS1-i VOID 462.944 104.194 20.8360 0.2430 2.05
OBS: 57458.45915 PS1-i VOID 138.023 159.821 22.1500 1.2510 3.72
OBS: 57408.53453 PS1-i VOID 1452.363 72.759 19.5950 0.0540 2.28
OBS: 57408.54706 PS1-i VOID 1259.250 70.523 19.7500 0.0610 2.18
OBS: 57408.55951 PS1-i VOID 1252.006 63.333 19.7560 0.0550 1.83
OBS: 57408.57195 PS1-i VOID 1280.813 69.873 19.7310 0.0590 2.10
OBS: 57400.52961 PS1-z VOID 819.917 148.306 20.2160 0.1950 1.97
OBS: 57405.50416 PS1-z VOID 714.167 129.194 20.3660 0.1950 1.32
OBS: 57410.55112 PS1-z VOID 443.377 190.388 20.8830 0.4640 2.12
OBS: 57417.48398 PS1-z VOID 973.351 158.971 20.0290 0.1760 1.50
OBS: 57427.48961 PS1-z VOID 397.770 112.726 21.0010 0.3060 1.49
OBS: 57437.45263 PS1-z VOID 576.554 142.323 20.5980 0.2670 2.00
END:
