SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16ayd
RA: 216.8264022
DEC: -1.6753057
MWEBV: 0.042 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.05400 +- 0.00001
REDSHIFT_CMB: 0.05481 +- 0.00001
VPEC: 10.357
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57458.56009
HOSTGAL_LOGMASS: 10.668 +- 0.024
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 37
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57458.56009 PS1-g VOID 10118.556 214.509 17.4870 0.0230 2.53
OBS: 57464.55961 PS1-g VOID 9816.768 204.328 17.5200 0.0230 2.42
OBS: 57477.45327 PS1-g VOID 4687.888 132.441 18.3230 0.0310 1.69
OBS: 57482.46865 PS1-g VOID 2845.983 127.204 18.8640 0.0480 2.70
OBS: 57489.49125 PS1-g VOID 1894.821 90.585 19.3060 0.0520 1.91
OBS: 57504.44208 PS1-g VOID 773.509 119.044 20.2790 0.1660 1.73
OBS: 57458.56049 PS1-r VOID 8835.971 181.293 17.6340 0.0220 2.17
OBS: 57464.56000 PS1-r VOID 9328.709 181.124 17.5750 0.0210 2.07
OBS: 57477.45367 PS1-r VOID 5179.285 124.804 18.2140 0.0260 1.53
OBS: 57482.46905 PS1-r VOID 4549.575 120.959 18.3550 0.0290 2.53
OBS: 57489.49164 PS1-r VOID 3778.494 101.483 18.5570 0.0290 1.69
OBS: 57504.44246 PS1-r VOID 1955.618 96.193 19.2720 0.0530 1.50
OBS: 57464.51390 PS1-r VOID 8820.070 139.621 17.6360 0.0170 1.86
OBS: 57464.52625 PS1-r VOID 8974.055 141.798 17.6180 0.0170 1.96
OBS: 57464.53861 PS1-r VOID 8691.061 136.364 17.6520 0.0170 1.85
OBS: 57464.55100 PS1-r VOID 8854.864 140.336 17.6320 0.0170 1.86
OBS: 57478.45668 PS1-r VOID 4833.463 87.340 18.2890 0.0200 1.93
OBS: 57478.46898 PS1-r VOID 4848.932 80.913 18.2860 0.0180 1.49
OBS: 57478.48129 PS1-r VOID 4737.091 84.728 18.3110 0.0190 1.63
OBS: 57478.49361 PS1-r VOID 4884.495 87.823 18.2780 0.0190 1.82
OBS: 57458.56084 PS1-i VOID 5284.100 136.916 18.1930 0.0280 1.87
OBS: 57464.56035 PS1-i VOID 4753.638 129.688 18.3070 0.0300 2.03
OBS: 57477.45402 PS1-i VOID 2469.285 97.850 19.0190 0.0430 1.39
OBS: 57482.46941 PS1-i VOID 2444.375 116.745 19.0300 0.0520 2.31
OBS: 57489.49200 PS1-i VOID 3224.038 100.567 18.7290 0.0340 1.58
OBS: 57504.44282 PS1-i VOID 1465.407 106.592 19.5850 0.0790 1.58
OBS: 57441.52346 PS1-i VOID 56.230 75.474 23.1250 1.4500 1.67
OBS: 57441.55173 PS1-i VOID -21.990 79.942 -99 3.9260 1.72
OBS: 57441.57785 PS1-i VOID -55.759 121.586 -99 2.3550 2.97
OBS: 57441.61895 PS1-i VOID -44.194 60.545 -99 1.4800 1.54
OBS: 57464.56072 PS1-z VOID 3912.932 169.622 18.5190 0.0470 2.10
OBS: 57477.45438 PS1-z VOID 2221.690 135.309 19.1330 0.0660 1.41
OBS: 57482.46977 PS1-z VOID 2321.668 151.832 19.0850 0.0710 1.88
OBS: 57489.49237 PS1-z VOID 2591.863 121.018 18.9660 0.0500 1.43
OBS: 57504.44319 PS1-z VOID 1516.858 160.459 19.5480 0.1140 1.56
OBS: 57463.62960 PS1-z VOID 4183.989 121.639 18.4460 0.0310 2.00
OBS: 57463.63795 PS1-z VOID 4305.279 133.009 18.4150 0.0330 2.34
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2898
SPECTRUM_MJD:  57484.00
SPEC: 4166.50 4167.50 2.25023e-16 7.70436e-17 0
SPEC: 4167.50 4168.50 1.15659e-16 7.68478e-17 0
SPEC: 4168.50 4169.50 2.27698e-17 7.66007e-17 0
SPEC: 4169.50 4170.50 1.00566e-16 7.62757e-17 0
SPEC: 4170.50 4171.50 1.12912e-16 7.60266e-17 0
SPEC: 4171.50 4172.50 7.71309e-17 7.58232e-17 0
SPEC: 4172.50 4173.50 3.05487e-16 7.55540e-17 0
SPEC: 4173.50 4174.50 3.39209e-16 7.52542e-17 0
SPEC: 4174.50 4175.50 1.98483e-16 7.50427e-17 0
SPEC: 4175.50 4176.50 2.03167e-16 7.48269e-17 0
SPEC: 4176.50 4177.50 2.84317e-16 7.45852e-17 0
SPEC: 4177.50 4178.50 2.11202e-16 7.43436e-17 0
SPEC: 4178.50 4179.50 1.81224e-16 7.41282e-17 0
SPEC: 4179.50 4180.50 2.90186e-16 7.38932e-17 0
SPEC: 4180.50 4181.50 2.86621e-16 7.36234e-17 0
SPEC: 4181.50 4182.50 2.61021e-16 7.33618e-17 0
SPEC: 4182.50 4183.50 2.63705e-16 7.31343e-17 0
SPEC: 4183.50 4184.50 2.07885e-16 7.29008e-17 0
SPEC: 4184.50 4185.50 2.31920e-16 7.26383e-17 0
SPEC: 4185.50 4186.50 2.00493e-16 7.24476e-17 0
SPEC: 4186.50 4187.50 1.57752e-16 7.22348e-17 0
SPEC: 4187.50 4188.50 1.18895e-16 7.19624e-17 0
SPEC: 4188.50 4189.50 1.40978e-16 7.16967e-17 0
SPEC: 4189.50 4190.50 2.15051e-17 7.14262e-17 0
SPEC: 4190.50 4191.50 2.50553e-17 7.11891e-17 0
SPEC: 4191.50 4192.50 1.64796e-16 7.09676e-17 0
SPEC: 4192.50 4193.50 1.64511e-16 7.07464e-17 0
SPEC: 4193.50 4194.50 2.38006e-16 7.05073e-17 0
SPEC: 4194.50 4195.50 2.23957e-16 7.02080e-17 0
SPEC: 4195.50 4196.50 1.59341e-16 6.99202e-17 0
SPEC: 4196.50 4197.50 7.28567e-17 6.96922e-17 0
SPEC: 4197.50 4198.50 1.08933e-16 6.94862e-17 0
SPEC: 4198.50 4199.50 1.93262e-16 6.92167e-17 0
SPEC: 4199.50 4200.50 1.29330e-16 6.88910e-17 0
SPEC: 4200.50 4201.50 6.48892e-17 6.86693e-17 0
SPEC: 4201.50 4202.50 1.25308e-16 6.84317e-17 0
SPEC: 4202.50 4203.50 1.57015e-16 6.81848e-17 0
SPEC: 4203.50 4204.50 9.44462e-17 6.79529e-17 0
SPEC: 4204.50 4205.50 9.19776e-17 6.76795e-17 0
SPEC: 4205.50 4206.50 6.28634e-17 6.74812e-17 0
SPEC: 4206.50 4207.50 5.58978e-17 6.72628e-17 0
SPEC: 4207.50 4208.50 2.25540e-17 6.70066e-17 0
SPEC: 4208.50 4209.50 7.65283e-17 6.67241e-17 0
SPEC: 4209.50 4210.50 2.57772e-17 6.64335e-17 0
SPEC: 4210.50 4211.50 1.30854e-16 6.61995e-17 0
SPEC: 4211.50 4212.50 1.43137e-16 6.59679e-17 0
SPEC: 4212.50 4213.50 2.30870e-16 6.57326e-17 0
SPEC: 4213.50 4214.50 1.99947e-16 6.54876e-17 0
SPEC: 4214.50 4215.50 1.76185e-16 6.52221e-17 0
SPEC: 4215.50 4216.50 7.42269e-17 6.49674e-17 0
SPEC: 4216.50 4217.50 3.50154e-17 6.47110e-17 0
SPEC: 4217.50 4218.50 2.93741e-17 6.44558e-17 0
SPEC: 4218.50 4219.50 2.64738e-17 6.42075e-17 0
SPEC: 4219.50 4220.50 4.07987e-17 6.39632e-17 0
SPEC: 4220.50 4221.50 6.88690e-17 6.36979e-17 0
SPEC: 4221.50 4222.50 1.59572e-16 6.34270e-17 0
SPEC: 4222.50 4223.50 1.23709e-16 6.31702e-17 0
