SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017yk
RA: 146.1324596
DEC: -12.3081594
MWEBV: 0.030 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.04644 +- 0.00015
REDSHIFT_CMB: 0.04758 +- 0.00015
VPEC: 209.160
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57786.49442
HOSTGAL_LOGMASS: 10.625 +- 0.003
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 24
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57786.49402 PS1-g VOID 5345.508 129.613 18.1800 0.0260 1.93
OBS: 57798.29474 PS1-g VOID 3464.194 134.992 18.6510 0.0420 2.58
OBS: 57806.42902 PS1-g VOID 1883.471 109.960 19.3130 0.0630 2.95
OBS: 57825.39165 PS1-g VOID 421.545 263.217 20.9380 0.6740 2.45
OBS: 57786.49442 PS1-r VOID 5701.465 127.188 18.1100 0.0240 1.82
OBS: 57798.29516 PS1-r VOID 4516.219 123.144 18.3630 0.0290 2.00
OBS: 57806.42942 PS1-r VOID 3565.325 114.706 18.6200 0.0350 2.57
OBS: 57825.39205 PS1-r VOID 1166.459 198.934 19.8330 0.1840 2.55
OBS: 57786.49477 PS1-i VOID 4570.736 119.799 18.3500 0.0280 1.50
OBS: 57798.29551 PS1-i VOID 3286.058 122.272 18.7080 0.0400 1.94
OBS: 57806.42977 PS1-i VOID 2405.425 131.699 19.0470 0.0590 3.01
OBS: 57825.39240 PS1-i VOID 1455.169 183.589 19.5930 0.1360 2.18
OBS: 57816.39313 PS1-i VOID 2563.829 60.229 18.9780 0.0250 1.92
OBS: 57816.40485 PS1-i VOID 2605.451 58.245 18.9600 0.0240 1.75
OBS: 57816.41658 PS1-i VOID 2672.390 58.927 18.9330 0.0240 1.69
OBS: 57816.42832 PS1-i VOID 2716.608 59.453 18.9150 0.0240 1.73
OBS: 57825.35093 PS1-i VOID 1608.748 83.841 19.4840 0.0560 1.75
OBS: 57825.37438 PS1-i VOID 1519.278 93.605 19.5460 0.0670 2.07
OBS: 57825.36266 PS1-i VOID 1519.843 77.798 19.5460 0.0550 1.66
OBS: 57825.38608 PS1-i VOID 1515.886 93.595 19.5480 0.0670 2.10
OBS: 57786.49513 PS1-z VOID 4639.095 145.781 18.3340 0.0340 1.39
OBS: 57798.29586 PS1-z VOID 2870.218 208.368 18.8550 0.0780 2.18
OBS: 57806.43013 PS1-z VOID 2847.195 171.727 18.8640 0.0650 2.35
OBS: 57825.39275 PS1-z VOID 1303.807 241.739 19.7120 0.2000 2.09
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 2879
SPECTRUM_MJD:  57784.00
SPEC:   4181.50   4182.50 7.91664e-02 4.31784e-02 1
SPEC:   4182.50   4183.50 1.26301e-01 4.31548e-02 1
SPEC:   4183.50   4184.50 8.39374e-02 4.31263e-02 1
SPEC:   4184.50   4185.50 1.16995e-01 4.30728e-02 1
SPEC:   4185.50   4186.50 9.82103e-02 4.30827e-02 1
SPEC:   4186.50   4187.50 5.40019e-02 4.30737e-02 1
SPEC:   4187.50   4188.50 1.15893e-01 4.30127e-02 1
SPEC:   4188.50   4189.50 1.33090e-01 4.29581e-02 1
SPEC:   4189.50   4190.50 1.05855e-01 4.28995e-02 1
SPEC:   4190.50   4191.50 1.27603e-01 4.28707e-02 1
SPEC:   4191.50   4192.50 1.90184e-01 4.28559e-02 1
SPEC:   4192.50   4193.50 1.22909e-01 4.28417e-02 1
SPEC:   4193.50   4194.50 1.48025e-01 4.28122e-02 1
SPEC:   4194.50   4195.50 4.42924e-02 4.27301e-02 1
SPEC:   4195.50   4196.50 7.53251e-02 4.26584e-02 1
SPEC:   4196.50   4197.50 1.77902e-01 4.26395e-02 1
SPEC:   4197.50   4198.50 1.86143e-01 4.26402e-02 1
SPEC:   4198.50   4199.50 1.22395e-01 4.25854e-02 1
SPEC:   4199.50   4200.50 1.05450e-01 4.24815e-02 1
SPEC:   4200.50   4201.50 1.74413e-01 4.24691e-02 1
SPEC:   4201.50   4202.50 9.52188e-02 4.24431e-02 1
SPEC:   4202.50   4203.50 2.25857e-02 4.24090e-02 1
SPEC:   4203.50   4204.50 5.94998e-02 4.23883e-02 1
SPEC:   4204.50   4205.50 5.57620e-02 4.23313e-02 1
SPEC:   4205.50   4206.50 4.97435e-02 4.23404e-02 1
SPEC:   4206.50   4207.50 1.12912e-01 4.23320e-02 1
SPEC:   4207.50   4208.50 1.03711e-01 4.22905e-02 1
SPEC:   4208.50   4209.50 1.18150e-01 4.22260e-02 1
SPEC:   4209.50   4210.50 1.18315e-01 4.21545e-02 1
SPEC:   4210.50   4211.50 4.58470e-02 4.21328e-02 1
SPEC:   4211.50   4212.50 8.36031e-02 4.21131e-02 1
SPEC:   4212.50   4213.50 1.08762e-01 4.20902e-02 1
SPEC:   4213.50   4214.50 1.13993e-01 4.20588e-02 1
SPEC:   4214.50   4215.50 1.63585e-01 4.20095e-02 1
SPEC:   4215.50   4216.50 1.39261e-01 4.19696e-02 1
SPEC:   4216.50   4217.50 7.96680e-02 4.19281e-02 1
SPEC:   4217.50   4218.50 4.17547e-02 4.18875e-02 1
SPEC:   4218.50   4219.50 1.16637e-01 4.18528e-02 1
SPEC:   4219.50   4220.50 1.32242e-01 4.18216e-02 1
SPEC:   4220.50   4221.50 7.95174e-02 4.17719e-02 1
