SURVEY: DES
SNID: 1291794
IAUC:       NULL                
FILTERS: griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            55.169327               # deg
DEC:         -28.711853               # deg
MWEBV: 0.011 # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     57273.742
REDSHIFT_HELIO: 0.39560 +- 0.00100
REDSHIFT_CMB: 0.39525 +- 0.00100
VPEC: 40.241
VPEC_ERR: 250.000
  
HOSTGAL_OBJID:         3318
HOSTGAL_PHOTOZ:    0.3486 +-  0.0714   # (HELIO)
HOSTGAL_SPECZ:     0.3956 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     1.1100              # arcSec
HOSTGAL_LOGMASS: 10.935 +- 0.035
HOSTGAL_MAG:            22.42    20.96    20.45    20.08    # griz
HOSTGAL_SB_FLUXCAL:     16.37    63.57   109.04   154.65    # griz
  
# Private variables
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
#==============================
NOBS:  72
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 57252.289 DES-g C2 0.16300 5.8952 30.619 3.100 7.53 3.580 0 0.890
OBS: 57252.291 DES-r C2 -6.0540 10.775 30.700 2.630 12.35 3.520 0 1.030
OBS: 57252.293 DES-i C2 -2.5280 17.960 30.974 2.610 23.80 3.720 0 1.000
OBS: 57252.296 DES-z C2 14.685 24.454 30.696 2.733 23.59 3.921 0 0.920
OBS: 57256.281 DES-r C2 4.7680 14.922 30.718 3.940 11.45 3.470 0 0.950
OBS: 57256.283 DES-i C2 -24.727 24.747 30.985 3.660 22.00 3.710 0 0.970
OBS: 57256.285 DES-z C2 -3.0740 28.933 30.692 3.436 21.29 3.940 0 0.940
OBS: 57257.309 DES-g C2 -0.31400 6.7105 30.531 3.190 7.44 3.550 0 0.940
OBS: 57257.311 DES-r C2 8.7707 10.993 30.587 2.750 10.86 3.480 0 1.050
OBS: 57257.313 DES-i C2 8.7937 15.972 30.859 2.630 18.44 3.660 0 0.960
OBS: 57257.316 DES-z C2 29.293 18.212 30.620 2.388 17.40 3.920 0 0.950
OBS: 57266.270 DES-g C2 40.489 24.343 30.593 2.820 32.84 3.880 0 0.990
OBS: 57266.273 DES-r C2 104.88 25.155 30.689 2.610 29.57 3.660 0 1.020
OBS: 57266.275 DES-i C2 68.339 19.945 30.965 2.440 30.33 3.760 0 0.900
OBS: 57266.277 DES-z C2 93.344 16.561 30.640 2.145 18.23 3.965 0 0.910
OBS: 57276.356 DES-r C2 182.62 15.246 30.734 3.980 10.57 3.370 0 0.890
OBS: 57276.358 DES-i C2 129.84 16.125 30.981 3.180 16.88 3.630 0 0.940
OBS: 57276.360 DES-z C2 110.66 19.001 30.641 2.818 15.37 3.940 0 0.930
OBS: 57277.392 DES-g C2 73.023 4.9207 30.710 2.530 7.87 3.570 0 0.940
OBS: 57277.395 DES-r C2 163.09 9.3560 30.733 2.340 11.36 3.490 0 1.020
OBS: 57277.397 DES-i C2 145.39 13.741 30.985 2.380 19.82 3.680 0 1.040
OBS: 57277.399 DES-z C2 124.87 19.529 30.694 2.482 19.70 3.960 0 0.900
OBS: 57284.338 DES-g C2 40.663 11.061 29.776 2.520 7.78 3.640 0 0.850
OBS: 57284.341 DES-r C2 139.12 17.646 29.983 2.340 11.70 3.560 0 1.010
OBS: 57284.343 DES-i C2 125.66 29.687 29.836 2.090 19.02 3.750 0 1.100
OBS: 57288.210 DES-g C2 38.608 24.595 30.608 4.130 17.83 3.800 0 1.100
OBS: 57288.213 DES-r C2 124.94 20.643 30.700 4.130 17.05 3.570 0 0.970
OBS: 57288.215 DES-i C2 120.95 25.416 30.933 3.890 21.08 3.730 0 0.980
OBS: 57288.217 DES-z C2 100.42 25.989 30.651 3.761 17.03 3.895 0 0.940
OBS: 57297.174 DES-g C2 38.448 25.505 30.540 3.360 25.09 3.830 0 1.030
OBS: 57297.178 DES-i C2 89.417 43.361 30.754 3.210 39.31 3.810 0 0.960
OBS: 57297.181 DES-z C2 39.597 28.603 30.611 2.928 25.17 3.943 0 0.930
OBS: 57302.291 DES-g C2 14.459 4.7688 30.710 2.860 6.86 3.630 0 0.990
OBS: 57302.293 DES-r C2 59.957 10.323 30.739 2.820 10.62 3.420 0 1.050
