SURVEY: DES
SNID: 1286398
IAUC:       NULL                
FILTERS: griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            36.813191               # deg
DEC:          -5.119083               # deg
MWEBV: 0.023 # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     57263.543
REDSHIFT_HELIO: 0.15120 +- 0.00100
REDSHIFT_CMB: 0.15041 +- 0.00099
VPEC: -41.625
VPEC_ERR: 250.000
  
HOSTGAL_OBJID:        19704
HOSTGAL_PHOTOZ:    0.1830 +-  0.0469   # (HELIO)
HOSTGAL_SPECZ:     0.1512 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     0.5600              # arcSec
HOSTGAL_LOGMASS: 10.363 +- 0.019
HOSTGAL_MAG:            20.92    19.93    19.50    19.23    # griz
HOSTGAL_SB_FLUXCAL:     84.02   237.17   362.98   460.51    # griz
  
# Private variables
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
#==============================
NOBS:  52
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 57249.293 DES-g X3 2.3310 7.7728 30.836 2.778 4.73 4.080 0 1.120
OBS: 57249.302 DES-r X3 -7.5250 12.186 31.803 2.773 10.91 3.869 0 1.110
OBS: 57249.318 DES-i X3 -8.8110 13.910 31.606 2.512 12.10 3.980 0 1.010
OBS: 57249.340 DES-z X3 -26.247 19.944 31.236 2.222 11.83 4.043 32768 0.970
OBS: 57253.343 DES-g X3 1.0990 6.9334 30.892 2.551 4.72 4.030 0 1.080
OBS: 57253.352 DES-r X3 3.1042 11.150 31.810 2.464 10.89 3.878 0 1.070
OBS: 57253.373 DES-i X3 -2.0570 14.674 31.621 2.322 14.30 3.993 32768 1.050
OBS: 57255.288 DES-z X3 4.8560 26.537 30.876 2.372 10.35 4.049 0 1.010
OBS: 57257.323 DES-g X3 81.964 9.3401 30.897 2.585 5.67 4.080 32768 1.150
OBS: 57257.332 DES-r X3 90.147 11.276 31.814 2.448 10.40 3.873 0 1.170
OBS: 57257.353 DES-i X3 89.144 12.919 31.612 1.971 13.23 3.928 32768 1.030
OBS: 57265.240 DES-z X3 378.83 25.534 31.244 2.631 13.01 4.017 0 0.970
OBS: 57265.391 DES-i X3 528.87 20.402 31.621 2.132 22.22 4.074 0 1.040
OBS: 57273.342 DES-i X3 560.09 16.904 31.624 2.768 11.63 3.945 32768 0.990
OBS: 57273.364 DES-z X3 363.86 21.267 31.255 2.491 10.43 4.032 98304 1.010
OBS: 57278.219 DES-r X3 595.49 16.851 31.794 2.500 13.09 3.855 32768 1.140
OBS: 57278.256 DES-g X3 479.22 11.610 30.901 2.280 5.55 4.110 32768 1.180
OBS: 57283.189 DES-i X3 317.73 13.675 31.623 2.438 11.43 3.930 0 1.060
OBS: 57283.214 DES-z X3 216.46 15.752 31.292 1.996 9.62 4.034 0 1.050
OBS: 57287.180 DES-g X3 162.90 24.348 30.809 4.236 9.50 4.244 0 1.030
OBS: 57287.235 DES-r X3 358.64 19.005 31.810 3.204 14.59 3.940 32768 1.120
OBS: 57287.262 DES-i X3 320.15 19.488 31.608 3.332 11.65 3.927 32768 1.040
OBS: 57287.290 DES-z X3 228.39 23.490 31.243 2.978 9.24 4.039 0 1.010
OBS: 57291.236 DES-r X3 292.60 24.482 31.826 2.515 28.45 4.043 0 1.010
OBS: 57291.252 DES-z X3 261.12 19.645 31.257 2.008 12.50 4.036 0 1.020
OBS: 57297.258 DES-r X3 188.10 25.459 31.832 2.806 23.82 4.048 0 0.910
OBS: 57297.273 DES-i X3 223.58 18.846 31.631 2.626 18.35 4.072 0 1.010
OBS: 57297.296 DES-z X3 229.45 26.798 31.246 2.798 13.07 4.026 0 0.980
OBS: 57301.292 DES-r X3 155.06 38.759 30.688 2.385 18.05 3.980 32768 0.990
OBS: 57302.140 DES-z X3 174.54 19.803 31.192 2.276 10.53 4.024 0 1.050
OBS: 57302.305 DES-g X3 67.255 11.937 30.759 4.041 4.95 4.109 0 1.030
OBS: 57303.231 DES-g X3 46.363 9.0687 30.738 3.166 4.46 4.088 0 1.120
OBS: 57305.289 DES-r X3 143.93 31.653 31.742 3.930 19.80 3.900 98304 1.010
OBS: 57305.306 DES-i X3 152.86 25.046 31.592 3.893 13.50 3.934 98304 1.030
OBS: 57311.120 DES-r X3 106.77 13.359 31.795 3.063 10.22 3.883 0 1.100
OBS: 57311.134 DES-i X3 98.116 15.210 31.608 2.144 13.74 3.940 32768 1.100
OBS: 57311.160 DES-z X3 93.941 16.191 31.242 2.286 7.92 4.046 0 1.050
OBS: 57311.273 DES-g X3 37.325 8.6985 30.892 2.511 5.78 4.091 32768 1.120
OBS: 57315.220 DES-g X3 43.019 11.955 30.738 3.193 5.73 4.071 32768 1.040
OBS: 57315.241 DES-r X3 93.625 38.708 30.977 3.467 14.53 4.038 65536 1.000
OBS: 57316.100 DES-i X3 73.124 30.994 31.133 3.259 19.21 4.066 0 1.040
OBS: 57317.099 DES-z X3 60.412 19.293 31.219 2.099 12.16 4.059 0 0.990
OBS: 57319.116 DES-r X3 73.352 27.173 31.774 3.429 25.07 4.043 0 0.950
OBS: 57319.290 DES-g X3 58.196 23.184 30.836 3.527 14.09 4.248 0 1.030
OBS: 57325.075 DES-i X3 105.85 81.378 31.584 2.280 53.76 4.070 32768 0.950
OBS: 57325.138 DES-z X3 66.243 25.084 30.983 1.789 8.22 3.949 65536 0.980
OBS: 57327.081 DES-g X3 31.683 11.957 30.835 2.430 8.14 4.070 98304 1.080
OBS: 57327.184 DES-r X3 69.055 13.677 31.799 1.770 19.41 4.000 32768 1.000
OBS: 57329.073 DES-i X3 62.208 16.360 31.593 2.383 15.34 3.975 98304 0.990
OBS: 57329.116 DES-z X3 33.929 20.806 31.216 2.288 12.27 4.042 0 1.000
OBS: 57331.065 DES-g X3 33.668 10.172 30.857 2.907 5.61 4.100 32768 1.010
OBS: 57331.145 DES-r X3 59.932 11.519 31.807 2.473 11.23 3.897 0 1.140
END: 
