INSTRUMENT: MYSPECDEVICE
MAGREF_LIST: 15.0 20.0 #used to define SNR1 and SNR2
TEXPOSE_LIST: 3000 3600 #seconds

#     LAM LAM LAM
#     MIN MAX RES SNR1 SNR2 
SPECBIN: 3805.27 3815.16 0.10 132.77 9.92 132.77 9.92
SPECBIN: 3815.16 3825.05 0.10 135.45 9.81 135.45 9.81
SPECBIN: 3825.05 3834.94 0.10 138.10 9.97 138.10 9.97
SPECBIN: 3834.94 3844.82 0.10 140.64 9.94 140.64 9.94
SPECBIN: 3844.82 3855.04 0.10 143.31 10.54 143.31 10.54
SPECBIN: 3855.04 3865.26 0.10 145.98 10.99 145.98 10.99
SPECBIN: 3865.26 3875.15 0.10 148.60 11.43 148.60 11.43
SPECBIN: 3875.15 3885.03 0.10 151.06 11.68 151.06 11.68
SPECBIN: 3885.03 3894.92 0.10 153.46 11.81 153.46 11.81
SPECBIN: 3894.92 3904.81 0.10 155.86 12.08 155.86 12.08
SPECBIN: 3904.81 3915.03 0.10 158.16 11.80 158.16 11.80
SPECBIN: 3915.03 3925.24 0.10 160.67 11.87 160.67 11.87
SPECBIN: 3925.24 3935.13 0.10 163.23 12.36 163.23 12.36
SPECBIN: 3935.13 3945.02 0.10 165.70 12.93 165.70 12.93
SPECBIN: 3945.02 3954.91 0.10 167.93 12.54 167.93 12.54
SPECBIN: 3954.91 3964.79 0.10 170.30 12.90 170.30 12.90
SPECBIN: 3964.79 3975.01 0.10 172.70 13.55 172.70 13.55
SPECBIN: 3975.01 3985.23 0.10 175.02 13.55 175.02 13.55
SPECBIN: 3985.23 3995.12 0.10 177.33 13.65 177.33 13.65
SPECBIN: 3995.12 4005.00 0.10 179.61 14.04 179.61 14.04
SPECBIN: 4005.00 4014.89 0.10 181.67 14.19 181.67 14.19
SPECBIN: 4014.89 4024.78 0.10 183.44 13.76 183.44 13.76
SPECBIN: 4024.78 4035.00 0.10 185.33 14.32 185.33 14.32
SPECBIN: 4035.00 4045.21 0.10 187.24 14.88 187.24 14.88
SPECBIN: 4045.21 4055.10 0.10 188.98 14.65 188.98 14.65
SPECBIN: 4055.10 4064.99 0.10 190.66 14.57 190.66 14.57
SPECBIN: 4064.99 4074.88 0.10 192.32 14.44 192.32 14.44
SPECBIN: 4074.88 4084.77 0.10 194.22 15.44 194.22 15.44
SPECBIN: 4084.77 4094.98 0.10 195.73 14.75 195.73 14.75
SPECBIN: 4094.98 4105.20 0.10 197.54 15.20 197.54 15.20
SPECBIN: 4105.20 4115.09 0.10 199.27 15.46 199.27 15.46
SPECBIN: 4115.09 4124.98 0.10 200.99 16.05 200.99 16.05
SPECBIN: 4124.98 4134.86 0.10 202.56 16.00 202.56 16.00
SPECBIN: 4134.86 4144.75 0.10 204.13 15.99 204.13 15.99
SPECBIN: 4144.75 4154.97 0.10 205.79 16.46 205.79 16.46
SPECBIN: 4154.97 4165.19 0.10 207.35 16.29 207.35 16.29
SPECBIN: 4165.19 4175.07 0.10 208.77 15.52 208.77 15.52
SPECBIN: 4175.07 4184.96 0.10 210.33 15.66 210.33 15.66
SPECBIN: 4184.96 4194.85 0.10 212.02 16.44 212.02 16.44
SPECBIN: 4194.85 4204.74 0.10 213.68 17.15 213.68 17.15
SPECBIN: 4204.74 4214.95 0.11 214.99 17.12 214.99 17.12
SPECBIN: 4214.95 4225.17 0.11 216.20 17.45 216.20 17.45
SPECBIN: 4225.17 4235.06 0.11 217.36 17.56 217.36 17.56
SPECBIN: 4235.06 4244.95 0.11 218.48 17.67 218.48 17.67
SPECBIN: 4244.95 4254.83 0.11 219.55 17.53 219.55 17.53
SPECBIN: 4254.83 4264.72 0.11 220.63 17.49 220.63 17.49
SPECBIN: 4264.72 4274.94 0.11 221.83 18.07 221.83 18.07
SPECBIN: 4274.94 4285.16 0.11 222.94 18.04 222.94 18.04
SPECBIN: 4285.16 4295.04 0.11 224.03 17.88 224.03 17.88
SPECBIN: 4295.04 4304.93 0.11 225.15 18.14 225.15 18.14
SPECBIN: 4304.93 4314.82 0.11 226.22 18.26 226.22 18.26
SPECBIN: 4314.82 4325.04 0.11 227.14 17.76 227.14 17.76
SPECBIN: 4325.04 4335.25 0.11 228.30 18.30 228.30 18.30
SPECBIN: 4335.25 4345.14 0.11 229.42 18.68 229.42 18.68
SPECBIN: 4345.14 4355.03 0.11 230.41 18.57 230.41 18.57
SPECBIN: 4355.03 4364.92 0.11 231.47 18.86 231.47 18.86
SPECBIN: 4364.92 4374.80 0.11 232.46 18.82 232.46 18.82
SPECBIN: 4374.80 4385.02 0.11 233.49 18.97 233.49 18.97
SPECBIN: 4385.02 4395.24 0.11 234.52 18.94 234.52 18.94
SPECBIN: 4395.24 4405.13 0.11 235.57 19.11 235.57 19.11
SPECBIN: 4405.13 4415.01 0.11 236.23 17.80 236.23 17.80
SPECBIN: 4415.01 4424.90 0.11 237.21 18.27 237.21 18.27
SPECBIN: 4424.90 4434.79 0.11 238.24 18.98 238.24 18.98
SPECBIN: 4434.79 4445.01 0.11 239.17 19.29 239.17 19.29
SPECBIN: 4445.01 4455.22 0.11 240.06 19.21 240.06 19.21
SPECBIN: 4455.22 4465.11 0.11 241.00 19.42 241.00 19.42
SPECBIN: 4465.11 4475.00 0.11 241.89 19.53 241.89 19.53
SPECBIN: 4475.00 4484.89 0.11 242.77 19.62 242.77 19.62
SPECBIN: 4484.89 4494.78 0.11 243.65 19.72 243.65 19.72
SPECBIN: 4494.78 4504.99 0.11 244.54 19.89 244.54 19.89
SPECBIN: 4504.99 4515.21 0.11 245.36 19.88 245.36 19.88
SPECBIN: 4515.21 4525.10 0.11 246.12 20.00 246.12 20.00
SPECBIN: 4525.10 4534.99 0.11 246.74 20.01 246.74 20.01
SPECBIN: 4534.99 4544.87 0.11 247.19 19.26 247.19 19.26
SPECBIN: 4544.87 4554.76 0.11 247.84 19.52 247.84 19.52
SPECBIN: 4554.76 4564.98 0.11 248.45 19.68 248.45 19.68
SPECBIN: 4564.98 4575.20 0.11 249.14 20.02 249.14 20.02
SPECBIN: 4575.20 4585.08 0.11 249.77 20.13 249.77 20.13
SPECBIN: 4585.08 4594.97 0.11 250.18 19.27 250.18 19.27
SPECBIN: 4594.97 4604.86 0.11 250.96 20.21 250.96 20.21
SPECBIN: 4604.86 4614.75 0.12 251.47 20.38 251.47 20.38
SPECBIN: 4614.75 4624.96 0.12 251.85 20.40 251.85 20.40
SPECBIN: 4624.96 4635.18 0.12 252.23 20.43 252.23 20.43
SPECBIN: 4635.18 4645.07 0.12 252.62 20.45 252.62 20.45
SPECBIN: 4645.07 4654.96 0.12 252.99 20.47 252.99 20.47
SPECBIN: 4654.96 4664.84 0.12 253.36 20.47 253.36 20.47
SPECBIN: 4664.84 4674.73 0.12 253.61 19.89 253.61 19.89
SPECBIN: 4674.73 4684.95 0.12 253.87 19.41 253.87 19.41
