SPECBIN: 4684.95 4695.17 0.12 254.41 20.15 254.41 20.15
SPECBIN: 4695.17 4705.05 0.12 254.87 20.58 254.87 20.58
SPECBIN: 4705.05 4714.94 0.12 255.19 20.59 255.19 20.59
SPECBIN: 4714.94 4724.83 0.12 255.44 20.47 255.44 20.47
SPECBIN: 4724.83 4735.05 0.12 255.71 20.51 255.71 20.51
SPECBIN: 4735.05 4745.26 0.12 256.01 20.63 256.01 20.63
SPECBIN: 4745.26 4755.15 0.12 256.29 20.64 256.29 20.64
SPECBIN: 4755.15 4765.04 0.12 256.55 20.66 256.55 20.66
SPECBIN: 4765.04 4774.93 0.12 256.82 20.67 256.82 20.67
SPECBIN: 4774.93 4784.81 0.12 257.09 20.68 257.09 20.68
SPECBIN: 4784.81 4795.03 0.12 257.36 20.69 257.36 20.69
SPECBIN: 4795.03 4805.25 0.12 257.63 20.70 257.63 20.70
SPECBIN: 4805.25 4815.14 0.12 257.85 20.71 257.85 20.71
SPECBIN: 4815.14 4825.02 0.12 257.98 20.51 257.98 20.51
SPECBIN: 4825.02 4834.91 0.12 258.00 19.83 258.00 19.83
SPECBIN: 4834.91 4844.80 0.12 258.31 20.55 258.31 20.55
SPECBIN: 4844.80 4855.02 0.12 258.42 20.30 258.42 20.30
SPECBIN: 4855.02 4865.23 0.12 258.67 20.66 258.67 20.66
SPECBIN: 4865.23 4875.12 0.12 258.81 20.52 258.81 20.52
SPECBIN: 4875.12 4885.01 0.12 259.01 20.72 259.01 20.72
SPECBIN: 4885.01 4894.90 0.12 259.12 20.44 259.12 20.44
SPECBIN: 4894.90 4904.79 0.12 259.34 20.73 259.34 20.73
SPECBIN: 4904.79 4915.00 0.12 259.46 20.59 259.46 20.59
SPECBIN: 4915.00 4925.22 0.12 259.59 20.58 259.59 20.58
SPECBIN: 4925.22 4935.11 0.12 259.75 20.70 259.75 20.70
SPECBIN: 4935.11 4945.00 0.12 259.81 20.33 259.81 20.33
SPECBIN: 4945.00 4954.88 0.12 260.00 20.62 260.00 20.62
SPECBIN: 4954.88 4964.77 0.12 260.10 20.46 260.10 20.46
SPECBIN: 4964.77 4974.99 0.12 260.25 20.51 260.25 20.51
SPECBIN: 4974.99 4985.21 0.12 260.39 20.57 260.39 20.57
SPECBIN: 4985.21 4995.09 0.12 260.56 20.72 260.56 20.72
SPECBIN: 4995.09 5004.98 0.12 260.64 20.48 260.64 20.48
SPECBIN: 5004.98 5014.87 0.13 260.76 20.62 260.76 20.62
SPECBIN: 5014.87 5024.76 0.13 260.79 20.71 260.79 20.71
SPECBIN: 5024.76 5034.97 0.13 260.72 20.69 260.72 20.69
SPECBIN: 5034.97 5045.19 0.13 260.65 20.67 260.65 20.67
SPECBIN: 5045.19 5055.08 0.13 260.57 20.65 260.57 20.65
SPECBIN: 5055.08 5064.97 0.13 260.49 20.63 260.49 20.63
SPECBIN: 5064.97 5074.85 0.13 260.41 20.61 260.41 20.61
SPECBIN: 5074.85 5084.74 0.13 260.35 20.57 260.35 20.57
SPECBIN: 5084.74 5094.96 0.13 260.27 20.52 260.27 20.52
SPECBIN: 5094.96 5105.18 0.13 260.19 20.49 260.19 20.49
SPECBIN: 5105.18 5115.06 0.13 260.14 20.54 260.14 20.54
SPECBIN: 5115.06 5124.95 0.13 260.11 20.52 260.11 20.52
SPECBIN: 5124.95 5134.84 0.13 260.06 20.51 260.06 20.51
SPECBIN: 5134.84 5144.73 0.13 260.02 20.49 260.02 20.49
SPECBIN: 5144.73 5154.94 0.13 259.97 20.48 259.97 20.48
SPECBIN: 5154.94 5165.16 0.13 259.93 20.46 259.93 20.46
SPECBIN: 5165.16 5175.05 0.13 259.89 20.44 259.89 20.44
SPECBIN: 5175.05 5184.94 0.13 259.85 20.43 259.85 20.43
SPECBIN: 5184.94 5194.82 0.13 259.73 20.13 259.73 20.13
SPECBIN: 5194.82 5205.04 0.13 259.22 18.80 259.22 18.80
SPECBIN: 5205.04 5215.26 0.13 259.06 18.32 259.06 18.32
SPECBIN: 5215.26 5225.15 0.13 259.58 20.14 259.58 20.14
SPECBIN: 5225.15 5235.03 0.13 259.48 20.02 259.48 20.02
SPECBIN: 5235.03 5244.92 0.13 259.41 19.99 259.41 19.99
SPECBIN: 5244.92 5254.81 0.13 259.34 20.03 259.34 20.03
SPECBIN: 5254.81 5265.03 0.13 259.12 19.38 259.12 19.38
SPECBIN: 5265.03 5275.24 0.13 259.23 20.09 259.23 20.09
SPECBIN: 5275.24 5285.13 0.13 259.10 19.84 259.10 19.84
SPECBIN: 5285.13 5295.02 0.13 259.11 20.23 259.11 20.23
SPECBIN: 5295.02 5304.91 0.13 259.00 19.99 259.00 19.99
SPECBIN: 5304.91 5314.79 0.13 258.87 19.80 258.87 19.80
SPECBIN: 5314.79 5325.01 0.13 258.76 19.79 258.76 19.79
SPECBIN: 5325.01 5335.23 0.13 258.65 19.75 258.65 19.75
SPECBIN: 5335.23 5345.12 0.13 258.43 19.40 258.43 19.40
SPECBIN: 5345.12 5355.00 0.13 258.48 20.00 258.48 20.00
SPECBIN: 5355.00 5364.89 0.13 258.32 19.75 258.32 19.75
SPECBIN: 5364.89 5374.78 0.13 258.29 20.06 258.29 20.06
SPECBIN: 5374.78 5385.00 0.13 258.18 20.04 258.18 20.04
SPECBIN: 5385.00 5395.21 0.13 258.07 20.02 258.07 20.02
SPECBIN: 5395.21 5405.10 0.13 257.96 20.00 257.96 20.00
SPECBIN: 5405.10 5414.99 0.14 257.81 19.98 257.81 19.98
SPECBIN: 5414.99 5424.88 0.14 257.63 19.95 257.63 19.95
SPECBIN: 5424.88 5434.77 0.14 257.43 19.92 257.43 19.92
SPECBIN: 5434.77 5444.98 0.14 257.25 19.89 257.25 19.89
SPECBIN: 5444.98 5455.20 0.14 257.07 19.87 257.07 19.87
SPECBIN: 5455.20 5465.09 0.14 256.88 19.84 256.88 19.84
SPECBIN: 5465.09 5474.98 0.14 256.70 19.81 256.70 19.81
SPECBIN: 5474.98 5484.86 0.14 256.52 19.79 256.52 19.79
SPECBIN: 5484.86 5494.75 0.14 256.34 19.76 256.34 19.76
SPECBIN: 5494.75 5504.97 0.14 256.16 19.73 256.16 19.73
SPECBIN: 5504.97 5515.19 0.14 255.97 19.62 255.97 19.62
SPECBIN: 5515.19 5525.07 0.14 255.83 19.68 255.83 19.68
SPECBIN: 5525.07 5534.96 0.14 255.67 19.66 255.67 19.66
SPECBIN: 5534.96 5544.85 0.14 255.52 19.63 255.52 19.63
SPECBIN: 5544.85 5554.74 0.14 255.17 18.78 255.17 18.78
SPECBIN: 5554.74 5564.95 0.14 255.19 19.45 255.19 19.45
SPECBIN: 5564.95 5575.17 0.14 254.90 18.91 254.90 18.91
SPECBIN: 5575.17 5585.06 0.14 211.60 12.37 211.60 12.37
SPECBIN: 5585.06 5594.95 0.14 247.60 16.93 247.60 16.93
SPECBIN: 5594.95 5604.83 0.14 254.46 18.92 254.46 18.92
SPECBIN: 5604.83 5614.72 0.14 254.23 18.73 254.23 18.73
SPECBIN: 5614.72 5624.94 0.14 254.15 19.23 254.15 19.23
SPECBIN: 5624.94 5635.16 0.14 253.78 18.70 253.78 18.70
SPECBIN: 5635.16 5645.04 0.14 253.72 19.31 253.72 19.31
SPECBIN: 5645.04 5654.93 0.14 253.36 18.73 253.36 18.73
SPECBIN: 5654.93 5664.82 0.14 253.28 19.28 253.28 19.28
SPECBIN: 5664.82 5675.04 0.14 252.95 18.85 252.95 18.85
SPECBIN: 5675.04 5685.25 0.14 252.76 18.96 252.76 18.96
SPECBIN: 5685.25 5695.14 0.14 252.59 19.15 252.59 19.15
SPECBIN: 5695.14 5705.03 0.14 252.29 18.85 252.29 18.85
SPECBIN: 5705.03 5714.92 0.14 252.11 19.04 252.11 19.04
SPECBIN: 5714.92 5724.80 0.14 251.89 18.99 251.89 18.99
SPECBIN: 5724.80 5735.02 0.14 251.67 18.93 251.67 18.93
SPECBIN: 5735.02 5745.24 0.14 251.42 18.85 251.42 18.85
SPECBIN: 5745.24 5755.13 0.14 251.18 18.77 251.18 18.77
SPECBIN: 5755.13 5765.01 0.14 250.96 18.69 250.96 18.69
SPECBIN: 5765.01 5774.90 0.14 250.72 18.59 250.72 18.59
SPECBIN: 5774.90 5784.79 0.14 250.49 18.49 250.49 18.49
SPECBIN: 5784.79 5795.01 0.14 250.26 18.38 250.26 18.38
SPECBIN: 5795.01 5805.22 0.14 250.01 18.26 250.01 18.26
SPECBIN: 5805.22 5815.11 0.15 249.72 18.12 249.72 18.12
SPECBIN: 5815.11 5825.00 0.15 249.42 17.98 249.42 17.98
SPECBIN: 5825.00 5834.89 0.15 249.10 17.83 249.10 17.83
SPECBIN: 5834.89 5844.78 0.15 248.79 17.68 248.79 17.68
SPECBIN: 5844.78 5854.99 0.15 248.48 17.53 248.48 17.53
SPECBIN: 5854.99 5865.21 0.15 248.15 17.37 248.15 17.37
SPECBIN: 5865.21 5875.10 0.15 247.24 15.78 247.24 15.78
SPECBIN: 5875.10 5884.99 0.15 247.18 16.16 247.18 16.16
SPECBIN: 5884.99 5894.87 0.15 246.74 16.05 246.74 16.05
SPECBIN: 5894.87 5904.76 0.15 241.07 10.69 241.07 10.69
SPECBIN: 5904.76 5914.98 0.15 244.90 16.00 244.90 16.00
SPECBIN: 5914.98 5925.20 0.15 244.37 15.57 244.37 15.57
SPECBIN: 5925.20 5935.08 0.15 244.91 15.94 244.91 15.94
SPECBIN: 5935.08 5944.97 0.15 243.67 15.19 243.67 15.19
SPECBIN: 5944.97 5954.86 0.15 244.16 15.90 244.16 15.90
SPECBIN: 5954.86 5964.75 0.15 243.26 15.02 243.26 15.02
SPECBIN: 5964.75 5974.96 0.15 243.01 16.30 243.01 16.30
SPECBIN: 5974.96 5985.18 0.15 243.14 15.42 243.14 15.42
SPECBIN: 5985.18 5995.07 0.15 243.06 16.39 243.06 16.39
SPECBIN: 5995.07 6004.96 0.15 242.81 16.29 242.81 16.29
SPECBIN: 6004.96 6014.84 0.15 242.51 16.01 242.51 16.01
SPECBIN: 6014.84 6024.73 0.15 242.58 16.65 242.58 16.65
SPECBIN: 6024.73 6034.95 0.15 242.37 16.64 242.37 16.64
SPECBIN: 6034.95 6045.17 0.15 241.94 16.36 241.94 16.36
SPECBIN: 6045.17 6055.05 0.15 241.76 16.91 241.76 16.91
SPECBIN: 6055.05 6064.94 0.15 241.42 16.99 241.42 16.99
SPECBIN: 6064.94 6074.83 0.15 241.02 16.89 241.02 16.89
SPECBIN: 6074.83 6085.05 0.15 240.72 17.09 240.72 17.09
SPECBIN: 6085.05 6095.26 0.15 240.38 17.20 240.38 17.20
SPECBIN: 6095.26 6105.15 0.15 240.02 17.23 240.02 17.23
SPECBIN: 6105.15 6115.04 0.15 239.52 16.88 239.52 16.88
SPECBIN: 6115.04 6124.93 0.15 239.21 17.32 239.21 17.32
SPECBIN: 6124.93 6134.81 0.15 238.78 17.34 238.78 17.34
SPECBIN: 6134.81 6145.03 0.15 238.27 17.09 238.27 17.09
SPECBIN: 6145.03 6155.25 0.15 237.60 16.38 237.60 16.38
SPECBIN: 6155.25 6165.14 0.15 237.27 16.74 237.27 16.74
SPECBIN: 6165.14 6175.02 0.15 236.97 17.22 236.97 17.22
SPECBIN: 6175.02 6184.91 0.15 236.15 16.02 236.15 16.02
SPECBIN: 6184.91 6194.80 0.15 236.02 16.94 236.02 16.94
SPECBIN: 6194.80 6205.02 0.15 235.59 16.97 235.59 16.97
SPECBIN: 6205.02 6215.23 0.16 234.28 16.49 234.28 16.49
SPECBIN: 6215.23 6225.12 0.16 232.48 16.71 232.48 16.71
SPECBIN: 6225.12 6235.01 0.16 230.43 16.06 230.43 16.06
SPECBIN: 6235.01 6244.90 0.16 227.69 14.20 227.69 14.20
SPECBIN: 6244.90 6254.79 0.16 226.28 14.61 226.28 14.61
SPECBIN: 6254.79 6265.00 0.16 224.47 15.23 224.47 15.23
SPECBIN: 6265.00 6275.22 0.16 222.12 13.87 222.12 13.87
SPECBIN: 6275.22 6285.11 0.16 220.88 15.69 220.88 15.69
SPECBIN: 6285.11 6295.00 0.16 218.25 14.52 218.25 14.52
SPECBIN: 6295.00 6304.93 0.16 211.49 13.73 211.49 13.73
SPECBIN: 6304.93 6315.03 0.16 103.56 4.19 103.56 4.19
SPECBIN: 6315.03 6325.13 0.16 144.19 9.57 144.19 9.57
SPECBIN: 6325.13 6335.24 0.16 152.30 9.85 152.30 9.85
SPECBIN: 6335.24 6345.16 0.16 154.48 9.49 154.48 9.49
SPECBIN: 6345.16 6355.08 0.16 158.54 10.67 158.54 10.67
SPECBIN: 6355.08 6365.00 0.16 160.89 10.16 160.89 10.16
SPECBIN: 6365.00 6374.92 0.16 153.30 7.21 153.30 7.21
SPECBIN: 6374.92 6385.02 0.16 164.89 11.42 164.89 11.42
SPECBIN: 6385.02 6395.13 0.16 165.92 10.84 165.92 10.84
SPECBIN: 6395.13 6405.05 0.16 166.68 11.58 166.68 11.58
SPECBIN: 6405.05 6414.97 0.16 167.13 11.63 167.13 11.63
SPECBIN: 6414.97 6424.89 0.16 167.10 11.31 167.10 11.31
SPECBIN: 6424.89 6434.81 0.16 166.59 11.24 166.59 11.24
SPECBIN: 6434.81 6444.91 0.16 165.61 11.47 165.61 11.47
SPECBIN: 6444.91 6455.01 0.16 162.19 11.18 162.19 11.18
SPECBIN: 6455.01 6464.94 0.16 160.99 10.77 160.99 10.77
SPECBIN: 6464.94 6474.86 0.16 157.27 9.55 157.27 9.55
SPECBIN: 6474.86 6484.77 0.16 152.79 9.39 152.79 9.39
SPECBIN: 6484.77 6494.69 0.16 146.52 9.70 146.52 9.70
SPECBIN: 6494.69 6504.61 0.16 135.00 8.52 135.00 8.52
SPECBIN: 6504.61 6514.99 0.16 259.62 15.04 259.62 15.04
SPECBIN: 6514.99 6525.37 0.16 264.05 18.58 264.05 18.58
SPECBIN: 6525.37 6535.33 0.16 267.17 18.39 267.17 18.39
SPECBIN: 6535.33 6545.28 0.16 267.33 16.77 267.33 16.77
SPECBIN: 6545.28 6555.24 0.16 271.30 17.86 271.30 17.86
SPECBIN: 6555.24 6565.21 0.16 272.78 16.63 272.78 16.63
SPECBIN: 6565.21 6575.18 0.16 275.61 17.93 275.61 17.93
SPECBIN: 6575.18 6585.13 0.16 277.18 17.16 277.18 17.16
SPECBIN: 6585.13 6595.10 0.16 280.39 18.82 280.39 18.82
SPECBIN: 6595.10 6605.06 0.16 282.98 19.71 282.98 19.71
SPECBIN: 6605.06 6615.01 0.17 284.19 18.89 284.19 18.89
SPECBIN: 6615.01 6624.98 0.17 285.31 20.57 285.31 20.57
SPECBIN: 6624.98 6634.93 0.17 285.52 20.13 285.52 20.13
SPECBIN: 6634.93 6644.90 0.17 285.72 19.57 285.72 19.57
SPECBIN: 6644.90 6654.85 0.17 286.41 20.62 286.41 20.62
SPECBIN: 6654.85 6664.81 0.17 286.73 20.48 286.73 20.48
SPECBIN: 6664.81 6674.78 0.17 286.83 19.67 286.83 19.67
SPECBIN: 6674.78 6684.74 0.17 287.44 20.48 287.44 20.48
SPECBIN: 6684.74 6694.70 0.17 287.85 20.69 287.85 20.69
SPECBIN: 6694.70 6704.66 0.17 288.20 20.65 288.20 20.65
SPECBIN: 6704.66 6714.62 0.17 288.03 19.81 288.03 19.81
SPECBIN: 6714.62 6725.00 0.17 287.86 20.02 287.86 20.02
SPECBIN: 6725.00 6735.38 0.17 287.57 19.91 287.57 19.91
SPECBIN: 6735.38 6745.33 0.17 287.44 20.31 287.44 20.31
SPECBIN: 6745.33 6755.30 0.17 286.96 19.49 286.96 19.49
SPECBIN: 6755.30 6765.26 0.17 287.03 20.53 287.03 20.53
SPECBIN: 6765.26 6775.22 0.17 286.78 20.49 286.78 20.49
SPECBIN: 6775.22 6785.19 0.17 286.53 20.44 286.53 20.44
SPECBIN: 6785.19 6795.15 0.17 286.18 20.03 286.18 20.03
SPECBIN: 6795.15 6805.10 0.17 286.01 20.26 286.01 20.26
SPECBIN: 6805.10 6815.07 0.17 285.96 20.30 285.96 20.30
SPECBIN: 6815.07 6825.02 0.17 286.08 20.36 286.08 20.36
SPECBIN: 6825.02 6834.99 0.17 285.34 18.66 285.34 18.66
SPECBIN: 6834.99 6844.94 0.17 281.84 13.28 281.84 13.28
SPECBIN: 6844.94 6854.90 0.17 285.77 18.64 285.77 18.64
SPECBIN: 6854.90 6864.86 0.17 286.37 19.93 286.37 19.93
SPECBIN: 6864.86 6874.83 0.17 281.25 14.45 281.25 14.45
SPECBIN: 6874.83 6884.79 0.17 286.17 18.87 286.17 18.87
SPECBIN: 6884.79 6894.75 0.17 277.16 17.38 277.16 17.38
SPECBIN: 6894.75 6904.72 0.17 243.63 14.97 243.63 14.97
SPECBIN: 6904.72 6914.68 0.17 271.79 16.84 271.79 16.84
SPECBIN: 6914.68 6924.63 0.17 265.60 16.28 265.60 16.28
SPECBIN: 6924.63 6935.01 0.17 270.21 15.11 270.21 15.11
SPECBIN: 6935.01 6945.39 0.17 277.21 18.68 277.21 18.68
SPECBIN: 6945.39 6955.34 0.17 278.77 16.32 278.77 16.32
SPECBIN: 6955.34 6965.30 0.17 278.17 15.65 278.17 15.65
SPECBIN: 6965.30 6975.27 0.17 279.53 18.33 279.53 18.33
SPECBIN: 6975.27 6985.23 0.17 280.08 16.52 280.08 16.52
SPECBIN: 6985.23 6995.19 0.17 281.94 17.56 281.94 17.56
SPECBIN: 6995.19 7005.15 0.17 283.75 18.88 283.75 18.88
SPECBIN: 7005.15 7015.11 0.18 282.38 18.05 282.38 18.05
SPECBIN: 7015.11 7025.08 0.18 281.63 18.14 281.63 18.14
SPECBIN: 7025.08 7035.03 0.18 282.89 19.91 282.89 19.91
SPECBIN: 7035.03 7044.99 0.18 283.33 19.79 283.33 19.79
SPECBIN: 7044.99 7054.95 0.18 282.75 17.75 282.75 17.75
SPECBIN: 7054.95 7064.92 0.18 284.66 17.78 284.66 17.78
SPECBIN: 7064.92 7074.88 0.18 285.04 18.47 285.04 18.47
SPECBIN: 7074.88 7084.83 0.18 285.14 18.56 285.14 18.56
SPECBIN: 7084.83 7094.80 0.18 285.86 18.29 285.86 18.29
SPECBIN: 7094.80 7104.76 0.18 286.64 18.45 286.64 18.45
SPECBIN: 7104.76 7114.72 0.18 287.28 19.44 287.28 19.44
SPECBIN: 7114.72 7124.69 0.18 287.61 19.52 287.61 19.52
SPECBIN: 7124.69 7134.65 0.18 287.61 19.41 287.61 19.41
SPECBIN: 7134.65 7144.61 0.18 287.80 18.93 287.80 18.93
SPECBIN: 7144.61 7154.98 0.18 287.36 17.67 287.36 17.67
SPECBIN: 7154.98 7165.36 0.18 287.83 18.97 287.83 18.97
SPECBIN: 7165.36 7175.32 0.18 287.58 18.61 287.58 18.61
SPECBIN: 7175.32 7185.28 0.18 287.23 18.53 287.23 18.53
SPECBIN: 7185.28 7195.23 0.18 284.38 18.65 284.38 18.65
SPECBIN: 7195.23 7205.20 0.18 275.24 18.67 275.24 18.67
SPECBIN: 7205.20 7215.17 0.18 270.96 17.97 270.96 17.97
SPECBIN: 7215.17 7225.12 0.18 273.93 18.98 273.93 18.98
SPECBIN: 7225.12 7235.09 0.18 272.49 17.88 272.49 17.88
SPECBIN: 7235.09 7245.05 0.18 283.39 17.07 283.39 17.07
SPECBIN: 7245.05 7255.01 0.18 267.19 7.55 267.19 7.55
SPECBIN: 7255.01 7264.96 0.18 274.12 14.57 274.12 14.57
SPECBIN: 7264.96 7274.92 0.18 274.92 17.37 274.92 17.37
SPECBIN: 7274.92 7284.89 0.18 262.22 11.49 262.22 11.49
SPECBIN: 7284.89 7294.84 0.18 271.24 11.74 271.24 11.74
SPECBIN: 7294.84 7304.81 0.18 274.07 15.56 274.07 15.56
SPECBIN: 7304.81 7314.77 0.18 279.12 15.36 279.12 15.36
SPECBIN: 7314.77 7324.74 0.18 267.22 12.61 267.22 12.61
SPECBIN: 7324.74 7334.70 0.18 277.27 17.17 277.27 17.17
SPECBIN: 7334.70 7344.65 0.18 275.60 14.90 275.60 14.90
SPECBIN: 7344.65 7354.61 0.18 268.60 11.49 268.60 11.49
SPECBIN: 7354.61 7364.99 0.18 281.95 16.35 281.95 16.35
SPECBIN: 7364.99 7375.37 0.18 278.98 13.13 278.98 13.13
SPECBIN: 7375.37 7385.32 0.18 274.15 13.43 274.15 13.43
SPECBIN: 7385.32 7395.28 0.18 282.96 18.18 282.96 18.18
SPECBIN: 7395.28 7405.24 0.18 281.72 15.45 281.72 15.45
SPECBIN: 7405.24 7415.21 0.19 278.67 14.15 278.67 14.15
SPECBIN: 7415.21 7425.18 0.19 282.98 18.23 282.98 18.23
SPECBIN: 7425.18 7435.14 0.19 283.46 18.39 283.46 18.39
SPECBIN: 7435.14 7445.10 0.19 279.43 14.31 279.43 14.31
SPECBIN: 7445.10 7455.05 0.19 280.98 16.62 280.98 16.62
