INSTRUMENT: MYSPECDEVICE
MAGREF_LIST: 7.0 22.0 #used to define SNR1 and SNR2
TEXPOSE_LIST: 30 1920 7680 30720 #seconds

#     LAM LAM LAM
		#     MIN MAX RES SNR1 SNR2
SPECBIN: 2975.27 2985.27 0.10 9.579 0.010 76.631 0.077 153.261 0.153 306.522 0.307
SPECBIN: 2985.27 2995.27 0.10 9.628 0.010 77.023 0.077 154.045 0.154 308.090 0.308
SPECBIN: 2995.27 3005.27 0.10 9.677 0.010 77.415 0.077 154.829 0.155 309.658 0.310
SPECBIN: 3005.27 3015.27 0.10 9.726 0.010 77.807 0.078 155.613 0.156 311.226 0.311
SPECBIN: 3015.27 3025.27 0.10 9.775 0.010 78.199 0.078 156.397 0.156 312.794 0.313
SPECBIN: 3025.27 3035.27 0.10 9.824 0.010 78.591 0.079 157.181 0.157 314.362 0.314
SPECBIN: 3035.27 3045.27 0.10 9.873 0.010 78.983 0.079 157.965 0.158 315.930 0.316
SPECBIN: 3045.27 3055.27 0.10 9.922 0.010 79.375 0.079 158.749 0.159 317.498 0.317
SPECBIN: 3055.27 3065.27 0.10 9.971 0.010 79.767 0.080 159.533 0.160 319.066 0.319
SPECBIN: 3065.27 3075.27 0.10 10.020 0.010 80.159 0.080 160.317 0.160 320.634 0.321
SPECBIN: 3075.27 3085.27 0.10 10.069 0.010 80.551 0.081 161.101 0.161 322.202 0.322
SPECBIN: 3085.27 3095.27 0.10 10.118 0.010 80.943 0.081 161.885 0.162 323.770 0.324
SPECBIN: 3095.27 3105.27 0.10 10.167 0.010 81.335 0.081 162.669 0.163 325.338 0.325
SPECBIN: 3105.27 3115.27 0.10 10.216 0.010 81.727 0.082 163.453 0.163 326.906 0.327
SPECBIN: 3115.27 3125.27 0.10 10.265 0.010 82.119 0.082 164.237 0.164 328.474 0.328
SPECBIN: 3125.27 3135.27 0.10 10.314 0.010 82.511 0.083 165.021 0.165 330.042 0.330
SPECBIN: 3135.27 3145.27 0.10 10.363 0.010 82.903 0.083 165.805 0.166 331.610 0.332
SPECBIN: 3145.27 3155.27 0.10 10.412 0.010 83.295 0.083 166.589 0.167 333.178 0.333
SPECBIN: 3155.27 3165.27 0.10 10.461 0.010 83.687 0.084 167.373 0.167 334.746 0.335
SPECBIN: 3165.27 3175.27 0.10 10.510 0.011 84.079 0.084 168.157 0.168 336.314 0.336
SPECBIN: 3175.27 3185.27 0.10 10.559 0.011 84.471 0.084 168.941 0.169 337.882 0.338
SPECBIN: 3185.27 3195.27 0.10 10.608 0.011 84.863 0.085 169.725 0.170 339.450 0.339
SPECBIN: 3195.27 3205.27 0.10 10.657 0.011 85.255 0.085 170.509 0.171 341.018 0.341
SPECBIN: 3205.27 3215.27 0.10 10.706 0.011 85.647 0.086 171.293 0.171 342.586 0.343
SPECBIN: 3215.27 3225.27 0.10 10.755 0.011 86.039 0.086 172.077 0.172 344.154 0.344
SPECBIN: 3225.27 3235.27 0.10 10.804 0.011 86.431 0.086 172.861 0.173 345.722 0.346
SPECBIN: 3235.27 3245.27 0.10 10.853 0.011 86.823 0.087 173.645 0.174 347.290 0.347
SPECBIN: 3245.27 3255.27 0.10 10.902 0.011 87.215 0.087 174.429 0.174 348.858 0.349
SPECBIN: 3255.27 3265.27 0.10 10.951 0.011 87.607 0.088 175.213 0.175 350.426 0.350
SPECBIN: 3265.27 3275.27 0.10 11.000 0.011 87.999 0.088 175.997 0.176 351.994 0.352
SPECBIN: 3275.27 3285.27 0.10 11.049 0.011 88.391 0.088 176.781 0.177 353.562 0.354
SPECBIN: 3285.27 3295.27 0.10 11.098 0.011 88.783 0.089 177.565 0.178 355.130 0.355
SPECBIN: 3295.27 3305.27 0.10 11.147 0.011 89.175 0.089 178.349 0.178 356.698 0.357
SPECBIN: 3305.27 3315.27 0.10 11.196 0.011 89.567 0.090 179.133 0.179 358.266 0.358
SPECBIN: 3315.27 3325.27 0.10 11.245 0.011 89.959 0.090 179.917 0.180 359.834 0.360
SPECBIN: 3325.27 3335.27 0.10 11.294 0.011 90.351 0.090 180.701 0.181 361.402 0.361
SPECBIN: 3335.27 3345.27 0.10 11.343 0.011 90.743 0.091 181.485 0.181 362.970 0.363
SPECBIN: 3345.27 3355.27 0.10 11.392 0.011 91.135 0.091 182.269 0.182 364.538 0.365
SPECBIN: 3355.27 3365.27 0.10 11.441 0.011 91.527 0.092 183.053 0.183 366.106 0.366
SPECBIN: 3365.27 3375.27 0.10 11.490 0.011 91.919 0.092 183.837 0.184 367.674 0.368
SPECBIN: 3375.27 3385.27 0.10 11.539 0.012 92.311 0.092 184.621 0.185 369.242 0.369
SPECBIN: 3385.27 3395.27 0.10 11.588 0.012 92.703 0.093 185.405 0.185 370.810 0.371
SPECBIN: 3395.27 3405.27 0.10 11.637 0.012 93.095 0.093 186.189 0.186 372.378 0.372
SPECBIN: 3405.27 3415.27 0.10 11.686 0.012 93.487 0.093 186.973 0.187 373.946 0.374
SPECBIN: 3415.27 3425.27 0.10 11.735 0.012 93.879 0.094 187.757 0.188 375.514 0.376
SPECBIN: 3425.27 3435.27 0.10 11.784 0.012 94.271 0.094 188.541 0.189 377.082 0.377
