Parameter Name                 Value
m0                             -2.420480e+02
m0                             -2.154240e+02
m0                             1.380363e+03
m0                             7.742894e+02
m0                             1.145923e+03
m0                             -1.855944e+03
m0                             8.033211e+01
m0                             -1.191677e+02
m0                             -4.520811e+02
m0                             -5.246152e+02
m0                             3.896164e+02
m0                             -1.486934e+01
m0                             -1.480887e+03
m0                             1.787298e+03
m0                             5.206869e+03
m0                             -4.450786e+03
m0                             -1.352287e+04
m0                             -8.313847e+03
m0                             7.276422e+03
m0                             1.569421e+04
m0                             6.773940e+03
m0                             -6.458150e+03
m0                             -1.006581e+04
m0                             -1.004471e+04
m0                             -7.722606e+03
m0                             9.032601e+03
m0                             2.272631e+04
m0                             -2.906406e+03
m0                             -9.936128e+03
m0                             2.690239e+03
m0                             1.568962e+03
m0                             -4.948976e+03
m0                             -5.863050e+03
m0                             -3.742964e+01
m0                             3.519937e+03
m0                             4.433656e+03
m0                             8.938071e+03
m0                             4.865960e+03
m0                             -6.086157e+03
m0                             -4.316370e+03
m0                             2.229912e+03
m0                             4.009245e+03
m0                             -7.218310e+01
m0                             -5.339078e+03
m0                             -7.295448e+03
m0                             -7.588521e+03
m0                             -6.920237e+03
m0                             -1.247005e+03
m0                             5.275166e+03
m0                             8.679213e+03
m0                             6.179529e+03
m0                             -2.412932e+03
m0                             -2.390857e+02
m0                             1.129376e+04
m0                             3.475108e+03
m0                             -9.219035e+03
m0                             -2.295825e+03
m0                             1.785717e+03
m0                             1.152407e+03
m0                             3.306759e+02
m0                             -4.723786e+02
m0                             -6.669962e+02
m0                             -9.630046e+02
m0                             -6.512523e+02
m0                             -9.750153e+02
m0                             -9.821565e+02
m0                             -5.944554e+02
m0                             -5.047598e+02
m0                             -6.392620e+02
m0                             7.414596e+01
m0                             1.578947e+03
m0                             6.003901e+03
m0                             2.954630e+03
m0                             -9.521041e+02
m0                             -2.071268e+03
m0                             -2.241034e+03
m0                             -1.495247e+03
m0                             -4.562053e+02
m0                             -3.966139e+01
m0                             7.633249e+01
m0                             7.367239e+01
m0                             2.449570e+01
m0                             4.843133e+01
m0                             3.403079e+01
m0                             6.235050e+01
m0                             6.122553e+01
m0                             3.701293e+01
m0                             8.130809e+01
m0                             4.704032e+01
m0                             5.442821e+01
m0                             6.310177e+01
m0                             4.447754e+01
m0                             1.127241e+02
m0                             1.201192e+02
m0                             8.985138e+01
m0                             9.150382e+01
m0                             1.513589e+01
m0                             4.440780e+00
m0                             -4.968903e-01
m0                             5.277696e+00
m0                             -8.429841e+00
m0                             3.899521e+00
m0                             1.249175e+01
m0                             -1.291142e+01
m0                             -6.797334e-01
m0                             -2.057013e+01
m0                             4.931855e+02
m0                             9.144916e+03
m0                             1.569896e+04
m0                             -3.302176e+04
m0                             1.132332e+03
m0                             1.366484e+04
m0                             6.548214e+03
m0                             -2.393484e+04
m0                             1.350653e+04
m0                             1.665096e+04
m0                             -3.373941e+04
m0                             3.165435e+04
m0                             -3.604467e+04
m0                             2.069164e+04
m0                             2.351082e+04
m0                             -2.706137e+04
m0                             1.331821e+04
m0                             -1.463081e+04
m0                             1.554477e+04
m0                             -7.691688e+03
m0                             4.532795e+03
m0                             4.819184e+03
m0                             8.895178e+02
m0                             2.847760e+01
m0                             1.425475e+04
m0                             -1.837628e+04
m0                             1.488436e+04
m0                             1.712781e+03
m0                             3.486214e+03
m0                             2.501913e+03
m0                             -4.732732e+03
m0                             -2.451324e+03
m0                             1.541903e+04
m0                             -1.589845e+04
m0                             3.374899e+03
m0                             2.331906e+04
m0                             -2.314349e+03
m0                             -1.727065e+04
m0                             -1.468915e+04
m0                             2.420500e+04
m0                             -1.164352e+04
m0                             8.374198e+03
m0                             -1.133431e+04
m0                             6.895067e+03
m0                             2.630212e+03
m0                             -5.981647e+03
m0                             7.263165e+03
m0                             -7.849347e+03
m0                             2.346297e+03
m0                             -2.127618e+03
m0                             1.348851e+03
m0                             -1.614363e+03
m0                             -9.467732e+02
m0                             -3.819409e+03
m0                             -1.397473e+02
m0                             1.162275e+03
m0                             3.087476e+03
m0                             5.992442e+00
m0                             -2.739228e+03
m0                             1.210740e+03
m0                             -4.160793e+02
m0                             -1.051744e+03
m0                             2.514718e+03
m0                             -2.702839e+02
m0                             1.996947e+03
m0                             -1.050491e+03
m0                             -2.930867e+03
m0                             -1.743942e+03
m0                             -4.122961e+02
m0                             -6.619733e+01
m0                             -1.096117e+01
m0                             4.240612e+00
m0                             -1.118564e+00
m0                             4.397537e-01
m0                             1.318677e+00
m0                             8.746710e-01
m0                             1.742202e+00
m0                             1.968254e+00
m0                             1.434193e+00
m0                             2.154983e+00
m0                             1.197982e+00
m0                             3.359893e-01
m0                             1.768505e+00
m0                             5.753536e-01
m0                             3.713347e+00
m0                             -7.528191e-01
m0                             -1.642080e+00
m0                             6.198041e-01
m0                             -3.068581e+00
m0                             1.706717e+00
m0                             -1.104379e-01
m0                             -8.247708e-01
m0                             1.885322e+00
m0                             -2.962580e-01
m0                             6.511627e-01
m0                             7.373689e-01
m0                             7.385327e+03
m0                             1.332754e+04
m0                             7.066174e+02
m0                             -1.264736e+03
m0                             3.054426e+03
m0                             -4.062890e+03
m0                             2.445665e+03
m0                             1.537033e+03
m0                             -1.906354e+03
m0                             3.971679e+03
m0                             2.808747e+03
m0                             -3.150724e+02
m0                             8.036296e+03
m0                             2.619752e+02
m0                             3.260347e+03
m0                             6.390740e+03
m0                             3.391551e+03
m0                             4.934667e+03
m0                             4.096249e+03
m0                             3.920177e+03
m0                             3.209384e+03
m0                             2.021654e+03
m0                             1.854956e+03
m0                             1.428025e+02
m0                             4.756336e+02
m0                             2.127204e+02
m0                             -1.365570e+03
m0                             -2.766353e+02
m0                             -6.073484e+02
m0                             1.236676e+02
m0                             -1.344586e+03
m0                             1.320704e+03
m0                             -1.841332e+03
m0                             2.176779e+03
m0                             -2.213125e+03
m0                             1.461031e+03
m0                             1.837775e+03
m0                             -1.229005e+03
m0                             1.996667e+02
m0                             1.220740e+03
m0                             2.071034e+02
m0                             6.959363e+02
m0                             1.689208e+02
m0                             4.269328e+02
m0                             -2.917945e+02
m0                             3.249751e+02
m0                             -2.707980e+02
m0                             -1.344936e+02
m0                             -4.688626e+01
m0                             -7.357349e+02
m0                             6.261418e+02
m0                             -3.046075e+02
m0                             -2.691783e+02
m0                             -2.053724e+01
m0                             -1.305211e+02
m0                             -5.539271e+02
m0                             2.522468e+02
m0                             -1.107074e+03
m0                             1.393443e+03
m0                             -1.072913e+03
m0                             1.944640e+02
m0                             -2.416154e+02
m0                             3.026087e+02
m0                             -2.537488e+02
m0                             -2.522199e+02
m0                             1.428915e+03
m0                             -3.485701e+03
m0                             6.483861e+03
m0                             -7.490604e+03
m0                             -2.187433e+02
m0                             3.304810e+02
m0                             9.891911e+00
m0                             -3.152908e-01
m0                             -3.742057e-02
m0                             -5.666162e-02
m0                             1.446643e-02
m0                             1.457362e-01
m0                             -2.480233e-01
m0                             -7.560685e-02
m0                             2.337181e-01
m0                             -2.386566e-01
m0                             -1.165607e-01
m0                             -4.078712e-01
m0                             -1.820425e-01
m0                             -5.788403e-01
m0                             -5.386929e-02
m0                             -4.469274e+02
m0                             -4.464316e+02
m0                             -4.466065e+02
m0                             -4.464836e+02
m0                             -4.464009e+02
m0                             -4.465004e+02
m0                             -4.467313e+02
m0                             -4.465593e+02
m0                             -4.463352e+02
m0                             -4.431569e+02
m0                             2.837997e+04
m0                             -7.201468e+02
m0                             -3.940112e+02
m0                             -1.818229e+03
m0                             -5.153262e+03
m0                             -7.978970e+03
m0                             -1.090411e+04
m0                             -1.134087e+04
m0                             -1.064922e+04
m0                             -9.550728e+03
m0                             -7.145567e+03
m0                             -5.033137e+03
m0                             -2.657042e+03
m0                             -5.428610e+02
m0                             2.133406e+03
m0                             4.217700e+03
m0                             7.879707e+03
m0                             1.157631e+04
m0                             1.423353e+04
m0                             1.392623e+04
m0                             1.170167e+04
m0                             7.822798e+03
m0                             4.110092e+03
m0                             3.622277e+02
m0                             -2.896323e+03
m0                             -5.847382e+03
m0                             -7.520316e+03
m0                             -7.881593e+03
m0                             -7.110506e+03
m0                             -5.721054e+03
m0                             -4.101483e+03
m0                             -2.619503e+03
m0                             -9.894504e+02
m0                             -1.086336e+02
m0                             1.657710e+03
m0                             1.733072e+03
m0                             3.042961e+03
m0                             2.991414e+03
m0                             3.546641e+03
m0                             3.515246e+03
m0                             3.690487e+03
m0                             3.327906e+03
m0                             2.341933e+03
m0                             1.256834e+03
m0                             7.666926e+02
m0                             3.135255e+02
m0                             -3.494466e+02
m0                             -5.511773e+02
m0                             -5.532487e+02
m0                             -2.540266e+02
m0                             -2.728141e+02
m0                             -4.220954e+02
m0                             -4.561664e+02
m0                             -4.010299e+02
m0                             -4.122620e+02
m0                             -4.625564e+02
m0                             -4.851653e+02
m0                             -2.239262e+02
m0                             -3.387531e+01
m0                             2.790717e+02
m0                             5.107787e+02
m0                             2.811308e+02
m0                             1.938729e+02
m0                             -2.575415e+02
m0                             3.434034e+02
m0                             -8.948843e+02
m0                             1.589835e+03
m0                             -2.402178e+03
m0                             2.636345e+03
m0                             -3.279453e+02
m0                             -5.504016e+02
m0                             -4.468523e+02
m0                             -4.458516e+02
m0                             -4.464486e+02
m0                             -4.465890e+02
m0                             -4.465426e+02
