Parameter Name                 Value
m0                             1.215977894551572e-02
m0                             1.219049919666015e-02
m0                             1.266070453218777e-02
m0                             1.359247499544451e-02
m0                             1.439147256159530e-02
m0                             1.530142782608904e-02
m0                             1.643728989847643e-02
m0                             1.775713695584169e-02
m0                             1.930482657430398e-02
m0                             2.106619164751572e-02
m0                             2.326753235322081e-02
m0                             2.595516347258353e-02
m0                             2.831139375000657e-02
m0                             3.235529560454220e-02
m0                             3.475165716174845e-02
m0                             3.628285855296606e-02
m0                             3.798617309144445e-02
m0                             3.942301231855797e-02
m0                             3.762034209372703e-02
m0                             3.456898229892402e-02
m0                             1.639290442503765e-02
m0                             1.048102497439463e-02
m0                             6.274928115069102e-03
m0                             -3.099094251389435e-03
m0                             -1.483071587317912e-02
m0                             -2.811333261048760e-02
m0                             -7.162158716332336e-03
m0                             -6.898391792740816e-03
m0                             6.212291619539014e-03
m0                             9.760901904995021e-03
m0                             1.813162292056590e-02
m0                             1.976719384434023e-02
m0                             2.157502547331267e-02
m0                             2.373343856305080e-02
m0                             2.521497148457411e-02
m0                             3.110955265597668e-02
m0                             3.326899250344015e-02
m0                             3.306723406602148e-02
m0                             3.423460767019911e-02
m0                             2.334785579410415e-02
m0                             2.029691346295319e-02
m0                             1.262711284702160e-02
m0                             6.545925182421826e-03
m0                             3.111795571587021e-03
m0                             -2.199957875169157e-04
m0                             3.559619879028239e-04
m0                             -3.733736811860744e-03
m0                             -2.655865577367930e-03
m0                             -3.594895712328575e-03
m0                             -1.832911814559600e-03
m0                             -5.663558718420242e-03
m0                             -3.433863581550458e-03
m0                             -1.508942488446503e-03
m0                             2.199656825414897e-03
m0                             7.583431281864332e-03
m0                             9.626173284287873e-03
m0                             1.207350029705740e-02
m0                             1.259479636316303e-02
m0                             1.339543545295333e-02
m0                             1.454888681273147e-02
m0                             1.393852285202593e-02
m0                             1.474853992261824e-02
m0                             1.259693945517308e-02
m0                             1.200181814192104e-02
m0                             1.053996201906963e-02
m0                             6.479110854046425e-03
m0                             4.232099202809036e-03
m0                             2.958722188623145e-04
m0                             -1.379903168257775e-03
m0                             -1.612158484911692e-03
m0                             -1.149557700659035e-03
m0                             2.146248811326889e-03
m0                             3.164574024114886e-03
m0                             5.715881339104303e-03
m0                             7.315023016788284e-03
m0                             9.693463310794261e-03
m0                             1.125211258205637e-02
m0                             1.217392236382870e-02
m0                             1.247470772115506e-02
m0                             1.285861881676749e-02
m0                             1.280379526345694e-02
m0                             1.328236814030559e-02
m0                             1.220745657661367e-02
m0                             1.161423691215581e-02
m0                             1.045586573463530e-02
m0                             7.545912558120774e-03
m0                             6.024579212058815e-03
m0                             4.464866750718500e-03
m0                             3.402051076379599e-03
m0                             3.073406626489161e-03
m0                             3.062218913804522e-03
m0                             4.361276811623604e-03
m0                             5.559085896789806e-03
m0                             6.622049408241117e-03
m0                             7.444071061941798e-03
m0                             7.438600985298982e-03
m0                             7.019643705322168e-03
m0                             6.346311445449676e-03
m0                             6.084050831056583e-03
m0                             7.836294295770652e-03
m0                             7.937902131303336e-03
m0                             8.416919673303234e-03
m0                             8.378295043993260e-03
m0                             8.257596327194854e-03
m0                             7.985398204119061e-03
m0                             7.681271728346770e-03
m0                             7.251609557568846e-03
m0                             6.769842286091865e-03
m0                             6.228109009668914e-03
m0                             5.655771005469357e-03
m0                             5.087210957775549e-03
m0                             4.498371388008547e-03
m0                             3.928020869737045e-03
m0                             3.371886381912227e-03
m0                             2.853331098787599e-03
m0                             2.376430913983647e-03
m0                             1.982885029974782e-03
m0                             1.680793656828658e-03
m0                             1.437277501280237e-03
m0                             1.230938760479725e-03
m0                             1.052892041680832e-03
m0                             9.050851801137578e-04
m0                             7.771024088378392e-04
m0                             6.017584909068060e-04
m0                             5.268768942389268e-04
m0                             5.191301749399852e-04
m0                             1.216076921705475e-02
m0                             1.219107091619250e-02
m0                             1.266070854361457e-02
m0                             1.359404050330905e-02
m0                             1.439184905952375e-02
m0                             1.530341992219777e-02
m0                             1.643768371149042e-02
m0                             1.776092754620895e-02
m0                             1.930166714700499e-02
m0                             2.107761039301660e-02
m0                             2.322241519428235e-02
m0                             2.594901659201097e-02
m0                             2.846904240276835e-02
m0                             3.209872842569646e-02
m0                             3.454294667126313e-02
m0                             3.679890055659932e-02
m0                             3.772169816198239e-02
m0                             3.965687426121578e-02
m0                             3.729222258051006e-02
m0                             3.431535908184289e-02
m0                             1.713731403549779e-02
m0                             1.085741247461690e-02
m0                             7.164043838553064e-03
m0                             -4.145249678211565e-03
m0                             -1.383470633011811e-02
m0                             -2.877437466327581e-02
m0                             -1.717504356817133e-03
m0                             -5.477644374983112e-03
m0                             1.033848200512001e-02
m0                             1.192288103035638e-02
m0                             2.031490115323011e-02
m0                             2.017882888956016e-02
m0                             2.364664011791301e-02
m0                             2.457603042811358e-02
m0                             2.817359777584562e-02
m0                             3.296618483148326e-02
m0                             3.401668401513244e-02
m0                             3.541039756288626e-02
m0                             3.312550998803927e-02
m0                             2.393946617994100e-02
m0                             2.043717143170937e-02
m0                             1.299565817538203e-02
m0                             7.414302234535190e-03
m0                             2.832039853294027e-03
m0                             1.242305663855151e-03
m0                             -1.488695790297530e-04
m0                             -2.633324093823066e-03
m0                             -3.078900009718498e-03
m0                             -3.212168697080051e-03
m0                             -2.613181066420730e-03
m0                             -4.205369022103164e-03
m0                             -2.929847595580732e-03
m0                             -7.139196563765603e-04
m0                             3.106281264422630e-03
m0                             8.019644292261891e-03
m0                             1.068457950018365e-02
m0                             1.263941620107878e-02
m0                             1.256949436452604e-02
m0                             1.382664068087410e-02
m0                             1.448940332251838e-02
m0                             1.469484964537599e-02
m0                             1.399774690777734e-02
m0                             1.311167784102198e-02
m0                             1.157031430406223e-02
m0                             1.016152228148811e-02
m0                             7.893104527182325e-03
m0                             4.305820063968685e-03
m0                             1.829200984462913e-03
m0                             -6.211120963568248e-04
m0                             -6.578919734492555e-04
m0                             1.575618792740059e-04
m0                             2.627994318624749e-03
m0                             3.846891763655321e-03
m0                             6.645418254215068e-03
m0                             8.058561828154226e-03
m0                             1.030342132476350e-02
m0                             1.139932427937064e-02
m0                             1.205787505827934e-02
m0                             1.273929577508869e-02
m0                             1.277691043216490e-02
m0                             1.313997742906439e-02
m0                             1.326879947278074e-02
m0                             1.255594816204691e-02
m0                             1.174370190648833e-02
m0                             1.055147614984074e-02
m0                             7.742514639611327e-03
m0                             6.027480286013850e-03
m0                             4.684022055050689e-03
m0                             3.539453295662508e-03
m0                             3.289771537088737e-03
m0                             3.381938157063730e-03
m0                             4.617814767791892e-03
m0                             5.764493085175605e-03
m0                             6.769704634322533e-03
m0                             7.568408768899353e-03
m0                             7.453134733797865e-03
m0                             7.121298011262295e-03
m0                             6.348909986327735e-03
m0                             6.091710582499171e-03
m0                             7.861771498145079e-03
m0                             7.948164544610076e-03
m0                             8.424431775191751e-03
m0                             8.387585216615420e-03
m0                             8.266148089775056e-03
m0                             7.984759311730566e-03
m0                             7.684929031719744e-03
m0                             7.250716943852915e-03
m0                             6.768762065877964e-03
m0                             6.226053129449500e-03
m0                             5.647589388613856e-03
m0                             5.086429913353121e-03
m0                             4.489299810968124e-03
m0                             3.928839246336251e-03
m0                             3.369634621004916e-03
m0                             2.853238160348348e-03
m0                             2.373480260782044e-03
m0                             1.980155165983529e-03
m0                             1.681613005343804e-03
m0                             1.437065044607766e-03
m0                             1.231081484055575e-03
m0                             1.052863221709081e-03
m0                             9.053414408011082e-04
m0                             7.772095196401852e-04
m0                             6.019094914948643e-04
m0                             5.268249557344793e-04
m0                             5.193515882950517e-04
m0                             1.216124974740737e-02
m0                             1.219147254125991e-02
m0                             1.265635062371058e-02
m0                             1.359727646577946e-02
m0                             1.438942116242866e-02
m0                             1.530044842115268e-02
m0                             1.643745502063480e-02
m0                             1.774708562736143e-02
m0                             1.931976786555912e-02
m0                             2.102122816229799e-02
m0                             2.346249442095578e-02
m0                             2.594806837093244e-02
m0                             2.750922260987727e-02
m0                             3.366703412084004e-02
m0                             3.530543263316334e-02
m0                             3.422584348603774e-02
m0                             3.865381362461864e-02
m0                             3.842489359632812e-02
m0                             3.724050996037311e-02
m0                             3.595175326015559e-02
m0                             -1.524327287956095e-03
m0                             1.043958523498353e-02
m0                             -6.343162932135604e-04
m0                             4.915959237074663e-03
m0                             -2.790098269315047e-02
m0                             -4.252225179151267e-02
m0                             -2.410267748098865e-02
m0                             -1.809760381268360e-02
m0                             -1.315822831095417e-02
m0                             -3.104030481972192e-03
m0                             7.116736775313964e-03
m0                             2.102368182809883e-02
m0                             1.154291994652948e-02
m0                             2.198871936511651e-02
m0                             8.327008388519103e-03
m0                             2.166781439160391e-02
m0                             3.020162806902869e-02
m0                             2.120413498029693e-02
m0                             4.256414618096799e-02
m0                             1.933590268628493e-02
m0                             1.929114889760208e-02
m0                             8.054118076917943e-03
m0                             4.303216637951829e-04
m0                             -4.685324286455211e-03
m0                             -1.183145224229133e-02
m0                             -8.895720616773489e-04
m0                             -1.253562433036217e-02
m0                             -1.060470705397359e-03
m0                             -9.677688404989282e-03
m0                             -1.427743128534338e-03
m0                             -1.794468606491276e-02
m0                             -1.091474369972052e-02
m0                             -8.081437295784241e-03
m0                             -6.964567294975743e-03
m0                             5.162421618486943e-04
m0                             2.407687281146209e-03
m0                             9.403504682467402e-03
m0                             1.382137819912767e-02
m0                             1.069364331599986e-02
m0                             1.030221497776480e-02
m0                             9.929633797226625e-03
m0                             1.079903958288608e-02
m0                             1.023765762661923e-02
m0                             8.108356524061444e-03
