Parameter Name                 Value
m0                             3.936578666413033e-02
m0                             3.944106783071403e-02
m0                             4.074868852528898e-02
m0                             4.323131623390761e-02
m0                             4.540396087418880e-02
m0                             4.786891584204683e-02
m0                             5.095295934293755e-02
m0                             5.453622820085867e-02
m0                             5.873454282156997e-02
m0                             6.350997745356851e-02
m0                             6.947148995839762e-02
m0                             7.675609232816344e-02
m0                             8.310386440082806e-02
m0                             9.405611689663512e-02
m0                             1.005005911091337e-01
m0                             1.046280861049598e-01
m0                             1.091461252797354e-01
m0                             1.130182566492550e-01
m0                             1.080607975009135e-01
m0                             9.938228687198507e-02
m0                             4.454668273858819e-02
m0                             2.593079875730811e-02
m0                             1.420202737292726e-02
m0                             -1.229851414843759e-02
m0                             -4.484313061740853e-02
m0                             -8.271898582189828e-02
m0                             -2.590093291950864e-02
m0                             -2.544463819403977e-02
m0                             1.017216901791174e-02
m0                             1.997690668649602e-02
m0                             4.293877416786081e-02
m0                             4.738563270586142e-02
m0                             5.262964751065687e-02
m0                             5.883495235093426e-02
m0                             6.308898454097241e-02
m0                             7.928399193571560e-02
m0                             8.532752541902967e-02
m0                             8.514774896755069e-02
m0                             8.837450995907445e-02
m0                             5.924652398008652e-02
m0                             5.126406790993215e-02
m0                             3.074173937381535e-02
m0                             1.460226477842942e-02
m0                             5.489604917019011e-03
m0                             -3.408810279186612e-03
m0                             -1.532295174015944e-03
m0                             -1.278309173584080e-02
m0                             -9.819137403246268e-03
m0                             -1.213980687709508e-02
m0                             -7.282898260147786e-03
m0                             -1.790830949397984e-02
m0                             -1.227752301533383e-02
m0                             -7.035561041503079e-03
m0                             3.012872849708078e-03
m0                             1.743359567520312e-02
m0                             2.300871962141185e-02
m0                             2.988722145790275e-02
m0                             3.150735631276190e-02
m0                             3.411349685147309e-02
m0                             3.779814067317757e-02
m0                             3.652930474950646e-02
m0                             3.920102236391973e-02
m0                             3.348085440024310e-02
m0                             3.210183577570560e-02
m0                             2.802242248636884e-02
m0                             1.674832503890347e-02
m0                             1.055572539812492e-02
m0                             -2.991326687743701e-04
m0                             -4.898666140428143e-03
m0                             -5.522172556866920e-03
m0                             -4.163006475963406e-03
m0                             4.971049528889452e-03
m0                             7.902156806120634e-03
m0                             1.492553703406852e-02
m0                             1.938819092623546e-02
m0                             2.600832805643358e-02
m0                             3.037450452804295e-02
m0                             3.298457786727763e-02
m0                             3.390877660507176e-02
m0                             3.504441862190146e-02
m0                             3.497704406163748e-02
m0                             3.633906461458066e-02
m0                             3.338441675916164e-02
m0                             3.172349678634804e-02
m0                             2.847277271437443e-02
m0                             2.032581504449879e-02
m0                             1.608518522726575e-02
m0                             1.173634648123376e-02
m0                             8.780100943166530e-03
m0                             7.854475534257504e-03
m0                             7.816888715879100e-03
m0                             1.140161512157319e-02
m0                             1.472339020332486e-02
m0                             1.767597721818454e-02
m0                             1.996824518619578e-02
m0                             1.996300643972471e-02
m0                             1.881505980270787e-02
m0                             1.698228133560107e-02
m0                             1.628985510566097e-02
m0                             2.119024880725727e-02
m0                             2.150718586106607e-02
m0                             2.287591778378592e-02
m0                             2.280415002452384e-02
m0                             2.251115840259626e-02
m0                             2.179459875767860e-02
m0                             2.098011444957862e-02
m0                             1.981628758857723e-02
m0                             1.850650011004353e-02
m0                             1.703030320886802e-02
m0                             1.546861384873004e-02
m0                             1.391473004815535e-02
m0                             1.230409697364833e-02
m0                             1.074311635181896e-02
m0                             9.220291716043541e-03
m0                             7.800503639084958e-03
m0                             6.493971567979463e-03
m0                             5.414342168364032e-03
m0                             4.588130027391234e-03
m0                             3.922974637427809e-03
m0                             3.359824559521778e-03
m0                             2.874059930067792e-03
m0                             2.470920666677522e-03
m0                             2.121894173056335e-03
m0                             1.643994759848667e-03
m0                             1.439836376169371e-03
m0                             1.418719249170427e-03
m0                             3.936843522853203e-02
m0                             3.944270696792963e-02
m0                             4.074869022730670e-02
m0                             4.323556871144858e-02
m0                             4.540499806420260e-02
m0                             4.787449573926075e-02
m0                             5.095403742471144e-02
m0                             5.454679852466607e-02
m0                             5.872583397552665e-02
m0                             6.354147267742112e-02
m0                             6.934764203396912e-02
m0                             7.674212259209072e-02
m0                             8.352778790487714e-02
m0                             9.336421539322547e-02
m0                             9.992522839739405e-02
m0                             1.060386419809176e-01
m0                             1.084223130641625e-01
m0                             1.136539948938603e-01
m0                             1.071736982398352e-01
m0                             9.872757169059375e-02
m0                             4.677905978612441e-02
m0                             2.703179512594917e-02
m0                             1.679235046211142e-02
m0                             -1.511452615394460e-02
m0                             -4.185825100680054e-02
m0                             -8.462571391160678e-02
m0                             -1.056137201972259e-02
m0                             -2.163048385193708e-02
m0                             2.180561839984985e-02
m0                             2.594603244463205e-02
m0                             4.904552270970710e-02
m0                             4.867175280270081e-02
m0                             5.847446934498233e-02
m0                             6.131281842192886e-02
m0                             7.131126896880792e-02
m0                             8.463750342173186e-02
m0                             8.754061160198708e-02
m0                             9.170765411792574e-02
m0                             8.560642122348325e-02
m0                             6.090274017630407e-02
m0                             5.171913865777301e-02
m0                             3.185413581947151e-02
m0                             1.708943512010038e-02
m0                             4.881932961733898e-03
m0                             6.872444375663929e-04
m0                             -2.794607297919000e-03
m0                             -9.742650594187115e-03
m0                             -1.080674322841335e-02
m0                             -1.106585197208389e-02
m0                             -9.327483720956474e-03
m0                             -1.377453709962535e-02
m0                             -1.080389429343407e-02
m0                             -4.799994531793906e-03
m0                             5.587459279856058e-03
m0                             1.866386631110220e-02
m0                             2.606631592069943e-02
m0                             3.148057965125053e-02
m0                             3.154561440754998e-02
m0                             3.530242465392746e-02
m0                             3.775611412496141e-02
m0                             3.866127440100050e-02
m0                             3.726324294850326e-02
m0                             3.491651401721352e-02
m0                             3.106387337153367e-02
m0                             2.697937525184260e-02
m0                             2.079727965107707e-02
m0                             1.069827359758540e-02
m0                             4.095548817381005e-03
m0                             -2.793573830412028e-03
m0                             -2.773397482976508e-03
m0                             -5.188880707240104e-04
m0                             6.363563418872243e-03
m0                             9.829859004775319e-03
m0                             1.755095589136846e-02
m0                             2.149287318067789e-02
m0                             2.774466837371252e-02
m0                             3.080201254883837e-02
m0                             3.268186741502107e-02
m0                             3.463706977506663e-02
m0                             3.485783301896441e-02
m0                             3.590366141278952e-02
m0                             3.632071154173074e-02
m0                             3.434881176371411e-02
m0                             3.209643986832708e-02
m0                             2.874292287264274e-02
m0                             2.088272041191937e-02
m0                             1.610068144381291e-02
m0                             1.234786912362357e-02
m0                             9.163926627439950e-03
m0                             8.455225690109654e-03
m0                             8.704258775225298e-03
m0                             1.211421027056329e-02
m0                             1.529578233331473e-02
m0                             1.808879307217358e-02
m0                             2.031478554163454e-02
m0                             2.000731868433957e-02
m0                             1.909653776973221e-02
m0                             1.698976165114071e-02
m0                             1.631150632614365e-02
m0                             2.125947920299806e-02
m0                             2.153537878320047e-02
m0                             2.289633229489450e-02
m0                             2.282933850592995e-02
m0                             2.253440350522038e-02
m0                             2.179271625420235e-02
m0                             2.099006976839933e-02
m0                             1.981370545925467e-02
m0                             1.850348581288239e-02
m0                             1.702470036448843e-02
m0                             1.544633992981756e-02
m0                             1.391276557078312e-02
m0                             1.227946318888691e-02
m0                             1.074539759681602e-02
m0                             9.214229491341342e-03
m0                             7.800078015372849e-03
m0                             6.486117935304241e-03
m0                             5.406717499356439e-03
m0                             4.590477720200429e-03
m0                             3.922318710497360e-03
m0                             3.360261943007278e-03
m0                             2.873952952217955e-03
m0                             2.471636475220517e-03
m0                             2.122179739324677e-03
m0                             1.644414044016106e-03
m0                             1.439689183531325e-03
m0                             1.419324820529605e-03
m0                             3.936902100290617e-02
m0                             3.944537668667054e-02
m0                             4.073474697508832e-02
m0                             4.324576572667521e-02
m0                             4.539751700217304e-02
m0                             4.786577429357668e-02
m0                             5.095256664092807e-02
m0                             5.450782151592826e-02
m0                             5.877504361984361e-02
m0                             6.338583798154943e-02
m0                             7.000508241152396e-02
m0                             7.672889069043186e-02
m0                             8.092806666317939e-02
m0                             9.761821923694707e-02
m0                             1.020159561830896e-01
m0                             9.900612303089495e-02
m0                             1.109661476938188e-01
m0                             1.103084158769733e-01
m0                             1.070116008332984e-01
m0                             1.031281507789936e-01
m0                             -5.525260034043003e-03
m0                             2.558431963101609e-02
m0                             -5.466834021318008e-03
m0                             9.633776766800294e-03
m0                             -8.175338372254377e-02
m0                             -1.218524523913744e-01
m0                             -7.425817192161926e-02
m0                             -5.568605767293979e-02
m0                             -4.452253931640160e-02
m0                             -1.558070619082989e-02
m0                             1.203038338411740e-02
m0                             5.018265058438787e-02
m0                             2.444673894325399e-02
m0                             5.334781999269140e-02
m0                             1.626550360596408e-02
m0                             5.225932755986109e-02
m0                             7.621549043984165e-02
m0                             5.203781713475161e-02
m0                             1.099892790002199e-01
m0                             4.816629557578776e-02
m0                             4.812458412561597e-02
m0                             1.778583229696703e-02
m0                             -2.808827472316095e-03
m0                             -1.639844595084516e-02
m0                             -3.614509974621306e-02
m0                             -5.270631547377637e-03
m0                             -3.721632127667025e-02
m0                             -6.133382197800054e-03
m0                             -2.890313183377795e-02
m0                             -6.657634097694032e-03
m0                             -5.216303165788441e-02
m0                             -3.336262548130700e-02
m0                             -2.530044466779226e-02
m0                             -2.255038708715421e-02
m0                             -2.196863355711175e-03
m0                             2.483224619282327e-03
m0                             2.232091439522861e-02
m0                             3.449711495706331e-02
m0                             2.660113921907327e-02
m0                             2.568176210145316e-02
m0                             2.516344999357918e-02
m0                             2.799108468799746e-02
m0                             2.675606622315437e-02
m0                             2.093572500553039e-02
m0                             2.729875959851547e-02
m0                             -4.017070367147609e-03
m0                             9.656578739148956e-03
m0                             -2.411900999634392e-02
m0                             -1.738978971952865e-02
m0                             -1.902284912517885e-02
m0                             -2.444138084508300e-02
m0                             6.474524886415686e-04
m0                             -5.510587283040559e-04
m0                             4.781835106577597e-04
m0                             9.184555210546683e-03
m0                             1.850415205903052e-02
m0                             2.903050645240145e-02
m0                             3.328213841024815e-02
m0                             2.941487208685891e-02
m0                             3.690429237032040e-02
m0                             2.953283234667739e-02
m0                             3.575194151845498e-02
m0                             2.985931857201713e-02
m0                             2.906044233068188e-02
m0                             2.844628825196327e-02
m0                             1.627344502911200e-02
m0                             1.548570238826662e-02
m0                             8.722995389440493e-03
m0                             6.586078953522229e-03
m0                             5.078940597732131e-03
m0                             2.779294433355438e-03
m0                             8.172706991744489e-03
m0                             1.159961405947655e-02
m0                             1.588241092897742e-02
m0                             1.844331333455286e-02
m0                             1.980771273669947e-02
m0                             1.805220707716191e-02
m0                             1.651952238812027e-02
m0                             1.635210447814609e-02
m0                             2.086832481467352e-02
m0                             2.134060029039072e-02
m0                             2.276368738440620e-02
m0                             2.264760993221132e-02
m0                             2.238791718225783e-02
m0                             2.174246139127299e-02
m0                             2.093790752773220e-02
m0                             1.979824385604980e-02
m0                             1.850478989455682e-02
m0                             1.708370868944074e-02
m0                             1.549912687851255e-02
m0                             1.392885314731319e-02
m0                             1.238871011843802e-02
m0                             1.076390960223921e-02
m0                             9.236745848284308e-03
m0                             7.812409004554529e-03
m0                             6.521936434988477e-03
m0                             5.444713751728906e-03
m0                             4.572688727214297e-03
m0                             3.926497289519487e-03
m0                             3.358435459391023e-03
m0                             2.876137140953542e-03
m0                             2.469075636012118e-03
m0                             2.123798475394308e-03
m0                             1.642877363719919e-03
m0                             1.439730766835893e-03
m0                             1.419752086860905e-03
m0                             3.936644981319017e-02
m0                             3.943990008586370e-02
m0                             4.078003207822019e-02
m0                             4.322697018757288e-02
m0                             4.544096143399438e-02
m0                             4.789848046296447e-02
m0                             5.099627068714806e-02
m0                             5.456395897350590e-02
m0                             5.882710748837091e-02
m0                             6.351676032957300e-02
m0                             6.916906417736625e-02
m0                             7.921054210085661e-02
m0                             8.455542429223006e-02
m0                             9.389707558846003e-02
m0                             1.050446242006368e-01
m0                             1.129964108733037e-01
m0                             1.081359937204738e-01
m0                             1.340778795997736e-01
m0                             1.259515277638827e-01
m0                             2.796478922963866e-01
m0                             8.427414904498634e-01
m0                             1.209649357852469e-01
m0                             3.239426502851906e-01
m0                             1.782103616483217e-02
m0                             5.599227368609305e-01
m0                             6.503146696690876e-01
m0                             8.649910797018183e-02
m0                             3.905115558977575e-01
m0                             3.527604365223694e-01
m0                             3.067460828670062e-01
m0                             2.248505941930770e-01
m0                             1.469723823370498e-01
m0                             2.270763062786738e-01
