Parameter Name                 Value
m0                             1.387233e-03
m0                             1.106521e-03
m0                             1.084457e-04
m0                             9.645323e-05
m0                             9.095850e-05
m0                             1.151513e-04
m0                             1.316198e-04
m0                             5.538471e-04
m0                             1.630897e-03
m0                             8.798138e-05
m0                             1.004177e-03
m0                             8.071304e-05
m0                             1.250507e-03
m0                             1.151024e-04
m0                             1.168059e-04
m0                             9.873860e-05
m0                             1.167197e-04
m0                             1.042752e-04
m0                             8.573123e-05
m0                             8.375586e-03
m0                             1.058505e-02
m0                             1.416414e-04
m0                             1.128751e-02
m0                             4.113580e-03
m0                             8.382978e-03
m0                             1.520439e-03
m0                             2.992088e-03
m0                             2.739398e-03
m0                             1.352839e-04
m0                             8.716897e-05
m0                             2.712422e-03
m0                             5.269333e-04
m0                             2.764006e-03
m0                             1.020369e-04
m0                             9.560218e-05
m0                             1.096418e-04
m0                             3.593927e-03
m0                             1.413171e-03
m0                             2.289016e-03
m0                             5.841283e-04
m0                             1.300730e-03
m0                             1.115037e-03
m0                             1.667817e-03
m0                             3.567647e-04
m0                             2.129674e-03
m0                             5.377104e-04
m0                             1.466843e-03
m0                             1.164410e-03
m0                             3.501514e-04
m0                             3.456594e-04
m0                             9.184953e-05
m0                             1.382270e-03
m0                             1.481484e-03
m0                             1.949689e-03
m0                             7.776563e-04
m0                             6.559432e-04
m0                             1.450028e-03
m0                             6.175222e-04
m0                             1.958826e-04
m0                             3.676375e-04
m0                             1.975168e-04
m0                             5.402479e-04
m0                             6.305854e-04
m0                             1.049563e-03
m0                             9.700077e-04
m0                             1.018347e-03
m0                             9.251136e-04
m0                             8.345481e-04
m0                             5.649189e-04
m0                             4.477118e-04
m0                             7.133140e-04
m0                             9.273803e-04
m0                             1.319059e-03
m0                             9.517123e-04
m0                             9.141320e-04
m0                             1.065789e-03
m0                             1.181589e-03
m0                             1.057809e-03
m0                             6.097806e-04
m0                             6.625658e-04
m0                             7.611299e-04
m0                             7.823089e-04
m0                             1.103479e-03
m0                             7.428174e-04
m0                             9.970142e-04
m0                             5.353259e-04
m0                             1.765660e-04
m0                             4.456641e-05
m0                             3.809958e-05
m0                             3.770280e-05
m0                             9.171579e-05
m0                             1.905719e-04
m0                             1.984006e-04
m0                             2.265421e-04
m0                             1.115801e-04
m0                             3.782236e-05
m0                             1.005022e-04
m0                             7.754806e-05
