Parameter Name                 Value
m0                             9.254179199587181e-03
m0                             9.105799996740289e-03
m0                             9.951755436993538e-03
m0                             8.382531614449231e-03
m0                             8.317092708676931e-03
m0                             8.067629829443240e-03
m0                             8.084989579252145e-03
m0                             8.197801096450338e-03
m0                             9.425194085926524e-03
m0                             1.165449178153000e-02
m0                             2.281870370628980e-02
m0                             4.181030709996233e-02
m0                             5.004039909073191e-02
m0                             1.084966664238621e-01
m0                             1.205535351910630e-01
m0                             9.273073825047651e-02
m0                             1.005710711470803e-01
m0                             1.030954815313604e-01
m0                             5.060122101095992e-02
m0                             -5.434752133909004e-02
m0                             -9.740094082504336e-02
m0                             -6.510336026780535e-02
m0                             -6.414909231605292e-02
m0                             -3.657359023910493e-02
m0                             -1.249700313679421e-02
m0                             -1.506750595063782e-02
m0                             -1.083516781525451e-02
m0                             -4.554815262330562e-02
m0                             -6.260158957221735e-03
m0                             -2.952849296102401e-02
m0                             -6.909122915431490e-03
m0                             -2.826761578885296e-02
m0                             -2.490715524426752e-03
m0                             -1.389232284335233e-02
m0                             -5.928008683587282e-03
m0                             -1.585904426281508e-02
m0                             -7.975451381895711e-03
m0                             -2.268876268414899e-02
m0                             -1.276504035792593e-02
m0                             -1.706105991044369e-02
m0                             5.014791520869224e-03
m0                             6.631631096946267e-04
m0                             -7.486926415098063e-03
m0                             3.013423960528898e-02
m0                             -4.595176869568000e-02
m0                             2.126651756063095e-02
m0                             -1.439194452578831e-02
m0                             1.085821031694720e-02
m0                             7.035439496276699e-03
m0                             1.845992778662829e-02
m0                             7.512209071668382e-03
m0                             1.470170556865802e-02
m0                             9.081908843567309e-03
m0                             1.220383610759589e-02
m0                             1.906602472956816e-02
m0                             3.625564196363960e-04
m0                             -6.843770001728831e-03
m0                             2.183402188651184e-03
m0                             5.594748684500852e-03
m0                             2.391568057589397e-02
m0                             1.550685167840216e-03
m0                             4.213921933594387e-02
m0                             -1.601994807841476e-03
m0                             3.282017991653553e-02
m0                             1.515198004522367e-02
m0                             -4.731365232572666e-04
m0                             -5.590093974193753e-03
m0                             5.848545056054992e-03
m0                             4.351655547881984e-03
m0                             2.843015123598031e-03
m0                             2.684973380046737e-03
m0                             2.454809133689890e-03
m0                             -4.402106923823044e-03
m0                             -1.649025545188357e-04
m0                             -6.499150049030731e-03
m0                             -8.628071601943324e-03
m0                             4.143512989095585e-03
m0                             1.061944882615144e-02
m0                             9.986132608541125e-03
m0                             3.057829048814748e-03
m0                             4.790293507150288e-03
m0                             2.122613483923252e-02
m0                             -1.729444251807262e-03
m0                             1.010862169141635e-02
m0                             2.944418940149642e-03
m0                             6.326633184144309e-03
m0                             7.758648901718749e-03
m0                             1.057005544553087e-02
m0                             1.006113029361527e-02
m0                             1.001987050259051e-02
m0                             9.861906568801636e-03
m0                             9.155606890741731e-03
m0                             8.808607413119743e-03
m0                             1.093906436539483e-02
m0                             1.199459217860227e-02
m0                             1.406611155375636e-02
m0                             1.595969670104821e-02
m0                             1.756162614842388e-02
m0                             2.028200134997866e-02
m0                             1.894992278991296e-02
m0                             1.915836297638974e-02
m0                             1.793884443794072e-02
m0                             1.659448061185120e-02
m0                             1.469540329309335e-02
m0                             1.312632243043497e-02
m0                             1.167832341032360e-02
m0                             9.913733941454759e-03
m0                             8.435353005374019e-03
m0                             7.100459546141453e-03
m0                             5.565538367409165e-03
m0                             4.694902229065034e-03
m0                             3.759626048743779e-03
m0                             3.023055814428168e-03
m0                             2.127273969176784e-03
m0                             1.687545890366410e-03
m0                             1.326023991595963e-03
m0                             7.707739644281283e-04
m0                             4.625623140912730e-04
m0                             3.395671061442193e-04
m0                             2.647709433222092e-04
m0                             2.161991554652360e-04
m0                             1.886276978546626e-04
m0                             1.782592897624929e-04
m0                             1.128149512569788e-04
m0                             5.788255423828798e-05
m0                             6.238545068179351e-05
m0                             9.252916638510718e-03
m0                             9.111011089513933e-03
m0                             9.955057029179364e-03
m0                             8.383821194809769e-03
m0                             8.316067232911452e-03
m0                             8.087049266937884e-03
m0                             8.081375519152556e-03
m0                             8.264661895959365e-03
m0                             9.335065133063623e-03
m0                             1.192575812420890e-02
m0                             2.153949716380370e-02
m0                             4.147372068409959e-02
m0                             5.505570735484541e-02
m0                             1.003086853554432e-01
m0                             1.153169226840954e-01
m0                             1.064505223960894e-01
m0                             9.592378597239574e-02
m0                             1.081679698326203e-01
m0                             4.242070266443562e-02
m0                             -1.167301975495234e-01
m0                             -1.849824582497400e-01
m0                             -1.148637697144309e-01
m0                             -1.262681444130688e-01
m0                             -9.302716050145045e-02
m0                             -1.211754836507917e-01
m0                             -8.083101040428349e-02
