SURVEY: SDSS
SNID: 15461
IAUC: 2006kz
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 326.847485  deg
DECL: -0.494677  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 22
FAKE: 0   (=> data)
MWEBV: 0.0697    MW E(B-V)
MWEBV_ERR: 0.0116    error on MWEBV
NEPOCH_PRESN: 7    9   11   12   13   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.186169 +- 0.000030  (Helio, z_best)
REDSHIFT_FINAL: 0.184813 +- 0.000030  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54036.949  (SNANA-FIT)
HOSTGAL_OBJID: 1237663542607741904
HOSTGAL_PHOTOZ: 0.1569  +- 0.0355
HOSTGAL_SNSEP: 2.717   # arcSec
HOSTGAL_LOGMASS: 10.516 +-  0.075   # log10(Mgal/Msolar)
HOSTGAL_MAG: 21.06  19.62  18.83  18.41  18.27 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 22
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 1
IDCCD: 2   FIELD: 82N
CLOUDCAM_AVG: 2678.00     CLOUDCAM_SIG:  7.31
MOONDIST: 999.00 deg     MOONPHASE:   0.10
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 215      215      215      215      215
PHOTOMETRYFLAG: 0        0        0        0       32
GAIN: 3.855    4.600    6.565    5.155    1.595  e/ADU
RDNOISE: 4.626    4.600   15.756    5.155    5.662  e-
SKY_AVG: 71.25   185.25   305.00   235.50    15.50  ADU/pix
SKY_SIG: 4.70     6.84     8.53     7.36     4.34  ADU/pix
PSF_SIG1: 1.507    1.478    1.236    1.322    1.760  pixels
PSF_SIG2: 3.378    3.525    3.279    3.456    3.584  pixels
PSF_RATIO: 0.069    0.066    0.051    0.046    0.123  (at origin)
FLUX: 3.10    10.23    11.38    10.38     0.64  uJy
FLUX_ERRTOT: 0.610    1.053    1.386    5.213    2.085  uJy
FLUXCAL_ERRTOT: 17.537   29.339   39.092  160.217   61.690
MAG_ERRPLUS: 0.2130   0.1120   0.1320   0.5170   1.5240
MAG_ERRMINUS: 0.2130   0.1120   0.1320   0.5170   1.5240
ZEROPT: 28.4560  28.1920  27.8560  26.2160  27.2290
ZEROPT_ERR: 0.0020   0.0020   0.0020   0.0090   0.0130
SKYSUB_ERR: 19.324   36.364   34.562  121.436    9.639  (fluxcal)
GALSUB_ERR: 20.398   21.987   18.029   84.161  152.347  (fluxcal)
END_OF_EPOCH: 22
XPIXEL: 1283.420 1282.010 1280.990   -9.000   -9.000  (pixels)
YPIXEL: 718.990  706.920  709.620   -9.000   -9.000  (pixels)
EDGEDIST: 718.990  706.920  709.620   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.6870  21.3990  21.2970  -9.0000  -9.0000
SEARCH_MAGERR: 0.1950   0.1030   0.1210  -9.0000  -9.0000
END_OF_SN: 15461
PHOTFLAG: [   1   33    0    0    1    0   32    0    0    8   32   32   32   32
    0   32   32   32    0    8   32    0    0   32    0   33   32   32
    0    1   33    1    1    0    1    1    0    0    0    1    0    0
    0    0    8    0    0    0    0    0    0    0    0    0    8    0
    0    0    0    0    1    1    1    0  129    3    1    1    0 1179
    1    0    0    0    1 1156 1156 1164  130    0    0   32   10   34
    0    0    0    0    0    2    0    0   32  130    0    0    0    0
    8    0    0    0    0   32]
SPECTRA: {}

NOBS: 104
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53989.222  g  NULL -7.4400000 27.5000000
OBS: 53989.222  r  NULL 8.8300000 25.0500000
OBS: 53989.222  i  NULL -24.1000000 34.1700000
OBS: 53989.222  z  NULL 44.8100000 103.1000000
OBS: 53989.222  u  NULL 42.2100000 89.8100000
OBS: 53995.211  g  NULL -0.4400000 14.2700000
OBS: 53995.211  r  NULL 55.3700000 23.4000000
OBS: 53995.211  i  NULL -21.4300000 32.4600000
OBS: 53995.211  z  NULL -40.5800000 98.8000000
OBS: 53995.211  u  NULL -4.2000000 40.9700000
OBS: 53997.190  g  NULL 3.9300000 15.7900000
OBS: 53997.190  r  NULL 11.0600000 22.6100000
OBS: 53997.190  i  NULL 13.5900000 35.2400000
OBS: 53997.190  z  NULL 4.4900000 112.3000000
OBS: 53997.190  u  NULL -7.1500000 47.2500000
OBS: 54005.161  g  NULL 1.6200000 13.8800000
OBS: 54005.161  r  NULL 6.5100000 20.4700000
OBS: 54005.161  i  NULL 8.3200000 30.7700000
OBS: 54005.161  z  NULL 154.8000000 104.8000000
OBS: 54005.161  u  NULL -35.4500000 50.1400000
OBS: 54007.174  g  NULL 16.5200000 19.1300000
OBS: 54007.174  r  NULL -15.6900000 25.7600000
OBS: 54007.174  i  NULL -41.1100000 36.8100000
OBS: 54007.174  z  NULL 33.6700000 113.9000000
OBS: 54007.174  u  NULL 65.1000000 60.8900000
OBS: 54009.171  g  NULL 1.4000000 19.8600000
OBS: 54009.171  r  NULL 4.3100000 23.5700000
OBS: 54009.171  i  NULL 8.7000000 31.2800000
OBS: 54009.171  z  NULL 152.5000000 96.8100000
OBS: 54009.171  u  NULL -22.1600000 60.2300000
OBS: 54011.235  g  NULL 5.8100000 33.7800000
OBS: 54011.235  r  NULL -3.8800000 30.1200000
OBS: 54011.235  i  NULL -2.4900000 33.5500000
OBS: 54011.235  z  NULL -21.2100000 98.4000000
OBS: 54011.235  u  NULL -48.6200000 121.8000000
OBS: 54019.185  g  NULL 28.6200000 23.3400000
OBS: 54019.185  r  NULL 76.8700000 23.8500000
OBS: 54019.185  i  NULL 59.2900000 32.8000000
OBS: 54019.185  z  NULL -104.2000000 100.0000000
OBS: 54019.185  u  NULL 71.4900000 66.8100000
OBS: 54025.233  g  NULL 277.4000000 17.1700000
OBS: 54025.233  r  NULL 281.9000000 26.3500000
OBS: 54025.233  i  NULL 292.7000000 36.4900000
OBS: 54025.233  z  NULL 313.3000000 129.9000000
OBS: 54025.233  u  NULL 43.9600000 71.1200000
OBS: 54029.163  g  NULL 544.3000000 17.5600000
OBS: 54029.163  r  NULL 458.0000000 23.2500000
OBS: 54029.163  i  NULL 456.8000000 34.2200000
OBS: 54029.163  z  NULL 378.0000000 117.1000000
OBS: 54029.163  u  NULL 252.3000000 49.1600000
OBS: 54031.150  g  NULL 595.2000000 18.6500000
OBS: 54031.150  r  NULL 556.9000000 23.6200000
OBS: 54031.150  i  NULL 528.1000000 32.6800000
OBS: 54031.150  z  NULL 431.0000000 109.3000000
OBS: 54031.150  u  NULL 236.9000000 47.0900000
OBS: 54036.154  g  NULL 681.6000000 23.2400000
OBS: 54036.154  r  NULL 728.9000000 40.3200000
OBS: 54036.154  i  NULL 543.9000000 46.7500000
OBS: 54036.154  z  NULL 152.1000000 156.6000000
OBS: 54036.154  u  NULL 242.2000000 62.1800000
OBS: 54039.152  g  NULL 612.5000000 38.4000000
OBS: 54039.152  r  NULL 675.2000000 37.3600000
OBS: 54039.152  i  NULL 585.0000000 41.0600000
OBS: 54039.152  z  NULL 163.2000000 130.2000000
OBS: 54039.152  u  NULL 245.1000000 86.9200000
OBS: 54041.153  g  NULL 527.1000000 85.8600000
OBS: 54041.153  r  NULL 798.5000000 59.6600000
OBS: 54041.153  i  NULL 600.9000000 67.7900000
OBS: 54041.153  z  NULL 513.4000000 212.9000000
OBS: 54041.153  u  NULL 616.3000000 158.5000000
OBS: 54048.146  g  NULL 384.6000000 27.6800000
OBS: 54048.146  r  NULL 529.4000000 32.7200000
OBS: 54048.146  i  NULL 372.4000000 38.3100000
OBS: 54048.146  z  NULL 125.7000000 128.4000000
OBS: 54048.146  u  NULL 48.6900000 82.5700000
OBS: 54051.138  g  NULL 332.1000000 93.0700000
OBS: 54051.138  z  NULL 98.8600000 1179.0000000
OBS: 54051.138  u  NULL -9.0000000 -9.0000000
OBS: 54052.150  g  NULL 262.0000000 23.4900000
OBS: 54052.150  r  NULL 407.4000000 35.3800000
OBS: 54052.150  i  NULL 326.8000000 50.1600000
OBS: 54052.150  z  NULL 122.5000000 209.6000000
OBS: 54052.150  u  NULL 70.0200000 73.9500000
OBS: 54054.166  i  NULL 288.4000000 75.2200000
OBS: 54055.146  g  NULL 181.2000000 17.8100000
OBS: 54055.146  r  NULL 345.0000000 25.8300000
OBS: 54055.146  i  NULL 300.9000000 35.8100000
OBS: 54055.146  z  NULL 393.5000000 133.4000000
OBS: 54055.146  u  NULL -3.2700000 49.0900000
OBS: 54058.144  g  NULL 128.2000000 24.1000000
OBS: 54058.144  r  NULL 302.6000000 34.7500000
OBS: 54058.144  i  NULL 381.1000000 53.0500000
OBS: 54058.144  z  NULL 101.8000000 170.0000000
OBS: 54058.144  u  NULL 90.8700000 91.0500000
OBS: 54060.166  g  NULL 102.6000000 15.1100000
OBS: 54060.166  r  NULL 260.5000000 22.2000000
OBS: 54060.166  i  NULL 310.6000000 31.7300000
OBS: 54060.166  z  NULL 277.7000000 111.5000000
OBS: 54060.166  u  NULL -28.9000000 52.6800000
OBS: 54063.134  g  NULL 86.9800000 17.5400000
OBS: 54063.134  r  NULL 282.9000000 29.3400000
OBS: 54063.134  i  NULL 318.7000000 39.0900000
OBS: 54063.134  z  NULL 288.3000000 160.2000000
OBS: 54063.134  u  NULL 16.0300000 61.6900000
END_PHOTOMETRY:

# =============================================
