SURVEY: SDSS
SNID: 7473
IAUC: 2005ji
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 4.326408  deg
DECL: -0.257275  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 16
FAKE: 0   (=> data)
MWEBV: 0.0247    MW E(B-V)
MWEBV_ERR: 0.0041    error on MWEBV
NEPOCH_PRESN: 8   10   12   12   10   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.216000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.214569 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53679.586  (SNANA-FIT)
HOSTGAL_OBJID: 1237663783662387999
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: 0.040   # arcSec
HOSTGAL_LOGMASS: 8.954 +-  0.275   # log10(Mgal/Msolar)
HOSTGAL_MAG: 24.04  24.25  23.09  23.05  22.10 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 16
TELESCOPE: sdss    SEARCH_RUN: 5924  QMASK: 1
IDCCD: 3   FIELD: 82S
CLOUDCAM_AVG: 1873.00     CLOUDCAM_SIG:  4.16
MOONDIST: 999.00 deg     MOONPHASE:   0.00
AIRMASS: 1.566
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 455      455      455      455      455
PHOTOMETRYFLAG: 8        0        0        0        8
GAIN: 3.845    4.720    4.860    4.885    1.590  e/ADU
RDNOISE: 4.422    5.428   10.449    4.885    4.691  e-
SKY_AVG: 70.50   132.25   158.00    77.75    13.50  ADU/pix
SKY_SIG: 4.45     5.41     6.31     4.32     4.09  ADU/pix
PSF_SIG1: 1.333    1.182    1.075    1.003    1.488  pixels
PSF_SIG2: 3.010    2.726    2.602    2.504    3.375  pixels
PSF_RATIO: 0.064    0.075    0.075    0.069    0.064  (at origin)
FLUX: 2.42     6.57     8.18     8.93    -0.46  uJy
FLUX_ERRTOT: 0.529    0.804    1.172    3.469    1.555  uJy
FLUXCAL_ERRTOT: 15.267   22.526   33.199  100.620   44.461
MAG_ERRPLUS: 0.2340   0.1330   0.1550   0.3710   1.2580
MAG_ERRMINUS: 0.2340   0.1330   0.1550   0.3710   1.2580
ZEROPT: 28.4980  28.2200  27.9590  26.1000  27.3520
ZEROPT_ERR: 0.0010   0.0010   0.0010   0.0030   0.0020
SKYSUB_ERR: 6.882    3.925    9.266   33.423   37.922  (fluxcal)
GALSUB_ERR: 15.783   13.026   16.089   63.710   63.259  (fluxcal)
END_OF_EPOCH: 16
XPIXEL: 1554.950 1551.740 1550.720   -9.000   -9.000  (pixels)
YPIXEL: 871.850  859.650  862.560   -9.000   -9.000  (pixels)
EDGEDIST: 493.050  496.260  497.280   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.7830  21.9280  21.6090  -9.0000  -9.0000
SEARCH_MAGERR: 0.1650   0.1120   0.1150  -9.0000  -9.0000
END_OF_SN: 7473
PHOTFLAG: [   8    0    0    0   10    1    0   32    0    1    1    1    0   32
    1    0 1052 1164  172 1156    1   32    0   32   11    9    9   25
    0    9    8    0    0    0    0    8    0    0   32    0    8    8
    0    0    8    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   40    9    1    1   32   41    0    0    0   32   32
    8    0    0   32    0    8    0    0    0    8]
SPECTRA: {}

NOBS: 80
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53622.340  g  NULL -20.5900000 19.7100000
OBS: 53622.340  r  NULL -29.8100000 35.5800000
OBS: 53622.340  i  NULL 125.9000000 50.5200000
OBS: 53622.340  z  NULL 2484.0000000 162.9000000
OBS: 53622.340  u  NULL 78.9500000 67.0700000
OBS: 53627.298  g  NULL -19.4300000 35.3200000
OBS: 53627.298  r  NULL -4.0400000 35.3000000
OBS: 53627.298  i  NULL 27.2200000 44.2000000
OBS: 53627.298  z  NULL -19.4200000 112.9000000
OBS: 53627.298  u  NULL -101.5000000 83.0900000
OBS: 53634.290  g  NULL 40.6800000 75.9200000
OBS: 53634.290  r  NULL -20.3600000 55.5700000
OBS: 53634.290  i  NULL -19.7100000 54.9300000
OBS: 53634.290  z  NULL 120.4000000 149.2000000
OBS: 53634.290  u  NULL 129.4000000 173.7000000
