SURVEY: SDSS
SNID: 14019
IAUC: 2006ki
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 316.642422  deg
DECL: -0.647952  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 24
FAKE: 0   (=> data)
MWEBV: 0.0886    MW E(B-V)
MWEBV_ERR: 0.0148    error on MWEBV
NEPOCH_PRESN: 8    9   10   10   10   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.216400 +- 0.000500  (Helio, z_best)
REDSHIFT_FINAL: 0.215128 +- 0.000500  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54012.242  (SNANA-FIT)
HOSTGAL_OBJID: 1237656567576987170
HOSTGAL_PHOTOZ: 0.1589  +- 0.0920
HOSTGAL_SNSEP: 2.448   # arcSec
HOSTGAL_LOGMASS: 9.931 +-  0.093   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.96  20.14  19.51  19.47  19.57 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 24
TELESCOPE: sdss    SEARCH_RUN: 6615  QMASK: 0
IDCCD: 2   FIELD: 82S
CLOUDCAM_AVG: 2751.00     CLOUDCAM_SIG:  7.56
MOONDIST: 32.91 deg     MOONPHASE:   0.59
AIRMASS: 1.653
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 147      147      147      147      147
PHOTOMETRYFLAG: 3       35       32      160       11
GAIN: 3.855    4.600    6.565    5.155    1.595  e/ADU
RDNOISE: 4.626    4.600   15.756    5.155    5.662  e-
SKY_AVG: 618.25   502.50   440.75   200.00   133.75  ADU/pix
SKY_SIG: 13.08    10.86    10.29     6.80     9.16  ADU/pix
PSF_SIG1: 2.211    2.027    1.810    1.839    2.051  pixels
PSF_SIG2: 3.796    3.762    3.813    3.828    3.482  pixels
PSF_RATIO: 0.356    0.307    0.114    0.129    0.440  (at origin)
FLUX: -2.13     0.85     2.56     4.04    -0.36  uJy
FLUX_ERRTOT: 2.126    2.358    2.116    6.792    5.569  uJy
FLUXCAL_ERRTOT: 107.343   86.054   75.692  213.930  157.779
MAG_ERRPLUS: 1.4180   1.8150   0.9120   1.0700   2.5700
MAG_ERRMINUS: 1.4180   1.8150   0.9120   1.0700   2.5700
ZEROPT: 28.3960  28.1480  27.8200  26.1690  27.1390
ZEROPT_ERR: 0.0020   0.0010   0.0010   0.0030   0.0150
SKYSUB_ERR: 51.005   74.319   61.978  125.711  106.481  (fluxcal)
GALSUB_ERR: 53.875   58.415   46.491  196.560  308.844  (fluxcal)
END_OF_EPOCH: 24
XPIXEL: 1809.990 1808.060 1808.320   -9.000   -9.000  (pixels)
YPIXEL: 166.790  154.810  158.770   -9.000   -9.000  (pixels)
EDGEDIST: 166.790  154.810  158.770   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.8950  21.7910  21.7860  -9.0000  -9.0000
SEARCH_MAGERR: 0.2200   0.1410   0.2000  -9.0000  -9.0000
END_OF_SN: 14019
PHOTFLAG: [   0    0   32   32    0    0   32    0   32    8    0    0    0    0
    0    0    0    0    0    0    1    0    0    0    1    1    1    0
    0    1 1049    9    1 1049    9    0    0    0    0    8 1028   24
    4 1028 1164    0    0    0    0   40    0    0    0    0    0    4
    4    0    0  140   34    2    0   32 1194    1    0    0    0    1
    1    1    1    0    1    5 1053   25    4    5   32    0    0    0
    8   32    0   32   32    0  160   34  160  128  162   32    0    0
    0   40   34    0    0   34 1184   32   32   32    0    0   34   32
    0    0    2    3   35   32  160   11]
SPECTRA: {}

NOBS: 120
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53975.184  g  NULL -9.9800000 16.8400000
OBS: 53975.184  r  NULL -44.0100000 27.0200000
OBS: 53975.184  i  NULL 14.7300000 37.7900000
OBS: 53975.184  z  NULL 34.0900000 155.3000000
OBS: 53975.184  u  NULL -35.1600000 64.3200000
OBS: 53996.190  g  NULL 43.3300000 15.2100000
OBS: 53996.190  r  NULL 28.7300000 23.0800000
OBS: 53996.190  i  NULL 40.9900000 34.6500000
OBS: 53996.190  z  NULL 3.6700000 103.9000000
OBS: 53996.190  u  NULL -55.1900000 56.9200000
OBS: 53998.159  g  NULL 47.0000000 15.3400000
OBS: 53998.159  r  NULL 80.7400000 21.3200000
OBS: 53998.159  i  NULL 86.9500000 33.2500000
OBS: 53998.159  z  NULL 40.1300000 101.3000000
OBS: 53998.159  u  NULL 27.0900000 51.4800000
OBS: 54005.195  g  NULL 185.6000000 15.8200000
OBS: 54005.195  r  NULL 211.4000000 21.0000000
OBS: 54005.195  i  NULL 195.1000000 31.3800000
OBS: 54005.195  z  NULL 389.3000000 115.0000000
OBS: 54005.195  u  NULL 90.1800000 50.6900000
OBS: 54008.149  g  NULL 226.0000000 20.2800000
OBS: 54008.149  r  NULL 239.7000000 25.5700000
OBS: 54008.149  i  NULL 230.0000000 34.6500000
OBS: 54008.149  z  NULL 107.2000000 109.1000000
OBS: 54008.149  u  NULL 18.6300000 58.4500000
OBS: 54010.143  g  NULL 227.5000000 27.8100000
OBS: 54010.143  r  NULL 281.3000000 26.8300000
OBS: 54010.143  i  NULL 223.3000000 33.8700000
OBS: 54010.143  z  NULL 201.9000000 107.3000000
OBS: 54010.143  u  NULL 26.4100000 80.4200000
OBS: 54012.136  g  NULL 201.5000000 48.9200000
OBS: 54012.136  r  NULL 238.0000000 42.5100000
OBS: 54012.136  i  NULL 221.0000000 44.4200000
OBS: 54012.136  z  NULL 233.2000000 170.9000000
OBS: 54012.136  u  NULL -0.9100000 97.0000000
OBS: 54020.141  g  NULL 144.1000000 14.7400000
OBS: 54020.141  r  NULL 190.1000000 24.2500000
OBS: 54020.141  i  NULL 256.0000000 34.3900000
OBS: 54020.141  z  NULL 158.6000000 126.1000000
OBS: 54020.141  u  NULL -7.3900000 44.6400000
OBS: 54022.190  g  NULL 92.8900000 322.9000000
OBS: 54022.190  r  NULL 245.6000000 24.1300000
OBS: 54022.190  i  NULL 203.4000000 52.0800000
OBS: 54022.190  z  NULL 636.0000000 1094.0000000
OBS: 54022.190  u  NULL 275.7000000 122.6000000
OBS: 54028.131  g  NULL 80.5900000 16.4600000
OBS: 54028.131  r  NULL 154.5000000 28.6800000
OBS: 54028.131  i  NULL 178.0000000 39.7900000
OBS: 54028.131  z  NULL 177.8000000 160.7000000
OBS: 54028.131  u  NULL 3.6400000 58.3900000
OBS: 54030.134  g  NULL 38.4000000 14.8200000
OBS: 54030.134  r  NULL 128.1000000 21.3300000
OBS: 54030.134  i  NULL 167.0000000 31.1600000
OBS: 54030.134  z  NULL 57.3600000 102.0000000
OBS: 54030.134  u  NULL -66.0600000 53.0200000
OBS: 54032.123  g  NULL 71.3300000 20.6600000
OBS: 54032.123  r  NULL 125.0000000 39.7700000
OBS: 54032.123  i  NULL 177.5000000 39.3400000
OBS: 54032.123  z  NULL 224.6000000 179.1000000
OBS: 54032.123  u  NULL -68.8900000 75.5300000
OBS: 54034.193  g  NULL 69.2500000 21.5300000
OBS: 54034.193  r  NULL 156.9000000 38.6600000
OBS: 54034.193  i  NULL 129.6000000 55.3500000
OBS: 54034.193  z  NULL 71.4900000 207.8000000
OBS: 54034.193  u  NULL 10.7300000 78.1900000
OBS: 54037.115  g  NULL 50.2000000 21.2000000
OBS: 54037.115  r  NULL 107.4000000 24.9400000
OBS: 54037.115  i  NULL 191.5000000 33.5500000
OBS: 54037.115  z  NULL 149.0000000 115.6000000
OBS: 54037.115  u  NULL -34.3400000 67.3300000
OBS: 54040.129  g  NULL 74.7900000 53.7900000
OBS: 54040.129  r  NULL 76.9500000 47.6200000
OBS: 54040.129  i  NULL 154.5000000 45.0100000
OBS: 54040.129  z  NULL -177.6000000 154.2000000
OBS: 54040.129  u  NULL 36.0100000 153.2000000
OBS: 54047.119  g  NULL 76.2900000 93.3800000
OBS: 54047.119  r  NULL -120.4000000 192.3000000
OBS: 54047.119  i  NULL 88.4400000 148.5000000
OBS: 54047.119  z  NULL 315.2000000 255.4000000
OBS: 54047.119  u  NULL 164.6000000 215.8000000
OBS: 54050.112  g  NULL 17.3800000 20.3600000
OBS: 54050.112  r  NULL 57.8100000 29.6600000
OBS: 54050.112  i  NULL 99.1600000 39.9600000
OBS: 54050.112  z  NULL -121.3000000 176.7000000
OBS: 54050.112  u  NULL -57.2200000 80.2500000
OBS: 54053.118  g  NULL 4.2900000 18.3100000
OBS: 54053.118  r  NULL -5.6200000 29.8300000
OBS: 54053.118  i  NULL 29.6300000 46.5100000
OBS: 54053.118  z  NULL 67.7200000 157.9000000
OBS: 54053.118  u  NULL -51.5800000 80.5500000
OBS: 54056.120  g  NULL 31.5600000 23.0300000
OBS: 54056.120  r  NULL 40.7900000 61.2400000
OBS: 54056.120  i  NULL 33.4200000 70.7600000
OBS: 54056.120  z  NULL -133.9000000 253.5000000
OBS: 54056.120  u  NULL 3.0900000 88.3300000
OBS: 54057.088  g  NULL 8.9400000 17.8400000
OBS: 54057.088  r  NULL -10.6400000 27.5000000
OBS: 54057.088  i  NULL 49.6800000 43.3900000
OBS: 54057.088  z  NULL 179.7000000 195.0000000
OBS: 54057.088  u  NULL 11.6000000 54.3700000
OBS: 54059.114  g  NULL 70.0500000 35.5300000
OBS: 54059.114  r  NULL -17.6800000 32.3100000
OBS: 54059.114  i  NULL -29.9400000 45.9200000
OBS: 54059.114  z  NULL 134.8000000 301.9000000
OBS: 54059.114  u  NULL 18.4500000 123.4000000
OBS: 54061.125  g  NULL 21.7100000 23.7200000
OBS: 54061.125  r  NULL 24.9800000 44.5200000
OBS: 54061.125  i  NULL 38.9100000 56.1700000
OBS: 54061.125  z  NULL -27.0100000 186.6000000
OBS: 54061.125  u  NULL 91.3100000 86.7600000
OBS: 54062.119  g  NULL 20.0600000 26.1900000
OBS: 54062.119  r  NULL 60.3900000 39.0900000
OBS: 54062.119  i  NULL 79.6000000 60.0200000
OBS: 54062.119  z  NULL -273.7000000 233.9000000
OBS: 54062.119  u  NULL 68.8400000 121.5000000
OBS: 54068.108  g  NULL -60.1300000 107.3000000
OBS: 54068.108  r  NULL 23.4100000 86.0500000
OBS: 54068.108  i  NULL 71.8100000 75.6900000
OBS: 54068.108  z  NULL 111.9000000 213.9000000
OBS: 54068.108  u  NULL -10.3400000 157.8000000
END_PHOTOMETRY:

# =============================================
