SURVEY: SDSS
SNID: 19658
IAUC: 2007ot
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 8.903193  deg
DECL: -0.2327  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 15
FAKE: 0   (=> data)
MWEBV: 0.0179    MW E(B-V)
MWEBV_ERR: 0.0030    error on MWEBV
OBS: 54392.351  g  NULL 386.3000000 21.3800000
OBS: 54392.351  r  NULL 345.7000000 33.8800000
OBS: 54392.351  i  NULL 375.5000000 48.7800000
OBS: 54392.351  z  NULL 286.5000000 171.8000000
OBS: 54394.339  g  NULL 478.5000000 22.9400000
OBS: 54394.339  r  NULL 435.4000000 33.7700000
OBS: 54394.339  i  NULL 397.7000000 44.2200000
OBS: 54394.339  z  NULL 526.8000000 141.7000000
OBS: 54402.349  g  NULL 608.6000000 45.4600000
OBS: 54402.349  r  NULL 573.1000000 43.3600000
OBS: 54402.349  i  NULL 566.5000000 53.4000000
OBS: 54402.349  z  NULL 481.4000000 146.7000000
OBS: 54408.263  g  NULL 444.9000000 17.6400000
OBS: 54408.263  r  NULL 500.9000000 28.1900000
OBS: 54408.263  i  NULL 474.0000000 42.0900000
OBS: 54408.263  z  NULL 304.5000000 101.6000000
OBS: 54411.221  g  NULL 382.1000000 16.5600000
OBS: 54411.221  r  NULL 495.9000000 21.0400000
OBS: 54411.221  i  NULL 410.4000000 31.1400000
OBS: 54411.221  z  NULL 167.7000000 91.1500000
OBS: 54413.261  g  NULL 325.7000000 17.4400000
OBS: 54413.261  r  NULL 416.5000000 24.6100000
OBS: 54413.261  i  NULL 433.4000000 39.7100000
OBS: 54413.261  z  NULL 230.4000000 135.1000000
OBS: 54417.263  g  NULL 226.4000000 15.9100000
OBS: 54417.263  r  NULL 314.0000000 23.5200000
OBS: 54417.263  i  NULL 302.9000000 35.7600000
OBS: 54417.263  z  NULL 153.8000000 131.9000000
OBS: 54418.261  g  NULL 182.0000000 17.3800000
OBS: 54418.261  r  NULL 330.4000000 21.9800000
OBS: 54418.261  i  NULL 311.1000000 33.2400000
OBS: 54418.261  z  NULL 182.1000000 108.6000000
OBS: 54422.266  g  NULL 101.4000000 26.7700000
OBS: 54422.266  r  NULL 285.5000000 34.1200000
OBS: 54422.266  i  NULL 272.2000000 46.5000000
OBS: 54422.266  z  NULL 298.0000000 129.6000000
END_PHOTOMETRY:

# =============================================
