SURVEY: SDSS
SNID: 19658
IAUC: 2007ot
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 8.903193  deg
DECL: -0.2327  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 15
FAKE: 0   (=> data)
MWEBV: 0.0179    MW E(B-V)
MWEBV_ERR: 0.0030    error on MWEBV
REDSHIFT_HELIO: 0.200000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.198625 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54401.754  (SNANA-FIT)
HOSTGAL_OBJID: 1237663783664419072
HOSTGAL_PHOTOZ: 0.1629  +- 0.0744
HOSTGAL_SNSEP: 0.517   # arcSec
HOSTGAL_LOGMASS: 8.996 +-  0.182   # log10(Mgal/Msolar)
HOSTGAL_MAG: 24.19  22.80  22.43  21.83  21.94 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 15
TELESCOPE: sdss    SEARCH_RUN: 7173  QMASK: 0
IDCCD: 3   FIELD: 82S
AIRMASS: 0.0
PASSBAND: g        r        i        z
SEARCH_FIELD: 489      489      489      489
PHOTOMETRYFLAG: 1        0        0        0
GAIN: 3.845    4.720    4.860    4.885  e/ADU
RDNOISE: 4.422    5.428   10.449    4.885  e-
SKY_AVG: 225.00   254.00   264.75   107.00  ADU/pix
SKY_SIG: 7.75     7.78     8.03     4.85  ADU/pix
PSF_SIG1: 1.632    1.546    1.396    1.218  pixels
PSF_SIG2: 3.377    3.475    3.454    2.822  pixels
PSF_RATIO: 0.090    0.074    0.054    0.078  (at origin)
FLUX: 3.61    10.32     9.73    10.73  uJy
FLUX_ERRTOT: 0.919    1.225    1.634    4.421  uJy
FLUXCAL_ERRTOT: 26.767   34.123   46.501  129.637
MAG_ERRPLUS: 0.2790   0.1290   0.1830   0.4130
MAG_ERRMINUS: 0.2790   0.1290   0.1830   0.4130
ZEROPT: 28.4850  28.2220  27.9270  26.0480
ZEROPT_ERR: 0.0040   0.0030   0.0020   0.0040
SKYSUB_ERR: 23.832   12.729   19.213   53.044  (fluxcal)
GALSUB_ERR: 190.363   95.062  128.144  154.411  (fluxcal)
END_OF_EPOCH: 15
XPIXEL: 1751.040 1750.100 1748.460   -9.000  (pixels)
YPIXEL: 1349.410 1338.690 1341.570   -9.000  (pixels)
EDGEDIST: 139.590  150.310  147.430   -9.000  (pixels)
SEARCH_MAG: 21.9400  21.2350  21.2930  -9.0000
SEARCH_MAGERR: 0.0810   0.0550   0.0830  -9.0000
END_OF_SN: 19658
PHOTFLAG: [  32    0   32   32    0    0    0   32 1188    0  164 1156  162    0
    0   34    0    0   32    0    0    0    0    0    0    0    0    0
    0    0    0    0    1    1    1  128    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0  128    0    0    0
    1    0    0    0]
SPECTRA: {}

NOBS: 60
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54357.308  g  NULL 3.0500000 13.1200000
OBS: 54357.308  r  NULL -20.9700000 20.6900000
OBS: 54357.308  i  NULL 1.8800000 31.1900000
OBS: 54357.308  z  NULL 7.4900000 86.7600000
OBS: 54362.358  g  NULL -9.8300000 15.5100000
OBS: 54362.358  r  NULL -5.7600000 22.7000000
OBS: 54362.358  i  NULL -1.9000000 33.7000000
OBS: 54362.358  z  NULL 143.2000000 130.3000000
OBS: 54379.348  g  NULL 26.3800000 34.4900000
OBS: 54379.348  r  NULL -22.5500000 33.1900000
OBS: 54379.348  i  NULL 0.9900000 56.3100000
OBS: 54379.348  z  NULL -407.4000000 601.6000000
OBS: 54382.338  g  NULL 31.5900000 26.9500000
OBS: 54382.338  r  NULL -0.1800000 30.9900000
OBS: 54382.338  i  NULL -72.1300000 51.9000000
OBS: 54382.338  z  NULL 136.5000000 231.5000000
OBS: 54385.356  g  NULL 67.9500000 14.8000000
OBS: 54385.356  r  NULL 79.8900000 21.9900000
OBS: 54385.356  i  NULL 60.2600000 33.5500000
OBS: 54385.356  z  NULL 130.2000000 97.0500000
OBS: 54387.357  g  NULL 165.3000000 19.8100000
OBS: 54387.357  r  NULL 138.8000000 29.6700000
OBS: 54387.357  i  NULL 169.7000000 45.2300000
OBS: 54387.357  z  NULL 334.6000000 151.3000000
