SURVEY: SDSS
SNID: 2031
IAUC: 2005fm
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 312.04319  deg
DECL: -1.171422  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 18
FAKE: 0   (=> data)
MWEBV: 0.0729    MW E(B-V)
MWEBV_ERR: 0.0121    error on MWEBV
NEPOCH_PRESN: 5    8    8    8    8   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.153000 +- 0.000500  (Helio, z_best)
REDSHIFT_FINAL: 0.151859 +- 0.000500  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53636.945  (SNANA-FIT)
HOSTGAL_OBJID: 1237656567038149277
HOSTGAL_PHOTOZ: 0.1709  +- 0.0726
HOSTGAL_SNSEP: 1.103   # arcSec
HOSTGAL_LOGMASS: 9.204 +- 54.124   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.98  20.61  20.15  20.10  20.70 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 18
TELESCOPE: sdss    SEARCH_RUN: 5924  QMASK: 1
PASSBAND: g        r        i        z        u
PHOTOMETRYFLAG: 32       32        0       32        8
GAIN: 3.320    4.710    5.165    4.745    1.620  e/ADU
RDNOISE: 13.114    6.359   14.462    4.271    5.022  e-
FLUX: 1.96     2.73     5.98     6.73     2.62  uJy
FLUX_ERRTOT: 0.663    0.923    1.382    4.838    1.642  uJy
FLUXCAL_ERRTOT: 19.830   26.946   39.786  148.792   52.956
MAG_ERRPLUS: 0.3660   0.3620   0.2500   0.6400   0.7300
MAG_ERRMINUS: 0.3660   0.3620   0.2500   0.6400   0.7300
ZEROPT: 28.6250  28.2240  27.8990  26.2590  27.4690
ZEROPT_ERR: 0.0010   0.0010   0.0010   0.0020   0.0030
SKYSUB_ERR: 14.120   11.117   21.981   76.395   30.910  (fluxcal)
GALSUB_ERR: 24.295   20.029   22.340  117.577  137.766  (fluxcal)
END_OF_EPOCH: 18
IDCCD: 1   FIELD: 82S
CLOUDCAM_AVG: 1911.00     CLOUDCAM_SIG:  4.28
MOONDIST: 999.00 deg     MOONPHASE:   0.01
AIRMASS: 1.566
SEARCH_FIELD: 106      106      106      106      106
XPIXEL: 874.570  873.170  871.080   -9.000   -9.000  (pixels)
YPIXEL: 582.400  568.660  572.810   -9.000   -9.000  (pixels)
EDGEDIST: 582.400  568.660  572.810   -9.000   -9.000  (pixels)
SKY_AVG: 97.25   179.25   261.50   172.75    17.50  ADU/pix
SKY_SIG: 7.05     6.79     8.31     6.36     4.44  ADU/pix
PSF_SIG1: 1.521    1.328    1.086    1.347    1.608  pixels
PSF_SIG2: 3.405    3.282    2.506    3.455    3.690  pixels
PSF_RATIO: 0.078    0.052    0.105    0.045    0.068  (at origin)
SEARCH_MAG: 22.6230  21.6420  21.3740  -9.0000  -9.0000
SEARCH_MAGERR: 0.1860   0.1210   0.1170  -9.0000  -9.0000
END_OF_SN: 2031
PHOTFLAG: [   0    0    0    0    0    1    0    0    0    9    1    1    0    0
    1    3    2    2    2   11    0    0    0    0    0  136    0    0
    0    0    1    1    0    0    1  131 1179    3   34  129    1    0
    0    0    9    0    0    0    0  136    0    0    0    0    8    0
    0    0    0    8 1029   29   28 1068 1028   33    9    1    0    1
    1    1    1    0  129 1028 1028 1028 1028 1028   32    0    0   32
    0   32   32    0   32    8]
SPECTRA: {}

NOBS: 90
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53622.195  g  NULL 255.5000000 23.6300000
OBS: 53622.195  r  NULL 230.4000000 28.4400000
OBS: 53622.195  i  NULL 255.3000000 42.9400000
OBS: 53622.195  z  NULL 391.6000000 143.8000000
OBS: 53622.195  u  NULL 133.1000000 58.6700000
OBS: 53625.191  g  NULL 621.0000000 22.8900000
OBS: 53625.191  r  NULL 509.8000000 23.9800000
OBS: 53625.191  i  NULL 488.2000000 34.7500000
OBS: 53625.191  z  NULL 408.9000000 110.5000000
OBS: 53625.191  u  NULL 235.3000000 46.3500000
OBS: 53627.152  g  NULL 862.1000000 38.1300000
OBS: 53627.152  r  NULL 764.0000000 34.5100000
OBS: 53627.152  i  NULL 594.3000000 45.0100000
OBS: 53627.152  z  NULL 402.9000000 128.4000000
OBS: 53627.152  u  NULL 397.2000000 73.7700000
OBS: 53634.144  g  NULL 1219.0000000 55.0300000
OBS: 53634.144  r  NULL 1168.0000000 53.8300000
OBS: 53634.144  i  NULL 967.0000000 60.6500000
OBS: 53634.144  z  NULL 787.4000000 186.9000000
OBS: 53634.144  u  NULL 820.1000000 106.1000000
OBS: 53636.149  g  NULL 1287.0000000 22.5200000
OBS: 53636.149  r  NULL 1238.0000000 27.3800000
OBS: 53636.149  i  NULL 981.4000000 36.1900000
OBS: 53636.149  z  NULL 539.6000000 113.1000000
