SURVEY: SDSS
SNID: 15648
IAUC: 2006ni
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 313.718384  deg
DECL: -0.194823  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 23
FAKE: 0   (=> data)
MWEBV: 0.0989    MW E(B-V)
MWEBV_ERR: 0.0165    error on MWEBV
NEPOCH_PRESN: 5    9   10   12   13   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.175017 +- 0.000041  (Helio, z_best)
REDSHIFT_FINAL: 0.173827 +- 0.000041  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54042.520  (SNANA-FIT)
HOSTGAL_OBJID: 1237663543138845573
HOSTGAL_PHOTOZ: 0.1780  +- 0.0095
HOSTGAL_SNSEP: 3.903   # arcSec
HOSTGAL_LOGMASS: 11.339 +-  0.084   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.75  18.64  17.43  16.95  16.61 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 23
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 1
IDCCD: 3   FIELD: 82N
CLOUDCAM_AVG: 2681.00     CLOUDCAM_SIG:  7.51
MOONDIST: 999.00 deg     MOONPHASE:   0.10
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 127      127      127      127      127
PHOTOMETRYFLAG: 0        0        0        0       32
GAIN: 3.845    4.720    4.860    4.885    1.590  e/ADU
RDNOISE: 4.422    5.428   10.449    4.885    4.691  e-
SKY_AVG: 77.25   191.25   324.50   195.75    17.25  ADU/pix
SKY_SIG: 4.97     7.07     9.61     6.63     4.40  ADU/pix
PSF_SIG1: 1.559    1.585    1.407    1.364    1.692  pixels
PSF_SIG2: 3.448    3.633    3.655    3.475    3.436  pixels
PSF_RATIO: 0.087    0.075    0.046    0.056    0.120  (at origin)
FLUX: 1.44     7.47     6.89    17.21     0.93  uJy
FLUX_ERRTOT: 0.594    1.048    1.562    5.740    1.904  uJy
FLUXCAL_ERRTOT: 17.858   29.201   44.670  166.585   60.903
MAG_ERRPLUS: 0.4270   0.1520   0.2450   0.3550   1.3890
MAG_ERRMINUS: 0.4270   0.1520   0.2450   0.3550   1.3890
ZEROPT: 28.4950  28.2240  27.9450  26.0890  27.2980
ZEROPT_ERR: 0.0010   0.0010   0.0020   0.0040   0.0240
SKYSUB_ERR: 22.933   28.158   29.230  108.935   29.686  (fluxcal)
GALSUB_ERR: 17.575   21.298   22.412   88.571   85.746  (fluxcal)
END_OF_EPOCH: 23
XPIXEL: 227.510  227.460  225.430   -9.000   -9.000  (pixels)
YPIXEL: 1156.470 1144.480 1147.930   -9.000   -9.000  (pixels)
EDGEDIST: 227.510  227.460  225.430   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.4740  21.4670  21.6700  -9.0000  -9.0000
SEARCH_MAGERR: 0.1490   0.0830   0.1650  -9.0000  -9.0000
END_OF_SN: 15648
PHOTFLAG: [   0   32    0   32   32    1   32    0   32    1    1    0   32    0
    1    0   32    0   32    8   32   32   32    0    8    0   32   32
   32    0    0   32   32    0    8    1    0    0   32  129    1   33
   33   32    1    1   32   32   32    0    0   32    0   32  128    0
    0    0    0    0    0    0    0    0    0    0    0    0    0  128
    1    1    0    0    3 1177 1177 1177 1176 1179    0    0    0   32
  128  132   28    0    4  172    0    0    0   32    8    2 1214 1210
   32    0    0    0    0   32    0    0    0    0   32   32    0    0
    0    0   32]
SPECTRA: {}

NOBS: 115
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53974.178  g  NULL 14.1400000 13.6000000
OBS: 53974.178  r  NULL 14.7000000 21.2500000
OBS: 53974.178  i  NULL -12.3700000 32.5300000
OBS: 53974.178  z  NULL 58.8300000 105.7000000
OBS: 53974.178  u  NULL 8.9300000 39.5600000
OBS: 53989.167  g  NULL 9.2600000 22.0800000
OBS: 53989.167  r  NULL 6.1900000 24.6900000
OBS: 53989.167  i  NULL -0.9000000 32.2200000
OBS: 53989.167  z  NULL 79.9100000 107.0000000
OBS: 53989.167  u  NULL 47.9200000 67.4000000
OBS: 53989.185  g  NULL 8.6500000 21.6200000
