SURVEY: SDSS
SNID: 6936
IAUC: 2005jl
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 323.23381  deg
DECL: -0.699781  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 18
FAKE: 0   (=> data)
MWEBV: 0.0462    MW E(B-V)
MWEBV_ERR: 0.0077    error on MWEBV
NEPOCH_PRESN: 10   10   10   10    9   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.180212 +- 0.000027  (Helio, z_best)
REDSHIFT_FINAL: 0.178899 +- 0.000027  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53680.598  (SNANA-FIT)
HOSTGAL_OBJID: 1237656567579870979
HOSTGAL_PHOTOZ: 0.1727  +- 0.0610
HOSTGAL_SNSEP: 1.032   # arcSec
HOSTGAL_LOGMASS: 10.259 +-  0.073   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.93  19.89  19.14  18.84  18.59 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 18
TELESCOPE: sdss    SEARCH_RUN: 5924  QMASK: 1
IDCCD: 2   FIELD: 82S
CLOUDCAM_AVG: 1912.00     CLOUDCAM_SIG:  4.20
MOONDIST: 999.00 deg     MOONPHASE:   0.01
AIRMASS: 1.566
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 181      181      181      181      181
PHOTOMETRYFLAG: 32        0        0       32        0
GAIN: 3.855    4.600    6.565    5.155    1.595  e/ADU
RDNOISE: 4.626    4.600   15.756    5.155    5.662  e-
SKY_AVG: 75.50   163.00   228.75   158.00    13.25  ADU/pix
SKY_SIG: 5.22     6.78     7.43     6.39     4.58  ADU/pix
PSF_SIG1: 1.564    1.281    1.277    1.415    1.698  pixels
PSF_SIG2: 3.319    2.821    3.050    3.593    3.365  pixels
PSF_RATIO: 0.091    0.094    0.072    0.054    0.140  (at origin)
FLUX: 3.98     8.38    10.73     5.90    -0.38  uJy
FLUX_ERRTOT: 0.672    0.977    1.391    4.884    1.947  uJy
FLUXCAL_ERRTOT: 18.947   27.113   39.116  150.830   54.810
MAG_ERRPLUS: 0.1810   0.1260   0.1400   0.6940   1.4790
MAG_ERRMINUS: 0.1810   0.1260   0.1400   0.6940   1.4790
ZEROPT: 28.4550  28.1930  27.8580  26.2050  27.2580
ZEROPT_ERR: 0.0010   0.0010   0.0010   0.0030   0.0020
SKYSUB_ERR: 17.802   25.021   41.038   88.043   60.444  (fluxcal)
GALSUB_ERR: 23.109   17.919   23.077  114.506  104.990  (fluxcal)
END_OF_EPOCH: 18
XPIXEL: 1345.460 1341.890 1342.120   -9.000   -9.000  (pixels)
YPIXEL: 895.480  883.480  886.580   -9.000   -9.000  (pixels)
EDGEDIST: 593.520  605.520  602.420   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.0630  21.2800  21.4870  -9.0000  -9.0000
SEARCH_MAGERR: 0.1280   0.0980   0.1540  -9.0000  -9.0000
END_OF_SN: 6936
PHOTFLAG: [   0   32    0   32    4    1   32   32    0    0    1    1    0    0
    1   35    2   34   34    3    0    0    0    0    0    1   33   32
   32    1   33   32   32    0    1    0    0    0   32   32    0    0
    0   32   32    0    0    0    0    0    0    0    0    0    0    2
    2    0   32   34    0 1029 1028    4 1156   25    1   25   24   37
    1    1    1   32    1 1036 1028 1028 1156 1028    0    0    0  132
 1156   32    0    0   32    0]
SPECTRA: {}

NOBS: 90
NVAR: 6
