SURVEY: SDSS
SNID: 15301
IAUC: 2006lo
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 106
FILTERS: ugrizUGRIZ
RA: 323.579918  deg
DECL: 0.589106  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 23
FAKE: 0   (=> data)
MWEBV: 0.0623    MW E(B-V)
MWEBV_ERR: 0.0104    error on MWEBV
NEPOCH_PRESN: 7   10    9   10   10   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.179833 +- 0.000032  (Helio, z_best)
REDSHIFT_FINAL: 0.178513 +- 0.000032  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54036.625  (SNANA-FIT)
HOSTGAL_OBJID: 1237663458316125530
HOSTGAL_PHOTOZ: 0.1896  +- 0.0282
HOSTGAL_SNSEP: 1.141   # arcSec
HOSTGAL_LOGMASS: 9.915 +-  0.078   # log10(Mgal/Msolar)
HOSTGAL_MAG: 21.68  20.73  20.02  19.66  19.40 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 23
TELESCOPE: sdss    SEARCH_RUN: 6615  QMASK: 0
IDCCD: 5   FIELD: 82S
CLOUDCAM_AVG: 2746.00     CLOUDCAM_SIG:  8.30
MOONDIST: 26.29 deg     MOONPHASE:   0.59
AIRMASS: 1.653
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 193      193      193      193      193
PHOTOMETRYFLAG: 35       35       35       34     1153
GAIN: 4.050    4.725    4.640    3.480    1.470  e/ADU
RDNOISE: 4.253    4.252   12.992    4.698    4.483  e-
SKY_AVG: 635.00   546.75   470.50   278.25   170.75  ADU/pix
SKY_SIG: 12.84    11.03    10.69     9.39    11.37  ADU/pix
PSF_SIG1: 2.119    2.071    2.189    2.009    2.066  pixels
PSF_SIG2: 4.085    3.792    4.170    4.047    3.595  pixels
PSF_RATIO: 0.185    0.287    0.181    0.247    0.185  (at origin)
FLUX: 2.49     3.68     4.95    10.76    -5.74  uJy
FLUX_ERRTOT: 2.725    2.245    2.905    9.805    7.670  uJy
FLUXCAL_ERRTOT: 165.381   74.900   95.959  360.162  798.595
MAG_ERRPLUS: 1.7000   0.7230   0.6820   1.0170   2.5110
MAG_ERRMINUS: 1.7000   0.7230   0.6820   1.0170   2.5110
ZEROPT: 28.3210  28.1700  27.8510  26.5330  27.4750
ZEROPT_ERR: 0.0040   0.0020   0.0020   0.0110   0.0430
SKYSUB_ERR: 47.768   37.699   57.352  189.931   58.457  (fluxcal)
GALSUB_ERR: 67.935   61.154   86.168  395.307  227.231  (fluxcal)
END_OF_EPOCH: 23
XPIXEL: 1605.970 1604.930 1605.860   -9.000   -9.000  (pixels)
YPIXEL: 606.730  594.840  596.720   -9.000   -9.000  (pixels)
EDGEDIST: 442.030  443.070  442.140   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.6470  21.4010  21.3520  -9.0000  -9.0000
SEARCH_MAGERR: 0.2020   0.0970   0.1510  -9.0000  -9.0000
END_OF_SN: 15301
