SURVEY: SNLS
SNID: 05D1dx
IAUC: UNKNOWN
PHOTOMETRY_VERSION: JLA2014_SNLS
RA: 36.945791 deg
DECL: -4.03249 deg
MWEBV: 0.0271 MW E(B-V)
REDSHIFT_HELIO: 0.58 +- 0.001    (HELIO)
REDSHIFT_FINAL: 0.58 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53666.551
FILTERS: griz
SNR: [-9.     0.533  1.831  9.099 19.627 14.741 26.856 16.807 14.295  2.323
  1.789  0.679  0.407 -9.    -9.     0.478 -9.     2.145 -9.    -9.
 -9.    -9.    -9.    -9.     0.306  2.26   3.415 15.427 14.403 20.574
 42.805 30.132 63.345 37.447 46.913 29.631 10.841 22.012  9.82  14.047
  6.087  7.876  3.955  6.103  5.589  2.059  3.68   0.562 -9.     0.554
  2.532 -9.     1.316  1.355 -9.     0.217  2.143  5.642 23.271 29.214
 32.545  9.344 53.102 58.82  34.773 46.948 42.717 11.658 11.186 11.371
  2.205  5.58   3.652  2.764  3.412  1.866  2.362 -9.     0.563  0.269
  1.845  0.215 -9.    -9.     2.141  1.326  5.986 13.909 19.736 22.212
 16.207 13.731  3.861  2.987  5.295  0.716  0.264 -9.   ]
Zpt: [27.069 27.069 27.069 27.069 27.069 27.069 27.069 27.069 27.069 27.069
 27.069 27.069 27.069 27.069 27.069 27.069 27.069 27.069 27.069 27.069
 27.069 27.069 27.069 26.391 26.391 26.391 26.391 26.391 26.391 26.391
 26.391 26.391 26.391 26.391 26.391 26.391 26.391 26.391 26.391 26.391
 26.391 26.391 26.391 26.391 26.391 26.391 26.391 26.391 26.391 26.391
 26.391 26.391 26.391 26.391 26.519 26.519 26.519 26.519 26.519 26.519
 26.519 26.519 26.519 26.519 26.519 26.519 26.519 26.519 26.519 26.519
 26.519 26.519 26.519 26.519 26.519 26.519 26.519 26.519 26.519 26.519
 26.519 26.519 26.519 25.375 25.375 25.375 25.375 25.375 25.375 25.375
 25.375 25.375 25.375 25.375 25.375 25.375 25.375 25.375]
SPECTRA: {}

NOBS: 98
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53622.520  g  NULL -0.3720000 1.2870000
OBS: 53624.540  g  NULL 0.4200000 0.7870000
OBS: 53642.480  g  NULL 1.8570000 1.0140000
OBS: 53648.470  g  NULL 7.8190000 0.8590000
OBS: 53651.460  g  NULL 16.5410000 0.8430000
OBS: 53655.540  g  NULL 23.2020000 1.5740000
OBS: 53670.360  g  NULL 19.2460000 0.7170000
OBS: 53675.450  g  NULL 13.3980000 0.7970000
OBS: 53678.390  g  NULL 11.0390000 0.7720000
OBS: 53699.320  g  NULL 1.2440000 0.5350000
OBS: 53702.390  g  NULL 1.2690000 0.7090000
OBS: 53705.350  g  NULL 0.4100000 0.6030000
OBS: 53726.340  g  NULL 0.3950000 0.9710000
OBS: 53730.370  g  NULL -3.0820000 2.7700000
OBS: 53731.320  g  NULL -1.6700000 1.0320000
OBS: 53734.280  g  NULL 0.3140000 0.6570000
OBS: 53739.290  g  NULL -0.3480000 1.3680000
OBS: 53767.220  g  NULL 2.6360000 1.2290000
OBS: 53948.610  g  NULL -0.6960000 0.8200000
OBS: 53967.600  g  NULL -0.4990000 0.7430000
OBS: 53971.530  g  NULL -0.6670000 0.7460000
OBS: 53975.620  g  NULL -0.0360000 1.0890000
OBS: 53979.570  g  NULL -0.6610000 0.9290000
OBS: 53622.470  i  NULL -0.3340000 1.8610000
OBS: 53624.490  i  NULL 0.4180000 1.3680000
OBS: 53639.530  i  NULL 2.5220000 1.1160000
OBS: 53642.430  i  NULL 6.8060000 1.9930000
OBS: 53647.540  i  NULL 24.9760000 1.6190000
OBS: 53648.420  i  NULL 26.1320000 1.8140000
OBS: 53651.410  i  NULL 41.6040000 2.0220000
OBS: 53655.420  i  NULL 57.2000000 1.3360000
OBS: 53666.410  i  NULL 71.8220000 2.3840000
OBS: 53667.430  i  NULL 77.0800000 1.2170000
OBS: 53670.320  i  NULL 74.3310000 1.9850000
OBS: 53674.390  i  NULL 69.9350000 1.4910000
OBS: 53678.350  i  NULL 64.0130000 2.1600000
OBS: 53682.320  i  NULL 45.9490000 4.2380000
OBS: 53699.290  i  NULL 23.9120000 1.0860000
OBS: 53702.290  i  NULL 17.8450000 1.8170000
OBS: 53705.300  i  NULL 18.4210000 1.3110000
OBS: 53711.270  i  NULL 12.6380000 2.0760000
OBS: 53726.280  i  NULL 7.4660000 0.9480000
OBS: 53730.320  i  NULL 9.0340000 2.2840000
OBS: 53734.250  i  NULL 5.9280000 0.9710000
OBS: 53739.260  i  NULL 7.4660000 1.3360000
OBS: 53766.250  i  NULL 3.8010000 1.8460000
OBS: 53769.230  i  NULL 4.7090000 1.2790000
OBS: 53944.600  i  NULL 1.1390000 2.0290000
OBS: 53946.610  i  NULL -5.6230000 4.1520000
OBS: 53963.540  i  NULL 0.6850000 1.2370000
OBS: 53967.560  i  NULL 3.6330000 1.4350000
OBS: 53970.540  i  NULL -1.1370000 1.2190000
OBS: 53975.580  i  NULL 1.7730000 1.3470000
OBS: 53979.520  i  NULL 1.2550000 0.9260000
OBS: 53622.500  r  NULL -0.9880000 1.5580000
OBS: 53624.530  r  NULL 0.2190000 1.0080000
OBS: 53639.570  r  NULL 3.1110000 1.4520000
OBS: 53642.460  r  NULL 7.7240000 1.3690000
OBS: 53648.450  r  NULL 25.9840000 1.1170000
OBS: 53651.440  r  NULL 38.6260000 1.3220000
OBS: 53655.520  r  NULL 58.8960000 1.8100000
OBS: 53666.450  r  NULL 84.0910000 8.9990000
OBS: 53667.470  r  NULL 72.2520000 1.3610000
OBS: 53670.340  r  NULL 68.2690000 1.1610000
OBS: 53674.480  r  NULL 58.9470000 1.6950000
OBS: 53675.380  r  NULL 57.9290000 1.2340000
OBS: 53678.370  r  NULL 52.7570000 1.2350000
OBS: 53698.460  r  NULL 13.2100000 1.1330000
OBS: 53702.340  r  NULL 12.0880000 1.0810000
OBS: 53705.330  r  NULL 8.8160000 0.7750000
OBS: 53711.360  r  NULL 4.5410000 2.0600000
OBS: 53726.320  r  NULL 5.5750000 0.9990000
OBS: 53730.350  r  NULL 5.6140000 1.5370000
OBS: 53734.310  r  NULL 2.7600000 0.9990000
OBS: 53739.310  r  NULL 5.0870000 1.4910000
OBS: 53766.290  r  NULL 3.3470000 1.7940000
OBS: 53769.270  r  NULL 2.8510000 1.2070000
OBS: 53948.590  r  NULL -2.5790000 1.1810000
OBS: 53963.590  r  NULL 0.6510000 1.1560000
OBS: 53967.580  r  NULL 0.2560000 0.9510000
OBS: 53970.600  r  NULL 1.4800000 0.8020000
OBS: 53975.600  r  NULL 0.2480000 1.1560000
OBS: 53979.550  r  NULL -0.8740000 0.9980000
OBS: 53624.580  z  NULL -0.1260000 3.1690000
OBS: 53639.600  z  NULL 8.0760000 3.7730000
OBS: 53642.510  z  NULL 5.0290000 3.7940000
OBS: 53648.510  z  NULL 21.1430000 3.5320000
OBS: 53655.490  z  NULL 60.1010000 4.3210000
OBS: 53668.360  z  NULL 76.6870000 3.8860000
OBS: 53675.490  z  NULL 69.9130000 3.1480000
OBS: 53699.350  z  NULL 35.5660000 2.1940000
OBS: 53705.390  z  NULL 32.1560000 2.3420000
OBS: 53726.380  z  NULL 13.7700000 3.5670000
OBS: 53734.340  z  NULL 11.8310000 3.9610000
OBS: 53739.350  z  NULL 17.3130000 3.2700000
OBS: 53963.620  z  NULL 2.7150000 3.7890000
OBS: 53971.590  z  NULL 0.9110000 3.4500000
OBS: 53979.600  z  NULL -1.5410000 3.6450000
END_PHOTOMETRY:

# =============================================
