SURVEY: SDSS
SNID: 20350
IAUC: 2007ph
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 312.805813  deg
DECL: -0.955823  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 20
FAKE: 0   (=> data)
MWEBV: 0.0918    MW E(B-V)
MWEBV_ERR: 0.0153    error on MWEBV
NEPOCH_PRESN: 4    9   10   13   13   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.129390 +- 0.000030  (Helio, z_best)
REDSHIFT_FINAL: 0.128260 +- 0.000030  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54411.871  (SNANA-FIT)
HOSTGAL_OBJID: 1237663542064709921
HOSTGAL_PHOTOZ: 0.1360  +- 0.0081
HOSTGAL_SNSEP: 7.852   # arcSec
HOSTGAL_LOGMASS: 11.289 +-  0.070   # log10(Mgal/Msolar)
HOSTGAL_MAG: 19.73  17.76  16.67  16.26  15.87 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 20
TELESCOPE: sdss    SEARCH_RUN: 7195  QMASK: 0
IDCCD: 1   FIELD: 82N
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 44       44       44       44       44
PHOTOMETRYFLAG: 3       33       61       36       39
GAIN: 3.320    4.710    5.165    4.745    1.620  e/ADU
RDNOISE: 13.114    6.359   14.462    4.271    5.022  e-
SKY_AVG: 799.00   646.75   699.25   283.50    89.00  ADU/pix
SKY_SIG: 16.52    12.40    18.49     7.92     8.15  ADU/pix
PSF_SIG1: 2.016    1.921    1.767    1.743    1.878  pixels
PSF_SIG2: 3.918    3.949    3.867    3.712    3.503  pixels
PSF_RATIO: 0.221    0.165    0.134    0.131    0.132  (at origin)
FLUX: -0.94     5.85     4.97    13.59     1.92  uJy
FLUX_ERRTOT: 2.981    2.961    3.995   12.340    6.848  uJy
FLUXCAL_ERRTOT: 142.324   93.988  161.441  498.954  356.627
MAG_ERRPLUS: 2.3850   0.5940   1.0490   1.1240   2.7540
MAG_ERRMINUS: 2.3850   0.5940   1.0490   1.1240   2.7540
ZEROPT: 28.2040  27.8330  27.4490  25.6830  26.7620
ZEROPT_ERR: 0.0030   0.0020   0.0020   0.0040   0.0080
SKYSUB_ERR: 74.051   70.765  712.396  375.910   95.830  (fluxcal)
GALSUB_ERR: 50.646   48.117   52.261  208.348  322.870  (fluxcal)
END_OF_EPOCH: 20
XPIXEL: 900.900  899.510  897.890   -9.000   -9.000  (pixels)
