SURVEY: SDSS
SNID: 12855
IAUC: 2006fk
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 330.255531  deg
DECL: 0.716239  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 21
FAKE: 0   (=> data)
MWEBV: 0.0521    MW E(B-V)
MWEBV_ERR: 0.0087    error on MWEBV
REDSHIFT_HELIO: 0.172000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.170628 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53996.090  (SNANA-FIT)
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: -9.000    # arcsec
HOSTGAL_MAG: -9.00  -9.00  -9.00  -9.00  -9.00 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 21
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 0
IDCCD: 5   FIELD: 82N
CLOUDCAM_AVG: 2673.00     CLOUDCAM_SIG:  7.54
MOONDIST: 999.00 deg     MOONPHASE:   0.10
AIRMASS: 1.504
PASSBAND: g        r        i        z
SEARCH_FIELD: 238      238      238      238
PHOTOMETRYFLAG: 18       48      144       48
GAIN: 4.050    4.725    4.640    3.480  e/ADU
RDNOISE: 4.253    4.252   12.992    4.698  e-
XPIXEL: 863.180  863.250  864.460   -9.000  (pixels)
YPIXEL: 488.210  477.560  480.680   -9.000  (pixels)
EDGEDIST: 488.210  477.560  480.680   -9.000  (pixels)
SKY_AVG: 64.50   175.00   288.00   275.75  ADU/pix
SKY_SIG: 4.81     6.92    10.07    10.91  ADU/pix
PSF_SIG1: 1.972    1.501    1.651    1.612  pixels
PSF_SIG2: 3.745    3.557    3.667    3.748  pixels
PSF_RATIO: 0.239    0.049    0.091    0.096  (at origin)
FLUX: -0.84     1.59    -1.39     6.89  uJy
FLUX_ERRTOT: 0.780    0.975    1.762    6.096  uJy
FLUXCAL_ERRTOT: 25.963   30.456   59.141  197.212
MAG_ERRPLUS: 0.8570   0.6250   1.0430   0.8090
MAG_ERRMINUS: 0.8570   0.6250   1.0430   0.8090
ZEROPT: 28.4050  28.2170  27.8970  26.3100
ZEROPT_ERR: 9.7720   9.7720   9.7720   9.7720
SEARCH_MAG: 22.0710  21.2080  21.3760  -9.0000
SEARCH_MAGERR: 0.1900   0.0980   0.1370  -9.0000
SKYSUB_ERR: 228.997  246.227  361.560 1131.783  (fluxcal)
GALSUB_ERR: 549.240  147.631  313.536  448.940  (fluxcal)
END_OF_EPOCH: 21
END_OF_SN: 12855
PHOTFLAG: [  17   17   16   16   16   16   16   16   16   16   16  144   16   16
   16  176   16   16   16   48   17   16   16   16   17   17   17   16
   17   16   16   16   48   16   48   48   48   16   48   48   48   16
   48   48   48  144   48  176   17  145   17   16   17   48   16   48
   20   52   52 1172   16   48   16   48   16 1202   48 1202   48   48
   48   16   48   48  176   16   16   48   48   48   18   48  144   48]
SPECTRA: {}

NOBS: 84
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53989.232  g  NULL 304.5000000 27.2900000
OBS: 53989.232  r  NULL 399.6000000 31.3700000
OBS: 53989.232  i  NULL 437.8000000 40.9200000
OBS: 53989.232  z  NULL 345.2000000 122.1000000
OBS: 53995.221  g  NULL 471.9000000 16.1000000
OBS: 53995.221  r  NULL 494.0000000 24.1500000
OBS: 53995.221  i  NULL 491.4000000 35.8800000
OBS: 53995.221  z  NULL 290.4000000 110.1000000
OBS: 53997.199  g  NULL 473.2000000 19.2000000
OBS: 53997.199  r  NULL 512.1000000 28.8200000
OBS: 53997.199  i  NULL 541.4000000 43.0200000
OBS: 53997.199  z  NULL 338.7000000 132.7000000
OBS: 54000.207  g  NULL 365.2000000 21.2300000
OBS: 54000.207  r  NULL 531.8000000 29.4300000
OBS: 54000.207  i  NULL 488.7000000 48.8200000
OBS: 54000.207  z  NULL 62.6600000 140.8000000
OBS: 54007.184  g  NULL 181.0000000 16.9500000
OBS: 54007.184  r  NULL 415.8000000 25.7200000
OBS: 54007.184  i  NULL 313.5000000 39.3300000
