SURVEY: SDSS
SNID: 19940
IAUC: 2007pa
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 315.393539  deg
DECL: -0.268507  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 16
FAKE: 0   (=> data)
MWEBV: 0.0802    MW E(B-V)
MWEBV_ERR: 0.0134    error on MWEBV
NEPOCH_PRESN: 6   10   10   10   10   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.147000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.145815 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54407.750  (SNANA-FIT)
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: -9.000    # arcsec
HOSTGAL_MAG: -9.00  -9.00  -9.00  -9.00  -9.00 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 16
TELESCOPE: sdss    SEARCH_RUN: 7182  QMASK: 0
IDCCD: 3   FIELD: 82S
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 144      144      144      144      144
PHOTOMETRYFLAG: 1177        1      152      184      129
GAIN: 3.845    4.720    4.860    4.885    1.590  e/ADU
RDNOISE: 4.422    5.428   10.449    4.885    4.691  e-
SKY_AVG: 685.00   490.50   381.50   131.00   176.00  ADU/pix
SKY_SIG: 13.48    10.73     9.76     5.44    11.06  ADU/pix
PSF_SIG1: 1.474    1.337    1.146    1.285    1.564  pixels
PSF_SIG2: 3.369    3.425    2.832    3.395    3.403  pixels
PSF_RATIO: 0.066    0.051    0.075    0.047    0.093  (at origin)
FLUX: 10.37    27.09    28.80     2.51    -0.82  uJy
FLUX_ERRTOT: 1.391    1.368    2.038    4.591    3.531  uJy
FLUXCAL_ERRTOT: 39.567   37.996   57.299  132.885  118.346
MAG_ERRPLUS: 0.1470   0.0550   0.0770   0.8070   2.0660
MAG_ERRMINUS: 0.1470   0.0550   0.0770   0.8070   2.0660
ZEROPT: 28.4990  28.2260  27.9300  26.0780  27.3240
ZEROPT_ERR: 0.0060   0.0020   0.0030   0.0060   0.0180
SKYSUB_ERR: 369.591   18.165  465.956 1161.128   45.374  (fluxcal)
GALSUB_ERR: 17.327   15.095   18.840   90.166   73.775  (fluxcal)
END_OF_EPOCH: 16
XPIXEL: 1431.450 1430.620 1429.510   -9.000   -9.000  (pixels)
YPIXEL: 1252.190 1241.330 1244.190   -9.000   -9.000  (pixels)
EDGEDIST: 236.810  247.670  244.810   -9.000   -9.000  (pixels)
SEARCH_MAG: 20.9130  20.2970  20.6300  -9.0000  -9.0000
SEARCH_MAGERR: 0.0930   0.0490   0.0750  -9.0000  -9.0000
END_OF_SN: 19940
PHOTFLAG: [  32    0   32    0    4    0   32   32    0    0    1    1   32    0
    1   32   32   40   32    0   32    0    0    0    0    0    0   32
    0    0    1    2    0    0  130    1    1 1155    0    1    1    1
    0    0  129    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    8    0    0   12    0    0    0    0    0
    1    1    0    0    1 1177    1  152  184  129]
SPECTRA: {}

NOBS: 80
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54348.190  g  NULL 10.2200000 15.8500000
OBS: 54348.190  r  NULL 22.8600000 25.3000000
OBS: 54348.190  i  NULL 18.5000000 37.3700000
OBS: 54348.190  z  NULL -9.1500000 113.9000000
OBS: 54348.190  u  NULL 80.9800000 57.5300000
OBS: 54357.159  g  NULL -7.0600000 13.4600000
OBS: 54357.159  r  NULL 4.0400000 20.7100000
OBS: 54357.159  i  NULL 0.3900000 32.6200000
OBS: 54357.159  z  NULL 208.9000000 109.7000000
OBS: 54357.159  u  NULL 11.6500000 39.0200000
OBS: 54365.156  g  NULL -21.7400000 42.5200000
OBS: 54365.156  r  NULL 27.6100000 41.3600000
OBS: 54365.156  i  NULL 5.1500000 42.7500000
OBS: 54365.156  z  NULL -73.0300000 128.1000000
OBS: 54365.156  u  NULL -116.9000000 102.7000000
OBS: 54379.198  g  NULL 8.5400000 13.8900000
OBS: 54379.198  r  NULL 2.7700000 20.6100000
OBS: 54379.198  i  NULL 10.2400000 31.6200000
OBS: 54379.198  z  NULL 36.7500000 109.2000000
OBS: 54379.198  u  NULL -4.9600000 43.7400000
OBS: 54385.205  g  NULL 4.3600000 16.5900000
OBS: 54385.205  r  NULL -20.8300000 24.5800000
OBS: 54385.205  i  NULL -11.2600000 32.0000000
OBS: 54385.205  z  NULL 212.5000000 111.7000000
OBS: 54385.205  u  NULL -5.9600000 44.2300000
OBS: 54387.205  g  NULL -40.6000000 18.5400000
OBS: 54387.205  r  NULL -20.6800000 32.7600000
OBS: 54387.205  i  NULL 28.1000000 44.9000000
OBS: 54387.205  z  NULL -1.2400000 143.8000000
OBS: 54387.205  u  NULL -23.3300000 70.3400000
OBS: 54392.200  g  NULL 269.6000000 29.4200000
OBS: 54392.200  r  NULL 332.2000000 43.6900000
OBS: 54392.200  i  NULL 215.3000000 55.0500000
OBS: 54392.200  z  NULL 255.8000000 192.2000000
OBS: 54392.200  u  NULL 136.2000000 119.0000000
OBS: 54394.187  g  NULL 430.7000000 55.7400000
