SURVEY: SDSS
SNID: 6933
IAUC: 2005jc
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 11.351705  deg
DECL: 1.075577  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 20
FAKE: 0   (=> data)
MWEBV: 0.0236    MW E(B-V)
MWEBV_ERR: 0.0039    error on MWEBV
NEPOCH_PRESN: 16   18   20   20   21   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.213000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.211630 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53679.812  (SNANA-FIT)
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: -9.000    # arcsec
HOSTGAL_MAG: -9.00  -9.00  -9.00  -9.00  -9.00 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 20
TELESCOPE: sdss    SEARCH_RUN: 5918  QMASK: 0
IDCCD: 6   FIELD: 82N
CLOUDCAM_AVG: 1803.00     CLOUDCAM_SIG:  4.77
MOONDIST: 999.00 deg     MOONPHASE:   0.02
AIRMASS: 1.535
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 497      497      497      497      497
PHOTOMETRYFLAG: 0        2      130        0       10
GAIN: 4.035    4.895    4.760    4.690    2.170  e/ADU
RDNOISE: 5.447    4.650   10.710    5.159    5.750  e-
SKY_AVG: 64.00   131.50   216.25   130.50    11.50  ADU/pix
SKY_SIG: 4.17     5.68     7.11     5.47     3.44  ADU/pix
PSF_SIG1: 1.861    1.968    1.915    1.805    1.891  pixels
PSF_SIG2: 3.590    3.779    3.806    3.598    3.211  pixels
PSF_RATIO: 0.186    0.154    0.252    0.208    0.248  (at origin)
FLUX: 2.02    10.80    11.16     6.95    -0.10  uJy
FLUX_ERRTOT: 0.665    1.107    1.886    6.631    2.688  uJy
FLUXCAL_ERRTOT: 19.424   30.694   53.286  217.817   72.082
MAG_ERRPLUS: 0.3480   0.1110   0.1830   0.8750   1.8100
MAG_ERRMINUS: 0.3480   0.1110   0.1830   0.8750   1.8100
ZEROPT: 28.5060  28.1900  27.9110  26.2240  27.0120
ZEROPT_ERR: 0.0010   0.0010   0.0010   0.0020   0.0020
SKYSUB_ERR: 13.423   25.496   30.530  178.743  120.916  (fluxcal)
GALSUB_ERR: 29.406   51.644   83.160  239.305  176.778  (fluxcal)
END_OF_EPOCH: 20
XPIXEL: 319.110  315.010  317.600   -9.000   -9.000  (pixels)
YPIXEL: 1272.500 1258.390 1261.180   -9.000   -9.000  (pixels)
EDGEDIST: 216.500  230.610  227.820   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.2180  21.3730  21.4360  -9.0000  -9.0000
SEARCH_MAGERR: 0.1030   0.0740   0.1280  -9.0000  -9.0000
END_OF_SN: 6933
PHOTFLAG: [  0   0   0   0  14   0   0   0   0  32  33   1   0   0   1   1   1   0
   0   1   1   0   0   0   1  32  32   0   0   0   0   0   0   0 160   0
   0   0   0 136   1   1   0   0  33   1   0   0   0   1   0 128   0   0
   8   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   8   1   1   0   0 129   0   0   0   0  40
   0   0   0   0   8   0   2 130   0  10]
SPECTRA: {}

NOBS: 100
NVAR: 6
