SURVEY: SDSS
SNID: 6558
IAUC: 2005hj
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 118
FILTERS: ugrizUGRIZ
RA: 21.701672  deg
DECL: -1.238135  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 17
FAKE: 0   (=> data)
MWEBV: 0.0387    MW E(B-V)
MWEBV_ERR: 0.0065    error on MWEBV
NEPOCH_PRESN: 8   13   13   14   14   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.057385 +- 0.000013  (Helio, z_best)
REDSHIFT_FINAL: 0.056309 +- 0.000013  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53674.000  (SNANA-FIT)
HOSTGAL_OBJID: 1237663782596247735
HOSTGAL_PHOTOZ: 0.0619  +- 0.0290
HOSTGAL_SNSEP: 0.871   # arcSec
HOSTGAL_LOGMASS: 9.769 +-  0.062   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.15  18.80  18.12  17.76  17.49 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 17
TELESCOPE: sdss    SEARCH_RUN: 5924  QMASK: 1
IDCCD: 1   FIELD: 82S
CLOUDCAM_AVG: 1891.00     CLOUDCAM_SIG:  4.17
MOONDIST: 999.00 deg     MOONPHASE:   0.00
AIRMASS: 1.566
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 571      571      571      571      571
PHOTOMETRYFLAG: 0        0        0        0        8
GAIN: 3.320    4.710    5.165    4.745    1.620  e/ADU
RDNOISE: 13.114    6.359   14.462    4.271    5.022  e-
SKY_AVG: 82.25   132.50   157.75   101.25    19.50  ADU/pix
SKY_SIG: 6.52     5.72     6.67     4.82     4.65  ADU/pix
PSF_SIG1: 1.466    1.242    1.075    1.345    1.591  pixels
PSF_SIG2: 3.359    2.918    2.516    3.430    3.742  pixels
PSF_RATIO: 0.072    0.073    0.108    0.043    0.066  (at origin)
FLUX: 44.80   108.00    95.71    92.89     8.83  uJy
FLUX_ERRTOT: 0.844    1.759    1.720    4.869    1.736  uJy
FLUXCAL_ERRTOT: 24.308   49.519   49.357  135.864   48.037
MAG_ERRPLUS: 0.0210   0.0180   0.0200   0.0570   0.2250
MAG_ERRMINUS: 0.0210   0.0180   0.0200   0.0570   0.2250
ZEROPT: 28.6250  28.2240  27.8990  26.2590  27.4690
ZEROPT_ERR: 0.0010   0.0010   0.0010   0.0020   0.0030
SKYSUB_ERR: 3.705   13.653   15.846   66.502   46.418  (fluxcal)
GALSUB_ERR: 23.022   19.455   21.226   99.920   97.309  (fluxcal)
END_OF_EPOCH: 17
XPIXEL: 269.310  266.100  264.680   -9.000   -9.000  (pixels)
YPIXEL: 943.490  929.830  933.270   -9.000   -9.000  (pixels)
EDGEDIST: 269.310  266.100  264.680   -9.000   -9.000  (pixels)
SEARCH_MAG: 19.7790  18.8290  18.9550  -9.0000  -9.0000
SEARCH_MAGERR: 0.0210   0.0110   0.0160  -9.0000  -9.0000
END_OF_SN: 6558
PHOTFLAG: [  32    0    0 1184    2    1    0    0   32    0 1185  161    1    0
   33   32   32    0   33    0    0   32    0    0    0   32    0    0
  128   25   13   29    5    0    0    0    0    8  128    0    0    0
    0    0    0    0    0    0 1152  128    0    0    0 1152    0    0
    0  130    0    0    0    0    0    1    1    1    0    1    1    0
    8    0  128    0    0    0    0 1154    0    0    0    0    8]
SPECTRA: {}

NOBS: 83
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53622.388  g  NULL 0.2200000 23.6800000
OBS: 53622.388  r  NULL -39.8800000 36.8200000
OBS: 53622.388  i  NULL -35.7800000 51.2900000
OBS: 53622.388  z  NULL 361.1000000 174.6000000
OBS: 53622.388  u  NULL -10.8400000 51.8400000
OBS: 53627.345  g  NULL -18.5600000 29.3000000
OBS: 53627.345  r  NULL -12.3800000 35.5600000
OBS: 53627.345  i  NULL -16.1900000 43.7600000
OBS: 53627.345  z  NULL 39.9900000 130.6000000
OBS: 53627.345  u  NULL -27.8700000 57.1700000
OBS: 53634.338  g  NULL 16.0700000 69.4700000
OBS: 53634.338  r  NULL 11.3500000 57.2500000
OBS: 53634.338  i  NULL -3.6900000 58.0900000
OBS: 53634.338  z  NULL -319.1000000 189.6000000
OBS: 53638.379  g  NULL 9.3900000 20.9200000
OBS: 53638.379  r  NULL 41.1800000 29.1300000
OBS: 53638.379  i  NULL 39.4500000 41.9400000
OBS: 53638.379  z  NULL -18.3200000 115.7000000
OBS: 53638.379  u  NULL 18.0200000 49.8800000
OBS: 53640.343  g  NULL -10.7800000 21.2800000
OBS: 53640.343  r  NULL -50.5000000 31.1900000
OBS: 53640.343  i  NULL 23.0900000 41.5600000
OBS: 53640.343  z  NULL -24.8000000 120.9000000
OBS: 53640.343  u  NULL -30.0600000 57.9300000
OBS: 53655.316  g  NULL -24.2400000 29.6100000
OBS: 53655.316  r  NULL 45.1800000 37.3400000
OBS: 53655.316  i  NULL -19.8600000 54.0800000
OBS: 53655.316  z  NULL -174.8000000 197.4000000
OBS: 53655.316  u  NULL -17.0900000 57.0100000
OBS: 53664.341  g  NULL 4022.0000000 70.3800000
OBS: 53664.341  r  NULL 3844.0000000 77.9000000
OBS: 53664.341  i  NULL 3293.0000000 94.0400000
OBS: 53664.341  z  NULL 2585.0000000 305.9000000
OBS: 53669.300  g  NULL 7145.0000000 98.7100000
OBS: 53669.300  r  NULL 6619.0000000 109.7000000
OBS: 53669.300  i  NULL 4831.0000000 62.2900000
OBS: 53669.300  z  NULL 4050.0000000 141.9000000
OBS: 53669.300  u  NULL 4626.0000000 132.1000000
OBS: 53671.385  g  NULL 7713.0000000 248.7000000
OBS: 53671.385  r  NULL 7406.0000000 88.6800000
OBS: 53671.385  i  NULL 5100.0000000 61.0700000
OBS: 53671.385  z  NULL 4380.0000000 165.5000000
OBS: 53671.385  u  NULL 5124.0000000 146.3000000
OBS: 53674.284  g  NULL 8226.0000000 113.7000000
OBS: 53674.284  r  NULL 8002.0000000 81.0700000
OBS: 53674.284  i  NULL 4826.0000000 53.3400000
OBS: 53674.284  z  NULL 4288.0000000 189.8000000
OBS: 53674.284  u  NULL 4716.0000000 134.7000000
OBS: 53676.373  g  NULL 8076.0000000 655.3000000
OBS: 53676.373  r  NULL 7973.0000000 227.7000000
OBS: 53676.373  i  NULL 4639.0000000 51.2700000
OBS: 53676.373  z  NULL 4392.0000000 153.8000000
OBS: 53676.373  u  NULL 3912.0000000 111.7000000
OBS: 53679.345  g  NULL 7145.0000000 395.0000000
OBS: 53679.345  r  NULL 7502.0000000 117.5000000
OBS: 53679.345  i  NULL 4475.0000000 107.2000000
OBS: 53679.345  z  NULL 3475.0000000 185.9000000
OBS: 53679.345  u  NULL 3230.0000000 136.9000000
OBS: 53681.337  g  NULL 6656.0000000 79.6900000
OBS: 53681.337  r  NULL 7152.0000000 39.5200000
OBS: 53681.337  i  NULL 4414.0000000 65.0500000
OBS: 53681.337  z  NULL 3670.0000000 121.8000000
OBS: 53681.337  u  NULL 2505.0000000 73.8400000
OBS: 53685.296  g  NULL 5385.0000000 74.4000000
OBS: 53685.296  r  NULL 6087.0000000 50.4600000
OBS: 53685.296  i  NULL 3461.0000000 57.3800000
OBS: 53685.296  z  NULL 2694.0000000 139.2000000
OBS: 53685.296  u  NULL 1546.0000000 82.6300000
OBS: 53697.293  g  NULL 2158.0000000 49.6900000
OBS: 53697.293  r  NULL 3715.0000000 44.4900000
OBS: 53697.293  i  NULL 2390.0000000 59.4400000
OBS: 53697.293  z  NULL 2329.0000000 161.3000000
OBS: 53697.293  u  NULL 367.3000000 68.5800000
OBS: 53700.292  g  NULL 1801.0000000 38.1600000
OBS: 53700.292  r  NULL 3532.0000000 52.0500000
OBS: 53700.292  i  NULL 2575.0000000 59.3000000
OBS: 53700.292  z  NULL 2408.0000000 180.1000000
OBS: 53700.292  u  NULL 333.6000000 63.5900000
OBS: 53705.278  g  NULL 1257.0000000 24.3100000
OBS: 53705.278  r  NULL 2987.0000000 49.5200000
OBS: 53705.278  i  NULL 2679.0000000 49.3600000
OBS: 53705.278  z  NULL 2583.0000000 135.9000000
OBS: 53705.278  u  NULL 228.4000000 48.0400000
END_PHOTOMETRY:

# =============================================
