SURVEY: SDSS
SNID: 10028
IAUC: 2005kt
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 119
FILTERS: ugrizUGRIZ
RA: 17.741856  deg
DECL: 0.276253  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 21
FAKE: 0   (=> data)
MWEBV: 0.0252    MW E(B-V)
MWEBV_ERR: 0.0042    error on MWEBV
NEPOCH_PRESN: 10   17   19   18   19   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.065392 +- 0.000009  (Helio, z_best)
REDSHIFT_FINAL: 0.064256 +- 0.000009  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53693.922  (SNANA-FIT)
HOSTGAL_OBJID: 1237666339726360676
HOSTGAL_PHOTOZ: 0.0563  +- 0.0181
HOSTGAL_SNSEP: 0.548   # arcSec
HOSTGAL_LOGMASS: 10.597 +-  0.075   # log10(Mgal/Msolar)
HOSTGAL_MAG: 18.81  17.12  16.34  15.98  15.70 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 21
TELESCOPE: sdss    SEARCH_RUN: 5918  QMASK: 1
IDCCD: 4   FIELD: 82N
CLOUDCAM_AVG: 1791.00     CLOUDCAM_SIG:  4.87
MOONDIST: 999.00 deg     MOONPHASE:   0.02
AIRMASS: 1.535
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 539      539      539      539      539
PHOTOMETRYFLAG: 32     1184       32      160       32
GAIN: 3.995    4.760    4.885    4.775    1.600  e/ADU
RDNOISE: 5.593    5.474   12.212   14.803    5.680  e-
SKY_AVG: 63.50   129.25   227.50   128.25    14.25  ADU/pix
SKY_SIG: 4.36     5.35     7.72     6.56     4.42  ADU/pix
PSF_SIG1: 1.594    1.467    1.604    1.422    1.839  pixels
PSF_SIG2: 3.215    3.190    3.597    3.292    3.465  pixels
PSF_RATIO: 0.110    0.086    0.104    0.070    0.167  (at origin)
FLUX: 93.22   106.60    87.33    78.86    19.58  uJy
FLUX_ERRTOT: 1.410    6.309    2.934    8.377    2.664  uJy
FLUXCAL_ERRTOT: 38.549  173.906   83.365  235.101   71.231
MAG_ERRPLUS: 0.0160   0.0640   0.0370   0.1160   0.1520
MAG_ERRMINUS: 0.0160   0.0640   0.0370   0.1160   0.1520
ZEROPT: 28.5280  28.1930  27.9890  26.0980  27.3080
ZEROPT_ERR: 0.0020   0.0020   0.0020   0.0030   0.0030
SKYSUB_ERR: 9.891    8.317   42.929   96.395   25.836  (fluxcal)
GALSUB_ERR: 42.679   53.907   67.405  158.194  132.980  (fluxcal)
END_OF_EPOCH: 21
XPIXEL: 684.300  681.530  681.900   -9.000   -9.000  (pixels)
YPIXEL: 1136.260 1124.470 1126.430   -9.000   -9.000  (pixels)
EDGEDIST: 352.740  364.530  362.570   -9.000   -9.000  (pixels)
SEARCH_MAG: 18.8980  18.6510  18.9290  -9.0000  -9.0000
SEARCH_MAGERR: 0.0160   0.0180   0.0290  -9.0000  -9.0000
END_OF_SN: 10028
PHOTFLAG: [   0   32    0   32    4  128   32    0   32   32    1   33    0    0
    1   33   33   32    0   33   33   32    0   32    1    0    0   32
    0   32    0   32   32   32   32    0   32    0   32    0    0   32
   32   32   40   33   33   33   32   33   33   32   32    0   33   32
   32   32   32  128    0   32    0    0   40    0   32   32   32   32
   40    0   32   32  136   32   32   32   32   40   32   32   32   32
   32    1   33   32   32    1    0   32   32   32    8  140   32   32
 1188   12   32 1184   32  160   32]
SPECTRA: {}

NOBS: 105
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53616.364  g  NULL -9.5100000 40.9500000
OBS: 53616.364  r  NULL 78.3700000 69.7300000
OBS: 53616.364  i  NULL -207.3000000 79.8900000
OBS: 53616.364  z  NULL 229.9000000 323.0000000
OBS: 53616.364  u  NULL -12.0900000 76.2100000
OBS: 53626.341  g  NULL -17.4800000 39.4900000
OBS: 53626.341  r  NULL 36.1900000 64.9800000
OBS: 53626.341  i  NULL -191.4000000 66.9000000
OBS: 53626.341  z  NULL 210.4000000 221.0000000
OBS: 53626.341  u  NULL 4.7100000 51.4200000
OBS: 53628.325  g  NULL -59.2700000 55.5000000
OBS: 53628.325  r  NULL 44.6200000 85.0000000
OBS: 53628.325  i  NULL -70.8800000 93.2300000
OBS: 53628.325  z  NULL -122.4000000 233.8000000
OBS: 53628.325  u  NULL -57.0400000 152.7000000
OBS: 53635.334  g  NULL 33.7200000 51.9200000
OBS: 53635.334  r  NULL 74.7500000 55.7900000
OBS: 53635.334  i  NULL 145.0000000 64.9200000
OBS: 53635.334  z  NULL -61.2000000 188.3000000
OBS: 53635.334  u  NULL 49.7400000 103.0000000
OBS: 53637.327  g  NULL 77.1600000 44.4500000
OBS: 53637.327  r  NULL 79.5100000 73.0900000
OBS: 53637.327  i  NULL -110.5000000 93.3400000
OBS: 53637.327  z  NULL 421.5000000 271.1000000
OBS: 53637.327  u  NULL -19.7200000 103.2000000
OBS: 53639.373  g  NULL -15.9200000 37.6600000
OBS: 53639.373  r  NULL -83.9000000 51.1800000
OBS: 53639.373  i  NULL 75.1200000 72.4900000
OBS: 53639.373  z  NULL -426.1000000 188.7000000
OBS: 53639.373  u  NULL 103.2000000 61.0300000
OBS: 53641.372  g  NULL -27.4900000 39.2400000
OBS: 53641.372  r  NULL 43.8800000 60.7300000
OBS: 53641.372  i  NULL 195.1000000 61.0500000
OBS: 53641.372  z  NULL 11.4500000 169.5000000
OBS: 53641.372  u  NULL 41.2800000 67.3700000
OBS: 53644.320  g  NULL -20.5700000 41.1200000
OBS: 53644.320  r  NULL 25.2100000 65.7900000
OBS: 53644.320  i  NULL -198.3000000 71.0200000
OBS: 53644.320  z  NULL 87.7400000 213.4000000
OBS: 53644.320  u  NULL -17.5800000 63.7400000
OBS: 53654.355  g  NULL -39.6700000 37.5400000
OBS: 53654.355  r  NULL 58.1000000 56.4800000
OBS: 53654.355  i  NULL 533.5000000 61.6900000
OBS: 53654.355  z  NULL 28.9300000 188.6000000
OBS: 53654.355  u  NULL 52.3100000 67.2500000
OBS: 53663.315  g  NULL 17.3100000 46.2400000
OBS: 53663.315  r  NULL 560.5000000 48.1200000
OBS: 53663.315  i  NULL 361.9000000 61.2400000
OBS: 53663.315  z  NULL 187.7000000 197.4000000
OBS: 53663.315  u  NULL 59.8700000 123.9000000
OBS: 53666.385  g  NULL 30.3700000 49.4000000
OBS: 53666.385  r  NULL 36.6800000 66.9000000
OBS: 53666.385  i  NULL 295.4000000 62.9500000
OBS: 53666.385  z  NULL -450.8000000 200.0000000
OBS: 53666.385  u  NULL 78.5600000 122.2000000
OBS: 53668.305  g  NULL 4.0900000 34.8600000
OBS: 53668.305  r  NULL 104.4000000 57.9700000
OBS: 53668.305  i  NULL 98.1000000 91.5700000
OBS: 53668.305  z  NULL 38.0200000 210.7000000
OBS: 53668.305  u  NULL -23.1600000 77.9600000
OBS: 53670.310  g  NULL -72.9100000 38.3700000
OBS: 53670.310  r  NULL 152.4000000 54.9500000
OBS: 53670.310  i  NULL -116.2000000 76.6100000
OBS: 53670.310  z  NULL -58.4100000 225.4000000
OBS: 53670.310  u  NULL 16.6500000 63.4000000
OBS: 53673.278  g  NULL -50.0600000 35.8900000
OBS: 53673.278  r  NULL 33.7000000 61.9000000
OBS: 53673.278  i  NULL 276.8000000 61.4200000
OBS: 53673.278  z  NULL 204.9000000 221.8000000
OBS: 53673.278  u  NULL 31.9600000 66.5100000
OBS: 53675.274  g  NULL 9.6000000 33.8900000
OBS: 53675.274  r  NULL -201.0000000 51.2500000
OBS: 53675.274  i  NULL 90.1200000 82.5600000
OBS: 53675.274  z  NULL 102.5000000 238.2000000
OBS: 53675.274  u  NULL -42.3300000 83.6100000
OBS: 53677.296  g  NULL 54.9000000 33.3300000
OBS: 53677.296  r  NULL 26.5400000 58.6300000
OBS: 53677.296  i  NULL 270.7000000 60.8600000
OBS: 53677.296  z  NULL 66.0700000 172.0000000
OBS: 53677.296  u  NULL 3.4800000 47.9000000
OBS: 53680.282  g  NULL 564.3000000 32.7800000
OBS: 53680.282  r  NULL 735.0000000 48.8000000
OBS: 53680.282  i  NULL 465.8000000 63.8800000
OBS: 53680.282  z  NULL 822.1000000 188.5000000
OBS: 53680.282  u  NULL 191.1000000 57.3800000
OBS: 53693.283  g  NULL 4817.0000000 53.2400000
OBS: 53693.283  r  NULL 4496.0000000 70.4000000
OBS: 53693.283  i  NULL 3480.0000000 92.9700000
OBS: 53693.283  z  NULL 2587.0000000 193.5000000
OBS: 53693.283  u  NULL 2249.0000000 101.5000000
OBS: 53698.280  g  NULL 4063.0000000 56.1300000
OBS: 53698.280  r  NULL 4550.0000000 54.4800000
OBS: 53698.280  i  NULL 3188.0000000 76.3700000
OBS: 53698.280  z  NULL 2226.0000000 205.8000000
OBS: 53698.280  u  NULL 1290.0000000 68.9900000
OBS: 53699.303  g  NULL 4051.0000000 164.2000000
OBS: 53699.303  r  NULL 4459.0000000 57.4900000
OBS: 53699.303  i  NULL 3177.0000000 70.2300000
OBS: 53699.303  z  NULL 1481.0000000 243.7000000
OBS: 53699.303  u  NULL 994.3000000 75.1900000
OBS: 53704.265  g  NULL 2616.0000000 38.5500000
OBS: 53704.265  r  NULL 2948.0000000 173.9000000
OBS: 53704.265  i  NULL 2446.0000000 83.3600000
OBS: 53704.265  z  NULL 2191.0000000 235.1000000
OBS: 53704.265  u  NULL 506.4000000 71.2300000
END_PHOTOMETRY:

# =============================================
