SURVEY: SDSS
SNID: 21062
IAUC: 2007rp
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 333.431585  deg
DECL: 0.396301  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 20
FAKE: 0   (=> data)
MWEBV: 0.0483    MW E(B-V)
MWEBV_ERR: 0.0080    error on MWEBV
NEPOCH_PRESN: 12   12   15   16   17   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.138642 +- 0.000016  (Helio, z_best)
REDSHIFT_FINAL: 0.137289 +- 0.000016  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54425.469  (SNANA-FIT)
HOSTGAL_OBJID: 1237663543684367141
HOSTGAL_PHOTOZ: 0.0736  +- 0.0294
HOSTGAL_SNSEP: 0.530   # arcSec
HOSTGAL_LOGMASS: 9.321 +-  0.081   # log10(Mgal/Msolar)
HOSTGAL_MAG: 22.63  21.06  20.57  20.23  19.94 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 20
TELESCOPE: sdss    SEARCH_RUN: 7202  QMASK: 0
IDCCD: 4   FIELD: 82N
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 125      125      125      125      125
PHOTOMETRYFLAG: 0        0        0      132      140
GAIN: 3.995    4.760    4.885    4.775    1.600  e/ADU
RDNOISE: 5.593    5.474   12.212   14.803    5.680  e-
SKY_AVG: 77.50   199.50   306.00   155.25    14.50  ADU/pix
SKY_SIG: 4.80     6.65     8.53     6.94     4.57  ADU/pix
PSF_SIG1: 1.399    1.157    1.035    1.048    1.506  pixels
PSF_SIG2: 2.835    2.547    2.420    2.580    3.089  pixels
PSF_RATIO: 0.082    0.092    0.090    0.074    0.087  (at origin)
FLUX: 19.63    24.63    19.53    27.07     9.53  uJy
FLUX_ERRTOT: 0.698    1.241    1.639    5.541    2.266  uJy
FLUXCAL_ERRTOT: 19.786   34.559   45.993  157.961   61.388
MAG_ERRPLUS: 0.0390   0.0550   0.0910   0.2220   0.2660
MAG_ERRMINUS: 0.0390   0.0550   0.0910   0.2220   0.2660
ZEROPT: 28.3710  27.9690  27.6910  25.8850  26.9320
ZEROPT_ERR: 0.0030   0.0020   0.0030   0.0060   0.0230
SKYSUB_ERR: 13.125   15.191   24.722  113.124   61.591  (fluxcal)
GALSUB_ERR: 12.500   10.888   13.540   57.313   44.681  (fluxcal)
END_OF_EPOCH: 20
XPIXEL: 1789.420 1789.530 1788.830   -9.000   -9.000  (pixels)
YPIXEL: 655.470  643.030  646.090   -9.000   -9.000  (pixels)
EDGEDIST: 258.580  258.470  259.170   -9.000   -9.000  (pixels)
SEARCH_MAG: 20.6650  20.4310  20.5920  -9.0000  -9.0000
SEARCH_MAGERR: 0.0350   0.0460   0.0780  -9.0000  -9.0000
END_OF_SN: 21062
PHOTFLAG: [   0    0   32   32    4   32   32    0   32    4    0   32    0    0
  132    0   28    0   36 1156    1   33   32   32    1    1  161    0
   32    5   32   32   32    0    0   32   32    0   32    4    0   32
   32   32  128    1   32   32   32    1   33   32   32   32    4   32
   32   32   32    0    0    8    0    0    4    0    0    0   32    8
    0    0    0    0  132    1    1    0   32    5    1    1    1  128
